Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov < 3,5t;Sr. tov  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
R3;647;1173;GROSUPLJE - MLACEVO;0;2.317;275;Veliko Mlacevo;QLD5;6.541;48;5.793;39;452;69;91;26;23;107;PLDP
R3;647;1174;MLACEVO - PLESIVICA;0;3.230;276;Veliko Mlacevo 2;R 10x4;2.900;25;2.681;9;140;20;15;6;4;22;PLDP
R3;647;1174;PLESIVICA - KRKA;3.230;15.062;;;P;440;5;406;2;20;3;2;1;1;4;PLDP
R3;647;1368;MLACEVO - VIDEM;0;12.000;388;Malo Mlacevo;QLD5;3.062;16;2.674;24;210;44;58;20;16;71;PLDP
R3;647;1368;VIDEM - RASICA;12.000;18.935;784;Predstruge;R 10x4;1.400;16;1.173;21;93;49;35;7;6;44;PLDP
R3;648;2912;VIDEM - PRI CERKVI STRUGE;0;10.392;785;Kompolje;R 10x4;1.270;7;1.166;10;52;21;6;4;4;16;PLDP
R3;648;3601;PRI CERKVI STRUGE - ZVIRCE;0;4.800;461;Zvirce 1;R 09x1;250;9;212;3;12;10;4;0;0;5;PLDP
R3;648;3601;ZVIRCE - SMUKA;4.800;14.695;463;Zvirce 3;R 09x1;130;4;118;0;4;4;0;0;0;1;PLDP
R3;649;2915;ZAGRADEC - AMBRUS-ZVIRCE;0;10.951;462;Zvirce 2;R 09x1;270;3;242;0;16;9;0;0;0;2;PLDP
R3;650;1159;ZUZEMBERK - PLUSKA;0;13.762;269;Dobrava;QLD5;769;16;658;9;41;13;26;3;3;23;PLDP
R3;651;1198;TREBNJE - NOVO MESTO (BUCNA VAS);0;7.346;;;P;2.200;15;2.010;10;85;25;30;15;10;40;PLDP
R3;651;0399;NOVO MESTO (BUCNA VAS - KRKA);0;1.090;;;P;13.500;50;12.130;40;800;200;80;90;110;222;PLDP
R3;651;0252;PRIKLJ. NM ZAHOD - V. BUCNA VAS;0;1.900;194;NM Karteljevo;QLTC8;7.567;31;6.618;43;600;83;55;71;66;148;PLDP
R3;651;0252;V. BUCNA VAS - NM BUCNA VAS;1.900;2.655;;;P;9.800;25;8.810;40;650;90;50;65;70;144;PLDP
R3;651;1492;SENTJURIJ-MIRNA PEC;0;3.088;929;Mirna Pec 2;QLTC10;1.469;8;1.293;5;111;18;22;8;4;24;PLDP
R3;652;1457;MORAVCE - CATEZ;0;6.200;283;Catez;QLD5;373;7;321;1;21;11;10;0;2;9;PLDP
R3;652;1457;CATEZ - TREBNJE;6.200;16.117;173;Kamni Potok;R 11x4;1.900;17;1.584;6;160;69;30;14;20;53;PLDP
R3;653;1363;SODRAZICA - HRIB;0;11.150;385;Travna gora;R 08x1;1.330;5;1.205;7;75;30;3;2;3;14;PLDP
R3;653;1364;HRIB - PODPLANINA;0;18.860;506;MP Podplanina;R 04x4;37;3;32;0;1;1;0;0;0;0;PLDP
R3;654;3611;STALCERJI - KOC. REKA;0;5.835;465;Kocevska Reka;QLD6;1.011;18;864;7;66;6;15;21;14;34;PLDP
R3;655;6643;DOL. VAS  -  GOTEN. - KOC. REKA;0;16.525;162;Grcarice;R 09x1;950;10;897;3;5;6;3;20;6;20;PLDP
R3;656;3651;KOCEVSKA REKA - BOROVEC;0;6.035;;;P;200;5;189;4;2;0;0;0;0;2;PLDP
R3;656;3619;BOROVEC  -  DRAGARJI;0;3.498;;;P;50;1;44;1;4;0;0;0;0;0;PLDP
R3;656;3650;DRAGARJI - GOZDNA CESTA (OSILNICA);0;1.371;;;P;5;0;3;0;0;0;2;0;0;1;PLDP
R3;656;3650;GOZDNA CESTA (OSILNICA) - OSILNICA;1.371;10.619;;;P;50;3;40;0;5;1;1;0;0;1;PLDP
R3;657;3610;PETRINA - GRIVAC-MIRTOVICI;0;11.325;743;Petrina 2;QLD*;239;8;205;1;20;2;1;1;1;3;PLDP
R3;657;1345;BOSLJIVA LOKA - OSILNICA;0;9.520;445;Osilnica;R 09x1;200;2;185;0;8;5;0;0;0;1;PLDP
R3;658;2517;DOBLICE - SV.ANA-STARI TRG;0;9.865;468;Stari trg;R 09x4;600;15;533;0;35;12;2;1;2;5;PLDP
R3;658;1450;STARI TRG ;0;1.203;;;P;620;10;579;1;20;10;0;0;0;2;PLDP
R3;658;1433;STARI TRG - BREZOVICA;0;8.464;452;Predgrad;QLD6;633;12;551;1;47;7;8;4;3;10;PLDP
R3;659;3616;STARI TRG - KOT;0;3.599;;;P;250;5;209;8;18;6;1;1;2;7;PLDP
R3;659;2515;KOT - SODEVCI;0;780;509;MP Sodevci;R 08x1;31;3;13;0;15;0;0;0;0;0;PLDP
R3;660;1179;CRNOMELJ - DOLENJCI;0;9.810;281;Crnomelj;QLD6;2.122;13;1.955;4;112;12;16;5;5;18;PLDP
R3;660;1342;DOLENJCI - VRHOVCI;0;3.680;451;Dolenjci 2;R 09x4;900;8;835;2;35;10;8;1;1;8;PLDP
R3;660;1342;VRHOVCI - ZUNICI;3.680;8.730;;;P;400;2;382;2;10;2;1;0;1;2;PLDP
R3;660;1342;ZUNICI - MP ZUNICI;8.730;9.390;508;MP Zunici;R 09x4;27;0;26;0;1;0;0;0;0;0;PLDP
R3;661;1210;MEJA RH - KRMACINA - DRASICI;0;5.000;301;Drasici;R 05x1;530;0;479;4;35;5;5;1;1;6;PLDP
R3;661;1210;DRASICI - METLIKA;5.000;9.270;745;Drasici;QLD5;684;6;617;2;33;10;15;0;1;11;PLDP
R3;662;5407;METLIKA - RADOVICI;0;3.000;;;P;860;5;774;8;45;18;8;1;1;12;PLDP
R3;662;5407;RADOVICI - MP BOZAKOVO;3.000;8.130;525;MP Bozakovo;R 09x4;18;0;15;0;1;2;0;0;0;0;PLDP
R3;663;5401;BUSINJA VAS - RADOVICA;0;4.594;;;P;200;4;165;1;10;11;9;0;0;7;PLDP
R3;663;5404;RADOVICA - OSTRIZ;0;3.500;;;P;100;0;92;0;7;1;0;0;0;0;PLDP
R3;664;2501;GABER -  URSNA S. - NOVO M.;0;22.148;164;Ljuben;QLD5;1.791;10;1.630;12;90;17;26;4;2;25;PLDP
R3;665;1191;LJUBEZ V LAZIH - SOPOTA;0;15.100;;;P;230;2;210;2;2;8;5;1;0;6;PLDP
R3;665;1191;SOPOTA - RADECE;15.100;28.032;285;Jagnjenica;QLD5;1.192;19;1.031;8;91;14;26;2;1;21;PLDP
R3;666;8115;SOPOTA - PODKUM-ZAGORJE;0;10.370;703;Zagorje 3;R 08x4;1.110;7;983;5;45;15;45;5;5;34;PLDP
R3;667;1385;ZBURE - SMARJESKE TOPLICE;0;5.140;565;Zbure 2;QLD6;1.732;16;1.550;28;81;16;29;6;6;37;PLDP
R3;667;1385;SMARJESKE TOPLICE - DOLENJE KRONOVO;5.140;6.698;402;Smarjeske Toplice;QLD6;4.317;25;3.944;37;230;24;34;10;13;52;PLDP
R3;668;5846;GABRJE - RATEZ;0;5.581;475;Gabrje;R 11x4;910;1;900;0;7;2;0;0;0;0;PLDP
R3;670;1244;BIZELJSKO  -  ORESJE;0;5.260;435;MP Bizeljsko (Oresje);R 08x1;190;9;123;5;34;8;10;1;0;9;PLDP
R3;671;2237;KRIZAJ - PODBOCJE-SUTNA;0;3.846;191;Podbocje;R 07x1;940;4;928;1;5;2;0;0;0;1;PLDP
R3;671;3921;SUTNA - PLANINA V PODBOCJU;0;10.050;;;P;20;0;18;1;1;0;0;0;0;0;PLDP
R3;672;1337;IMPOLJCA - ZAVRATEC;0;4.900;;;P;1.560;20;1.393;11;95;20;12;4;5;20;PLDP
R3;672;1338;ZAVRATEC - SMEDNIK;0;9.229;369;Podlipa;QLTC10;1.631;17;1.472;14;98;9;13;2;6;19;PLDP
R3;672;3927;SMEDNIK - ZAMESKO-KOSTANJEVICA;0;9.176;183;Dolenje Ravno;R 08x4;1.400;15;1.273;7;35;25;20;10;15;34;PLDP
R3;673;1340;DRNOVO - KRIZAJ;0;5.705;371;Malo Mrasevo;QLD*;2.717;31;2.433;11;145;22;45;15;15;50;PLDP
R3;674;1384;ZAVRATEC - SKOCJAN;0;10.495;401;Skocjan 2;R 11x4;1.080;15;935;8;80;28;12;1;1;16;PLDP
R3;675;1207;CATEZ OB SAVI - MOKRICE;0;7.479;184;Ribnica;R 08x1;800;10;701;6;40;9;28;2;4;22;PLDP
R3;675;1481;MOKRICE  -  OBREZJE - SLOV. VAS;0;2.687;677;MP Slovenska vas;QLTC44;3.350;17;3.112;21;190;10;0;0;0;11;PLDP
R3;676;2204;SP. POHANCA - (R1-219);0;7.740;471;Artice;QLD6;1.994;13;1.783;25;105;15;29;8;16;43;PLDP
R3;676;2204;(R1-219) - KAPELE;7.740;10.120;;;P;950;6;806;15;70;28;10;5;10;26;PLDP
R3;676;2212;KAPELE ;0;1.028;;;P;950;8;815;15;70;25;5;5;7;21;PLDP
R3;676;2216;KAPELE - RAKOVEC;0;2.515;513;MP Rakovec;R 08x1;30;0;28;0;2;0;0;0;0;0;PLDP
R3;677;2203;MP  NOVA VAS - PISECE;0;6.019;515;MP Nova vas;R 08x1;50;0;48;0;2;0;0;0;0;0;PLDP
R3;677;2202;PISECE - ZG.POHANCA-KRSKO;0;17.355;185;Zgornja Pohanca;R 08x4;660;8;613;2;30;4;2;0;1;3;PLDP
R3;678;2215;ST.VAS - FIGAROV MOST;0;755;514;MP Stara vas;R 08x1;96;2;93;0;1;0;0;0;0;0;PLDP
R3;679;1192;RADECE - BREG;0;5.700;286;Loka;R 09x4;1.100;25;991;1;50;20;9;1;3;11;PLDP
R3;679;3909;BREG - SEVNICA;0;8.100;709;Breg;R 09x4;900;15;825;3;35;15;5;1;1;8;PLDP
R3;679;3909;SEVNICA - BLANCA;8.100;16.800;715;Gornje Brezovo;QLD6;1.988;15;1.839;4;104;8;14;2;2;13;PLDP
R3;679;3909;BLANCA - BRESTANICA;16.800;21.757;713;Brestanica;R 11x4;1.500;15;1.376;7;70;20;10;1;1;13;PLDP
R3;680;1223;RIMSKE TOPLICE - JURKLOSTER;0;15.040;769;Jurkloster 3;R 10x4;330;5;288;5;13;12;6;1;0;8;PLDP
R3;680;1224;JURKLOSTER - DEZNO;0;6.490;768;Jurkloster 2;R 10x4;390;5;342;3;14;15;9;1;1;10;PLDP
R3;681;4005;LASKO ;0;124;;;P;9.100;70;7.945;160;520;290;65;20;30;190;PLDP
R3;681;4006;LASKO - BREZE-SENTJUR;0;20.027;187;Sentrupert;R 07x1;380;5;349;5;11;4;0;2;4;7;PLDP
R3;681;7233;SENTJUR(PODGORA - NOVA V);0;1.271;;;P;3.500;45;3.151;20;250;10;15;3;6;24;PLDP
R3;682;1441;LOKE - LEDINSCICA;0;10.080;312;Ledinscica;R 10x4;220;3;162;1;20;15;15;2;2;13;PLDP
R3;683;1169;LESICNO - GOLOBINJEK;0;10.294;274;Lesicno;R 10x4;830;15;707;7;50;25;20;1;5;22;PLDP
R3;683;1414;IMENO - MP IMENO;0;1.015;415;MP Imeno;R 10x4;221;1;209;1;10;0;0;0;0;0;PLDP
R3;684;7460;PRELASKO - BUCE-KOZJE;0;7.384;428;Buce;R 10x4;880;10;762;4;55;35;12;2;0;16;PLDP
R3;685;7495;TEKACEVO - ROGASKA SLAT.;0;4.114;910;Tekacevo;QLD6;4.911;23;4.463;32;283;24;49;13;24;66;PLDP
R3;685;7450;RODNE - MP RAJNKOVEC;0;1.733;517;MP Rajnkovec;R 09x1;757;0;755;0;2;0;0;0;0;0;PLDP
R3;686;1278;TEPANJE - ZICE;0;3.641;568;Zice 2;QLD6;2.288;17;2.001;19;165;17;30;13;26;51;PLDP
R3;686;1279;ZICE - KARTUZIJA;0;6.900;195;Skedenj;R 11x4;410;7;370;2;23;5;2;0;1;3;PLDP
R3;686;1279;KARTUZIJA - DRAMLJE;6.900;14.224;;;P;60;1;54;3;2;0;0;0;0;1;PLDP
R3;687;7207;DOLE - PONIKVA-LOCE;0;14.140;135;Hotunje;QLD5;2.121;29;1.861;7;129;38;49;3;5;40;PLDP
R3;688;1231;SLOV.KONJICE - ZICE;0;4.840;567;Slovenske Konjice;QLTC10;5.632;27;4.976;8;401;89;59;14;58;96;PLDP
R3;688;1418;ZICE ;0;670;;;P;3.900;20;3.504;15;200;65;60;11;25;72;PLDP
R3;688;1232;ZICE - MLACE;0;2.900;317;Zice;QLD6;4.506;36;4.054;20;255;40;54;17;30;73;PLDP
R3;688;1232;MLACE - POLJCANE;2.900;9.184;667;Cadramska vas;QLD6;2.701;33;2.418;20;155;25;37;5;8;40;PLDP
R3;688;1233;POLJCANE - MAJSPERK;0;16.270;318;Modraze;QLD*;1.152;27;1.014;10;64;10;18;3;6;21;PLDP
R3;689;6252;PODLEHNIK - KOZMINCI;0;3.563;762;Podlehnik;R 10x4;760;13;669;10;35;25;5;0;3;14;PLDP
R3;689;6260;KOZMINCI-ZETALE - ROGATEC;0;15.471;481;Cermozise;QLD5;497;7;434;7;26;8;12;1;2;12;PLDP
R3;690;1234;MAJSPERK - JUROVCI;0;12.605;145;Stogovci;R 10x4;600;10;519;10;32;19;4;3;3;14;PLDP
R3;690;1235;TRZEC - VIDEM;0;4.500;763;Videm pri Ptuju;R 10x4;1.750;16;1.585;6;69;42;21;9;2;28;PLDP
R3;690;1235;VIDEM - ZG. LESKOVEC;4.500;15.965;521;MP Leskovec;R 09x1;340;0;288;27;17;5;0;3;0;14;PLDP
R3;691;6251;ZAVRC - DRENOVEC;0;7.280;753;Goricak;R 09x1;1.830;0;1.672;24;77;31;20;0;6;30;PLDP
R3;692;6223;BORL-CIRKULANE - MP MEJE;0;7.703;520;MP Meje;R 09x1;260;0;243;0;7;10;0;0;0;2;PLDP
R3;693;2302;NOVA CERKEV - SOCKA-VITANJE;0;10.320;;;P;1.150;5;1.060;20;40;20;5;0;0;15;PLDP
R3;694;1268;VELENJE - POLZELA;0;12.000;326;Arnace;QLD6;2.956;21;2.697;16;148;23;39;5;7;40;DIST
R3;694;1268;POLZELA - DOBRTESA VAS;12.000;15.392;40;Breg pri Polzeli;QLD6;5.921;42;5.407;45;304;35;59;9;20;79;WIM
R3;695;8208;POLZELA ;0;724;;;P;2.600;10;2.275;15;130;70;75;10;15;74;PLDP
R3;695;7951;POLZELA - RECICA;0;5.410;36;Podvin pri Polzeli ;R 11x4;850;17;725;2;44;16;41;4;1;28;PLDP
R3;695;1458;GORENJE - SOTESKA;0;2.710;578;Gorenje;QLD5;3.591;37;3.134;18;223;51;72;22;34;89;PLDP
R3;696;7912;VELENJE - SKALE;0;6.538;31;Velenje;QLD6;4.359;28;3.987;12;225;50;40;12;5;46;PLDP
R3;696;7919;SKALE - GRASKA  G.-SMIKLA;0;10.710;32;Plesivec;R 11x4;550;18;494;6;27;2;3;0;0;4;PLDP
R3;696;6904;SL.GRADEC - MISL.DOBRAVA;0;10.440;33;Podgorje pri Slov. Gradcu;R 11x4;1.700;22;1.569;6;73;18;8;4;0;13;PLDP
R3;697;5514;NAZARJE - GORNJI GRAD;0;13.979;175;Smartno ob Dreti;R 08x4;1.100;23;999;19;32;17;4;2;4;17;PLDP
R3;698;6505;MEZICA - REHT;0;2.725;552;MT Mezica;R 09x1;300;24;267;0;6;3;0;0;0;1;PLDP
R3;699;1263;DRAVOGRAD - CRNECE;0;2.500;;;P;450;20;419;2;1;8;0;0;0;2;PLDP
R3;699;1263;CRNECE - MP LIBELICE;2.500;8.682;672;MT Libelice;R 09x1;90;10;78;0;2;0;0;0;0;0;PLDP
R3;700;1272;SL.KONJICE - OPLOTNICA;0;6.548;330;Oplotnica 2;QLD6;1.903;19;1.757;9;78;13;19;3;5;21;PLDP
R3;700;1273;OPLOTNICA - LOZNICA;0;9.450;331;Loznica;QLD5;4.053;33;3.650;25;204;66;56;7;12;64;PLDP
R3;701;1270;RUTA - LOVRENC;0;13.400;328;Lovrenc na Pohorju;QLD5;1.966;16;1.762;21;95;28;34;5;5;38;PLDP
R3;701;1270;LOVRENC - PESEK;13.400;18.472;;;P;350;2;341;0;4;3;0;0;0;1;PLDP
R3;701;1430;PESEK - ROGLA;0;15.000;327;Pesek;R 11x4;320;10;284;7;13;6;0;0;0;4;PLDP
R3;701;1430;ROGLA - ZRECE;15.000;17.700;734;Boharina;QLD5;1.106;18;1.000;14;54;9;9;1;1;14;PLDP
R3;701;1430;ZRECE - ZECE;17.700;21.284;711;Zrece;QLD*;8.777;41;7.921;103;479;65;76;21;71;152;PLDP
R3;702;2703;DRAVOGRAD - TRBONJE;0;7.150;483;Trbonje 1;R 09x1;220;1;185;0;25;4;5;0;0;3;PLDP
R3;702;2703;TRBONJE - GORTINA;7.150;7.900;485;Trbonje 3;R 09x1;940;15;831;5;51;25;13;0;0;14;PLDP
R3;702;2704;TRBONJE - VUZENICA;0;7.440;484;Trbonje 2;R 09x1;770;15;682;5;36;24;8;0;0;11;PLDP
R3;702;2704;VUZENICA - VUHRED;7.440;13.300;;;P;1.000;15;883;7;40;25;20;5;5;24;PLDP
R3;703;6307;MUTA ;0;830;;;P;2.000;25;1.850;10;65;25;15;5;5;23;PLDP
R3;703;6304;MUTA - GORTINA;0;1.610;571;Muta;R 07x1;1.360;20;1.261;15;45;19;0;0;0;10;PLDP
R3;703;6303;GORTINA - BISTRISKI JAREK;0;6.330;482;Muta;R 08x4;500;10;453;1;23;6;5;1;1;5;PLDP
R3;704;1353;RADLJE - RIBNICA;0;12.157;378;Vuhred;R 09x1;850;5;743;6;54;15;23;3;1;20;PLDP
R3;704;1355;RIBNICA - BREZNO;0;10.245;379;Janzevski vrh;QLD6;744;4;675;5;43;5;6;4;2;10;PLDP
R3;705;1432;RUSE - PUSCAVA;0;10.100;705;Fala;R 08x4;1.000;9;908;12;44;13;6;3;5;16;PLDP
R3;706;6301;OZBALT - ZG. KAPLA;0;14.230;486;Ozbalt;R 08x4;440;4;389;4;27;6;7;1;2;8;PLDP
R3;706;8802;HAJDICEV MLIN - GRADISCE;0;2.400;;;P;180;0;172;0;2;6;0;0;0;1;PLDP
R3;707;8801;SP.SELNICA - DUH NA OSTREM VRHU;0;12.861;;;P;170;0;162;0;2;6;0;0;0;1;PLDP
R3;708;1330;ZG.KUNGOTA - MP PLAC;0;5.480;;;P;110;0;104;1;3;1;1;0;0;1;PLDP
R3;709;8614;MB (MELJSKA CESTA);0;1.632;;;P;1.150;10;1.060;20;50;5;5;0;0;12;PLDP
R3;709;8615;MB (MALECNIK-most) - MB (MALECNIK);0;750;572;Malecnik;QLD*;7.564;62;7.104;25;320;25;21;3;4;31;PLDP
R3;709;8615;MB (MALECNIK) - PERNICA;750;6.750;488;Celestrina;QLD*;3.613;34;3.407;19;127;10;9;3;4;19;PLDP
R3;710;1292;MARIBOR - DVORJANE;0;11.965;342;Dogose;QLD6;9.805;63;9.001;70;509;50;45;36;31;104;PLDP
R3;710;1292;DVORJANE - PTUJ;11.965;24.748;438;Vurberk;QLD6;2.091;22;1.924;16;94;12;15;3;5;22;PLDP
R3;710;0247;PTUJ - HAJDINA;0;2.719;637;Ptuj Zahod;QLTC10;15.554;109;14.124;105;925;148;78;26;39;154;PLDP
R3;710;0352;HAJDINA - TURNISCE;0;3.350;911;Turnisce 2;QLD6;1.806;16;1.563;7;95;34;33;18;40;63;PLDP
R3;711;9006;FRAM - RACE;0;2.312;421;Race;QLTC10;6.221;38;5.632;5;372;35;78;18;43;86;PLDP
R3;711;9014;RACE ;0;550;;;P;1.850;30;1.682;33;60;20;15;5;5;32;PLDP
R3;711;9013;RACE - KUNGOTA-KIDRICEVO;0;10.888;311;Brunsvik;R 11x4;1.100;25;976;2;65;24;7;0;1;10;PLDP
R3;712;1331;ZIHLAVA - JURSINCI;0;10.400;;;P;600;10;534;4;30;14;4;2;2;9;PLDP
R3;712;1331;JURSINCI - GABERNIK;10.400;13.000;764;Gabrnik;R 10x4;2.400;30;2.128;17;125;58;32;5;5;41;PLDP
R3;712;1331;GABERNIK - ROGOZNICA(PTUJ);13.000;21.173;363;Pacinje;QLD5;2.592;31;2.288;23;144;42;50;6;8;52;PLDP
R3;713;4910;LJUTOMER - DORNAVA;0;24.800;733;Savci;R 09x4;800;15;693;10;40;25;10;2;5;19;PLDP
R3;713;4910;DORNAVA - KRIZ.SPUHLJA;24.800;28.500;433;Dornava;QLD5;3.941;31;3.523;28;223;55;68;6;7;65;PLDP
R3;713;4910;KRIZ.SPUHLJA - PTUJ;28.500;31.230;425;Rogoznica;QLTC10;9.685;50;8.930;30;503;73;59;20;20;82;PLDP
R3;714;1293;SV. JURIJ OB SCAVNICI - GRABONOS;0;2.879;;;P;1.200;10;940;25;70;40;20;30;65;88;PLDP
R3;714;2806;GRABONOS - SP. IVANJCI;0;2.170;594;Spodnji Ivanjci - 1;R 09x4;970;15;841;10;56;26;13;5;4;22;PLDP
R3;714;2807;SP.IVANJCI - GORNJA RADGONA;0;9.512;595;Spodnji Ivanjci - 2;R 09x4;1.130;21;971;19;62;36;12;6;3;27;PLDP
R3;715;5645;M.SOBOTA - GORICA;0;5.800;42;Markisavci;QLD6;2.780;23;2.570;8;117;19;29;6;8;30;PLDP
R3;715;5645;GORICA - LEMERJE;5.800;8.500;491;Lemerje 2;R 10x4;2.500;8;2.282;18;115;50;20;2;5;32;PLDP
R3;715;5645;LEMERJE - SKAKOVCI;8.500;14.150;490;Lemerje 3;R 10x4;1.120;4;997;4;62;40;9;2;2;17;PLDP
R3;716;5637;LEMERJE - GRAD;0;11.210;489;Bodonci;QLD5;807;9;727;12;39;8;10;1;1;13;PLDP
R3;716;5640;GRAD ;0;1.450;;;P;840;4;782;10;20;21;2;0;1;10;PLDP
R3;716;5630;GRAD - KUZMA;0;4.695;761;Grad;R 10x4;830;8;760;3;35;22;1;0;1;7;PLDP
R3;717;1297;CANKOVA ;0;822;;;P;450;4;436;0;10;0;0;0;0;0;PLDP
R3;717;5614;CANKOVA - GERLINCI;0;5.200;758;Korovci;R 10x4;550;2;517;1;17;11;1;1;0;4;PLDP
R3;717;5615;KOROVCI ;0;420;;;P;350;1;349;0;0;0;0;0;0;0;PLDP
R3;717;5616;GERLINCI;0;355;;;P;250;1;249;0;0;0;0;0;0;0;PLDP
R3;718;5620;PERTOCA - FIKSINCI;0;4.688;759;Pertoca;R 10x4;370;5;338;3;11;12;1;0;0;4;PLDP
R3;718;5619;FIKSINCI ;0;984;;;P;100;1;96;0;2;1;0;0;0;0;PLDP
R3;719;5621;ROGASOVCI - KRAMAROVCI;0;2.953;760;Rogasovci;R 10x4;650;10;587;2;28;19;4;0;0;7;PLDP
R3;719;5622;KRAMAROVCI;0;630;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;720;5624;SOTINA;0;2.266;;;P;75;0;75;0;0;0;0;0;0;0;PLDP
R3;721;1317;PETROVCI - MARTINJE;0;10.000;714;Gor. Petrovci;R 11x4;750;9;678;4;47;5;6;1;0;6;PLDP
R3;721;1317;MARTINJE -  KUZMA;10.000;16.360;356;Dolic;R 09x4;690;13;610;10;34;16;7;0;0;11;PLDP
R3;721;1317;KUZMA - MP KUZMA;16.360;19.748;;;P;1.100;6;1.023;10;35;20;5;0;1;11;PLDP
R3;722;1446;MP MARTINJE - MARTINJE;0;310;524;MP Martinje;R 09x4;110;6;96;0;5;2;1;0;0;1;PLDP
R3;723;5691;SALOVCI - CEPINCI;0;6.638;719;Salovci;R 11x4;470;6;415;5;34;5;3;1;1;6;PLDP
R3;723;5657;CEPINCI - MEJA MADZARSKA;0;2.524;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;724;5693;HODOS - DOMANJSEVCI;0;5.055;720;Krplivnik;R 11x4;150;1;131;0;14;2;2;0;0;1;PLDP
R3;724;5694;DOMANJSEVCI ;0;1.060;;;P;100;0;95;1;2;1;1;0;0;1;PLDP
R3;724;5661;DOMANJSEVCI - BERKOVCI;0;3.770;;;P;100;0;95;1;2;1;1;0;0;1;PLDP
R3;724;4210;BERKOVCI - KOBILJE;0;12.943;721;Motvarjevci;R 11x4;360;2;310;5;35;5;3;0;0;5;PLDP
R3;725;5672;MARTJANCI - SEBEBORCI;0;3.167;43;Sebeborci;R 11x4;1.760;20;1.632;9;71;16;10;1;1;13;PLDP
R3;725;5677;SEBEBORCI - TRAKSAROV BREG;0;3.973;712;Andrejci;R 11x4;1.000;8;926;6;50;7;3;0;0;5;PLDP
R3;725;5678;TRAKSAROV BREG -  FOKOVCI;0;440;;;P;490;3;453;5;21;8;0;0;0;4;PLDP
R3;725;5668;FOKOVCI - PROSENJAKOVCI;0;7.693;492;Fokovci;R 07x1;850;10;782;9;38;8;1;1;1;7;PLDP
R3;726;1321;RENKOVCI - CRENSOVCI;0;8.219;359;Turnisce;QLD*;2.807;18;2.535;25;150;21;31;11;16;47;PLDP
R3;726;1322;CRENSOVCI - RAZKRIZJE;0;6.210;360;Sr. Bistrica;QLD5;2.142;31;1.867;11;125;43;34;5;26;50;PLDP
R3;726;1324;STROCJA VAS - PAVLOVCI;0;13.355;140;Miklavz pri Ormozu;QLD5;877;19;766;6;50;16;18;1;1;16;PLDP
R3;727;1326;RAZKRIZJE - MEJA RH;0;475;;;P;450;2;438;0;10;0;0;0;0;0;PLDP
R3;728;1148;SKOFLJICA - IG;0;5.325;161;Ig;QLTC10;3.896;41;3.468;3;306;30;29;9;10;34;PLDP
R3;728;4815;IG - ISKA VAS;0;3.800;;;P;1.500;15;1.410;20;45;5;5;0;0;12;PLDP
R3;728;4815;ISKA VAS - KRIM;3.800;14.000;;;P;80;1;70;2;5;2;0;0;0;1;PLDP
R3;728;4815;KRIM - RAKITNA;14.000;19.440;158;Rakitna;R 09x4;40;1;36;1;1;1;0;0;0;1;PLDP
R3;729;4206;HOTIZA - VELIKA POLANA;0;3.317;47;Velika Polana;R 07x4;880;16;778;10;46;22;5;1;2;13;PLDP
R3;729;4207;VELIKA POLANA - LIPA-BELTINCI;0;8.781;46;Beltinci;QLD5;1.537;13;1.420;20;57;13;11;2;1;18;PLDP
R3;730;4104;ZICE - SV. ANA-ZG. SCAVNICA;0;5.835;30;Sveta Ana;R 11x4;1.190;12;1.104;14;45;9;5;1;0;11;PLDP
R3;730;4105;ZG.SCAVNICA - DRAZEN VRH;0;2.235;;;P;150;0;141;2;3;2;1;1;0;2;PLDP
R3;731;8209;POLZELA - PARIZLJE;0;1.050;;;P;2.300;20;2.120;30;78;17;20;5;10;36;PLDP
R3;731;8209;PARIZLJE - BRASLOVCE-M.BRASLOVCE;1.050;3.919;94;Braslovce;R 11x4;2.210;15;2.032;27;101;18;11;3;3;24;PLDP
R3;732;8215;PONDOR - TABOR;0;2.388;65;Pondor;R 11x4;420;6;368;10;29;5;2;0;0;6;PLDP
R3;732;8259;TABOR - OJSTRISKA VAS-KAPLA;0;1.645;;;P;300;1;267;2;12;11;5;1;1;7;PLDP
R3;733;5831;VAVTA VAS - DOL.TOPLICE;0;4.560;298;Dolenjske Toplice;QLD6;3.838;13;3.515;36;228;21;18;2;5;33;PLDP
R3;733;5831;DOL.TOPLICE - PODTURN;4.560;6.290;;;P;1.850;8;1.745;8;50;15;7;8;9;21;PLDP
R3;734;4123;CERKVENJAK - VITOMARCI;0;5.733;;;P;150;1;131;1;6;4;3;2;2;5;PLDP
R3;734;4121;VITOMARCI - GABRNIK;0;6.397;765;Gradiscak;R 10x4;420;9;360;2;27;15;6;1;0;7;PLDP
R3;735;6314;MUTA - VUZENICA;0;445;;;P;4.200;15;3.775;25;270;55;25;15;20;56;PLDP
R3;737;9017;RACE - SIKOLE;0;5.789;399;Podova;QLD6;1.962;21;1.760;9;115;18;27;6;6;28;PLDP
