Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Tip pr. odseka;Tip avt. stevca;Leto roc. (avt.) stetja;Ime stevnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.
R1;225;1083;SPODNJE STRANJE-STAHOVICA;2000;4.270;;P; ; ; ;4.000;50;3.430;35;150;120;150;65
R1;225;1084;STAHOVICA-CRNIVEC;0;10.615;233;O;;02x4;Crna;1.900;11;1.684;20;94;45;26;20
R1;225;1085;CRNIVEC-GORNJI GRAD;0;12.200;237;O;QLD-3; ;Tirosek;972;15;837;10;55;20;20;15
R1;225;1085;GORNJI GRAD-RADMIRJE;12200;17.571;234;O;;04x1;Radmirje 2;2.080;55;1.758;35;130;70;12;20
R1;225;1248;RADMIRJE-MOZIRJE;0;8.731;232;O;QLD-6 sel; ;Nizka;5.150;56;4.612;31;233;80;80;58
R1;225;1248;MOZIRJE;8731;11.302;139;O;;04x4;Mozirje;5.200;30;4.615;40;250;130;60;75
R1;225;1247;MOZIRJE-SOTESKA;0;2.339;;P; ; ; ;4.500;45;3.730;35;290;150;40;210
R1;225;1246;SOTESKA-LETUS;0;3.300;;P; ; ; ;4.000;26;3.501;27;172;115;68;91
R1;225;1246;LETUS-M.BRASLOVCE;3300;6.050;138;O;QLD-6; ;Letus;6.683;61;5.746;38;401;114;142;181
R1;225;1246;M.BRASLOVCE-PARIZLJE;6050;8.390;;P; ; ; ;6.000;40;5.210;20;300;130;150;150
R1;225;1246;PARIZLJE-SENTRUPERT;8390;12.200;;P; ; ; ;7.800;30;6.765;35;450;230;70;220
R1;226;1254;MP HOLMEC-POLJANA;0;3.930;662;O;QLD-6; ;MP Holmec;1.449;17;1.323;3;48;6;11;41
R1;226;1255;POLJANA-PREVALJE;0;2.000;432;O;QLD-6; ;Prevalje;7.706;42;7.033;59;312;90;82;88
R1;226;1255;PREVALJE-RAVNE;2000;8.026;;P; ; ; ;11.700;30;10.720;80;380;230;100;160
R1;226;1256;RAVNE-DRAVOGRAD;0;7.080;160;O;QLD-6; ;Ravne;7.560;48;6.623;69;427;116;127;150
R1;227;1264;RAVNE-KOTLJE;0;3.600;319;O;QLD-3; ;Brdinje;6.140;31;5.656;23;290;93;42;5
R1;227;1423;KOTLJE-SLOVENJ GRADEC;0;11.154;322;O;QLD-5; ;Podgora;4.499;22;4.133;13;255;40;32;4
R1;228;1291;SPUHLJA-BORL;0;8.500;341;O;QLD-6 sel; ;Stojnci;4.649;21;4.023;36;200;55;59;255
R1;228;1291;BORL-MP ZAVRC;8500;13.900;340;O;QLD-3; ;MP Zavrc;1.853;1;1.444;16;104;34;22;232
R1;229;1417;PTUJ-ROGOZNICA;0;2.080;;P; ; ; ;11.800;35;11.275;90;110;45;135;110
R1;229;1286;ROGOZNICA-SENARSKA;0;16.930;338;O;QLD-5; ;Gocova;2.767;36;2.267;12;129;79;102;142
R1;229;1287;SENARSKA-LENART;0;4.100;442;O;QLD-5; ;Lenart vzhod;5.772;41;5.146;35;206;96;110;138
R1;230;1399;VUCJA VAS-KRIZEVCI;0;4.527;;P; ; ; ;3.700;20;3.195;20;110;170;100;85
R1;230;1415;KRIZEVCI;0;700;;P; ; ; ;6.300;30;5.573;55;230;180;120;112
R1;230;1309;KRIZEVCI-LJUTOMER;0;7.300;353;O;Prazno;05 QLD6;Norsinci;5.600;11;4.990;39;231;123;129;77
R1;230;1310;LJUTOMER-PAVLOVCI;0;13.910;354;O;QLD-6; ;Ivanjkovci;3.433;32;2.680;30;242;79;89;281
R1;230;1311;PAVLOVCI-ORMOZ;0;1.860;;P; ; ; ;4.200;14;3.581;25;210;90;90;190
R1;230;1312;ORMOZ;0;1.500;;P; ; ; ;6.300;31;5.804;50;263;102;30;20
R1;230;0251;ORMOZ-MP ORMOZ;0;760;156;O;QLD-3; ;MP Ormoz;775;3;759;0;10;2;1;0
R1;231;1325;GIBINA-RAZKRIZJE;0;2.930;431;O;QLD-5; ;MP Gibina;529;4;471;0;39;6;7;2
R1;231;1323;RAZKRIZJE-STROCJA VAS;0;3.830;;P; ; ; ;2.300;11;1.985;18;100;57;39;90
R1;231;1327;STROCJA VAS-LJUTOMER;0;2.500;;P; ; ; ;3.000;15;2.641;24;130;60;40;90
R1;232;1314;MP HODOS-HODOS;0;1.500;430;O;QLD-5; ;MP Hodos;250;4;215;3;17;5;5;1
R1;232;1314;HODOS-SALOVCI;1500;5.000;487;O;QLD-3; ;Peskovci;1.091;2;991;8;54;15;12;9
R1;232;1314;SALOVCI-G. PETROVCI;5000;10.458;;P; ; ; ;1.500;4;1.359;12;47;39;28;11
R1;232;1315;PETROVCI-MACKOVCI;0;6.500;;P; ; ; ;2.800;8;2.529;23;88;80;52;20
R1;232;1315;MACKOVCI-MARTJANCI;6500;17.700;137;O;QLD-5; ;Vaneca;3.324;29;3.015;19;107;71;67;16
R1;232;1316;MARTJANCI-M.SOBOTA;0;2.350;499;O;QLD-5; ;Murska Sobota sever;11.072;61;10.140;67;423;161;159;61
R1;232;1470;MURSKA SOBOTA;0;1.000;;P; ; ; ;15.000;40;13.700;120;480;310;245;105
R1;232;1406;M.SOBOTA-LIPOVCI;0;3.840;148;O;QLD-5; ;MS-Baksa;12.111;51;11.065;110;514;135;142;94
R1;234;1476;DRAMLJE-DOLE;0;2.750;316;O;QLD-6 sel; ;Dole;6.356;5;5.412;2;248;237;178;274
R1;234;1280;DOLE-SENTJUR;0;3.445;;P; ; ; ;9.500;15;8.570;25;360;100;180;250
R1;235;0317;RADENCI-PETANJCI;0;2.047;446;O;QLD-3; ;Petanjci;6.218;5;5.503;70;300;155;100;85
R1;235;0318;PETANJCI-M.SOBOTA(GAJ);0;7.473;623;O;QLD-5; ;Tropovci;6.530;32;5.814;71;271;170;93;79
R1;235;1396;M.SOBOTA(GAJ)-PRIK.M.S.;0;2.858;;P; ; ; ;1.100;15;960;15;40;30;20;20
R2;401;1020;ZAGA-UCJA;0;7.445;551;O;;04x4;MP Ucja;150;19;119;0;12;0;0;0
R2;402;1426;SOLKAN-GONJACE;0;10.396;219;O;QLD-5; ;Podsabotin;3.606;28;3.355;12;126;53;24;8
R2;402;1465;GONJACE-DOBROVO;0;4.655;;P; ; ; ;3.300;13;3.107;20;100;40;10;10
R2;402;1045;DOBROVO-NEBLO;0;2.700;;P; ; ; ;2.500;10;2.344;15;80;35;10;6
R2;402;1045;NEBLO-MP NEBLO;2700;4.820;550;O;QLD-5; ;MP Neblo;1.121;20;1.023;1;66;5;6;0
R2;403;1071;BACA-KNEZA;0;6.153;108;O;QLD-5; ;Baca;1.140;28;997;2;49;30;28;6
R2;403;1072;KNEZA-PODBRDO;0;15.734;;P; ; ; ;800;26;697;15;20;25;15;2
R2;403;1073;PODBRDO-PETROVO BRDO;0;4.400;;P; ; ; ;300;10;253;6;10;15;6;0
R2;403;1074;PETROVO BRDO-PODROST;0;8.100;;P; ; ; ;200;25;145;3;17;6;4;0
R2;403;1075;PODROST-ZALI LOG;0;5.000;;P; ; ; ;730;20;668;15;10;8;5;4
R2;403;1075;ZALI LOG-CESNJICA;5000;10.061;189;O;QLD-5; ;Zelezniki;1.886;29;1.696;17;86;31;21;6
R2;403;1076;CESNJICA-SKOFJA LOKA;0;15.700;618;O;QLD-6; ;Bukovica;5.061;37;4.550;39;233;84;74;44
R2;404;1379;PODGRAD-IL.BISTRICA;0;11.000;397;O;QLD-6 sel; ;Recica;3.287;16;2.839;20;145;57;50;160
R2;404;1380;IL.BISTRICA-PIVKA;0;16.942;398;O;QLD-5; ;Knezak;3.805;28;3.497;25;171;36;26;22
R2;405;1018;MATAVUN-VREME;0;7.600;207;O;;04x1;Vreme;630;5;569;3;2;20;25;6
R2;405;1018;VREME-RIBNICA;7600;17.338;210;O;QLD-3; ;Gornje Vreme;1.413;10;1.226;5;50;70;21;31
R2;406;1405;DEKANI - R.SKOFIJE;0;1.085;;P; ; ; ;3.000;20;2.935;1;25;3;13;3
R2;406;1407; R.SKOFIJE - KRIZ.MORETINI;0;850;;P; ; ; ;5.100;70;4.698;35;240;40;15;2
R2;406;1407;KRIZ.MORETINI-ANKARAN;850;5.130;403;O;QLD-3; ;Ankaran;8.111;9;7.768;33;212;66;19;4
R2;406;1407;ANKARAN-MP LAZARET;5130;8.188;650;O;QLD-5; ;MP Lazaret;1.599;59;1.475;20;31;10;3;1
R2;407;1144;GORENJA VAS-LUCINE;0;9.000;263;O;;03x4;Todraz;800;1;713;8;40;9;27;2
R2;407;1144;LUCINE-LJUBLJANICA;9000;13.926;;P; ; ; ;250;2;232;5;5;1;5;0
R2;407;1145;LJUBLJANICA-VRZDENEC;0;3.800;;P; ; ; ;200;1;183;3;8;4;1;0
R2;407;1145;VRZDENEC-HORJUL;3800;6.800;;P; ; ; ;1.400;9;1.288;11;54;27;9;2
R2;407;1145;HORJUL-VRHNIKA;6800;14.867;264;O;QLD-3; ;Horjul;1.854;14;1.586;4;122;61;48;19
R2;408;1374;LOGATEC-ROVTE;0;10.500;393;O;; ;Petkovec;1.700;21;1.572;17;90;0;0;0
R2;408;1374;ROVTE- ZIRI;10500;21.351;370;O;QLD-5; ;Zavratec;720;20;595;7;38;20;22;18
R2;408;1375;ZIRI-TREBIJA;0;7.350;394;O;;03x4;Trebija 3;2.300;26;2.018;33;132;45;30;16
R2;409;0358;LJ(VIC)-AC BREZOVICA;0;2.741;165;O;QLD-3; ;Gorjanc;12.638;90;11.237;200;744;175;110;82
R2;409;0300;AC BREZOVICA-BREZOVICA;0;1.400;267;O;QLD-6; ;Brezovica;24.361;173;21.366;227;1.262;384;413;536
R2;409;0300;BREZOVICA-VRHNIKA;1400;13.161;611;O;QLD-6; ;Drenov Gric;11.223;145;9.161;181;726;285;277;448
R2;409;0301;VRHNIKA-LOGATEC;0;9.525;153;O;QLD-6; ;Zapolje;10.297;158;8.791;107;583;186;243;229
R2;409;0302;LOGATEC;0;900;;P; ; ; ;11.300;50;9.834;115;619;326;146;210
R2;409;0303;KALCE-PLANINA;0;8.337;;P; ; ; ;2.900;98;2.347;38;165;107;50;95
R2;409;0304;PLANINA-RAVBARKOMANDA;0;7.230;612;O;QLD-6; ;Ravbarkomanda;3.014;145;2.488;31;162;64;49;75
R2;409;0305;RAVBARKOMANDA-PO(R913);0;3.000;;P; ; ; ;5.600;100;5.040;35;180;99;65;81
R2;409;0305;PO(R913)-POSTOJNA;3000;4.360;;P; ; ; ;12.100;111;11.020;45;379;235;150;160
R2;409;0306;POSTOJNA-RAZDRTO;0;10.980;76;O;QLD-6; ;Postojna;7.157;149;5.795;62;332;169;181;469
R2;409;0307;RAZDRTO-SENOZECE;0;6.530;22;O;;01x1;Senozece;3.800;81;3.031;35;163;140;100;250
R2;409;0308;SENOZECE-DIVACA;0;8.140;77;O;QLD-3; ;Divaca;2.967;90;2.247;30;203;67;76;254
R2;409;0309;DIVACA-MATAVUN;0;1.940;684;O;QLD-6 sel; ;Skocjan;5.259;133;4.213;37;328;122;115;311
R2;409;0310;MATAVUN-KOZINA;0;7.275;78;O;;05x4;Kacice;4.800;75;3.870;45;250;155;150;255
R2;409;0311;KOZINA - KASTELEC;0;8.960;614;O;QLD-6; ;Petrinje;5.469;142;4.351;36;344;118;119;359
R2;409;0312;KASTELEC-CRNI KAL;0;3.902;;P; ; ; ;2.000;40;1.395;25;150;90;160;140
R2;409;1435;KORTINE - RIZANA;0;1.353;;P; ; ; ;1.700;30;1.365;0;55;70;110;70
R2;409;0313;RIZANA-KRIZ.DEKANI;0;5.910;79;O;QLD-6 sel; ;Dekani;3.978;125;3.345;31;177;81;145;74
R2;409;1438;DEKANI - PRIKLJ. SERMIN;0;324;;P; ; ; ;6.300;65;5.829;16;170;50;80;90
R2;410;1133;BISTRICA-TRZIC;0;320;;P; ; ; ;6.000;32;5.568;53;218;101;24;4
R2;410;1134;TRZIC-GOLNIK;0;6.500;;P; ; ; ;2.400;19;2.150;25;80;95;30;1
R2;410;1134;GOLNIK-KOKRICA;6500;13.671;258;O;QLD-3; ;Tenetise;4.130;24;3.785;26;186;55;44;10
R2;410;1135;KOKRICA-KRANJ;0;2.234;;P; ; ; ;8.000;44;7.421;71;292;136;31;5
R2;411;1471;KRANJ Z - POLICA;0;733;;P; ; ; ;12.500;122;11.056;190;400;462;100;170
R2;411;1428;POLICA-NAKLO(MARINSEK);0;1.900;51;O;QLD-5; ;Naklo - Marinsek;10.810;75;9.526;91;467;289;240;122
R2;411;1428;NAKLO(MARINSEK)-PODTABOR;1900;7.160;708;O;;06x4;Podbrezje;3.311;47;2.776;33;169;88;119;79
R2;411;1429;GOBOVCE-CRNIVEC;0;6.163;707;O;QLD-3; ;Dobro Polje;2.095;41;1.796;33;98;50;59;18
R2;412;1454;POLICA-KR(KIDRICEVA);0;2.035;718;O;QLD-6; ;KR Zlato polje;18.939;91;17.055;182;846;262;243;260
R2;412;0359;KRANJ(KIDRICEVA - ISKRA);0;1.559;717;O;QLD-6 sel;;KR Sejem;20.406;73;18.681;69;810;257;250;266
R2;412;0210;KR(ISKRA-LABORE);0;1.450;716;O;QLD-6; ;KR Labore;21.143;92;19.072;279;890;278;233;299
R2;413;4704;MEDVODE-ZBILJE;0;1.166;;P; ; ; ;5.400;30;4.630;140;420;75;80;25
R2;413;1079;ZBILJE-VODICE;0;7.386;228;O;QLD-6; ;Valburga;4.489;79;3.915;10;330;67;56;32
R2;413;1080;VODICE-MOSTE;0;4.350;229;O;QLD-3; ;Zeje;4.812;1;4.286;11;385;29;70;30
R2;413;1081;MOSTE-DUPLICA;0;4.120;230;O;QLD-3; ;Kriz;7.834;26;6.978;28;524;150;76;52
R2;414;1349;KAMNIK-LOCICA;0;28.318;376;O;QLD-3; ;Laze;4.149;28;3.517;28;332;100;77;67
R2;415;1216;ZELODNIK-KRTINA;0;1.000;;P; ; ; ;5.800;30;5.245;50;300;75;45;55
R2;415;1216;KRTINA-MORAVCE;1000;9.000;304;O;QLD-5; ;Krtina;6.213;34;5.583;37;303;105;88;63
R2;415;1216;MORAVCE-DRTIJA;9000;11.080;;P; ; ; ;2.300;20;2.122;17;70;35;12;24
R2;415;1217;DRTIJA-TRATA;0;7.080;;P; ; ; ;2.200;20;1.895;40;100;60;45;40
R2;415;1217;TRATA-IZLAKE;7080;15.089;305;O;QLD-5; ;Kandrse;1.702;17;1.492;6;77;30;32;48
R2;416;1346;LITIJA-SMARTNO;0;2.670;391;O;Prazno;05 QLD6;Litija;2.900;18;2.588;10;140;60;55;29
R2;416;1165;SMARTNO PRI LITIJI;0;260;;P; ; ; ;4.900;18;4.562;10;150;90;60;10
R2;416;1347;SMARTNO-RADOHOVA VAS;0;14.746;375;O;QLD-5; ;Crni Potok;1.090;8;977;6;50;20;21;8
R2;416;1425;GRM;0;750;;P; ; ; ;3.500;9;2.726;15;400;160;80;110
R2;416;1348;GRM-BIC;0;2.951;;P; ; ; ;3.000;7;2.228;15;400;160;90;100
R2;417;1190;SMARTNO/ LITIJI-M.KOSTREVICA;0;1.500;284;O;QLD-5; ;Mala Kostrevnica;875;6;772;4;39;25;27;2
R2;417;1190;M. KOSTREVICA-LJUBEZ V LAZIH;1500;8.509;;P; ; ; ;800;2;765;3;10;15;5;0
R2;417;1187;LJUBEZ V LAZIH-MORAVCE;0;6.310;282;O;;06x4;Moravce;956;21;862;3;46;13;9;2
R2;417;4326;MORAVCE-TIHABOJ-MIRNA;0;11.922;182;O;;06x4;Tihaboj;498;8;431;6;39;8;5;1
R2;418;1199;MOKRONOG-ZBURE;0;10.475;407;O;QLD-3; ;Zbure;1.226;7;1.030;27;75;24;30;33
R2;418;1200;ZBURE-SKOCJAN;0;3.940;291;O;;03x4;Skocjan 1;1.600;16;1.284;30;170;50;20;30
R2;418;1201;SKOCJAN-DOBRUSKA VAS;0;3.281;416;O;QLD-5; ;Dobruska vas;3.260;24;2.797;23;224;72;74;46
R2;419;1203;SOTESKA-STRAZA;0;5.440;;P; ; ; ;6.300;22;5.822;51;228;74;40;63
R2;419;1203;STRAZA-NM DRSKA;5440;12.230;294;O;QLD-6; ;Potok;6.237;27;5.793;52;225;60;39;41
R2;419;1203;NM DRSKA-NM ZABJA VAS;12230;14.471;;P; ; ; ;15.000;55;14.190;45;500;80;70;60
R2;419;1204;NOVO MESTO-RATEZ;0;6.160;;P; ; ; ;6.900;40;6.130;55;390;110;125;50
R2;419;1204;RATEZ-SENTJERNEJ;6160;15.626;295;O;QLD-3; ;Mokro Polje;3.658;30;3.165;25;145;140;83;70
R2;419;1205;SENTJERNEJ-KOSTANJEVICA;0;7.000;683;O;QLD-3; ;Sentjernej;3.987;25;3.651;30;166;55;38;22
R2;419;1205;KOSTANJEVICA-KRIZAJ;7000;11.325;296;O;;03x4;Krizaj 1;3.000;25;2.675;40;160;50;35;15
R2;419;1206;KRIZAJ-CATEZ OB SAVI;0;12.868;297;O;QLD-3; ;Zupeca vas;3.111;28;2.772;33;148;68;40;22
R2;420;1335;BREZICE-DOBOVA;0;4.500;368;O;;05x1;Mostec;2.695;22;2.248;10;245;85;40;45
R2;420;1335;DOBOVA-MP  RIGONCE;4500;6.688;676;O;QLD-3; ;MP Rigonce;880;2;807;6;29;19;10;7
R2;421;2506;RUCETNA VAS-STREKLJEVEC;0;7.209;;P; ; ; ;1.800;11;1.597;17;72;60;13;30
R2;421;2507;STREKLJEVEC-JUGORJE;0;5.890;469;O;QLD-5; ;Osojnik;723;6;609;5;44;44;2;13
R2;422;1333;PODSREDA-SENOVO;0;7.000;365;O;QLD-5; ;Veliki Kamen;1.264;22;1.105;12;53;27;21;24
R2;422;1333;SENOVO-BRESTANICA;7000;16.154;364;O;QLD-5; ;Senovo;5.253;38;4.794;26;207;74;63;51
R2;423;1226;SENTJUR-CRNOLICA;0;2.330;;P; ; ; ;4.500;15;4.095;25;180;135;30;20
R2;423;1281;CRNOLICA-LESICNO;0;18.149;271;O;;06x4;Zegar;1.082;22;934;20;65;28;7;6
R2;423;1282;LESICNO-SONOVO;0;3.300;292;O;;06x4;Sonovo;1.234;17;1.070;23;66;26;22;10
R2;423;1282;SONOVO-PODSREDA;3300;10.020;333;O;QLD-5; ;Kozje;1.215;11;1.072;14;55;27;26;10
R2;423;1283;PODSREDA-BISTRICA;0;6.720;335;O;;05x4;Podsreda 2;900;6;724;25;50;30;15;50
R2;423;1243;BISTRICA OB SOTLI-MP BISTRICA;0;1.050;411;O;QLD-6; ;MP Bistrica ob Sotli;596;3;449;3;23;14;13;91
R2;424;1166;BOSTANJ-ORESJE/SEVNICI;0;5.700;272;O;; ;Sevnica;1.700;0;1.621;10;69;0;0;0
R2;424;1166;ORESJE/SEVNICI-PLANINA;5700;21.006;186;O;QLD-5; ;Podgorje;476;8;379;5;42;21;16;5
R2;424;1170;PLANINA-DEZNO;0;1.115;;P; ; ; ;350;3;306;6;20;11;2;2
R2;424;1225;DEZNO-CRNOLICA;0;11.800;313;O;;06x4;Dobje;1.769;16;1.547;23;98;48;24;13
R2;425;1265;POLJANA-MEZICA;0;3.310;323;O;QLD-5; ;Poljana;5.300;34;4.771;50;232;88;71;54
R2;425;1265;MEZICA-CRNA;3310;11.420;;P; ; ; ;3.200;30;2.790;50;140;80;65;45
R2;425;1265;CRNA-SENTVID;11420;23.786;434;O;QLD-5; ;Javorje;221;2;199;0;10;5;4;1
R2;425;1266;SENTVID-SOSTANJ;0;16.605;324;O;;04x4;Sentvid;830;3;761;6;30;20;5;5
R2;425;1267;SOSTANJ-PESJE;0;1.835;167;O;QLD-3; ;Sostanj;11.638;30;10.688;130;435;175;100;80
R2;425;1419;PESJE-VELENJE;0;3.790;166;O;QLD-6; ;Pesje;12.117;57;10.885;137;564;174;152;148
R2;426;1269;PESJE-GORENJE;0;6.100;168;O;QLD-3; ;Lokovica;6.221;30;5.576;35;280;120;85;95
R2;426;7949;GORENJE - RECICA;0;4.220;;P; ; ; ;4.700;16;4.438;1;170;25;30;20
R2;426;7949; RECICA-LETUS;4220;5.795;176;O;QLD-5; ;Recica ob Paki;3.070;45;2.653;21;129;78;62;82
R2;427;1351;LATKOVA VAS-PREBOLD;0;3.000;;P; ; ; ;3.000;12;2.664;16;124;112;48;24
R2;427;1351;PREBOLD-SPODNJE GABRSKO;3000;17.800;439;O;QLD-5; ;Podmeja;1.037;25;883;1;100;13;12;3
R2;427;1351;SPODNJE GABRSKO-TRBOVLJE;17800;19.617;;P; ; ; ;6.000;25;5.672;76;111;47;47;22
R2;428;1249;RADMIRJE-LUCE;0;12.165;202;O;QLD-3; ;Ljubno;2.080;25;1.850;15;100;40;35;15
R2;428;1250;LUCE-SESTRE LOGAR;0;13.800;201;O;QLD-3; ;Robanov Kot;704;35;659;5;5;0;0;0
R2;428;1252;S.LOGAR-PAVLICEVO SEDLO;0;7.453;;P; ; ; ;30;2;26;1;1;0;0;0
R2;429;1245;VISNJA VAS-STRMEC;0;1.600;321;O;;05x4;Tabor;3.923;37;3.520;40;210;65;30;21
R2;429;1245;STRMEC-DOBRNA;1600;7.520;348;O;QLD-6 sel; ;Lemberg;3.604;45;3.233;32;176;58;39;21
R2;429;1154;ODCEP V DOBRNO;0;1.695;;P; ; ; ;2.600;12;2.371;16;122;52;17;10
R2;429;1422;DOBRNA-CRNOVA;0;3.400;320;O;;04x4;Crnova 2;3.220;20;2.838;17;210;90;30;15
R2;430;0273;MB(PTUJSKA)-MB(TRZASKA);0;1.490;;P; ; ; ;20.500;40;16.175;75;1.220;220;320;2.450
R2;430;0273;MB(TRZASKA)-HOCE;1490;4.860;;P; ; ; ;42.500;120;35.290;220;2.720;560;580;3.010
R2;430;0381;HOCE - SLIVNICA;0;965;17;O;QLD-6; ;Hoce;32.934;85;26.813;214;1.739;410;565;3.108
R2;430;0274;SLIVNICA-FRAM;0;4.810;;P; ; ; ;6.500;40;5.849;105;285;161;34;26
R2;430;0274;FRAM-SL.BISTRICA;4810;13.060;38;O;QLD-5; ;Bukovec;5.545;92;4.924;65;295;68;83;18
R2;430;1452;ODCEP PRIKLJ. SL. BISTRICA S;0;1.430;;P; ; ; ;2.800;10;2.393;12;145;135;48;57
R2;430;0275;SL.BISTRICA;0;2.621;;P; ; ; ;11.600;59;10.464;133;530;300;64;50
R2;430;0276; SL.BISTRICA-LOZNICA;0;1.593;;P; ; ; ;7.200;26;6.146;104;436;218;140;130
R2;430;0277;LOZNICA-TEPANJE;0;7.820;608;O;QLD-5; ;Vrhole;6.691;64;5.631;47;434;197;187;131
R2;430;0278;TEPANJE-SL.KONJICE;0;3.154;48;O;QLD-3; ;Dobrnez;10.075;15;8.885;70;580;205;150;170
R2;430;0279;SL.KONJICE;0;815;;P; ; ; ;11.300;60;9.538;164;802;458;153;125
R2;430;0280;SL.KONJICE-DOBRAVA;0;3.000;49;O;QLD-6 sel; ;Zece 2;12.521;102;11.132;112;631;211;191;142
R2;430;0280;DOBRAVA-STRANICE;3000;5.160;56;O;QLD-6; ;Zece;9.613;77;8.438;85;522;212;147;132
R2;430;0281;STRANICE-VISNJA VAS;0;10.200;67;O;QLD-5; ;Frankolovo;8.270;73;7.283;72;357;218;157;110
R2;430;0282;VISNJA VAS-CELJE(AC);0;6.100;68;O;QLD-6; ;Vojnik;15.854;90;14.384;124;733;223;176;124
R2;430;0282;CELJE(AC)-CELJE;6100;8.042;;P; ; ; ;33.000;55;30.950;270;1.200;230;170;125
R2;431;1350;ZG.DOLIC-STRANICE;0;18.621;377;O;QLD-6 sel; ;Vitanje;2.389;31;2.093;22;131;49;39;24
R2;432;1440;MEJA HRVASKA-ROGATEC;0;180;414;O;QLD-3; ;MP Rogatec;1.671;9;1.558;5;89;5;5;0
R2;432;1284;ROGATEC-MAJSPERK;0;15.845;336;O;;05x4;Dragajna;1.000;10;907;10;8;50;5;10
R2;432;1411;MAJSPERK;0;480;;P; ; ; ;3.100;16;2.677;65;109;160;65;8
R2;432;1285;MAJSPERK-HAJDINA;0;11.613;441;O;QLD-5; ;Lovrenc;4.873;82;4.346;39;190;81;79;56
R2;433;1288;LENART-KRIZ. SV.ANA;0;4.700;339;O;QLD-5; ;Zerjavci;3.323;26;3.002;24;157;47;49;18
R2;433;1288;KRIZ. SV.ANA-TRATE;4700;15.950;;P; ; ; ;1.600;20;1.485;15;45;15;10;10
R2;433;1289;TRATE-MOST CEZ MURO;0;2.120;144;O;QLD-3; ;MP Trate;1.840;11;1.785;0;44;0;0;0
R2;434;1352;RADLJE-MP RADLJE;0;5.860;668;O;QLD-5; ;MP Radelj;615;26;515;2;26;11;11;24
R2;435;1431;MARIBOR-RUSE;0;9.119;706;O;QLD-3; ;Laznica;9.090;35;8.352;56;365;138;69;75
R2;435;1439;RUSE-SELNICA;0;3.297;710;O;QLD-5; ;Selnica;4.612;54;4.020;15;289;97;86;51
R2;436;0440;DOLNJA POCEHOVA;0;931;;P; ; ; ;4.500;25;4.018;8;140;40;9;260
R2;436;1328;POCEHOVA-ZG.KUNGOTA;0;6.870;429;O;QLD-3; ;Zgornja Kungota;3.992;26;3.648;31;144;89;43;11
R2;436;1329;ZG.KUNGOTA-JURIJ;0;5.565;553;O;QLD-5; ;MP Jurij;374;10;341;1;17;3;2;0
R2;437;0267;MP SENTILJ-SENTILJ;0;1.620;664;O;QLD-6; ;MP Sentilj SC;5.086;34;3.120;21;189;100;143;1.479
R2;437;0268;SENTILJ-PESNICA;0;8.750;628;O;QLD-6; ;Ranca;6.759;52;6.098;39;339;102;64;65
R2;437;0268;PESNICA-RONDO POCEHOVA;8750;10.432;;P; ; ; ;10.200;90;8.650;80;620;210;150;400
R2;438;1306;SENTILJ-TRATE;0;13.409;350;O;QLD-6 sel;;Selnica ob Muri;1.652;20;1.389;35;73;20;23;92
R2;438;1307;TRATE-GORNJA RADGONA;0;15.579;361;O;QLD-6 sel; ;Apace;2.874;23;2.630;33;107;26;26;29
R2;439;1299;KOBILJE-DOBROVNIK;0;7.730;493;O;;06x4;Kobilje;821;7;732;10;46;18;6;2
R2;439;1300;DOBROVNIK-RENKOVCI;0;4.230;;P; ; ; ;1.500;15;1.080;15;90;35;65;200
R2;439;1301;RENKOVCI-BELTINCI;0;6.521;346;O;QLD-5; ;Renkovci;2.000;15;1.829;9;54;41;30;22
R2;439;1302;BRATONCI-DOKLEZOVJE;0;3.800;;P; ; ; ;1.500;11;1.186;18;100;75;55;55
R2;439;1302;DOKLEZOVJE-KRIZEVCI;3800;9.600;347;O;QLD-3; ;Doklezovje;4.596;28;4.039;33;236;103;79;78
R2;439;1303;KRIZEVCI-ZIHLAVA;0;11.630;357;O;;05x1;Berkovci;1.630;5;1.342;12;125;60;48;38
R2;439;1304;ZIHLAVA-VIDEM;0;2.950;;P; ; ; ;1.500;3;1.300;12;70;50;35;30
R2;439;1305;VIDEM-SENARSKA;0;13.723;349;O;QLD-5; ;Kraljevci;1.414;8;1.279;13;37;32;24;21
R2;440;1294;PETANJCI-GEDEROVCI;0;3.301;443;O;;06x4;Sodisinci;1.403;8;1.224;9;102;36;8;16
R2;440;1295;GEREDOVCI-CANKOVA;0;6.080;444;O;;06x4;Krajna;2.765;17;2.487;30;133;48;26;24
R2;440;1296;CANKOVA-VECESLAVCI;0;8.500;344;O;QLD-3; ;Cankova;3.225;10;3.045;20;70;35;30;15
R2;440;1296;VECESLAVCI-SOTINA;8500;15.200;681;O;Prazno;01 QLD3;Sotina;1.370;1;1.222;30;90;15;9;3
R2;440;1296;SOTINA-MP KUZMA;15200;16.025;666;O;QLD-5; ;MP Kuzma;949;5;880;3;46;5;5;5
R2;441;1298;MURSKA SOBOTA;0;1.000;;P; ; ; ;11.500;35;10.978;70;290;70;40;17
