Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;NOO;TIP
AC;A1;0030;MP SENTILJ - POCIVALISCE SENTILJ;0;460;674;MT Sentilj AC;QLD6;13.222;29;10.090;96;1.144;215;138;540;970;14.121.101;PLDP 
AC;A1;0030;POCIVALISCE SENTILJ - SENTILJ;460;1.137;869;Sentilj AC;QLTC8;13.152;28;10.055;96;1.135;213;138;534;953;13.735.899;PLDP
AC;A1;0128;PRIKLJ.SENTILJ - MP;0;1.444;868;Prik. Sentilj - MP;QLD6;411;1;344;1;25;4;4;7;25;461.845;PLDP
AC;A1;0031;SENTILJ  -  PESNICA;0;9.761;837;CP Pesnica;QLD3;17.776;50;14.036;210;1.300;215;140;545;1.280;17.125.083;PLDP
AC;A1;0065;PESNICA - DRAGUCOVA;0;2.570; ;;P;19.200;45;15.185;200;1.420;280;290;520;1.260;17.413.736;PLDP
AC;A1;0071;DRAGUCOVA - MB (ZRKOVSKA);0;4.470;889;Malecnik AC;QLTC8;26.687;56;17.522;271;2.823;595;299;799;4.322;46.261.114;PLDP
AC;A1;0071;MB (ZRKOVSKA) - MB (PTUJSKA);4.470;7.770; ;;P;26.750;55;17.550;270;2.850;600;300;800;4.325;45.527.538;PLDP
AC;A1;0066;MB (PTUJSKA) - ROGOZA;0;2.650;840;Ptujska AC;QLTC8;33.908;52;23.824;272;3.366;628;512;1.166;4.088;47.390.842;PLDP
AC;A1;0066;ROGOZA - SLIVNICA;2.650;4.857; ;;P;32.400;65;22.750;265;3.200;580;380;1.120;4.040;45.990.378;PLDP
AC;A1;0034;SLIVNICA;0;1.757; ;;P;40.000;65;30.135;220;3.500;840;430;810;4.000;43.840.411;PLDP
AC;A1;0035;SLIVNICA - FRAM;0;1.910;802;Hoce AC;QLTC8;40.033;70;29.730;225;3.909;843;436;808;4.012;44.916.390;PLDP
AC;A1;0134;PRIKL. FRAM  -  MB;0;1.000;848;Prikljucek Fram - Mb;QLTC8;5.761;11;4.680;10;389;97;93;84;397;4.644.326;PLDP
AC;A1;0134;PRIKL. FRAM  -  CE;1.000;1.368;849;Prikljucek Fram - Ce;QLTC8;1.981;3;1.299;7;207;51;33;56;325;3.473.789;PLDP
AC;A1;0036;FRAM - SL.BISTRICA - SEVER;0;7.200;2005;Polskava AC;QLTC8;36.277;62;26.367;222;3.729;798;378;780;3.941;43.756.801;PLDP
AC;A1;0036;SL.BISTRICA - SEVER - JUG;7.200;9.733;2006;Sl.Bistrica AC;QLD3;37.338;65;28.383;230;2.790;730;420;830;3.890;42.830.126;PLDP
AC;A1;0135;PRIKLJ. SL. BISTRICA J;0;400;856;Priklj. Sl.Bistrica - Mb;QLD3;9.095;15;7.570;30;650;400;130;135;165;4.245.189;PLDP
AC;A1;0135;PRIKLJ. SL. BISTRICA J;400;1.638;857;Priklj. Sl.Bistrica - Ce;QLD3;3.902;8;3.339;25;295;85;40;45;65;1.443.265;PLDP
AC;A1;0037;SL.BISTRICA - SL.KONJICE;0;8.720;2002;Tepanje AC;QLD3;32.347;60;24.337;200;2.280;420;500;750;3.800;40.620.438;PLDP
AC;A1;0037;SL.KONJICE - CP TEPANJE;8.720;9.119;838;CP Tepanje;QLD3;28.131;50;20.691;190;1.660;590;470;730;3.750;40.396.483;PLDP
AC;A1;0136;PRIKLJ. SL. KONJICE;0;900;844;CP Sl.Konjice-MB;QLD3;4.607;45;3.687;10;480;170;90;45;80;1.886.198;PLDP
AC;A1;0136;PRIKLJ. SL. KONJICE;900;1.790;845;CP Sl.Konjice-CE;QLD3;3.466;40;3.048;3;40;150;40;55;90;1.762.774;PLDP
AC;A1;0038;SL.KONJICE - DRAMLJE;0;10.886;2003;Skedenj AC;QLD3;31.206;60;22.521;175;2.500;700;650;750;3.850;42.203.052;PLDP
AC;A1;0137;DRAMLJE - MB;0;600;846;Dramlje-MB;QLD3;1.535;20;1.051;4;220;75;75;30;60;1.229.761;PLDP
AC;A1;0137;DRAMLJE - CE;600;1.115;847;Dramlje-CE;QLD3;4.559;40;3.416;8;530;190;145;90;140;2.959.688;PLDP
AC;A1;0039;DRAMLJE - LJUBECNA;0;6.240;2004;Zepina AC;QLD3;34.196;50;24.906;180;2.700;820;750;810;3.980;44.457.531;PLDP
AC;A1;0039;LJUBECNA - CELJE;6.240;8.437; ;;P;36.000;60;26.350;190;2.900;950;600;850;4.100;45.666.887;PLDP
AC;A1;0040;CELJE - CELJE ZAHOD;0;5.410;648;Lopata AC;QLTC8;39.770;48;28.474;230;4.350;1.032;538;903;4.195;47.870.603;PLDP
AC;A1;0040;CELJE ZAHOD - ARJA VAS;5.410;7.510; ;;P;43.400;50;32.145;215;4.400;900;550;920;4.220;47.030.524;PLDP
AC;A1;0041;ARJA VAS - SEMPETER;0;7.510; ;;P;37.500;55;26.895;200;3.900;850;500;900;4.200;46.284.008;PLDP
AC;A1;0041;SEMPETER - SENTRUPERT;7.510;9.652; ;;P;34.200;50;24.565;195;3.450;700;450;890;3.900;43.158.593;PLDP
AC;A1;0042;SENTRUPERT - VRANSKO;0;7.899;839;CP Vransko;QLD3;36.191;45;27.416;190;2.650;580;420;940;3.950;43.457.199;PLDP
AC;A1;0043;VRANSKO - TROJANE;0;9.940;836;Jasovnik AC;QLTC8;34.934;50;24.832;235;3.839;766;307;828;4.077;44.418.712;PLDP
AC;A1;0067;TROJANE  -  BLAGOVICA;0;8.683;2001;Sentozbolt AC;QLD6;37.229;67;27.459;362;3.673;340;587;900;3.841;43.695.089;PLDP
AC;A1;0142;PRIKLJ. BLAGOVICA ;0;200;842;CP Blagovica-CE;QLD6;225;1;179;1;23;8;5;3;5;138.354;PLDP
AC;A1;0142;PRIKLJ. BLAGOVICA ;200;529;843;CP Blagovica-LJ;QLD6;1.387;4;1.175;9;95;28;14;18;44;815.196;PLDP
AC;A1;0044;BLAGOVICA - LUKOVICA;0;8.830;834;CP Kompolje;QLD6;38.372;70;28.294;370;3.745;353;595;915;4.030;44.300.265;PLDP
AC;A1;0044;LUKOVICA - KRTINA;8.830;12.465; ;;P;40.000;75;29.803;372;3.800;370;620;920;4.040;45.352.355;PLDP
AC;A1;0169;PRIKLJ. LUKOVICA ;0;2.279;831;CP Lukovica_Lj;QLD6;1.810;8;1.587;3;118;26;43;7;18;488.719;PLDP
AC;A1;0143;PRIKLJ. KRTINA;0;761;835;CP Krtina-Lj;QLD6;4.779;15;4.349;6;254;23;59;17;56;932.648;PLDP
AC;A1;0045;KRTINA - DOMZALE;0;3.485; ;;P;43.000;85;32.225;310;4.100;650;550;990;4.090;46.468.148;PLDP
AC;A1;0046;DOMZALE - SENTJAKOB;0;5.402;830;Psata AC;QLTC8;52.868;96;41.386;239;4.834;887;461;884;4.081;45.839.084;PLDP
AC;A1;0047;SENTJAKOB - SNEBERJE;0;1.170; ;;P;65.800;100;53.660;240;5.300;950;550;900;4.100;46.239.217;PLDP
AC;A1;0047;SNEBERJE - LJ(ZADOBRAVA);1.170;2.866; ;;P;67.800;115;55.440;245;5.500;1.000;650;850;4.000;45.577.305;PLDP
AC;A1;0048;LJ (ZADOBROVA - ZALOSKA);0;1.330; ;;P;79.600;130;68.120;200;6.000;950;650;750;2.800;34.762.773;PLDP
AC;A1;0049;LJ (ZALOSKA - LITIJSKA);0;1.277; ;;P;68.000;140;57.140;100;5.800;970;650;600;2.600;31.338.752;PLDP
AC;A1;0050;LJ (LITIJSKA - MALENCE);0;3.979;180;V Obvoznica;QLTC8;62.209;143;51.544;187;5.652;990;694;564;2.435;30.886.861;PLDP
AC;A1;0019;LJ. (MALENCE - DOLENJSKA C.);0;456; ;;P;64.000;15;53.455;270;4.800;810;550;850;3.250;38.863.636;PLDP
AC;A1;0018;LJ (DOLENJSKA  -  PERUZIJEVA);0;2.110; ;;P;59.000;190;48.780;230;5.000;700;500;700;2.900;34.100.862;PLDP
AC;A1;0018;LJ (PERUZIJEVA - BARJANSKA);2.110;3.943;178;J Obvoznica;QLTC8;64.150;147;52.570;326;5.719;938;553;815;3.082;38.497.345;PLDP
AC;A1;0017;LJ (BARJANSKA  -  VIC);0;2.758; ;;P;62.500;150;51.330;330;5.300;870;520;850;3.150;38.560.053;PLDP
AC;A1;0016;LJ (VIC -  KOZARJE);0;794; ;;P;70.200;190;58.470;360;5.400;940;690;750;3.400;40.764.764;PLDP
AC;A1;0051;LJ (KOZARJE) - BREZOVICA;0;2.408; ;;P;68.500;190;55.420;320;4.500;890;600;1.230;5.350;59.372.926;PLDP
AC;A1;0052;BREZOVICA - VRHNIKA;0;12.424;800;CP Ljubljana;QLD3;56.561;183;43.167;416;5.326;685;534;1.000;5.250;14.121.101;PLDP
AC;A1;0150;PRIKLJ. VRHNIKA - LJ;0;1.120;858;CP Vrhnika - Lj;QLD3;11.396;30;9.871;50;710;230;220;90;195;4.071.002;PLDP
AC;A1;0150;PRIKLJ. VRHNIKA - KP;1.120;1.381;859;CP Vrhnika - Kp;QLD3;2.431;10;2.081;15;150;50;45;35;45;1.047.611;PLDP
AC;A1;0053;VRHNIKA - LOGATEC;0;8.279;2103;Verd AC;QLD3;47.243;110;35.738;325;3.900;580;490;1.000;5.100;54.276.708;PLDP
AC;A1;0151;PRIKLJ. LOGATEC;0;2.480;805;CP Logatec;QLD3;8.091;60;6.651;10;750;245;55;90;230;3.540.975;PLDP
AC;A1;0054;LOGATEC - UNEC;0;10.422;2104;Lom AC;QLD3;44.510;100;32.505;380;4.500;670;350;975;5.030;53.684.472;PLDP
AC;A1;0152;PRIKLJ. UNEC;0;404;824;CP Unec-LJ;QLD3;4.564;25;3.931;27;271;150;80;30;50;1.551.758;PLDP
AC;A1;0152;PRIKLJ. UNEC ;404;788;825;CP Unec-KP;QLD3;1.980;5;1.620;15;80;125;75;25;35;1.216.821;PLDP
AC;A1;0055;UNEC - POSTOJNA;0;11.375;822;Ravbarkomanda AC;QLTC8;41.931;77;30.190;369;4.326;648;331;970;5.020;54.174.187;PLDP
AC;A1;0153;PRIKLJ. POSTOJNA ;0;900;826;CP Postojna-LJ;QLD3;8.432;55;7.197;105;245;250;200;110;270;5.200.730;PLDP
AC;A1;0153;PRIKLJ. POSTOJNA ;900;1.178;827;CP Postojna-KP;QLD3;3.615;25;3.160;45;110;150;80;15;30;1.398.474;PLDP
AC;A1;0056;POSTOJNA - RAZDRTO;0;9.370;2105;Studenec AC;QLD3;37.115;50;26.225;310;4.100;550;220;880;4.780;49.638.354;PLDP
AC;A1;0056;RAZDRTO - NANOS;9.370;11.182;2106;Razdrto AC;QLD3;37.253;45;26.396;300;4.152;545;190;865;4.760;49.170.537;PLDP
AC;A1;0197;PRIKLJ. RAZDRTO;0;250;828;CP Razdrto-LJ;QLD6;717;4;545;4;60;11;40;17;36;1.231.254;PLDP
AC;A1;0197;PRIKLJ. RAZDRTO;250;698;829;CP Razdrto-KP;QLD6;855;3;736;1;73;7;12;6;17;479.761;PLDP
AC;A1;0057;NANOS  -  SENOZECE;0;5.458; ;;P;30.300;50;22.560;280;2.800;340;180;790;3.300;36.161.247;PLDP
AC;A1;0155;PRIKLJ. SENOZECE ;0;1.680;818;CP Senozece;QLD6;1.542;4;1.191;8;137;29;42;29;102;1.617.452;PLDP
AC;A1;0058;SENOZECE  - GABRK;0;4.384;812;Cebulovica AC;QLTC8;29.310;52;21.732;284;2.756;326;166;770;3.224;35.334.107;PLDP
AC;A1;0059;GABRK  -  DIVACA;0;2.873; ;;P;22.500;65;19.055;130;1.700;160;190;300;900;11.600.863;PLDP
AC;A1;0157;PRIKLJ. DIVACA ;0;2.079;817;CP Divaca;QLD6;2.789;8;2.357;11;221;51;71;18;52;1.136.695;PLDP
AC;A1;0060;DIVACA - KOZINA;0;6.940;2101;Kozina AC;QLD6;20.246;71;16.942;122;1.608;141;200;290;872;11.731.254;PLDP
AC;A1;0060;KOZINA - CP VIDEZ;6.940;7.151;820;CP Videz;QLD6;17.625;62;14.837;106;1.356;100;160;252;752;10.167.551;PLDP
AC;A1;0158;PRIKLJ. KOZINA ;0;700;821;CP Kozina-LJ;QLD6;2.618;9;2.096;16;254;41;40;39;123;1.723.955;PLDP
AC;A1;0158;PRIKLJ. KOZINA ;700;2.195;823;CP Kozina-KP;QLD6;3.394;12;2.903;10;261;26;36;24;122;1.502.986;PLDP
AC;A1;0061;KOZINA - KASTELEC;0;8.470;2102;Ravne AC;QLD6;21.021;74;17.747;116;1.615;126;196;275;872;11.631.719;PLDP
AC;A1;0061;KASTELEC - CRNI KAL;8.470;11.818; ;;P;21.300;75;2.400;100;17.000;200;350;285;890;11.869.608;PLDP
AC;A1;0062;CRNI KAL  -  SRMIN;0;7.116;803;Dekani AC;QLTC8;21.914;93;18.164;89;1.743;250;379;279;917;12.877.903;PLDP
AC;A2;0001;MP KARAVANKE - HRUSICA;0;5.361;673;MT Karavanke;QLTC8;7.129;19;5.317;81;649;90;74;360;539;8.287.326;PLDP
AC;A2;0002;HRUSICA - LIPCE;0;7.154; ;;P;13.000;70;10.605;130;1.000;150;120;365;560;9.137.359;PLDP
AC;A2;0003;LIPCE - LESCE;0;7.950;646;Lipce AC;QLTC8;18.563;75;15.484;151;1.506;207;151;376;613;10.126.742;PLDP
AC;A2;0103;PRIKLJ. LESCE - JESENICE;0;545;810;Priklj. Lesce-Jesenice;QLD6;5.322;19;4.767;28;326;47;50;31;54;1.269.078;PLDP
AC;A2;0103;PRIKLJ. LESCE - KRANJ;545;1.133;811;Priklj. Lesce-Kranj;QLD6;10.443;44;9.266;50;717;86;120;70;90;2.407.764;PLDP
AC;A2;0004;LESCE - RADOVLJICA;0;3.720;2201;Lesce AC;QLD6;23.687;100;19.984;173;1.896;247;222;416;649;11.226.609;PLDP
AC;A2;0004;RADOVLJICA - BREZJE;3.720;6.713; ;;P;28.900;90;25.070;170;2.000;330;190;350;700;11.192.767;PLDP
AC;A2;0005;BREZJE - PODTABOR;0;4.999; ;;P;30.000;100;25.680;250;2.300;370;240;310;750;12.123.424;PLDP
AC;A2;0006;PODTABOR - KRANJ Z;0;7.313;647;Naklo AC;QLTC8;35.522;100;30.653;267;2.723;409;260;323;787;12.853.019;PLDP
AC;A2;0007;KRANJ Z - KRANJ V;0;5.674; ;;P;34.800;100;30.270;200;2.500;430;240;290;770;11.954.214;PLDP
AC;A2;0008;KRANJ V  -  BRNIK;0;3.900; ;;P;35.000;95;30.555;190;2.400;450;250;310;750;11.979.097;PLDP
AC;A2;0009;BRNIK  -  VODICE;0;5.246;850;CP Torovo;QLD3;38.974;90;34.329;230;2.500;460;260;315;790;12.680.823;PLDP
AC;A2;0010;VODICE  - LJ ( SMARTNO);0;6.968;853;Povodje AC;QLTC8;46.674;88;40.707;212;3.801;465;262;314;825;12.852.024;PLDP
AC;A2;0011;LJ (SMARTNO - BROD);0;2.374; ;;P;50.000;95;44.120;215;3.640;500;280;320;830;13.123.756;PLDP
AC;A2;0012;LJ (BROD - SENTVID);0;510; ;;P;46.000;120;40.280;210;3.300;540;350;340;860;13.850.365;PLDP
AC;A2;0013;SENTVID - KOSEZE;0;3.459;832;Kamna Gorica AC;QLTC8;42.853;150;36.655;170;3.547;556;410;375;990;15.375.249;PLDP
AC;A2;0014;LJ (KOSEZE - BRDO);0;1.761;;;P;74.500;220;63.825;235;5.000;1.100;650;690;2.780;34.817.518;PLDP
AC;A2;0015;LJ (BRDO - KOZARJE);0;2.392;855;Bokalce AC;QLTC8;71.546;231;60.042;246;5.836;1.065;650;692;2.784;35.179.827;PLDP
AC;A2;0020;MALENCE - SMARJE-SAP;0;6.038;645;Smarje Sap AC;QLTC8;48.482;78;41.517;247;3.685;550;415;642;1.348;20.972.130;PLDP
AC;A2;0407;PRIKLJ. SMARJE - SAP NM;0;926;876;Priklj. Smarje Sap_NM;QLD5;2.406;8;2.088;13;162;44;58;12;21;708.693;PLDP
AC;A2;0021;SMARJE SAP - CIKAVA;0;1.780;2303;Cikava AC;QLD5;50.750;85;43.741;258;3.621;450;597;643;1.355;21.061.712;PLDP
AC;A2;0021;CIKAVA - GROSUPLJE;1.780;3.873; ;;P;37.900;50;31.460;200;3.400;390;500;570;1.330;19.429.330;PLDP
AC;A2;0022;GROSUPLJE - VISNJA GORA;0;7.050; ;;P;32.700;45;27.165;190;2.800;450;250;500;1.300;17.871.599;PLDP
AC;A2;0022;VISNJA GORA - IVANCNA GORICA;7.050;13.061;601;Visnja Gora AC;QLTC8;34.120;40;28.816;210;2.496;459;267;488;1.344;18.676.841;PLDP
AC;A2;0023;IVANCNA GORICA - BIC;0;6.889;870;CP Dob;QLD6;24.552;47;20.665;244;1.727;147;226;418;1.078;15.025.879;PLDP
AC;A2;0072;BIC - TREBNJE Z;0;7.090; ;;P;23.550;45;19.875;200;1.500;230;200;400;1.100;14.721.300;PLDP
AC;A2;0072;TREBNJE Z - TREBNJE V;7.090;14.380; ;;P;17.550;20;14.025;145;1.450;250;160;350;1.150;14.258.460;PLDP
AC;A2;0024;TREBNJE V - PRIKLJ. MIRNA PEC;0;4.580; ;;P;20.000;10;16.340;140;1.500;280;180;375;1.175;14.781.022;PLDP
AC;A2;0024;PRIKLJ. MIRNA PEC - NM PRIKLJ. Z;4.580;10.680;806;Zagorica AC;QLTC8;20.565;50;16.781;142;1.575;284;185;373;1.175;14.813.868;PLDP
AC;A2;0024;NM PRIKLJ. Z  -  NM PRIKLJ. V;10.680;13.170; ;;P;17.500;30;14.050;100;1.500;230;170;320;1.100;13.283.012;PLDP
AC;A2;0025;NM PRIKLJ.V -  KRONOVO;0;6.338; ;;P;20.300;25;16.595;260;1.450;320;200;400;1.050;15.009.953;PLDP
AC;A2;0026;KRONOVO - DOBRUSKA VAS;0;6.040;602;Draga AC;QLTC8;18.546;22;15.118;182;1.462;240;166;358;998;13.360.650;PLDP
AC;A2;0027;DOBRUSKA VAS  -  SMEDNIK;0;5.900; ;;P;16.900;30;13.715;200;1.300;210;165;320;960;12.787.823;PLDP
AC;A2;0027;SMEDNIK  -  PRIKLJ. DRNOVO;5.900;13.500;2301;Zaloke AC;QLD6;16.056;33;13.214;205;1.075;121;161;301;946;12.548.440;PLDP
AC;A2;0027;PRIKLJ. DRNOVO  -  DRNOVO;13.500;13.654;871;CP Drnovo;QLD6;11.414;23;9.345;189;689;62;64;242;800;10.275.050;PLDP
AC;A2;0418;PRIKLJ. DRNOVO ;0;2.300;873;CP Krsko-NM;QLD6;4.797;10;3.997;16;401;62;101;62;148;2.392.833;PLDP
AC;A2;0418;PRIKLJ. DRNOVO ;2.300;2.844;874;CP Krsko-Catez;QLD6;1.998;4;1.696;11;136;10;16;30;95;1.363.636;PLDP
AC;A2;0028;DRNOVO  -  BREZICE;0;11.717;2302;Brezice AC;QLD6;13.326;27;10.968;199;819;71;79;271;892;11.640.677;PLDP
AC;A2;0029;BREZICE - PRIKLJ. OBREZJE;0;7.020;512;Catez AC;QLTC8;12.094;26;9.792;154;740;102;38;218;1.024;11.399.801;PLDP
AC;A2;0029;PRIKLJ.OBREZJE-OBREZJE TERMINAL;7.020;7.850; ;;P;10.800;30;8.750;155;500;70;65;230;1.000;11.309.721;PLDP
AC;A2;0029;OBREZJE TERMINAL - MP OBREZJE;7.850;8.534;511;MP Obrezje;QLD6;9.368;38;7.454;157;441;38;60;230;950;11.181.818;PLDP
AC;A3;0068;GABRK - SEZANA V;0;7.977;813;CP Dane;QLD3;13.387;45;8.932;175;750;120;115;900;2.350;27.857.498;PLDP
AC;A3;0069;SEZANA V  -  SEZANA Z;0;2.698; ;;P;11.200;35;6.775;165;900;110;105;900;2.210;26.608.328;PLDP
AC;A3;0070;SEZANA Z  -  FERNETICI;0;1.270;863;Sezana AC;QLTC8;10.493;24;6.155;160;1.080;113;99;844;2.018;25.586.596;PLDP
AC;A3;0070;FERNETICI - MP FERNETICI;1.270;1.571;653;MT Fernetici;QLD6;18.756;133;13.414;184;1.417;155;148;955;2.350;29.016.589;PLDP
AC;A3;0486;PRIKLJ. FERNETICI;0;643;864;Prikljucek Fernetici;QLD6;7.940;106;7.224;24;326;38;46;35;141;1.983.743;PLDP
AC;A4;0091;SLIVNICA - LETALISCE MB;0;2.600; ;;P;17.300;30;14.430;140;1.320;180;135;160;905;10.463.669;PLDP
AC;A4;0091;LETALISCE MB - MARJETA;2.600;6.860; ;;P;17.000;25;14.225;120;1.280;160;130;160;900;10.207.366;PLDP
AC;A4;0091;MARJETA - ZLATOLICJE;6.860;11.640;890;Prepolje AC;QLTC8;16.005;20;13.297;119;1.239;154;115;158;903;10.232.249;PLDP
AC;A4;0091;ZLATOLICJE - HAJDINA;11.640;15.560; ;;P;15.700;25;13.190;110;1.100;130;100;150;895;9.824.154;PLDP
AC;A4;0092;HAJDINA - DRAZENCI;0;4.510; ;;P;14.500;25;12.022;113;1.050;110;150;160;870;9.840.080;PLDP
AC;A4;0093;DRAZENCI ;0;680; ;;P;10.300;20;8.755;110;520;80;80;155;580;7.136.695;PLDP
AC;A5;0806;DRAGUCOVA - PERNICA;0;6.170;877;Dragucova AC;QLTC8;22.532;36;15.381;152;2.340;496;282;568;3.277;34.618.447;PLDP
AC;A5;0806;PERNICA - LENART;6.170;11.326;2007;Mocna AC;QLTC8;21.914;35;14.862;150;2.288;482;265;563;3.269;34.447.246;PLDP
AC;A5;0463;PRIKLJ. PERNICA;0;220;878;PR Pernica - MB;QLD6;1.331;3;1.144;2;110;24;31;6;11;363.305;PLDP
AC;A5;0463;PRIKLJ. PERNICA ;220;440;879;PR Pernica - MS;QLD6;712;2;622;1;57;10;14;2;4;139.350;PLDP
AC;A5;0807;LENART - SV.TROJICA;0;5.018; ;;P;15.500;30;8.820;160;2.200;400;240;600;3.050;32.209.688;PLDP
AC;A5;0808;SV. TROJICA - PRIKLJ. CERKVENJAK;0;4.570; ;;P;15.000;25;8.675;165;2.000;350;200;615;2.970;31.438.288;PLDP
AC;A5;0808;PRIKLJ.CERK.-SV.JURIJ OB SCAVNICI;4.570;12.520; ;;P;14.200;25;8.065;170;1.900;300;220;620;2.900;30.875.912;PLDP
AC;A5;0809;SV.JURIJ OB SCAVNICI-VUCJA VAS;0;8.499;883;CP Dragotinci;QLTC10;13.912;24;8.119;171;1.741;287;118;622;2.830;30.443.928;PLDP
AC;A5;0174;PRIKLJ. VUCJA VAS - MB;0;400;881;Priklj. Vucja vas-MB;QLD6;1.548;0;1.278;4;170;13;25;18;40;616.125;PLDP
AC;A5;0174;PRIKLJ. VUCJA VAS - MS;400;836;882;Priklj. Vucja vas-MS;QLD6;1.583;0;1.154;6;101;57;84;51;130;2.085.269;PLDP
AC;A5;0810;VUCJA VAS - MURSKA SOBOTA;0;6.577;841;Vucja vas AC;QLTC8;14.113;26;8.078;130;1.690;326;157;491;3.215;32.355.010;PLDP
AC;A5;0175;PRIKLJ. MURSKA SOBOTA ;0;2.417;887;Prikljucek MS - MB;QLTC8;3.868;7;3.249;10;381;76;72;25;48;1.136.695;PLDP
AC;A5;0175;PRIKLJ. MURSKA SOBOTA;2.417;2.808;888;Priklj. MS - Lendava;QLTC8;1.474;4;1.213;3;113;28;50;15;48;825.149;PLDP
AC;A5;0811;MURSKA SOBOTA - LIPOVCI;0;3.798;2009;Rakican AC;QLTC8;11.721;23;6.042;123;1.422;278;136;482;3.215;32.060.385;PLDP
AC;A5;0812;LIPOVCI - GANCANI;0;7.995; ;;P;10.200;20;4.875;125;1.200;260;120;400;3.200;30.731.586;PLDP
AC;A5;0812;GANCANI - TURNISCE;7.995;9.535; ;;P;10.900;20;5.535;130;1.250;250;115;450;3.150;30.719.144;PLDP
AC;A5;0813;TURNISCE - DOLGA VAS;0;9.628; ;;P;10.400;15;5.005;135;1.300;240;105;500;3.100;30.689.283;PLDP
AC;A5;0814;DOLGA VAS - LENDAVA;0;3.964;884;Lendava AC;QLTC8;8.925;15;4.741;130;1.253;208;95;293;2.190;22.117.783;PLDP
AC;A5;0185;PRIKLJ. LENDAVA ;0;286;885;Priklj. Lendava - MS;QLTC8;3.002;18;2.340;12;237;64;55;45;231;2.694.426;PLDP
AC;A5;0185;PRIKLJ. LENDAVA ;286;680;886;Priklj. Lendava-Pince;QLTC8;347;1;181;4;58;10;6;11;76;811.214;PLDP
AC;A5;0816;LENDAVA - PINCE;0;8.020;2010;Pince AC;QLTC8;6.289;10;2.581;122;1.075;155;52;259;2.035;20.254.479;PLDP
AC;A5;0816;PINCE - MP PINCE;8.020;8.709; ;;P;6.000;10;2.440;90;1.000;130;45;255;2.030;19.367.120;PLDP
HC;H2;0032;PESNICA - MARIBOR;0;4.516;16;Meljska HC;QLTC8;19.366;60;17.184;63;1.283;222;138;109;307;4.970.803;PLDP
HC;H2;0033;MB(MELJSKA) - POBREZJE;0;1.470; ;;P;25.000;65;22.645;55;1.200;320;250;105;360;5.912.409;PLDP
HC;H2;0033;POBREZJE - MB(TEZNO);1.470;2.684;15;Maribor HC;QLTC8;28.495;67;25.789;44;1.292;371;379;107;446;7.178.500;PLDP
HC;H3;0085;ZADOBROVA  - LESKOVSKOVA C.;0;690;179;SV Obvoznica;QLTC8;67.592;136;57.948;156;4.886;894;702;504;2.366;29.055.408;PLDP
HC;H3;0085;LESKOSKOVA C. - SMARTINSKA;690;1.511;891;S obvoznica BTC HC;QLTC8;48.548;98;40.590;130;3.798;708;578;452;2.194;26.103.185;PLDP
HC;H3;0086;LJ (SMARTINSKA - TOMACEVO);0;2.084; ;;P;69.000;120;59.530;160;4.800;950;640;550;2.250;28.477.107;PLDP
HC;H3;0088;LJ (TOMACEVO  -  DUNAJSKA);0;1.238; ;;P;71.000;140;62.135;125;4.200;850;690;580;2.280;28.586.596;PLDP
HC;H3;0089;LJ (DUNAJSKA - SAVLJE);0;1.180; ;;P;68.800;130;59.560;120;4.400;970;750;550;2.320;29.198.739;PLDP
HC;H3;0089;LJ (SAVLJE - IND. CONA SISKA);1.180;1.910;174;S Obvoznica;QLTC8;64.192;100;55.108;112;4.592;740;654;596;2.290;28.249.170;PLDP
HC;H3;0089;LJ (IND. CONA SISKA - CELOVSKA);1.910;2.654; ;;P;69.000;150;59.950;120;4.500;760;670;570;2.280;28.133.709;PLDP
HC;H3;0090;LJ (CELOVSKA  -  KOSEZE);0;2.735;199;Dravlje HC;QLTC8;57.680;120;48.810;112;4.462;788;554;554;2.280;27.630.059;PLDP
HC;H4;0374;NANOS - VIPAVA ;0;12.440;819;CP Nanos;QLD6;10.648;21;7.323;101;1.137;115;185;434;1.332;16.679.164;PLDP
HC;H4;0375;VIPAVA - AJDOVSCINA;0;6.763;865;Dolga Poljana HC;QLTC8;11.879;27;8.342;49;1.212;295;116;274;1.564;17.015.594;PLDP
HC;H4;0376;AJDOVSCINA - SELO;0;9.174;635;Ajdovscina HC;QLTC8;13.295;20;9.773;34;1.232;263;160;254;1.559;16.765.760;PLDP
HC;H4;0443;PRIKLJ. SELO;0;150;866;Prik Selo-Ajdovscina;QLD6;1.757;3;1.521;2;144;31;34;6;16;420.040;PLDP
HC;H4;0443;PRIKLJ. SELO;150;322;867;Prik Selo-Vrtojba;QLD6;1.594;3;1.435;2;92;19;18;6;19;339.416;PLDP
HC;H4;0378;SELO  -  VOGRSKO;0;6.726;816;Selo HC;QLTC8;13.134;21;9.685;35;1.180;251;146;254;1.562;16.757.797;PLDP
HC;H4;0379;VOGRSKO - SEMPETER;0;4.776;815;CP Bazara;QLD3;8.722;15;6.377;20;420;150;160;230;1.350;13.725.945;PLDP
