Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip;;;
R2;401;1020;ZAGA - UCJA;0;7.445;551;MT Ucja;R 08x1;200;30;155;0;15;0;0;0;0;0;PLDP;;;
R2;402;1010;SOLKAN - MOST CEZ SOCO;0;141;;;P;7.800;90;7.235;45;240;65;50;30;45;104;PLDP;;;
R2;402;1426;SOLKAN MOST - GONJACE;0;10.396;219;Podsabotin;QLD5;3.070;44;2.749;13;154;51;48;2;9;47;PLDP;;;
R2;402;1465;GONJACE - DOBROVO;0;4.553;755;Smartno v Brdih;QLD*;2.351;49;2.052;8;169;29;34;4;6;32;PLDP;;;
R2;402;1045;DOBROVO - NEBLO;0;2.700;;;P;4.350;50;4.005;8;220;30;30;2;5;29;PLDP;;;
R2;402;1045;NEBLO - MP NEBLO;2.700;4.820;550;MT Neblo;QLD5;3.025;62;2.733;3;178;27;18;1;3;18;PLDP;;;
R2;403;1071;BACA - KNEZA;0;6.153;108;Baca;QLD*;1.246;60;1.064;2;90;12;12;4;2;13;PLDP;;;
R2;403;1072;KNEZA - PODBRDO;0;15.734;;;P;1.050;30;933;10;50;10;15;1;1;15;PLDP;;;
R2;403;1073;PODBRDO - PETROVO BRDO;0;4.400;538;Petrovo brdo 1;R 07x1;630;60;493;1;66;2;4;4;0;5;PLDP;;;
R2;403;1074;PETROVO BRDO - PODROST;0;8.100;539;Petrovo brdo 2;R 07x1;400;35;302;3;50;6;4;0;0;4;PLDP;;;
R2;403;1075;PODROST - ZALI LOG;0;5.000;542;Zali Log;R 07x1;800;45;656;10;60;10;10;5;4;17;PLDP;;;
R2;403;1075;ZALI LOG - CESNJICA;5.000;10.061;189;Zelezniki;QLD*;2.117;56;1.844;21;134;18;25;9;10;37;PLDP;;;
R2;403;1076;CESNJICA - SKOFJA LOKA;0;15.700;618;Bukovica;QLTC8;5.379;75;4.641;40;407;68;75;25;48;154;WIM;;;
R2;403;1077;SKOFJA LOKA;0;890;107;Skofja Loka;QLTC8;20.596;124;18.536;279;1.264;156;122;32;83;283;PLDP;;;
R2;404;1379;PODGRAD - IL.BISTRICA;0;10.143;397;Recica;QLTC10;3.081;24;2.710;17;195;28;31;15;61;84;WIM;;;
R2;404;0342;IL.BISTRICA (VILHARJEVA CESTA);0;1.401;;;P;6.900;95;5.970;75;550;50;55;35;70;135;PLDP;;;
R2;404;1380;IL.BISTRICA - PIVKA;0;16.942;398;Drskovce;QLTC10;4.740;68;4.216;20;368;27;18;15;8;37;DIST;;;
R2;405;6845;DIVACA - FAMLJE;0;5.552;59;Vremski Britof 1;R 11x4;2.350;70;1.948;8;150;40;50;14;70;89;PLDP;;;
R2;405;1022;FAMLJE - RIBNICA;0;11.967;210;Buje;QLD*;1.281;21;1.077;5;85;16;18;15;44;51;PLDP;;;
R2;406;1405;DEKANI  -  R.SKOFIJE;0;1.085;;;P;5.700;80;5.327;2;220;35;31;1;4;26;PLDP;;;
R2;406;1407;R.SKOFIJE - KRIZ.MORETINI;0;850;;;P;6.050;120;5.510;40;290;55;30;1;4;46;PLDP;;;
R2;406;1407;KRIZ.MORETINI - ANKARAN;850;5.130;403;Ankaran;QLTC10;9.179;220;8.371;34;499;28;23;1;3;34;PLDP;;;
R2;406;1407;ANKARAN - MP LAZARET;5.130;8.188;650;MT Lazaret;QLD5;1.676;111;1.493;24;21;20;4;2;1;18;PLDP;;;
R2;407;1144;GORENJA VAS - LUCINE;0;9.000;263;Todraz;R 08x4;1.020;13;873;13;94;20;5;1;1;13;PLDP;;;
R2;407;1144;LUCINE - LJUBLJANICA;9.000;13.926;;;P;310;5;275;3;10;12;5;0;0;6;PLDP;;;
R2;407;1145;LJUBLJANICA - VRZDENEC;0;3.800;;;P;260;5;236;5;8;4;2;0;0;4;PLDP;;;
R2;407;1145;VRZDENEC - HORJUL;3.800;6.800;;;P;1.420;45;1.249;10;70;26;10;6;4;21;PLDP;;;
R2;407;1145;HORJUL - VRHNIKA;6.800;14.867;264;Horjul;QLTC8;2.100;46;1.829;2;149;27;27;7;13;32;PLDP;;;
R2;408;1374;LOGATEC - ROVTE;0;10.500;393;Logatec;QLTC10;2.466;45;2.059;11;211;30;53;31;26;73;PLDP;;;
R2;408;1374;ROVTE -  ZIRI;10.500;21.351;370;Zavratec;QLD;767;28;599;7;71;18;28;7;9;31;PLDP;;;
R2;408;1375;ZIRI - TREBIJA;0;7.350;394;Ziri;QLTC10;3.652;71;3.137;32;296;55;33;11;17;59;PLDP;;;
R2;409;0358;LJ(VIC) - AC BREZOVICA;0;2.741;165;Gorjanc;QLTC10;11.543;135;10.117;200;832;96;67;30;66;198;PLDP;;;
R2;409;0300;AC BREZOVICA - BREZOVICA;0;1.400;267;Brezovica;QLTC8;21.772;204;19.070;182;1.641;250;158;75;192;385;DIST;;;
R2;409;0300;BREZOVICA - VRHNIKA;1.400;13.161;611;Drenov Gric;QLTC10;7.838;130;6.505;83;632;156;113;55;164;268;WIM;;;
R2;409;0301;VRHNIKA - LOGATEC;0;9.525;153;Zapolje;QLTC10;6.115;189;4.869;97;549;142;101;72;96;251;WIM;;;
R2;409;0302;LOGATEC (TRZASKA C.) ;0;900;;;P;8.500;180;7.660;110;125;120;140;80;85;244;PLDP;;;
R2;409;0303;KALCE - PLANINA;0;8.337;736;Grcarevec;QLTC10;2.476;231;1.913;39;191;36;25;22;19;62;PLDP;;;
R2;409;0304;PLANINA - RAVBARKOMANDA;0;7.230;612;Ravbarkomanda;QLD*;2.055;219;1.585;27;138;28;24;18;16;50;PLDP;;;
R2;409;0305;RAVBARKOMANDA - PO(R913);0;3.000;;;P;5.400;220;4.810;30;190;80;30;20;20;69;PLDP;;;
R2;409;0305;PO(R913) - POSTOJNA;3.000;4.360;;;P;11.800;220;10.875;50;430;80;70;25;50;119;PLDP;;;
R2;409;0306;POSTOJNA - RAZDRTO;0;10.980;76;Postojna;QLTC8;5.700;200;4.753;53;353;69;89;30;153;195;WIM;;;
R2;409;0307;RAZDRTO - SENOZECE;0;6.530;22;Senozece;R 08x1;3.000;165;2.430;40;150;60;70;15;70;117;PLDP;;;
R2;409;0308;SENOZECE - DIVACA;0;8.140;77;Divaca;QLD*;1.804;163;1.370;20;109;29;59;10;44;158;WIM;;;
R2;409;0309;DIVACA - MATAVUN;0;1.940;684;Skocjan;QLD*;2.965;242;2.377;39;230;37;25;5;10;46;PLDP;;;
R2;409;0310;MATAVUN - KOZINA;0;7.275;78;Kacice;R 10x4;1.100;220;654;26;110;45;30;5;10;44;PLDP;;;
R2;409;0311;KOZINA  -  KASTELEC;0;8.960;614;Petrinje;QLD;1.868;212;1.345;30;126;68;52;6;29;74;PLDP;;;
R2;409;0312;KASTELEC - CRNI KAL;0;3.902;;;P;1.100;250;530;30;130;65;60;5;30;78;PLDP;;;
R2;409;1435;KORTINE  -  RIZANA;0;1.353;;;P;1.600;250;950;23;240;50;70;2;15;65;PLDP;;;
R2;409;0313;RIZANA - DEKANI;0;5.910;79;Dekani;QLTC8;4.082;247;3.408;23;272;39;80;2;11;66;PLDP;;;
R2;409;1438;DEKANI - PRIKLJ. SRMIN;0;324;;;P;4.800;250;4.086;40;280;40;85;4;15;79;PLDP;;;
R2;410;1133;BISTRICA - TRZIC;0;320;555;Trzic;QLTC10;11.343;79;10.169;59;854;71;52;19;40;102;PLDP;;;
R2;410;1134;TRZIC - GOLNIK;0;6.500;556;Senicno;QLTC10;2.430;45;2.187;3;167;12;11;4;1;12;PLDP;;;
R2;410;1134;GOLNIK - KOKRICA;6.500;13.671;258;Tenetise;QLTC10;4.574;58;4.129;27;299;29;23;5;4;34;PLDP;;;
R2;410;1135;KOKRICA - KRANJ;0;2.234;913;Kokrica;QLTC8;12.216;91;11.201;80;714;57;47;5;21;85;PLDP;;;
R2;411;1471;KRANJ Z  -  POLICA;0;733;;;P;13.000;155;11.420;175;690;240;140;40;140;305;PLDP;;;
R2;411;1428;POLICA - NAKLO(MARINSEK);0;1.960;51;Naklo;QLTC8;8.727;152;7.471;180;662;81;92;18;71;194;PLDP;;;
R2;411;1428;NAKLO(MARINSEK) - PRIKLJ. NAKLO;1.960;4.420;;;P;5.500;150;4.695;40;400;60;95;10;50;114;PLDP;;;
R2;411;1428;PRIKLJ. NAKLO - PODTABOR;4.420;7.202;708;Podbrezje;QLTC8;3.151;151;2.696;34;212;24;24;3;7;38;WIM;;;
R2;411;1528;PODTABOR - GOBOVCE;0;1.487;;;P;3.000;150;2.535;35;200;25;40;5;10;49;PLDP;;;
R2;411;1429;GOBOVCE - CRNIVEC;0;5.142;707;Dobro Polje;QLD*;3.176;151;2.665;41;215;30;42;9;23;64;PLDP;;;
R2;412;1454;POLICA - KR(KIDRICEVA);0;2.035;718;KR Zlato polje;QLTC10;18.155;159;15.899;205;1.318;194;127;63;190;348;PLDP;;;
R2;412;0359;KRANJ(KIDRICEVA  -  ISKRA);0;1.559;717;KR Sejem;QLTC8;17.910;167;15.818;75;1.213;172;179;64;222;335;PLDP;;;
R2;412;0210;KR(ISKRA - LABORE);0;1.450;716;KR Labore;QLTC10;16.703;131;14.518;290;1.142;192;141;59;230;413;PLDP;;;
R2;413;4704;MEDVODE - ZBILJE;0;1.166;;;P;5.800;70;4.940;45;550;85;70;15;25;96;PLDP;;;
R2;413;1079;ZBILJE - VODICE;0;7.386;228;Valburga;QLD;5.312;59;4.530;32;476;91;76;18;30;100;PLDP;;;
R2;413;1080;VODICE - MOSTE;0;4.350;229;Zeje;QLTC8;10.067;59;8.277;11;1.113;165;142;62;238;432;WIM;;;
R2;413;1081;MOSTE - DUPLICA;0;4.120;230;Kriz;QLTC10;10.653;97;9.191;38;952;135;68;37;135;270;DIST;;;
R2;414;1349;KAMNIK - TUHINJ;0;15.600;376;Laze;QLTC8;3.091;55;2.641;24;277;35;34;5;20;50;PLDP;;;
R2;414;1349;TUHINJ - LOCICA;15.600;28.318;41;Locica;QLTC10;1.735;57;1.403;8;194;32;15;6;20;34;PLDP;;;
R2;415;1216;ZELODNIK - KRTINA;0;1.000;;;P;4.200;35;3.530;40;350;80;40;25;100;131;PLDP;;;
R2;415;1216;KRTINA - MORAVCE;1.000;9.000;304;Krtina;QLTC10;6.656;44;5.953;34;426;64;49;25;61;106;PLDP;;;
R2;415;1216;MORAVCE - DRTIJA;9.000;11.080;;;P;2.300;40;1.935;15;180;45;40;20;25;64;PLDP;;;
R2;415;1217;DRTIJA - TRATA;0;7.080;;;P;2.100;25;1.820;10;135;35;35;15;25;54;PLDP;;;
R2;415;1217;TRATA - IZLAKE;7.080;15.089;305;Kandrse;QLD5;1.277;21;1.102;8;62;18;35;13;18;44;PLDP;;;
R2;416;1346;LITIJA - SMARTNO;0;2.791;391;Litija;QLTC8;5.400;60;4.754;14;377;46;74;24;51;99;PLDP;;;
R2;416;1347;SMARTNO - GRM;0;14.789;375;Crni Potok;QLD5;1.299;35;1.102;5;67;30;51;3;6;39;WIM;;;
R2;416;1425;GRM - RADOHOVA VAS;0;750;;;P;2.350;10;1.896;24;65;30;140;70;115;202;PLDP;;;
R2;416;1348;RADOHOVA VAS - BIC;0;2.951;;;P;1.450;5;790;20;190;140;130;65;110;211;PLDP;;;
R2;417;1190;SMARTNO PRI LITIJI - M.KOSTREVICA;0;1.500;284;Mala Kostrevnica;QLD5;1.067;13;824;3;50;53;87;27;10;79;WIM;;;
R2;417;1190;M. KOSTREVICA - LJUBEZ V LAZIH;1.500;8.339;;;P;900;10;763;2;50;25;50;0;0;31;PLDP;;;
R2;417;1187;LJUBEZ V LAZIH - MORAVCE;0;6.310;282;Moravce;R 11x4;880;10;775;1;70;10;14;0;0;9;PLDP;;;
R2;417;4326;MORAVCE - TIHABOJ-MIRNA;0;11.922;182;Tihaboj;R 11x4;600;10;518;2;40;15;15;0;0;11;PLDP;;;
R2;418;1199;MOKRONOG - ZBURE;0;10.475;407;Zbure;QLD*;1.345;14;1.155;14;75;18;35;13;21;48;PLDP;;;
R2;418;1200;ZBURE - SKOCJAN;0;3.940;291;Skocjan 1;R 07x1;2.400;20;2.025;20;190;65;45;15;20;66;PLDP;;;
R2;418;1201;SKOCJAN - DOBRUSKA VAS;0;3.281;416;Dobruska vas;QLD;3.909;30;3.348;24;324;74;60;27;22;86;PLDP;;;
R2;418;1202;DOBRUSKA V. - SENTJERNEJ;0;5.704;293;Drama;QLD5;2.804;20;2.426;12;155;60;77;25;29;89;PLDP;;;
R2;419;1203;SOTESKA - STRAZA;0;5.440;920;Dolenje Polje;QLD*;3.429;48;2.953;24;230;32;51;42;49;99;PLDP;;;
R2;419;1203;STRAZA - NM DRSKA;5.440;12.230;294;Potok;QLTC10;5.936;45;5.374;44;364;27;41;16;25;70;WIM;;;
R2;419;1203;NM DRSKA - NM ZABJA VAS;12.230;14.471;;;P;16.000;70;14.915;50;700;60;80;85;40;151;PLDP;;;
R2;419;1204;NOVO MESTO - RATEZ;0;6.160;476;Ratez;QLTC10;4.522;43;3.948;50;293;55;71;29;33;107;PLDP;;;
R2;419;1204;RATEZ - SENTJERNEJ;6.160;15.626;295;Mokro Polje;QLD*;2.935;37;2.588;35;151;33;53;16;22;72;DIST;;;
R2;419;1205;SENTJERNEJ - KOSTANJEVICA;0;7.000;683;Sentjernej;QLTC10;4.148;52;3.700;41;240;49;28;18;20;65;DIST;;;
R2;419;1205;KOSTANJEVICA - KRIZAJ;7.000;10.203;296;Malo Mrasevo 2;QLD*;3.183;56;2.738;35;226;42;47;18;21;71;DIST;;;
R2;419;1206;KRIZAJ - CATEZ OB SAVI;0;12.868;297;Zupeca vas;QLTC10;2.839;42;2.479;31;201;33;29;11;13;49;DIST;;;
R2;420;1335;BREZICE - DOBOVA;0;4.500;368;Mostec;QLD*;4.013;40;3.626;15;253;29;29;7;14;40;PLDP;;;
R2;420;1335;DOBOVA - M.P. RIGONCE;4.500;6.813;676;MP Rigonce;QLTC10;1.278;17;1.168;7;73;9;2;1;1;7;PLDP;;;
R2;421;2506;RUCETNA VAS - STREKLJEVEC;0;7.209;460;Semic;QLD*;3.034;26;2.634;23;217;36;52;20;26;72;PLDP;;;
R2;421;2507;STREKLJEVEC - JUGORJE;0;5.890;469;Osojnik;QLD5;1.414;11;1.203;15;65;34;49;20;17;61;PLDP;;;
R2;422;1333;PODSREDA - SENOVO;0;7.000;365;Veliki Kamen;QLD5;1.374;20;1.172;12;62;30;48;14;16;54;WIM;;;
R2;422;1333;SENOVO - BRESTANICA;7.000;16.154;364;Senovo;QLTC8;5.466;33;4.984;27;287;42;43;20;30;73;DIST;;;
R2;423;1226;SENTJUR - CRNOLICA;0;2.330;757;Crnolica;QLTC8;7.805;62;7.043;29;439;74;91;21;46;115;PLDP;;;
R2;423;1281;CRNOLICA - LESICNO;0;18.149;271;Jelce;QLD5;1.226;18;1.055;15;75;21;29;2;11;33;PLDP;;;
R2;423;1282;LESICNO - SONOVO;0;3.300;292;Sonovo;R 10x4;1.380;18;1.162;20;80;40;30;15;15;50;PLDP;;;
R2;423;1282;SONOVO - PODSREDA;3.300;10.020;333;Kozje;QLD5;1.645;19;1.373;21;116;48;37;12;19;56;PLDP;;;
R2;423;1283;PODSREDA - BISTRICA;0;6.720;335;Podsreda 2;R 09x4;1.200;15;995;15;70;45;35;15;10;49;PLDP;;;
R2;423;1243;BISTRICA OB SOTLI - MP BISTRICA;0;1.050;411;MP Bistrica ob Sotli;QLTC10;554;9;446;7;29;11;6;15;31;37;PLDP;;;
R2;424;1166;BOSTANJ - ORESJE/SEVNICI;0;5.700;;;P;1.500;5;1.380;5;40;35;20;5;10;29;PLDP;;;
R2;424;1166;ORESJE/SEVNICI - PLANINA;5.700;21.006;186;Podgorje;QLD5;333;4;273;5;25;9;15;1;1;13;PLDP;;;
R2;424;1170;PLANINA - DEZNO;0;1.115;;;P;400;4;338;5;20;10;10;5;8;17;PLDP;;;
R2;424;1225;DEZNO - CRNOLICA;0;11.800;313;Dobje;QLTC10;2.287;16;2.024;8;142;27;32;8;30;49;PLDP;;;
R2;425;1265;POLJANA - MEZICA;0;3.310;323;Poljana;QLTC8;5.271;38;4.612;39;348;54;71;23;86;154;WIM;;;
R2;425;1265;MEZICA - CRNA;3.310;11.420;579;Mezica;QLTC10;3.200;25;2.765;41;223;35;32;12;67;90;PLDP;;;
R2;425;1265;CRNA - SENTVID;11.420;23.786;434;Javorje;QLD5;395;16;328;2;23;4;14;5;3;14;PLDP;;;
R2;425;1266;SENTVID - SOSTANJ;0;16.605;324;Sentvid;R 11x4;1.010;40;832;4;90;13;19;4;8;21;PLDP;;;
R2;425;1267;SOSTANJ - PESJE;0;1.835;167;Sostanj;QLTC10;11.364;80;10.228;64;707;109;95;27;54;147;PLDP;;;
R2;425;1419;PESJE - VELENJE;0;3.790;166;Pesje;QLTC10;11.648;108;10.292;99;683;162;110;60;134;251;PLDP;;;
R2;426;1269;PESJE - GORENJE;0;6.100;168;Lokovica;QLTC10;6.424;79;5.676;30;370;77;62;42;88;140;PLDP;;;
R2;426;7949;GORENJE  -  RECICA;0;4.220;35;Paska vas;QLTC10;4.130;49;3.670;21;250;41;43;14;42;74;PLDP;;;
R2;426;7949; RECICA - LETUS;4.220;5.795;176;Recica ob Paki;QLD;3.625;53;3.159;18;233;55;44;14;49;80;PLDP;;;
R2;427;1351;LATKOVA VAS - PREBOLD;0;3.000;741;Latkova vas;QLTC10;5.985;56;5.438;34;360;45;27;9;16;53;PLDP;;;
R2;427;1351;PREBOLD - SPODNJE GABRSKO;3.000;17.800;439;Podmeja;QLD;1.285;35;1.119;5;86;28;10;1;1;14;PLDP;;;
R2;427;1351;SPODNJE GABRSKO - TRBOVLJE;17.800;19.617;;;P;6.250;40;5.937;50;160;30;25;4;4;45;PLDP;;;
R2;428;1249;RADMIRJE - LUCE;0;12.165;202;Ljubno;QLD*;2.281;54;1.930;18;177;21;36;23;22;58;PLDP;;;
R2;428;1250;LUCE - SESTRE LOGAR;0;13.800;201;Solcava;QLTC10;1.027;48;846;14;80;10;14;5;10;24;PLDP;;;
R2;428;1252;S.LOGAR - PAVLICEVO SEDLO;0;7.453;;;P;55;5;43;2;5;0;0;0;0;1;PLDP;;;
R2;429;1245;VISNJA VAS - STRMEC;0;1.600;321;Visnja vas;QLTC8;6.369;87;5.707;36;395;63;52;11;18;72;PLDP;;;
R2;429;1245;STRMEC - DOBRNA;1.600;7.520;348;Lemberg;QLD*;3.781;67;3.354;25;231;42;35;11;16;53;PLDP;;;
R2;429;1154;ODCEP V DOBRNO;0;1.695;;;P;2.960;65;2.643;25;160;30;20;7;10;37;PLDP;;;
R2;429;1422;DOBRNA - CRNOVA;0;3.400;320;Crnova 2;QLTC10;3.789;63;3.351;9;245;41;47;12;21;56;PLDP;;;
R2;430;1558;MB (PTUJSKA - STRELISKA CESTA);0;1.306;;;P;20.000;80;17.405;220;1.300;365;120;95;415;545;PLDP;;;
R2;430;0273;MB(TRZASKA) - HOCE;0;3.279;;;P;34.600;120;31.050;230;2.050;360;210;125;455;960;WIM;;;
R2;430;0381;HOCE  - SLIVNICA;0;965;17;Hoce;QLTC8;30.487;121;26.890;181;2.225;311;189;101;469;590;PLDP;;;
R2;430;0274;SLIVNICA - FRAM;0;4.810;906;Radizel;QLTC8;7.141;133;6.422;56;414;57;40;7;12;67;PLDP;;;
R2;430;0274;FRAM - SL.BISTRICA;4.810;13.060;38;Bukovec;QLTC8;6.411;126;5.720;49;392;60;42;9;13;68;PLDP;;;
R2;430;1452;ODCEP PRIKLJ. SL. BISTRICA S ;0;1.080;570;Brinje;R 11x4;4.250;50;3.821;15;200;95;24;15;30;66;PLDP;;;
R2;430;0275;SL.BISTRICA ;0;2.626;;;P;14.300;135;13.485;60;270;240;60;15;35;135;PLDP;;;
R2;430;0276; SL.BISTRICA - LOZNICA;0;1.593;569;Slovenska Bistica;QLTC8;7.790;130;6.810;48;544;128;77;17;36;118;PLDP;;;
R2;430;0277;LOZNICA - TEPANJE;0;7.910;608;Vrhole;QLTC10;2.681;99;2.225;26;184;95;25;10;17;59;PLDP;;;
R2;430;0278;TEPANJE - SL.KONJICE;0;3.154;48;Dobrnez;QLTC10;11.742;139;10.081;63;959;197;89;53;161;244;PLDP;;;
R2;430;0279;SL.KONJICE ;0;815;;;P;12.000;135;10.325;140;850;210;160;45;135;294;PLDP;;;
R2;430;0280;SL.KONJICE - DOBRAVA;0;3.000;49;Zece 2;QLTC10;12.032;138;10.506;90;836;201;98;37;126;375;DIST;;;
R2;430;0280;DOBRAVA - STRANICE;3.000;5.160;56;Zece;QLTC10;8.707;133;7.465;57;665;168;77;32;110;306;DIST;;;
R2;430;0281;STRANICE - VISNJA VAS;0;10.200;67;Stranice;QLTC10;5.855;114;4.987;50;428;116;62;21;77;224;WIM;;;
R2;430;0282;VISNJA VAS - CELJE AC;0;6.100;68;Vojnik;QLTC8;14.881;148;13.351;83;938;154;104;22;81;299;DIST;;;
R2;430;0282;CELJE AC - CELJE;6.100;8.042;695;CE Hudinja;QLTC10;28.222;131;24.863;149;1.905;358;167;126;523;624;PLDP;;;
R2;431;1350;GORNJI DOLIC - STRANICE;0;18.621;377;Vitanje;QLTC10;3.108;38;2.619;19;284;68;33;13;34;68;PLDP;;;
R2;432;1440;ROGATEC;0;170;414;MP Rogatec;QLTC44;1.632;8;1.467;8;69;15;23;19;23;44;PLDP;;;
R2;432;1284;ROGATEC - MAJSPERK;0;16.081;336;Stoperce;QLD*;1.102;17;976;10;68;10;13;4;4;18;PLDP;;;
R2;432;1411;MAJSPERK ;0;480;;;P;3.300;25;2.875;40;270;50;15;10;15;50;PLDP;;;
R2;432;1285;MAJSPERK - APASKI KRIZ;0;7.542;441;Lovrenc;QLTC10;5.100;55;4.630;41;258;45;34;13;24;67;PLDP;;;
R2;432;6276;APASKI KRIZ  -  KIDRICEVO;0;2.874;586;Kidricevo;QLTC10;5.819;25;5.210;32;380;55;56;15;46;91;PLDP;;;
R2;433;1287;SENARSKA - LENART;0;4.014;442;Lenart vzhod;QLD5;2.678;31;2.457;15;116;27;25;3;4;29;PLDP;;;
R2;433;1288;LENART - KRIZ. SV.ANA;0;4.700;339;Zerjavci;QLTC10;3.674;33;3.342;17;148;65;26;18;25;60;PLDP;;;
R2;433;1288;KRIZ. SV.ANA - ZG.SCAVNICA;4.700;11.200;28;Zgornja Scavnica 1;R 11x4;1.595;65;1.375;17;83;11;29;1;14;33;PLDP;;;
R2;433;1288;ZG.SCAVNICA - TRATE;11.200;15.950;29;Zgornja Scavnica 2;R 11x4;1.883;11;1.722;15;81;19;20;2;13;30;PLDP;;;
R2;433;1289;TRATE - MOST CEZ MURO;0;2.040;27;Trate;R 11x4;2.066;40;1.818;31;123;20;11;0;23;37;PLDP;;;
R2;433;1289;MOST CEZ MURO - MP TRATE;2.040;2.120;144;MT Trate;QLTC10;3.200;15;3.115;0;70;0;0;0;0;0;PLDP;;;
R2;434;1352;RADLJE - RADELJSKI PRELAZ;0;6.160;668;MT Radelj;QLD5;1.000;37;781;5;64;21;34;22;36;60;PLDP;;;
R2;435;1431;MARIBOR - RUSE;0;9.119;706;Laznica;QLTC8;9.404;78;8.537;44;534;63;75;16;57;142;WIM;;;
R2;435;1439;RUSE - SELNICA;0;3.198;710;Selnica;QLTC10;3.789;35;3.330;19;244;40;61;12;48;105;DIST;;;
R2;436;0440;DOLJNA POCEHOVA ;0;931;;;P;6.200;75;5.660;30;280;55;55;20;25;79;PLDP;;;
R2;436;1328;POCEHOVA - ZG.KUNGOTA;0;6.870;429;Zgornja Kungota;QLTC10;4.340;62;3.911;30;270;25;29;6;7;40;PLDP;;;
R2;436;1329;ZG.KUNGOTA - JURIJ;0;5.565;553;MT Jurij;QLTC10;642;24;572;1;34;3;4;1;3;6;PLDP;;;
R2;437;0267;SENTILJ;0;1.620;664;MT Sentilj SC;QLTC8;5.252;56;4.643;11;330;28;60;13;111;118;PLDP;;;
R2;437;0268;SENTILJ - PESNICA;0;7.730;628;Ranca;QLTC10;3.746;64;3.235;28;278;39;51;5;46;176;WIM;;;
R2;437;0268;PESNICA - RONDO POCEHOVA;7.730;10.432;;;P;7.130;65;6.240;70;470;140;70;5;70;140;PLDP;;;
R2;438;1306;SENTILJ - TRATE;0;13.409;350;Selnica ob Muri;QLD*;2.229;28;1.928;23;124;14;17;21;74;80;PLDP;;;
R2;438;1307;TRATE - GORNJA RADGONA;0;15.579;361;Apace;QLTC10;2.843;29;2.564;15;163;21;23;10;18;40;PLDP;;;
R2;439;1299;KOBILJE - DOBROVNIK;0;7.730;493;Kobilje;R 07x1;1.100;10;978;9;53;20;20;2;8;24;PLDP;;;
R2;439;1300;DOBROVNIK - RENKOVCI;0;4.230;45;Dobrovnik;R 11x4;1.491;13;1.264;30;75;34;49;13;13;60;PLDP;;;
R2;439;1301;RENKOVCI - BELTINCI;0;6.502;346;Renkovci;QLD5;1.853;20;1.631;14;87;29;36;13;23;52;PLDP;;;
R2;439;1302;BRATONCI - DOKLEZOVJE;0;3.800;53;Bratonci;R 07x4;2.896;13;2.601;11;127;38;57;19;30;71;PLDP;;;
R2;439;1302;DOKLEZOVJE - KRIZEVCI;3.800;9.490;347;Doklezovje;QLTC10;4.575;49;4.043;25;300;61;51;13;33;77;WIM;;;
R2;439;1303;KRIZEVCI - ZIHLAVA;0;11.630;357;Berkovci;R 09x4;899;20;751;8;65;23;17;12;3;26;PLDP;;;
R2;439;1304;ZIHLAVA - VIDEM;0;2.950;587;Jamna;QLTC10;2.353;30;2.048;12;182;25;30;9;17;41;DIST;;;
R2;439;1305;SV. JURIJ OB SCAVNICI - CERKVENJAK;0;6.986;349;Kraljevci;QLD5;563;11;476;14;30;13;13;4;2;19;PLDP;;;
R2;439;1525;CERKVENJAK - PRIKLJ.CERKVENJAK;0;1.880;;;P;1.420;10;1.273;14;75;20;25;2;1;24;PLDP;;;
R2;439;1525;PRIKLJ. CERKVENJAK - SENARSKA;1.880;6.735;;;P;900;7;796;5;55;15;20;1;1;16;PLDP;;;
R2;440;1294;PETANJCI - GEDEROVCI;0;3.301;443;Sodisinci;QLTC10;1.425;19;1.208;7;100;22;24;10;35;48;PLDP;;;
R2;440;1295;GEDEROVCI - SKAKOVCI;0;3.370;444;Krajna;R 10x4;2.762;14;2.378;22;192;32;58;8;58;86;PLDP;;;
R2;440;1295;SKAKOVCI - CANKOVA;3.370;6.080;;;P;2.700;25;2.370;20;170;35;15;15;50;64;PLDP;;;
R2;440;1296;CANKOVA - VECESLAVCI;0;8.500;344;Cankova;QLD;3.810;31;3.421;21;173;35;38;23;68;92;PLDP;;;
R2;440;1296;VECESLAVCI - SOTINA;8.500;15.200;681;Sveti Jurij;QLTC10;2.621;27;2.297;19;144;15;34;11;74;81;PLDP;;;
R2;440;1296;SOTINA - MP KUZMA;15.200;16.025;666;MT Kuzma;QLD5;1.120;13;982;6;50;8;14;18;29;41;PLDP;;;
R2;441;1298;MURSKA SOBOTA ;0;1.000;;;P;11.400;60;10.900;55;280;45;30;10;20;66;PLDP;;;
R2;441;1298;MURSKA SOBOTA - VESCICA;1.000;4.000;345;Cernelavci;QLTC8;8.977;53;8.482;37;344;28;14;5;14;40;PLDP;;;
R2;441;1298;VESCICA - GEDEROVCI;4.000;10.200;334;Gederovci;QLTC8;5.537;40;5.034;21;274;29;35;13;91;97;DIST;;;
R2;441;1298;GEDEROVCI - MP GEDEROVCI;10.200;10.931;142;MT Gederovci;QLTC8;3.985;38;3.637;5;199;15;13;13;65;60;WIM;;;
