Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;NOO;TIP
R1;204;1012;VOLCJA DRAGA - DORNBERK;2.800;8.343;203;Prvacina;QLD6;5.548;86;5.025;23;324;40;38;5;7;44;PLDP
R1;204;1013;DORNBERK - STANJEL;0;13.078;204;Branik;QLD;2.190;65;1.936;11;142;18;12;2;4;18;PLDP
R1;204;1014;STANJEL - DUTOVLJE;0;7.820;24;Kopriva;ROCNO;1.600;50;1.376;12;120;20;15;3;4;21;PLDP
R1;204;1015;DUTOVLJE - SEZANA;0;7.890;205;Tomaj;QLD6;3.010;77;2.678;13;183;27;20;4;8;28;PLDP
R1;205;1026;DIVACA - LOKEV-LIPICA;0;8.668;418;MT Lipica;QLD5;5.087;120;4.588;9;307;38;17;1;7;25;PLDP
R1;206;1027;KRANJSKA GORA  -  ERIKA;0;3.372;220;Erika;QLD3;547;42;453;6;29;10;5;2;0;8;PLDP
R1;206;1043;RUSKA CESTA (ERIKA - VRSIC);0;8.978;;;P;300;60;195;5;25;9;5;1;0;7;PLDP
R1;206;1028;VRSIC - TRENTA;0;8.960;197;Vrsic;QLD5;316;87;197;2;21;4;4;1;0;4;PLDP
R1;206;1029;TRENTA - BOVEC;0;22.141;198;Koritnica;QLD5;1.020;99;792;7;90;15;14;2;1;15;PLDP
R1;207;1057;GODOVIC - CRNI VRH;0;6.871;105;Godovic;QLD6;1.720;32;1.421;13;123;25;35;38;33;72;PLDP
R1;207;1058;CRNI VRH - COL;0;9.602;;;P;1.350;30;1.065;10;120;20;35;40;30;70;PLDP
R1;207;1413;COL - AJDOVSCINA;0;8.696;427;Budanje;QLD6;2.574;45;2.192;6;166;34;47;45;39;85;PLDP
R1;208;1434;CRNI KAL  -  KORTINE;0;2.236;748;Crni Kal;QLD6;3.389;189;2.899;22;209;24;27;5;14;40;PLDP
R1;208;1059;KORTINE - GRACISCE;0;8.555;2;Kubed;QLD6;2.447;62;2.192;11;150;20;8;1;3;15;PLDP
R1;208;1060;GRACISCE - SOCERGA;0;5.000;151;Gracisce;ROCNO;2.550;55;2.348;15;110;15;5;1;1;13;PLDP
R1;208;1060;SOCERGA  -  MP  SOCERGA;5.000;8.453;502;MP Socerga;QLD3;1.740;52;1.564;6;105;8;3;1;1;7;PLDP
R1;208;1149;RIZANA - KORTINE;0;1.950;771;Kortine;ROCNO;1.950;60;1.666;15;170;20;15;2;2;20;PLDP
R1;209;1088;LESCE - BLED;0;3.604;109;Bled;QLTC8;17.467;55;15.959;171;1.042;106;74;20;40;165;WIM
R1;209;1089;BLED - PRISTAVA;0;2.200;190;Bled jezero;QLD6;6.784;121;5.901;110;490;48;53;22;39;121;PLDP
R1;209;1089;PRISTAVA - SOTESKA;2.200;10.530;110;Bohinjska Bela;QLD6;3.828;80;3.297;49;294;28;36;18;26;72;PLDP
R1;209;1090;SOTESKA - BITNJE;0;8.510;;;P;3.600;70;3.210;50;180;25;30;10;25;63;PLDP
R1;209;1091;BITNJE - BOH.BISTRICA;0;1.340;;;P;3.000;55;2.683;55;145;20;25;7;10;51;PLDP
R1;209;1092;BOH.BISTRICA - JEZERO;0;6.200;255;Ribcev Laz;QLD3;2.438;22;2.194;57;129;14;10;3;8;39;PLDP
R1;210;1105;MP ZG.JEZERSKO - ZG.JEZERSKO;0;6.850;661;MT Jezersko;QLD5;290;60;197;1;13;9;8;2;0;7;PLDP
R1;210;1105;ZG.JEZERSKO - SP.JEZERSKO;6.850;10.345;;;P;850;65;738;10;15;10;10;1;1;13;PLDP
R1;210;1106;SP. JEZERSKO - PREDDVOR;0;15.585;242;Kokra;QLD5;1.012;66;864;12;14;20;29;2;5;21;WIM
R1;210;1107;PREDDVOR - KR(PRIMSKOVO);0;8.440;249;Visoko;QLTC10;5.772;94;5.141;36;336;52;73;19;21;65;DIST
R1;210;1108;KR(PRIMSKOVO - LABORE);0;2.600;244;KR Primskovo 2;QLTC8;18.370;86;16.425;37;1.249;179;124;75;195;212;DIST
R1;210;1109;KRANJ - SKOFJA LOKA;0;7.770;111;Dorfarje;QLTC8;12.963;100;11.305;74;961;154;176;74;119;312;WIM
R1;210;1077;SKOFJA LOKA;0;930;107;Skofja Loka;QLTC8;24.738;147;22.048;259;1.632;245;226;78;103;308;DIST
R1;210;1110;SK.LOKA - GORENJA VAS;0;16.372;112;Zminec;QLD6;6.980;70;6.102;44;510;66;111;36;41;108;WIM
R1;210;1111;GORENJA VAS - TREBIJA;0;4.877;408;Hotavlje;QLD5;3.720;60;3.135;38;272;71;114;16;14;85;DIST
R1;210;1112;TREBIJA - SOVODENJ;0;5.880;409;Trebija;QLD;1.272;22;1.083;12;73;31;43;4;4;30;DIST
R1;210;1113;SOVODENJ - CERKNO;0;11.884;;;P;1.010;20;842;10;70;30;30;4;4;30;PLDP
R1;210;1114;CERKNO - ZELIN;0;4.200;102;Cerkno;QLD6;2.549;35;2.219;53;169;26;26;9;12;43;DIST
R1;210;1078;SKOFJA LOKA - JEPRCA;0;6.170;106;Godesic;QLTC8;12.449;85;10.694;69;1.017;188;125;101;170;211;WIM
R1;211;0211;KR(LABORE) - JEPRCA;0;8.150;625;Meja pri Kranju;QLD6;7.186;67;6.392;115;426;56;60;24;46;134;PLDP
R1;211;0212;JEPRCA - MEDVODE;0;3.650;52;Medvode;QLTC10;15.102;111;13.018;182;1.111;243;102;102;233;357;DIST
R1;211;0212;MEDVODE - STANEZICE;3.650;8.000;643;Medno;QLTC8;20.017;138;17.465;246;1.365;259;141;132;271;443;WIM
R1;211;0212;STANEZICE  - LJ( SENTVID);8.000;8.814;;;P;21.400;135;18.595;300;1.400;380;180;140;270;550;PLDP
R1;212;1115;PRIKLJUCEK UNEC-UNEC;0;781;;;P;9.200;60;7.900;70;610;150;115;75;220;302;PLDP
R1;212;1116;UNEC - RAKEK;0;2.160;909;Rakek 2;QLTC10;7.318;73;6.072;73;602;113;80;78;227;398;DIST
R1;212;1117;RAKEK - CERKNICA;0;3.980;245;Rakek;QLTC10;8.515;82;7.188;49;669;127;97;82;221;398;DIST
R1;212;1118;CERKNICA - BL.POLICA;0;10.851;246;Grahovo;QLD6;4.915;45;4.257;30;303;41;65;62;112;227;WIM
R1;212;1119;BL.POLICA - SODRAZICA;0;17.183;247;Nova vas;QLD6;2.620;48;2.232;12;172;21;37;36;62;125;DIST
R1;212;1120;SODRAZICA - ZLEBIC;0;5.770;248;Zamostec;QLD6;2.699;35;2.273;9;191;28;56;46;61;146;DIST
R1;213;1365;BLOSKA POLICA - PUDOB;0;8.200;386;Stari trg;QLD6;3.169;27;2.856;34;121;16;25;36;54;86;PLDP
R1;213;1366;PUDOB - BABNO POLJE;0;10.357;384;MP Babno Polje;QLD5;515;15;461;8;2;8;4;7;10;18;PLDP
R1;214;1156;KOCEVJE - STARI LOG;0;11.670;;;P;1.100;50;895;5;75;20;20;20;15;38;PLDP
R1;214;1157;STARI LOG - DVOR;0;14.405;268;Smuka;QLD6;1.211;44;998;4;100;11;17;18;19;36;PLDP
R1;215;1491;PRIKLJ. TREBNJE V - GRM;0;615;;;P;4.600;15;4.005;25;310;60;85;40;60;128;PLDP
R1;215;1490;GRM - TREBNJE;0;2.828;;;P;5.700;30;5.005;30;360;80;90;50;55;139;PLDP
R1;215;1506;TREBNJE(ODRGA - KAMNA GORICA);0;360;;;P;7.900;90;6.820;30;550;140;90;50;130;198;PLDP
R1;215;1162;TREBNJE - MIRNA;0;6.290;903;Dol pri Trebnjem;QLTC10;6.680;38;5.826;22;522;86;64;35;87;185;WIM
R1;215;1162;MIRNA - MOKRONOG;6.290;14.042;270;Bistrica;QLD6;4.574;30;3.946;18;326;51;92;44;67;101;DIST
R1;215;1163;MOKRONOG - BOSTANJ;0;18.421;448;Jelovec;QLD6;2.511;24;2.077;10;199;37;65;39;60;80;WIM
R1;216;1367;IVANCNA GORICA - KRKA;0;6.805;387;Mrzlo Polje;QLD6;6.896;35;6.244;32;384;47;69;38;47;72;WIM
R1;216;1175;KRKA - ZUZEMBERK;0;13.435;277;Zagradec;QLD6;2.915;32;2.554;19;172;28;40;33;37;50;DIST
R1;216;1158;ZUZEMBERK - DVOR;0;4.270;278;Mackovec pri Dvoru;QLD5;2.948;44;2.523;34;158;64;52;33;40;65;DIST
R1;216;1176;DVOR - SOTESKA;0;5.550;163;Dvor;QLD5;4.178;48;3.633;50;201;61;87;49;49;90;DIST
R1;216;1177;SOTESKA - CRMOSNJICE;0;14.355;279;Podturn;QLD6;3.018;28;2.620;14;223;26;36;36;35;48;DIST
R1;216;1178;CRMOSNJICE - RUCETNA VAS;0;9.600;737;Srednja vas;ROCNO;2.400;20;2.015;15;230;25;45;20;30;65;PLDP
R1;216;1178;RUCETNA VAS - CRNOMELJ;9.600;15.306;280;Lokve;QLD6;5.825;31;5.265;25;332;37;60;34;41;55;WIM
R1;217;1208;LIVOLD - BREZOVICA;0;16.230;466;Rajndol;QLD5;622;9;534;3;31;22;14;4;5;30;WIM
R1;217;1209;BREZOVICA - DOBLICE;0;17.000;299;Brezovica pri Predg.;ROCNO;50;5;31;2;10;2;0;0;0;1;PLDP
R1;217;1209;DOBLICE - KANIZARICA;17.000;19.930;300;Blatnik;QLD5;1.414;18;1.273;7;68;22;19;5;2;21;PLDP
R1;218;1211;METLIKA - PODZEMELJ;0;5.460;450;Podzemelj 3;ROCNO;3.600;30;3.295;25;135;60;20;15;20;55;PLDP
R1;218;1212;PODZEMELJ - CRNOMELJ;0;8.950;302;Podzemelj;QLD6;3.248;22;2.923;20;180;24;37;16;26;58;PLDP
R1;218;1152;CRNOMELJ ;0;730;;;P;10.800;35;10.115;30;380;145;50;20;25;95;PLDP
R1;218;1213;CRNOMELJ - KANIZARICA;0;2.215;308;Kanizarica;QLD6;6.087;32;5.553;29;329;44;59;19;22;76;PLDP
R1;218;1214;KANIZARICA - VINICA;0;15.535;303;Dragatus;QLD6;2.481;21;2.236;19;137;20;32;7;9;36;WIM
R1;218;1153;VINICA ;0;160;;;P;1.900;20;1.770;20;45;15;20;5;5;28;PLDP
R1;218;1215;VINICA - MOST CEZ KOLPO;0;850;154;MP Vinica;QLTC10;970;15;881;4;55;4;2;4;5;9;PLDP
R1;219;1236;SL.BISTRICA - POLJCANE;0;8.496;125;Zg.Breznica;QLD6;5.098;42;4.369;19;336;59;120;59;94;146;DIST
R1;219;1410;POLJCANE ;0;700;;;P;6.250;40;5.345;30;390;140;160;60;85;211;PLDP
R1;219;1237;POLJCANE - PODPLAT;0;9.189;126;Podplat;QLD6;4.259;32;3.561;16;303;65;142;62;78;148;WIM
R1;219;1239;MESTINJE - GOLOBINJEK;0;14.779;128;Podcetrtek;QLD6;5.152;40;4.489;22;352;59;76;47;67;116;DIST
R1;219;1240;GOLOBINJEK - BISTRICA;0;8.996;412;Lastnic;QLD5;2.053;26;1.689;20;147;61;36;29;45;76;DIST
R1;219;1421;BISTRICA OB SOTLI;0;720;;;P;3.600;25;3.170;35;180;75;40;30;45;97;PLDP
R1;219;1241;BISTRICA - BIZELJSKO;0;6.805;413;Bizeljsko;QLD6;1.887;27;1.552;9;149;28;46;32;44;71;DIST
R1;219;1242;BIZELJSKO - BREZICE;0;16.000;129;Bukosek;QLD;3.048;23;2.724;9;158;26;39;31;38;64;WIM
R1;219;1242;BREZICE - CATEZ;16.000;17.570;366;Brezice;QLTC10;11.612;66;10.325;78;744;117;104;52;126;196;DIST
R1;219;1480;CATEZ OB SAVI ;0;1.188;;;P;5.000;70;4.180;65;375;95;85;30;100;170;PLDP
R1;220;1334;KRSKO - SP.POHANCA;0;7.200;367;Dolenja vas;QLD6;5.485;37;4.925;42;290;36;74;35;46;54;WIM
R1;220;1334;SP.POHANCA - BREZICE;7.200;12.715;738;Spodnja Pohanca;QLD6;4.647;29;4.206;26;231;31;54;24;46;42;DIST
R1;221;1227;TROJANE - IZLAKE;0;6.652;314;Izlake;QLD6;6.112;50;5.428;47;408;30;43;30;76;81;WIM
R1;221;1218;IZLAKE - ZAGORJE;0;6.474;306;Kisovec;QLTC10;8.369;65;7.496;66;503;63;43;24;109;103;DIST
R1;221;1219;ZAGORJE - BEVSKO;0;5.358;307;Bevsko;QLD6;3.206;21;2.944;49;154;12;15;9;2;38;PLDP
R1;221;1220;BEVSKO - TRBOVLJE;0;3.123;582;Trbovlje;QLTC10;11.458;105;10.506;132;544;66;65;9;31;127;PLDP
R1;221;1221;TRBOVLJE-BOBEN - HRASTNIK;0;8.815;309;Hrastnik;ROCNO;500;40;423;2;30;3;2;0;0;2;PLDP
R1;221;1222;HRASTNIK - SMARJETA;0;9.650;310;Marno;QLD6;4.514;34;3.857;42;277;58;109;28;109;128;WIM
R1;222;1228;ZAGORJE - MOST CEZ SAVO;0;1.885;583;Zagorje-most;QLTC8;7.608;67;6.766;83;422;74;72;24;100;159;WIM
R1;223;1229;BEVSKO - MOST CEZ SAVO;0;1.220;127;Trbovlje 2;QLTC10;9.406;83;8.456;77;547;83;94;21;45;135;DIST
R1;224;1230;HRASTNIK - MOST CEZ SAVO;0;1.500;584;Hrastnik 2;QLTC10;7.510;67;6.613;77;416;82;105;24;126;195;PLDP
R1;225;1140;MENGES - DUPLICA;0;3.244;259;Smarca;QLTC10;10.475;65;9.425;20;691;91;60;23;100;173;DIST
R1;225;1359;DUPLICA - KAMNIK;0;3.793;362;Kamnik;QLTC10;16.036;115;14.343;32;1.054;157;111;38;186;312;WIM
R1;225;1424;KAMNIK - MEKINJE;0;700;;;P;7.300;70;6.355;30;410;115;110;30;180;222;PLDP
R1;225;1083;KAMNIK (MEKINJE) - SP.  STRANJE;0;2.000;231;Kamnik Fuzine;QLTC10;5.960;85;5.084;22;394;70;104;22;179;202;WIM
R1;225;1083;SP.  STRANJE - STAHOVICA;2.000;4.270;;;P;4.500;70;3.850;20;280;110;90;20;60;126;PLDP
R1;225;1084;STAHOVICA - CRNIVEC;0;10.615;233;Crna;ROCNO;2.200;40;1.865;15;130;90;35;10;15;19;WIM
R1;225;1085;CRNIVEC - GORNJI GRAD;0;12.200;237;Tirosek;QLD6;826;24;688;9;63;8;17;9;8;30;DIST
R1;225;1085;GORNJI GRAD - RADMIRJE;12.200;17.571;234;Gornji Grad;QLD6;1.971;27;1.726;7;132;20;37;11;11;13;DIST
R1;225;1248;RADMIRJE - MOZIRJE;0;8.731;232;Nizka;QLD6;5.310;59;4.678;37;331;56;74;31;44;135;WIM
R1;225;1248;MOZIRJE ;8.731;11.302;139;Prihova;QLTC10;9.489;94;8.301;59;657;122;90;78;88;186;WIM
R1;225;1247;MOZIRJE - SOTESKA;0;2.339;577;Ljubija;ROCNO;9.100;80;7.995;55;610;100;90;80;90;195;PLDP
R1;225;1246;SOTESKA - LETUS;0;3.300;34;Letus 2;QLD6;5.257;55;4.499;49;371;57;88;66;72;198;DIST
R1;225;1246;LETUS - M.BRASLOVCE;3.300;6.050;138;Letus;QLTC10;7.633;98;6.557;47;554;117;83;68;109;239;DIST
R1;225;1246;M.BRASLOVCE - PARIZLJE;6.050;8.390;;;P;7.400;80;6.430;30;450;110;120;70;110;207;PLDP
R1;225;1246;PARIZLJE - SENTRUPERT;8.390;12.200;37;Orla vas;QLTC10;8.494;74;7.379;26;613;132;84;70;116;240;DIST
R1;227;1264;RAVNE - KOTLJE;0;3.600;319;Brdinje;QLD6;6.592;34;6.080;24;372;24;45;6;7;46;PLDP
R1;227;1423;KOTLJE - STARI TRG;0;8.430;921;Stari Trg pri SG;QLD6;6.144;32;5.699;19;307;29;45;6;7;26;WIM
R1;227;1423;STARI TRG - SLOVENJ GRADEC;8.430;11.154;;;P;9.200;60;8.230;25;730;40;70;20;25;82;PLDP
R1;228;1291;SPUHLJA - BORL;0;8.500;341;Stojnci;QLTC10;4.944;32;4.163;38;330;53;49;71;208;173;DIST
R1;228;1291;BORL - MP ZAVRC;8.500;13.900;340;MP Zavrc;QLD6;1.963;9;1.509;18;112;16;33;61;205;149;WIM
R1;229;0248;PTUJ (BUDINA-CENTER);0;1.088;;;P;19.000;70;16.950;180;1.300;200;140;50;110;287;PLDP
R1;229;1417;PTUJ - ROGOZNICA;0;2.080;;;P;12.000;60;10.875;100;700;40;95;45;85;179;PLDP
R1;229;1286;ROGOZNICA - JANEZOVCI;0;4.830;;;P;4.600;40;4.130;15;250;40;60;25;40;85;PLDP
R1;229;1286;JANEZOVCI - GOMILCI;4.830;7.360;;;P;3.600;35;3.170;15;240;30;55;20;35;74;PLDP
R1;229;1286;GOMILCI - SENARSKA;7.360;16.918;338;Gocova;QLD6;3.287;30;2.882;10;238;27;50;17;33;66;PLDP
R1;230;0327;MP G.RADGONA - G.RADGONA;0;989;665;MT Gornja Radgona;QLTC8;6.782;54;6.271;5;275;34;20;22;101;96;PLDP
R1;230;0366;GORNJA RADGONA - RADENCI;0;5.680;86;Sratovci;QLTC8;6.702;64;5.773;59;405;113;100;51;137;242;DIST
R1;230;1164;RADENCI ;0;453;;;P;5.750;50;5.020;45;300;110;70;45;110;173;PLDP
R1;230;1308;RADENCI - VUCJA VAS;0;7.803;352;Radenci;QLTC10;3.653;44;3.099;13;234;67;58;36;102;134;PLDP
R1;230;1399;VUCJA VAS - KRIZEVCI;0;4.527;576;Iljasevci;QLTC10;4.072;44;3.411;15;307;64;96;40;95;152;PLDP
R1;230;1415;KRIZEVCI ;0;800;;;P;8.000;55;7.275;45;340;80;75;40;90;154;PLDP
R1;230;1309;KRIZEVCI - LJUTOMER;0;7.300;353;Norsinci;QLTC10;5.452;56;4.624;39;370;111;121;44;87;204;WIM
R1;230;1310;LJUTOMER - PAVLOVCI;0;13.910;354;Ivanjkovci;QLD6;2.501;31;2.027;18;187;38;82;41;77;146;DIST
R1;230;1311;PAVLOVCI - ORMOZ;0;1.860;575;Pavlovci;QLD6;4.250;40;3.628;23;270;59;110;42;78;152;PLDP
R1;230;1312;ORMOZ ;0;1.500;;;P;6.200;40;5.735;25;280;45;50;10;15;60;PLDP
R1;230;0251;ORMOZ - MP ORMOZ;0;760;156;MP Ormoz;QLD3;1.180;2;1.075;6;95;1;1;0;0;3;PLDP
R1;231;1325;GIBINA - RAZKRIZJE;0;2.930;431;MP Gibina;QLD5;499;9;443;1;23;17;5;0;1;7;PLDP
R1;231;1323;RAZKRIZJE - STROCJA VAS;0;3.830;;;P;2.450;10;2.284;10;120;20;5;0;1;11;PLDP
R1;231;1327;STROCJA VAS - LJUTOMER;0;2.500;636;Strocja vas;QLD6;3.420;31;3.129;7;167;24;37;6;19;42;PLDP
R1;232;1314;MP HODOS - HODOS;0;1.500;430;MT Hodos;QLD5;209;6;170;3;9;7;10;2;2;5;DIST
R1;232;1314;HODOS - SALOVCI;1.500;5.000;;;P;930;10;840;7;35;10;20;3;5;20;PLDP
R1;232;1314;SALOVCI - PETROVCI;5.000;10.458;487;Peskovci;QLD5;1.105;10;996;10;40;12;25;4;8;13;DIST
R1;232;1315;PETROVCI - MACKOVCI;0;6.500;;;P;2.820;20;2.485;20;120;75;80;5;15;76;PLDP
R1;232;1315;MACKOVCI - MARTJANCI;6.500;17.700;137;Vaneca;QLD6;3.698;21;3.335;16;211;29;56;12;18;30;WIM
R1;232;1316;MARTJANCI - M.SOBOTA;0;2.470;499;Murska Sobota sever;QLTC10;11.533;68;10.552;55;588;112;80;24;54;68;DIST
R1;232;1470;MURSKA SOBOTA ;0;1.000;;;P;15.000;70;13.830;130;500;190;190;25;65;245;PLDP
R1;232;1406;M.SOBOTA - LIPOVCI;0;4.067;148;MS-Baksa;QLD5;10.602;61;9.662;129;410;109;123;32;76;206;PLDP
R1;234;1476;DRAMLJE - DOLE;0;2.750;316;Dole;QLTC10;6.387;25;5.364;8;549;66;156;56;163;262;DIST
R1;234;1280;DOLE - SENTJUR;0;3.445;690;Lokarje;QLTC10;9.820;46;8.552;22;741;133;108;65;153;256;WIM
R1;235;0317;RADENCI - PETANJCI;0;2.047;446;Petanjci;QLD6;4.600;40;4.035;53;257;55;75;31;54;124;PLDP
R1;235;0318;PETANJCI - M.SOBOTA(GAJ);0;7.473;623;Tropovci;QLD5;5.120;61;4.471;59;287;82;106;20;34;80;WIM
R1;235;1396;M.SOBOTA(GAJ) - PRIK.M.S.;0;2.858;479;MS Krog;QLD6;3.467;10;3.017;10;226;47;69;27;61;154;WIM
R2;401;1020;ZAGA - UCJA;0;7.445;551;MT Ucja;ROCNO;150;25;115;0;10;0;0;0;0;0;PLDP
R2;402;1010;SOLKAN - MOST CEZ SOCO;0;141;;;P;7.800;90;7.245;45;240;60;40;30;50;101;PLDP
R2;402;1426;SOLKAN MOST - GONJACE;0;10.396;219;Podsabotin;QLD5;2.965;38;2.675;12;150;39;39;3;9;40;PLDP
R2;402;1465;GONJACE - DOBROVO;0;4.553;755;Smartno v Brdih;QLD6;2.313;43;2.046;9;147;28;28;4;8;31;PLDP
R2;402;1045;DOBROVO - NEBLO;0;2.700;;;P;4.500;60;4.144;10;230;30;20;2;4;24;PLDP
R2;402;1045;NEBLO - MP NEBLO;2.700;4.820;550;MT Neblo;QLD5;3.594;60;3.275;3;213;22;17;2;2;17;PLDP
R2;403;1071;BACA - KNEZA;0;6.153;108;Baca;QLD;1.202;44;1.041;4;77;15;17;3;1;16;PLDP
R2;403;1072;KNEZA - PODBRDO;0;15.734;;;P;990;40;868;10;45;10;15;1;1;11;WIM
R2;403;1073;PODBRDO - PETROVO BRDO;0;4.400;538;Petrovo brdo 1;ROCNO;500;40;419;3;25;9;4;0;0;5;PLDP
R2;403;1074;PETROVO BRDO - PODROST;0;8.100;539;Petrovo brdo 2;ROCNO;350;35;252;3;50;6;4;0;0;4;PLDP
R2;403;1075;PODROST - ZALI LOG;0;5.000;542;Zali Log;ROCNO;790;45;648;15;55;10;7;6;4;18;PLDP
R2;403;1075;ZALI LOG - CESNJICA;5.000;10.061;189;Zelezniki;QLD6;1.900;40;1.679;20;114;15;16;8;8;30;PLDP
R2;403;1076;CESNJICA - SKOFJA LOKA;0;15.700;618;Bukovica;QLD6;5.170;46;4.550;40;348;56;75;28;27;100;PLDP
R2;404;1379;PODGRAD - IL.BISTRICA;0;11.000;397;Recica;QLTC10;3.066;24;2.687;19;184;30;27;15;80;87;PLDP
R2;404;1380;IL.BISTRICA - PIVKA;0;16.942;398;Drskovce;QLD6;4.138;45;3.747;26;261;18;21;12;8;38;PLDP
R2;405;6845;DIVACA - FAMLJE;0;5.552;59;Vremski Britof 1;ROCNO;2.200;30;1.962;8;100;40;25;10;25;46;PLDP
R2;405;1022;FAMLJE - RIBNICA;0;11.967;210;Buje;QLD6;1.151;18;980;3;78;15;23;12;22;37;PLDP
R2;406;1405;DEKANI  -  R.SKOFIJE;0;1.085;;;P;5.400;90;5.201;2;40;50;15;1;1;20;PLDP
R2;406;1407;R.SKOFIJE - KRIZ.MORETINI;0;850;;;P;5.300;85;4.865;30;250;45;20;2;3;35;PLDP
R2;406;1407;KRIZ.MORETINI - ANKARAN;850;5.130;403;Ankaran;QLD6;8.320;135;7.715;26;397;27;13;2;5;27;PLDP
R2;406;1407;ANKARAN - MP LAZARET;5.130;8.188;650;MT Lazaret;QLD5;1.570;44;1.468;22;20;12;2;1;1;14;PLDP
R2;407;1144;GORENJA VAS - LUCINE;0;9.000;263;Todraz;ROCNO;1.000;10;870;7;56;15;40;1;1;27;PLDP
R2;407;1144;LUCINE - LJUBLJANICA;9.000;13.926;;;P;300;5;273;5;10;2;5;0;0;5;PLDP
R2;407;1145;LJUBLJANICA - VRZDENEC;0;3.800;;;P;250;5;228;3;8;4;2;0;0;3;PLDP
R2;407;1145;VRZDENEC - HORJUL;3.800;6.800;;;P;1.410;40;1.240;10;70;25;15;6;4;23;PLDP
R2;407;1145;HORJUL - VRHNIKA;6.800;14.867;264;Horjul;QLD5;1.932;44;1.647;6;143;26;53;5;8;42;PLDP
R2;408;1374;LOGATEC - ROVTE;0;10.500;393;Logatec;QLD6;2.177;34;1.850;11;151;31;48;35;17;67;PLDP
R2;408;1374;ROVTE -  ZIRI;10.500;21.351;370;Zavratec;QLD5;740;22;599;8;45;26;22;9;9;31;PLDP
R2;408;1375;ZIRI - TREBIJA;0;7.350;394;Ziri;QLD5;3.307;47;2.883;28;213;72;50;7;7;60;PLDP
R2;409;0358;LJ(VIC) - AC BREZOVICA;0;2.741;165;Gorjanc;QLTC10;11.017;127;9.792;197;718;84;46;20;33;96;DIST
R2;409;0300;AC BREZOVICA - BREZOVICA;0;1.400;267;Brezovica;QLTC8;20.663;187;18.090;188;1.454;292;186;78;188;243;DIST
R2;409;0300;BREZOVICA - VRHNIKA;1.400;13.161;611;Drenov Gric;QLTC10;7.153;125;5.850;86;531;208;137;57;159;172;WIM
R2;409;0301;VRHNIKA - LOGATEC;0;9.525;153;Zapolje;QLD6;5.552;151;4.428;105;446;99;166;76;81;246;PLDP
R2;409;0302;LOGATEC (TRZASKA C.) ;0;900;;;P;7.850;150;6.645;110;500;100;180;90;75;260;PLDP
R2;409;0303;KALCE - PLANINA;0;8.337;736;Grcarevec;ROCNO;2.100;140;1.665;40;140;50;30;20;15;64;PLDP
R2;409;0304;PLANINA - RAVBARKOMANDA;0;7.230;612;Ravbarkomanda;QLD6;1.982;135;1.602;27;129;24;30;21;14;53;PLDP
R2;409;0305;RAVBARKOMANDA - PO(R913);0;3.000;;;P;5.400;150;4.882;45;170;90;25;20;18;73;PLDP
R2;409;0305;PO(R913) - POSTOJNA;3.000;4.360;;;P;11.500;160;10.655;50;380;95;80;40;40;130;PLDP
R2;409;0306;POSTOJNA - RAZDRTO;0;10.980;76;Postojna;QLTC10;5.181;183;4.282;45;274;86;103;42;166;131;WIM
R2;409;0307;RAZDRTO - SENOZECE;0;6.530;22;Senozece;ROCNO;2.700;120;2.125;40;120;90;100;35;70;151;PLDP
R2;409;0308;SENOZECE - DIVACA;0;8.140;77;Divaca;QLD6;1.761;122;1.312;41;99;43;65;18;61;92;WIM
R2;409;0309;DIVACA - MATAVUN;0;1.940;684;Skocjan;QLD6;2.566;183;2.064;42;176;51;32;7;11;47;DIST
R2;409;0310;MATAVUN - KOZINA;0;7.275;78;Kacice;ROCNO;1.500;180;1.075;35;110;50;35;5;10;52;PLDP
R2;409;0311;KOZINA  -  KASTELEC;0;8.960;614;Petrinje;QLD5;1.775;179;1.286;29;98;72;70;12;29;195;WIM
R2;409;0312;KASTELEC - CRNI KAL;0;3.902;;;P;1.100;160;640;25;85;75;75;10;30;88;PLDP
R2;409;1435;KORTINE  -  RIZANA;0;1.353;;;P;1.600;120;1.164;25;220;25;27;5;14;41;PLDP
R2;409;0313;RIZANA - DEKANI;0;5.910;79;Dekani;QLD6;4.163;180;3.650;25;234;27;28;5;14;42;PLDP
R2;409;1438;DEKANI - PRIKLJ. SRMIN;0;324;;;P;4.900;180;4.361;40;250;35;25;4;5;42;PLDP
R2;410;1133;BISTRICA - TRZIC;0;320;555;Trzic;QLTC10;11.432;68;10.412;57;710;85;48;20;32;98;PLDP
R2;410;1134;TRZIC - GOLNIK;0;6.500;556;Senicno;QLD6;2.286;36;2.095;2;122;13;13;4;1;13;PLDP
R2;410;1134;GOLNIK - KOKRICA;6.500;13.671;258;Tenetise;QLD6;4.361;44;3.970;22;266;19;29;7;4;35;PLDP
R2;410;1135;KOKRICA - KRANJ;0;2.234;913;Kokrica;QLTC8;11.800;90;10.843;82;638;60;62;7;18;93;PLDP
R2;411;1471;KRANJ Z  -  POLICA;0;733;;;P;13.600;130;12.250;80;600;260;130;40;110;245;PLDP
