Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;TIP;
R2;452;0208;RADOVLJICA - PODVIN;2.820;5.400;697;Radovljica 2;QLD3;3.044;85;2.670;88;164;16;13;3;5;52;PLDP;
R2;452;0208;PODVIN - CRNIVEC;5.400;7.423;773;Podvin;R 10x4;3.450;65;3.120;85;120;30;9;11;10;60;PLDP;
R2;454;1400;MB AC - MIKLAVZ;0;3.000;20;Miklavz sever;QLTC8;12.503;86;11.462;96;655;100;57;15;32;119;PLDP;
R2;454;1400;MIKLAVZ - HAJDINA;3.000;17.670;606;Starse;QLD6;5.553;40;5.112;60;205;48;50;14;24;84;PLDP;
R2;454;1495;HAJDINA  (Mariborska c.- Gomile) ;0;2.060;639;Zgornja Hajdina;QLTC10;10.278;72;9.188;45;634;136;69;42;92;165;PLDP;
R3;601;7507;BORJANA - PODBELA;0;2.800; ; ;P;180;4;167;2;5;1;1;0;0;2;PLDP;
R3;601;7507;PODBELA - ROBIDISCE;2.800;9.735; ; ;P;60;2;55;0;3;0;0;0;0;0;PLDP;
R3;602;1032;STARO SELO - BREGINJ-MOST;0;16.725;93;Staro selo - Breginj;R 08x1;900;5;821;8;40;15;10;0;1;12;PLDP;
R3;603;1041;MOST NA SOCI - USNIK;0;4.271;532;Kozarsce;QLD5;1.000;33;856;3;47;25;25;3;8;26;PLDP;
R3;604;5701;ROCINJ - LIG;0;9.995;528;Rocinj;R 11x4;220;3;199;0;14;2;1;1;0;2;PLDP;
R3;605;5702;KAMBRESKO - SOLARJI;0;10.770;529;Kambresko;R 11x4;80;3;71;0;5;1;0;0;0;0;PLDP;
R3;605;5702;SOLARJI - LIVEK;10.770;19.538; ; ;P;50;5;43;0;2;0;0;0;0;0;PLDP;
R3;605;1545;SOLARJI-MEJA ITALIJA;0;324; ; ;P;40;2;36;0;2;0;0;0;0;0;PLDP;
R3;606;5703;KANAL - LIG-MISCEK-NEBLO;0;35.376;455;Kanal;R 11x4;330;7;301;2;16;3;1;0;0;2;PLDP;
R3;607;5723;PREVAL - GRGAR-CEPOVAN;0;14.133;98;Grgar;R 08x1;780;10;703;4;45;16;2;0;0;6;PLDP;
R3;608;1067;SOLKAN - GRGAR;0;3.000;599;Solkan 2;QLD5;3.688;41;3.333;9;186;56;54;3;6;48;PLDP;
R3;608;1067;GRGAR - LOKVE;3.000;19.400;225;Solkan - Lokve;R 11x4;1.320;45;1.109;8;84;49;20;5;0;26;PLDP;
R3;608;1065;LOKVE - CEPOVAN;0;5.440;224;Lokve;R 08x4;190;15;155;0;13;3;1;1;2;3;PLDP;
R3;608;1068;CEPOVAN - DOL.TREBUSA;0;10.870;449;Dolenja Trebusa 2;R 08x4;310;20;261;0;22;5;1;1;0;2;PLDP;
R3;609;2117;AJDOVSCINA - PREDMEJA;0;12.996;456;Lokavec;R 06x1;660;20;594;2;30;10;4;0;0;5;PLDP;
R3;609;1064;PREDMEJA - LOKVE;0;11.575; ; ;P;120;15;91;1;4;9;0;0;0;2;PLDP;
R3;609;1066;CEPOVAN - MOST NA SOCI;0;13.220;534;Lazi;R 11x4;190;7;171;0;7;2;3;0;0;2;PLDP;
R3;610;1370;D.TREBUSA - SP.IDRIJA;0;21.990;390;Dolenja Trebusa;R 08x4;140;3;126;0;9;1;1;0;0;1;PLDP;
R3;610;1371;PECNIK(MAROF) - ZIRI;0;10.546; ; ;P;1.000;8;938;9;24;8;8;3;2;13;PLDP;
R3;611;1024;DORNBERK - SELO;0;5.150;208;Batuje;QLD5;1.744;24;1.528;9;102;36;34;4;7;35;PLDP;
R3;612;1042;PLAVE - GONJACE;0;6.190;213;Plave;R 09x1;840;25;687;8;50;10;60;0;0;35;PLDP;
R3;613;1437;AJSEVICA - KROMBERK;0;3.100;209;Kromberk;QLTC10;13.098;97;11.854;31;767;149;83;30;87;158;PLDP;
R3;613;1437;KROMBERK - NOVA GORICA;3.100;3.960; ; ;P;18.000;95;16.155;65;830;455;150;130;120;350;PLDP;
R3;614;1046;PRIKLJ. SEMPETER - SEMPETER (POLJE);0;1.086; ; ;P;2.500;50;2.261;4;100;30;30;10;15;38;PLDP;
R3;614;5733;SEMPETER (POLJE) - VRTOJBA;0;860; ; ;P;2.000;40;1.753;2;150;20;20;5;10;24;PLDP;
R3;614;1550;VRTOJBA -  D.VRTOJBA;0;1.300; ; ;P;6.500;55;5.968;7;310;50;40;20;50;77;PLDP;
R3;614;1550;D.VRTOJBA -  GORNJI MIREN;1.300;3.064;908;Vrtojba;QLD;5.547;53;5.039;5;309;46;37;17;41;66;PLDP;
R3;614;1408;GORNJI MIREN - MIREN;0;551;470;Miren;QLD5;5.918;81;5.376;17;261;85;52;21;25;79;PLDP;
R3;614;1047;MIREN - OPATJE SELO;0;7.771;559;Miren-3;R 11x4;1.330;50;1.077;18;102;52;23;6;2;35;PLDP;
R3;614;1048;OPATJE SELO - KOMEN;0;14.885;215;Kostanjevica;QLD6;449;7;400;5;27;4;4;1;1;6;PLDP;
R3;614;1049;KOMEN - KOBJEGLAVA;0;4.540;216;Tomacevica;QLD3;769;24;661;2;47;12;14;4;5;16;PLDP;
R3;614;1049;KOBJEGLAVA - STANJEL;4.540;8.700;23;Kobjeglava;R 07x4;1.100;30;933;7;65;35;25;2;3;26;PLDP;
R3;614;1050;STANJEL - MANCE;0;11.750;217;Mance;QLD3;980;24;876;8;40;14;16;1;1;15;PLDP;
R3;615;5736;TRI HISE - PRIKLJ. VOGRSKO;0;2.850;252;Vogrsko;QLD;5.527;35;4.690;15;448;99;97;39;104;164;PLDP;
R3;615;5736;PRIKLJ.  VOGRSKO - VOLCJA DRAGA;2.850;6.257;473;Vogrsko 2;QLD6;2.828;28;2.434;6;207;44;66;17;26;71;PLDP;
R3;615;5740;VOLCJA DRAGA - RENCE;0;3.200;472;Bukovica;QLD5;2.169;37;1.919;9;93;55;34;10;12;46;PLDP;
R3;615;5740;RENCE - GORNJI MIREN;3.200;5.754;560;Bilje;R 11x4;3.870;63;3.416;19;195;101;48;15;13;70;PLDP;
R3;616;1056;GORJANSKO - KLARICI;0;10.090;422;Brestovica;R 09x4;270;15;224;0;20;10;1;0;0;3;PLDP;
R3;617;1054;KOMEN - GORJANSKO;0;3.163;218;Komen;QLD;1.926;50;1.753;5;90;16;8;2;2;12;PLDP;
R3;617;1055;GORJANSKO - ZEKENC;0;2.969;783;Gorjansko;R 10x4;1.250;30;1.120;1;70;24;4;1;0;8;PLDP;
R3;618;6807;BRANIK - KOMEN;0;7.725;457;Branik 1;R 09x4;820;21;731;2;40;20;4;1;1;8;PLDP;
R3;618;6805;KOMEN  - KRAJNA VAS;0;8.130;458;Volcji Grad;R 09x4;850;21;741;1;58;22;5;1;1;9;PLDP;
R3;618;6804;KRAJNA VAS - DUTOVLJE;0;2.320;791;Krajna vas;R 10x4;1.390;27;1.191;9;90;53;18;0;2;25;PLDP;
R3;619;1025;DUTOVLJE - REPENTABOR;0;5.422;419;Dol pri Vogljah;QLD3;1.559;2;1.459;4;67;15;9;1;2;11;PLDP;
R3;620;6831;STORJE - STANJEL;0;11.249;453;Kazlje;QLD6;810;12;707;2;57;12;11;5;4;14;PLDP;
R3;621;1412;KALCE - PODKRAJ;0;15.000;497;Hrusica;QLD5;463;17;386;3;23;15;15;3;1;14;PLDP;
R3;621;1412;PODKRAJ - COL;15.000;19.927; ; ;P;750;15;567;5;100;45;10;3;5;21;PLDP;
R3;622;6848;GORICE - KOSANA;0;9.432;80;Vremski Britof 2;R 11x4;600;9;492;1;45;18;13;3;19;24;PLDP;
R3;622;6848;KOSANA - KAL;9.432;16.252;21;Neverke;R 11x4;1.315;12;1.127;1;94;38;21;6;16;32;PLDP;
R3;623;3718;KASTELEC - PODGORJE;0;10.928;505;Podgorje;R 08x1;420;5;388;4;14;5;3;0;1;5;PLDP;
R3;624;3721;LOKA - PODPEC-RAKITOVEC;0;15.513;501;Rakitovec;R 10x4;115;9;89;4;5;8;0;0;0;3;PLDP;
R3;625;1061;BERTOKI - SV. ANTON;0;6.900;221;Vrtine;QLD;5.140;19;4.970;12;11;85;40;1;2;44;PLDP;
R3;625;1061;SV. ANTON - GRACISCE;6.900;14.206;772;Sv. Anton;R 10x4;1.620;20;1.506;8;70;11;3;2;0;8;PLDP;
R3;626;3726;GRACISCE - BREZOVICA;0;8.517;732;Brezovica;R 08x1;90;1;86;0;2;1;0;0;0;0;PLDP;
R3;627;3716;CRNI KAL  -  OSP;0;4.220;770;Gabrovica;QLD;722;19;650;1;36;9;4;2;1;6;PLDP;
R3;628;1427;SECOVLJE - DRAGONJA;0;3.006;702;Dragonja;QLD5;2.798;44;2.518;17;141;51;25;1;1;31;PLDP;
R3;629;1381;VALETA;0;793; ; ;P;10.900;45;10.250;25;300;170;60;20;30;106;PLDP;
R3;629;1479;VALETA - BELI KRIZ-PIRAN;0;1.625;192;Beli kriz;QLD5;5.403;119;4.853;29;271;83;41;1;6;54;PLDP;
R3;630;1069;PREM - CELJE;0;5.930;226;Prem;R 11x4;270;9;228;1;29;3;0;0;0;1;PLDP;
R3;630;1069;CELJE - PREGARJE;5.930;11.840;592;Pregarje-3;R 08x1;170;2;147;0;21;0;0;0;0;0;PLDP;
R3;630;1069;PREGARJE - OBROV;11.840;18.596;590;Pregarje-1;R 08x1;380;13;345;0;19;0;3;0;0;2;PLDP;
R3;630;1070;OBROV - GOLAC;0;8.650;527;Golac;R 07x1;170;2;137;1;13;1;6;4;6;10;PLDP;
R3;631;3223;STAROD - MEJA RH;0;3.130;790;Starod;R 10x4;25;0;22;0;0;2;1;0;0;1;PLDP;
R3;632;1378;IL.BISTRICA - ZABICE;0;9.570;396;Vrbovo;QLD;2.089;23;1.938;8;89;13;11;6;1;16;PLDP;
R3;632;1378;ZABICE - NOVOKRACINE;9.570;17.660;789;Novokracine 1;R 10x4;280;6;258;3;10;3;0;0;0;2;PLDP;
R3;632;3224;JELSANE - NOVOKRACINE;0;3.441;523;Novokracine;R 07x1;400;5;368;5;12;9;0;0;1;5;PLDP;
R3;633;1099;BITNJE - JEREKA;0;1.934;239;Jereka;R 11x4;1.653;30;1.469;15;82;36;18;3;0;24;PLDP;
R3;633;1098;JEREKA - JEZERO;0;6.800;9;Srednja vas v Bohinju;QLD;1.135;25;1.008;10;66;13;10;2;1;14;PLDP;
R3;634;1104;JAVORNIK - GORJE;0;8.264;241;Kocna;QLD5;2.145;37;1.966;14;85;21;16;2;4;22;PLDP;
R3;634;1094;GORJE - BLED;0;3.430;235;Spodnje Gorje;QLD5;4.565;65;4.117;61;207;57;46;6;6;68;PLDP;
R3;635;1121;LESCE - K.GORICA-LIPNICA;0;11.355;250;Kamna Gorica;QLD5;1.895;39;1.688;20;85;33;26;2;2;31;PLDP;
R3;635;1122;LIPNICA - KROPA;0;2.000;251;Kamna Gorica 2;R 10x4;1.120;10;1.015;28;46;13;5;1;2;19;PLDP;
R3;635;1122;KROPA - RUDNO;2.000;15.217;544;Rudno 2;R 07x1;780;25;686;5;40;5;17;1;1;13;PLDP;
R3;635;1127;RUDNO - CESNJICA;0;2.270;543;Rudno 1;R 07x1;1.070;20;955;5;55;8;20;2;5;18;PLDP;
R3;636;1126;LIPNICA - OVSISE;0;4.500;254;Kamna Gorica 3;R 10x4;1.750;14;1.526;15;67;32;51;21;24;66;PLDP;
R3;636;1126;OVSISE - GOBOVCE;4.500;5.944;547;Gobovce;R 07x1;2.600;8;2.034;18;200;80;150;60;50;167;PLDP;
R3;636;1529;PODTABOR - ZVIRCE;0;2.571;549;Podtabor;QLD6;2.080;48;1.611;10;153;60;146;29;23;122;PLDP;
R3;638;1131;ZIROVNICA - BEGUNJE;0;6.290;256;Zabreznica;QLD;3.048;52;2.819;27;117;14;15;2;2;24;PLDP;
R3;638;1132;BEGUNJE - BISTRICA(TRZIC);0;10.420;257;Begunje 2;R 10x4;950;30;839;11;55;10;5;0;0;9;PLDP;
R3;639;1141;LJ(SENTVID - SMARTNO);0;3.000;325;LJ Tacen;QLD6;10.351;98;9.514;145;483;39;36;19;17;110;PLDP;
R3;639;1141;LJ(SMARTNO) - VODICE;3.000;10.800;260;Povodje;QLD6;2.685;56;2.422;21;145;20;12;3;6;25;PLDP;
R3;639;1142;VODICE ;0;4.000;464;Vodice;QLD6;3.095;32;2.674;15;221;54;53;13;33;72;PLDP;
R3;639;1142;VODICE - SP.BRNIK;4.000;5.100;261;Spodnji Brnik;PRAZNO;2.000;30;1.622;25;220;30;45;10;18;57;PLDP;
R3;639;1143;SP.BRNIK - CERKLJE;0;4.558;669;Zgornji Brnik;QLD6;2.781;28;2.386;34;229;31;44;11;18;61;PLDP;
R3;640;1373;RAKEK - LOGATEC;0;14.035;392;Laze pri Logatcu;QLD5;539;17;440;14;27;18;18;1;4;22;PLDP;
R3;641;1369;LJUBLJANICA - POL.GRADEC;0;9.100; ; ;P;290;25;188;8;30;20;14;2;3;18;PLDP;
R3;641;1369;POL.GRADEC - DOBROVA;9.100;19.500;389;Log pri Polhovem Gradcu;QLD3;2.618;29;2.360;17;153;21;29;3;6;32;PLDP;
R3;641;1369;DOBROVA - LJ(DOLGI MOST);19.500;23.456;598;Dobrova;QLD6;7.612;83;6.900;44;442;60;57;11;15;75;PLDP;
R3;642;1146;VRHNIKA - PODPEC;0;16.678;265;Borovnica;QLD;2.831;29;2.586;12;140;18;22;6;18;35;PLDP;
R3;642;1147;PODPEC - IG;0;8.960;266;Jezero;R 08x4;1.000;35;849;5;70;10;15;6;10;22;PLDP;
R3;642;1150;IG;0;820; ; ;P;3.500;50;2.960;20;345;40;40;20;25;65;PLDP;
R3;642;1360;IG - LJ (PERUZZIJEVA);0;7.413;383;Ig 2;QLD6;6.810;35;6.272;28;367;31;35;23;19;62;PLDP;
R3;643;1436;PODPEC - RAKITNA;0;11.200;700;Preserje;QLD3;1.289;1;1.207;10;47;9;7;1;7;15;PLDP;
R3;643;1362;RAKITNA - CERKNICA;0;18.195;563;Rakitna-2;R 07x1;300;3;270;2;15;10;0;0;0;3;PLDP;
R3;644;1356;LJ(SMARTIN.) - PRIKLJ. SNEBERJE;0;2.745;747;LJ Smartno;QLTC10;11.545;39;10.713;124;579;40;24;8;18;89;PLDP;
R3;644;1356;PRIKLJ. SNEBERJE - SENTJAKOB;2.745;3.931;380;Sneberje;QLTC8;9.597;97;8.780;65;546;50;40;7;12;70;PLDP;
R3;644;1357;SENTJAKOB - DOMZALE;0;6.180;381;Podgorica;QLD6;8.555;59;7.832;41;489;58;54;11;11;70;PLDP;
R3;644;1358;DOMZALE - DUPLICA;0;6.090;382;Nozice;QLD6;8.406;46;7.502;70;507;77;109;27;68;159;PLDP;
R3;645;1188;LJ(LITIJSKA) - ZADVOR;0;2.672;692;Zadvor;QLD6;5.800;44;4.989;66;412;95;108;25;61;155;PLDP;
R3;645;1189;ZADVOR - SMARTNO P.LITIJI;0;26.433;437;Besnica;QLD3;1.290;18;1.198;3;47;11;11;1;1;10;PLDP;
R3;646;1194;SKOFLJICA  -  SMARJE-SAP;0;3.726; ; ;P;700;30;568;15;55;20;5;5;2;17;PLDP;
R3;646;1443;SMARJE - SAP - CIKAVA;0;2.761;288;Smarje - Sap;QLD6;4.292;47;3.785;17;296;36;47;40;24;78;PLDP;
R3;646;1444;CIKAVA  -  GROSUPLJE;0;2.141;273;Cikava;QLTC10;10.417;43;9.127;84;858;124;63;66;52;166;PLDP;
R3;646;1195;GROSUPLJE - IVANCNA GOR.;0;14.046;436;Zgornja Draga;QLD5;1.886;37;1.644;21;104;37;31;6;6;39;PLDP;
R3;647;1172;PEROVO - GROSUPLJE;0;1.480;561;Grosuplje;QLTC10;6.162;3;5.480;83;413;74;52;19;38;112;PLDP;
R3;647;1151;GROSUPLJE;0;308; ; ;P;8.600;90;7.876;114;300;80;110;15;15;138;PLDP;
R3;647;1173;GROSUPLJE - MLACEVO;0;2.317;275;Veliko Mlacevo;QLD5;6.595;50;5.840;35;456;76;100;20;18;104;PLDP;
R3;647;1174;MLACEVO - PLESIVICA;0;3.230;276;Veliko Mlacevo 2;R 10x4;2.900;25;2.685;9;140;20;15;3;3;19;PLDP;
R3;647;1174;PLESIVICA - KRKA;3.230;15.062; ; ;P;410;10;367;5;20;3;1;2;2;6;PLDP;
R3;647;1368;MLACEVO - VIDEM;0;12.000;388;Malo Mlacevo;QLD5;2.997;16;2.626;22;207;42;56;15;13;63;PLDP;
R3;647;1368;VIDEM - RASICA;12.000;18.935;784;Predstruge;R 10x4;1.400;16;1.171;21;93;49;37;7;6;45;PLDP;
R3;648;2912;VIDEM - PRI CERKVI STRUGE;0;10.392;785;Kompolje;R 10x4;1.270;7;1.166;10;52;21;6;0;8;16;PLDP;
R3;648;3601;PRI CERKVI STRUGE - ZVIRCE;0;4.800;461;Zvirce 1;R 09x1;250;9;212;3;12;10;4;0;0;5;PLDP;
R3;648;3601;ZVIRCE - SMUKA;4.800;14.695;463;Zvirce 3;R 09x1;130;4;118;0;4;4;0;0;0;1;PLDP;
R3;649;2915;ZAGRADEC - AMBRUS-ZVIRCE;0;10.951;462;Zvirce 2;R 09x1;270;3;242;0;16;9;0;0;0;2;PLDP;
R3;650;1159;ZUZEMBERK - PLUSKA;0;13.762;269;Dobrava;QLD5;693;16;585;9;37;12;26;4;4;24;PLDP;
R3;650;1161;STEFAN PRI TREBNJEM - TREBNJE;0;1.800; ; ;P;2.000;15;1.575;25;210;95;45;25;10;74;PLDP;
R3;651;1198;TREBNJE - NM(BUCNA VAS);0;15.879;290;Mirna Pec;QLD3;1.611;17;1.431;11;87;29;27;5;4;30;PLDP;
R3;651;0399;NOVO MESTO (BUCNA VAS - KRKA);0;1.090; ; ;P;10.800;45;9.295;50;780;240;190;90;110;289;PLDP;
R3;651;0252;PRIKLJ. NM ZAHOD - V. BUCNA VAS;0;1.900;194;NM Karteljevo;QLD6;6.181;18;5.401;37;463;54;89;65;54;145;PLDP;
R3;651;0252;V. BUCNA VAS - NM BUCNA VAS;1.900;2.710; ; ;P;9.200;20;8.225;45;610;70;95;70;65;165;PLDP;
R3;652;1457;MORAVCE - CATEZ;0;6.200;283;Catez;QLD5;360;6;312;1;20;10;10;0;1;8;PLDP;
R3;652;1457;CATEZ - TREBNJE;6.200;16.117;173;Kamni Potok;R 11x4;1.910;17;1.596;6;155;69;31;14;22;54;PLDP;
R3;653;1363;SODRAZICA - HRIB;0;11.150;385;Travna gora;R 08x1;1.320;6;1.195;7;74;30;3;2;3;14;PLDP;
R3;653;1364;HRIB - PODPLANINA;0;18.860;506;MP Podplanina;R 04x4;50;3;45;0;1;1;0;0;0;0;PLDP;
R3;654;3611;STALCERJI - KOC. REKA;0;5.835;465;Kocevska Reka;QLD;980;15;864;5;50;10;9;18;9;26;PLDP;
R3;655;6643;DOL. VAS  -  GOTEN. - KOC. REKA;0;16.525;162;Grcarice;R 09x1;820;10;765;3;5;6;3;22;6;21;PLDP;
R3;656;3651;KOCEVSKA REKA - BOROVEC;0;6.035; ; ;P;200;5;189;4;2;0;0;0;0;2;PLDP;
R3;656;3619;BOROVEC  -  DRAGARJI;0;3.498; ; ;P;50;1;44;1;4;0;0;0;0;0;PLDP;
R3;656;3650;DRAGARJI - GOZDNA CESTA (OSILNICA);0;1.371; ; ;P;5;0;3;0;0;0;2;0;0;1;PLDP;
R3;656;3650;GOZDNA CESTA (OSILNICA) - OSILNICA;1.371;10.619; ; ;P;50;3;40;0;5;1;1;0;0;1;PLDP;
R3;657;3610;PETRINA - GRIVAC-MIRTOVICI;0;11.325;743;Petrina 2;QLD3;241;8;204;5;21;2;1;0;0;3;PLDP;
R3;657;1345;BOSLJIVA LOKA - OSILNICA;0;9.520;445;Osilnica;R 09x1;210;2;195;0;8;5;0;0;0;1;PLDP;
R3;658;2517;DOBLICE - SV.ANA-STARI TRG;0;9.865;468;Stari trg;R 09x4;610;16;546;0;31;12;2;1;2;5;PLDP;
R3;658;1450;STARI TRG ;0;1.203; ; ;P;630;10;594;1;15;10;0;0;0;2;PLDP;
R3;658;1433;STARI TRG - BREZOVICA;0;8.464;452;Predgrad;QLD;643;15;559;1;45;8;9;3;3;10;PLDP;
R3;659;3616;STARI TRG - KOT;0;3.599; ; ;P;260;5;220;8;17;6;1;1;2;7;PLDP;
R3;659;2515;KOT - SODEVCI;0;780;509;MP Sodevci;R 08x1;190;3;168;0;19;0;0;0;0;0;PLDP;
R3;660;1179;CRNOMELJ - DOLENJCI;0;9.810;281;Crnomelj;QLD;2.183;15;2.028;15;92;14;13;3;3;19;PLDP;
R3;660;1342;DOLENJCI - VRHOVCI;0;3.680;451;Dolenjci 2;R 09x4;950;8;884;5;36;10;5;1;1;8;PLDP;
R3;660;1342;VRHOVCI - ZUNICI;3.680;8.730; ; ;P;400;2;379;6;9;2;1;0;1;4;PLDP;
R3;660;1342;ZUNICI - MP ZUNICI;8.730;9.390;508;MP Zunici;R 09x4;30;0;29;0;1;0;0;0;0;0;PLDP;
R3;661;1210;MEJA RH - KRMACINA - DRASICI;0;5.000;301;Drasici;R 05x1;550;0;491;4;40;5;8;1;1;8;PLDP;
R3;661;1210;DRASICI - METLIKA;5.000;9.270;745;Drasici;QLD5;698;8;624;3;34;11;16;1;1;13;PLDP;
R3;662;5407;METLIKA - RADOVICI;0;3.000; ; ;P;900;7;806;10;48;18;9;1;1;14;PLDP;
R3;662;5407;RADOVICI - MP BOZAKOVO;3.000;8.130;525;MP Bozakovo;R 09x4;40;0;37;0;1;2;0;0;0;0;PLDP;
R3;663;5401;BUSINJA VAS - RADOVICA;0;4.594; ; ;P;200;4;165;1;10;11;9;0;0;7;PLDP;
R3;663;5404;RADOVICA - OSTRIZ;0;3.500; ; ;P;100;0;92;0;7;1;0;0;0;0;PLDP;
R3;664;2501;GABER -  URSNA S. - NOVO M.;0;22.148;164;Ljuben;QLD5;1.772;11;1.611;10;89;18;27;3;3;25;PLDP;
R3;665;1191;LJUBEZ V LAZIH - SOPOTA;0;15.100; ; ;P;240;2;219;2;2;8;6;1;0;6;PLDP;
R3;665;1191;SOPOTA - RADECE;15.100;28.032;285;Jagnjenica;QLD5;1.209;24;1.032;7;92;18;32;2;2;25;PLDP;
R3;666;8115;SOPOTA - PODKUM-ZAGORJE;0;10.370;703;Zagorje 3;R 08x4;1.120;5;990;5;45;15;50;3;7;36;PLDP;
R3;667;1385;ZBURE - SMARJESKE TOPLICE;0;5.140;565;Zbure 2;QLD;1.684;16;1.511;24;70;17;33;6;7;38;PLDP;
R3;667;1385;SMARJESKE TOPLICE - DOLENJE KRONOVO;5.140;6.698;402;Smarjeske Toplice;QLD6;4.148;25;3.820;33;192;28;32;8;10;47;PLDP;
R3;668;5846;GABRJE - RATEZ;0;5.581;475;Gabrje;R 11x4;920;6;817;2;72;18;5;0;0;7;PLDP;
R3;670;1244;BIZELJSKO  -  ORESJE;0;5.260;435;MP Bizeljsko (Oresje);R 08x1;350;1;342;0;7;0;0;0;0;0;PLDP;
R3;671;2237;KRIZAJ - PODBOCJE-SUTNA;0;3.846;191;Podbocje;R 07x1;950;9;883;5;34;8;10;1;0;9;PLDP;
R3;671;3921;SUTNA - PLANINA V PODBOCJU;0;10.050; ; ;P;20;0;18;1;1;0;0;0;0;0;PLDP;
R3;672;1337;IMPOLJCA - ZAVRATEC;0;4.900; ; ;P;1.500;2;1.407;20;45;23;2;0;1;15;PLDP;
R3;672;1338;ZAVRATEC - SMEDNIK;0;9.229;369;Raka;R 09x4;1.560;20;1.384;11;95;29;12;4;5;22;PLDP;
R3;672;3927;SMEDNIK - ZAMESKO-KOSTANJEVICA;0;9.176;183;Dolenje Ravno;R 08x4;1.350;15;1.223;7;35;25;20;10;15;34;PLDP;
R3;673;1340;DRNOVO - KRIZAJ;0;5.705;371;Malo Mrasevo;QLD6;2.657;29;2.348;11;153;26;62;16;12;58;PLDP;
R3;674;1384;ZAVRATEC - SKOCJAN;0;10.495;401;Skocjan 2;R 11x4;1.078;18;927;8;83;28;12;1;1;16;PLDP;
R3;675;1207;CATEZ OB SAVI - MOKRICE;0;7.479;184;Ribnica;R 08x1;730;10;632;6;39;9;28;2;4;22;PLDP;
R3;675;1481;MOKRICE  -  OBREZJE - SLOV. VAS;0;2.687;677;MP Slovenska vas;QLD3;2.724;14;2.532;17;153;8;0;0;0;9;PLDP;
R3;676;2204;SP. POHANCA - (R1-219);0;7.740;471;Artice;QLD6;1.906;15;1.711;24;100;17;25;6;8;35;PLDP;
R3;676;2204;(R1-219) - KAPELE;7.740;10.120; ; ;P;900;6;767;15;65;28;5;5;9;23;PLDP;
R3;676;2212;KAPELE ;0;1.028; ; ;P;900;8;765;15;70;25;5;5;7;21;PLDP;
R3;676;2216;KAPELE - RAKOVEC;0;2.515;513;MP Rakovec;R 08x1;20;0;18;0;2;0;0;0;0;0;PLDP;
R3;677;2203;MP  NOVA VAS - PISECE;0;6.019;515;MP Nova vas;R 08x1;150;0;148;0;2;0;0;0;0;0;PLDP;
R3;677;2202;PISECE - ZG.POHANCA-KRSKO;0;17.355;185;Zgornja Pohanca;R 08x4;660;8;613;2;30;4;2;0;1;3;PLDP;
R3;678;2215;ST.VAS - FIGAROV MOST;0;755;514;MP Stara vas;R 08x1;160;2;157;0;1;0;0;0;0;0;PLDP;
R3;679;1192;RADECE - BREG;0;5.700;286;Loka;R 09x4;1.080;26;969;1;51;20;9;1;3;11;PLDP;
R3;679;3909;BREG - SEVNICA;0;8.100;709;Breg;R 09x4;810;17;727;3;36;19;6;1;1;9;PLDP;
R3;679;3909;SEVNICA - BLANCA;8.100;16.800;715;Gornje Brezovo;QLD3;1.667;5;1.546;3;84;11;14;2;2;13;PLDP;
R3;679;3909;BLANCA - BRESTANICA;16.800;21.757;713;Brestanica;R 11x4;1.290;18;1.158;7;69;25;11;1;1;15;PLDP;
R3;680;1223;RIMSKE TOPLICE - JURKLOSTER;0;15.040;769;Jurkloster 3;R 10x4;330;5;288;5;13;12;6;1;0;8;PLDP;
R3;680;1224;JURKLOSTER - DEZNO;0;6.490;768;Jurkloster 2;R 10x4;390;5;342;3;14;15;9;1;1;10;PLDP;
R3;681;4005;LASKO ;0;124; ; ;P;9.100;70;7.948;160;519;288;64;21;30;189;PLDP;
R3;681;4006;LASKO - BREZE-SENTJUR;0;20.027;187;Sentrupert;R 07x1;380;5;349;5;11;4;0;2;4;7;PLDP;
R3;681;7233;SENTJUR(PODGORA - NOVA V);0;1.271; ; ;P;1.500;45;1.346;36;65;8;0;0;0;17;PLDP;
R3;682;1441;LOKE - LEDINSCICA;0;10.080;312;Ledinscica;R 10x4;220;3;161;1;20;16;15;2;2;14;PLDP;
R3;683;1169;LESICNO - GOLOBINJEK;0;10.294;274;Lesicno;R 10x4;830;15;708;7;50;25;19;1;5;21;PLDP;
R3;683;1414;IMENO - MP IMENO;0;1.015;415;MP Imeno;R 10x4;500;1;488;1;10;0;0;0;0;0;PLDP;
R3;684;7460;PRELASKO - BUCE-KOZJE;0;7.384;428;Buce;R 10x4;880;10;761;4;55;36;12;2;0;16;PLDP;
R3;685;7495;TEKACEVO - ROGASKA SLAT.;0;4.114;910;Tekacevo;QLD;4.900;31;4.447;30;272;39;51;8;22;65;PLDP;
R3;685;7450;RODNE - MP RAJNKOVEC;0;1.733;517;MP Rajnkovec;R 09x1;610;0;609;0;0;1;0;0;0;0;PLDP;
R3;686;1278;TEPANJE - ZICE;0;3.641;568;Zice 2;QLD6;2.163;16;1.873;19;162;26;35;13;19;51;PLDP;
