Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;TIP
AC;A1;0030;MP SENTILJ - POCIVALISCE SENTILJ;0;482;674;MT Sentilj AC;QLD6;16.015;54;12.502;91;1.259;169;122;262;1.556;1.612;PLDP
AC;A1;0030;POCIVALISCE SENTILJ - SENTILJ;482;1.137;869;Sentilj AC;QLTC8;15.838;54;12.371;91;1.241;167;121;256;1.537;1.591;PLDP
AC;A1;0128;PRIKLJ.SENTILJ - MP SENTILJ;0;1.646;868;Priklj. Sentilj MP;QLD6;380;1;316;1;28;3;3;6;22;25;PLDP
AC;A1;0031;SENTILJ  -  PESNICA;0;9.761;837;Pesnica AC;QLD;20.346;70;16.126;230;1.400;150;120;350;1.900;2.048;PLDP
AC;A1;0065;PESNICA - DRAGUCOVA;0;2.570;;;P;21.000;65;16.825;220;1.450;150;120;320;1.850;1.951;PLDP
AC;A1;0071;DRAGUCOVA - MB (ZRKOVSKA);0;4.452;889;Malecnik AC;QLTC8;29.081;73;19.206;296;3.252;555;202;858;4.639;4.842;PLDP
AC;A1;0071;MB (ZRKOVSKA)  - MB (PTUJSKA);4.452;7.770;;;P;29.150;65;19.410;295;3.200;570;230;830;4.550;4.762;PLDP
AC;A1;0066;MB (PTUJSKA) - ROGOZA;0;2.590;840;Ptujska AC;QLTC8;36.064;40;25.984;308;3.688;596;290;730;4.428;4.622;PLDP
AC;A1;0066;ROGOZA - SLIVNICA;2.590;4.857;;;P;33.600;50;23.815;280;3.500;540;285;720;4.410;4.562;PLDP
AC;A1;0034;SLIVNICA;0;1.757;;;P;38.900;60;28.245;230;4.050;765;330;790;4.430;4.682;PLDP
AC;A1;0035;SLIVNICA - FRAM;0;1.910;802;Hoce AC;QLTC8;38.927;65;28.315;226;4.008;760;333;795;4.425;4.679;PLDP
AC;A1;0134;PRIKLJ. FRAM  -  MB;0;1.000;848;Priklj. Fram-Mb;QLTC8;6.022;13;4.618;20;444;85;68;113;661;683;PLDP
AC;A1;0134;PRIKLJ. FRAM -  CE;1.000;1.368;849;Priklj. Fram-Ce;QLTC8;2.384;5;1.453;17;262;50;27;83;487;492;PLDP
AC;A1;0036;FRAM - SL.BISTRICA-SEVER;0;6.785;2005;Polskava AC;QLTC8;35.289;57;25.150;223;3.826;725;292;765;4.251;4.489;PLDP
AC;A1;0036;SL.BISTRICA - SEVER-JUG;6.785;9.733;2006;Sl.Bistrica AC;QLD3;36.497;90;26.046;235;3.901;864;456;827;4.078;4.507;PLDP
AC;A1;0135;PRIKLJ. SL. BISTRICA J. - MB;0;400;856;Priklj. Sl.Bistrica-Mb;QLD3;8.482;20;6.985;34;651;372;127;132;161;414;PLDP
AC;A1;0135;PRIKLJ. SL. BISTRICA J - CE;400;1.638;857;Prikl. Sl.Bistrica-Ce;QLD3;3.948;10;3.317;24;337;93;54;49;64;154;PLDP
AC;A1;0037;SL.BISTRICA - SL.KONJICE;0;8.720;2002;Tepanje AC;QLD3;31.963;80;22.378;225;3.587;585;383;744;3.981;4.247;PLDP
AC;A1;0037;SL.KONJICE - CP TEPANJE;8.720;9.119;838;CP Tepanje;QLD3;27.266;65;18.571;210;3.100;420;300;700;3.900;4.058;PLDP
AC;A1;0136;PRIKLJ. SL. KONJICE - MB;0;900;844;CP Sl.Konjice-MB;QLD3;4.697;15;3.807;15;487;165;83;44;81;189;PLDP
AC;A1;0136;PRIKLJ. SL. KONJICE - CE;900;1.790;845;CP Sl.Konjice-CE;QLD3;3.658;10;2.991;10;298;149;44;60;96;192;PLDP
AC;A1;0038;SL.KONJICE - DRAMLJE;0;10.886;2003;Skedenj AC;QLD3;30.924;75;21.562;220;3.398;569;344;760;3.996;4.250;PLDP
AC;A1;0137;DRAMLJE - MB;0;600;846;Dramlje-MB;QLD3;1.660;5;1.166;5;233;76;81;30;64;130;PLDP
AC;A1;0137;DRAMLJE - CE;600;1.115;847;Dramlje-CE;QLD3;4.408;10;3.338;8;507;187;136;84;138;287;PLDP
AC;A1;0039;DRAMLJE - LJUBECNA;0;6.436;2004;Zepina AC;QLD3;33.672;80;23.734;223;3.672;680;399;814;4.070;4.407;PLDP
AC;A1;0039;LJUBECNA - CELJE;6.436;8.437;;;P;35.000;65;24.730;225;3.800;750;410;820;4.200;4.542;PLDP
AC;A1;0040;CELJE - CELJE ZAHOD;0;5.261;648;Lopata AC;QLTC8;38.613;52;27.543;224;4.323;880;429;827;4.335;4.701;PLDP
AC;A1;0040;CELJE ZAHOD - ARJA VAS;5.261;7.510;;;P;42.900;55;31.800;225;4.400;730;440;850;4.400;4.731;PLDP
AC;A1;0041;ARJA VAS - SEMPETER;0;7.511;;;P;36.900;55;26.525;190;3.950;700;350;830;4.300;4.570;PLDP
AC;A1;0041;SEMPETER - SENTRUPERT;7.511;9.652;;;P;33.400;50;23.605;185;3.700;630;300;830;4.100;4.368;PLDP
AC;A1;0042;SENTRUPERT - VRANSKO;0;7.899;839;Vransko AC;QLTC8;35.571;50;26.001;180;3.600;500;240;850;4.150;4.360;PLDP
AC;A1;0043;VRANSKO - TROJANE;0;9.940;836;Jasovnik AC;QLTC8;33.850;52;23.741;227;3.918;647;265;775;4.225;4.446;PLDP
AC;A1;0067;TROJANE  -  BLAGOVICA;0;8.683;2001;Sentozbolt AC;QLD*;35.809;65;25.948;261;3.813;394;391;755;4.182;4.387;PLDP
AC;A1;0142;PRIKLJ.BLAGOVICA - CE;0;200;842;CP Blagovica-CE;QLD6;241;0;192;2;26;8;5;3;5;12;PLDP
AC;A1;0142;PRIKLJ. BLAGOVICA - LJ;200;529;843;CP Blagovica-LJ;QLD6;1.832;5;1.480;15;146;36;19;38;93;133;PLDP
AC;A1;0044;BLAGOVICA - LUKOVICA;0;8.821;834;Kompolje AC;QLD*;37.400;70;27.236;274;3.933;422;405;790;4.270;4.508;PLDP
AC;A1;0044;LUKOVICA - KRTINA;8.821;12.465;;;P;38.300;80;28.005;275;4.050;430;410;790;4.260;4.505;PLDP
AC;A1;0169;PRIKLJ. LUKOVICA ;0;2.279;831;CP Lukovica_Lj;QLD6;1.843;10;1.666;3;127;8;10;4;15;23;PLDP
AC;A1;0143;PRIKLJ. KRTINA;0;340;851;Priklj. Krtina-Ce;QLTC8;1.100;5;881;7;110;24;10;15;48;66;PLDP
AC;A1;0143;PRIKLJ. KRTINA;340;761;835;Priklj. Krtina-Lj;QLD*;4.804;16;4.361;9;288;16;22;16;76;92;PLDP
AC;A1;0045;KRTINA - DOMZALE;0;3.485;;;P;42.000;90;31.363;277;4.200;650;300;800;4.320;4.590;PLDP
AC;A1;0046;DOMZALE - SENTJAKOB;0;5.402;830;Psata AC;QLTC8;51.122;100;39.541;238;4.988;753;329;803;4.370;4.646;PLDP
AC;A1;0047;SENTJAKOB - SNEBERJE;0;1.159;;;P;64.000;130;51.890;230;5.400;810;400;820;4.320;4.656;PLDP
AC;A1;0047;SNEBERJE - LJ(ZADOBRAVA);1.159;2.866;;;P;65.500;150;53.135;245;5.600;850;420;800;4.300;4.654;PLDP
AC;A1;0048;LJ (ZADOBROVA - IND. CONA MOSTE);0;536;;;P;77.200;140;66.110;240;5.900;830;440;640;2.900;3.403;PLDP
AC;A1;0048;LJ (IND. CONA MOSTE - ZALOSKA);536;1.330;;;P;76.000;145;65.345;220;5.700;840;460;590;2.700;3.199;PLDP
AC;A1;0049;LJ (ZALOSKA - LITIJSKA);0;1.277;;;P;64.000;130;53.735;170;5.600;845;510;560;2.450;2.959;PLDP
AC;A1;0050;LJ (LITIJSKA - MALENCE);0;3.979;180;V Obvoznica;QLTC8;58.638;146;48.638;166;5.467;846;540;522;2.313;2.827;PLDP
AC;A1;0019;LJ. (MALENCE - DOLENJSKA C.);0;456;;;P;60.300;155;49.925;260;4.800;680;490;790;3.200;3.750;PLDP
AC;A1;0018;LJ (DOLENJSKA  -  PERUZIJEVA);0;2.098;;;P;56.300;165;46.305;220;5.000;600;430;680;2.900;3.349;PLDP
AC;A1;0018;LJ (PERUZIJEVA - BARJANSKA);2.098;3.943;178;J Obvoznica;QLTC8;62.113;173;50.843;322;5.702;837;394;768;3.074;3.688;PLDP
AC;A1;0017;LJ (BARJANSKA  -  VIC);0;2.758;;;P;61.000;170;50.130;320;5.300;800;370;810;3.100;3.722;PLDP
AC;A1;0016;LJ (VIC  -  KOZARJE);0;794;;;P;67.500;175;56.465;350;5.400;790;350;720;3.250;3.781;PLDP
AC;A1;0051;LJ(KOZARJE) - BREZOVICA;0;2.408;;;P;68.000;180;55.180;450;4.800;750;340;980;5.320;5.699;PLDP
AC;A1;0052;BREZOVICA - VRHNIKA;0;12.424;854;Drenov gric AC;QLTC8;56.218;173;42.867;452;5.669;641;290;920;5.206;5.511;PLDP
AC;A1;0150;PRIKLJ. VRHNIKA - LJ;0;1.120;858;CP Vrhnika - Lj;QLD3;10.447;41;9.091;46;651;186;188;79;165;349;PLDP
AC;A1;0150;PRIKLJ. VRHNIKA - KP;1.120;1.381;859;CP Vrhnika - Kp;QLD3;2.616;15;2.252;15;149;45;45;35;60;116;PLDP
AC;A1;0053;VRHNIKA - LOGATEC;0;8.279;2103;Verd AC;QLD3;48.387;147;36.028;421;5.167;500;147;876;5.101;5.278;PLDP
AC;A1;0151;PRIKLJ. LOGATEC;0;2.480;805;CP Logatec;QLD3;8.297;57;6.920;10;717;239;77;87;190;327;PLDP
AC;A1;0054;LOGATEC - UNEC;0;10.422;2104;Lom AC;QLD3;44.269;98;31.984;397;4.748;582;275;907;5.278;5.497;PLDP
AC;A1;0152;PRIKLJ. UNEC - LJ;0;404;824;CP Unec-LJ;QLD3;4.413;23;3.793;28;261;143;81;28;56;158;PLDP
AC;A1;0152;PRIKLJ. UNEC - KP;404;788;825;CP Unec-KP;QLD3;1.898;10;1.540;14;80;117;75;23;39;121;PLDP
AC;A1;0055;UNEC - POSTOJNA;0;11.375;822;Ravbarkomanda AC;QLTC8;41.754;85;29.731;383;4.567;556;269;902;5.261;5.459;PLDP
AC;A1;0153;PRIKLJ. POSTOJNA - LJ;0;900;826;CP Postojna-LJ;QLD3;8.303;53;7.141;100;238;228;171;105;267;496;PLDP
AC;A1;0153;PRIKLJ. POSTOJNA - KP;900;1.178;827;CP Postojna-KP;QLD3;3.462;23;2.972;47;150;140;79;19;32;143;PLDP
AC;A1;0056;POSTOJNA - RAZDRTO;0;9.581;2105;Studenec AC;QLD3;36.913;55;25.562;330;4.479;468;177;816;5.026;5.107;PLDP
AC;A1;0056;RAZDRTO - NANOS;9.581;11.182;2106;Razdrto AC;QLD3;37.155;54;25.824;329;4.497;465;158;811;5.017;5.088;PLDP
AC;A1;0197;PRIKLJ. RAZDRTO - LJ;0;250;828;CP Razdrto-LJ;QLD*;629;4;489;3;62;9;27;9;26;42;PLDP
AC;A1;0197;PRIKLJ. RAZDRTO - KP;250;698;829;CP Razdrto-KP;QLD*;871;3;751;2;80;6;8;4;17;23;PLDP
AC;A1;0057;NANOS  -  SENOZECE;0;5.458;;;P;30.460;50;22.250;288;2.945;310;140;677;3.800;3.925;PLDP
AC;A1;0155;PRIKLJ. SENOZECE ;0;1.780;818;CP Senozece;QLD6;1.546;3;1.185;12;132;25;32;33;124;153;PLDP
AC;A1;0058;SENOZECE  -   GABRK;0;4.384;812;Cebulovica AC;QLTC8;29.518;56;21.476;284;2.874;298;126;664;3.740;3.856;PLDP
AC;A1;0059;GABRK  -  DIVACA;0;2.873;;;P;19.900;104;16.135;105;1.890;175;90;351;1.050;1.278;PLDP
AC;A1;0157;PRIKLJ. DIVACA;0;2.079;817;CP Divaca;QLD6;2.664;7;2.220;13;222;51;48;21;82;124;PLDP
AC;A1;0060;DIVACA - KOZINA;0;7.151;2101;Kozina AC;QLD6;20.374;107;16.527;109;1.908;187;108;360;1.068;1.313;PLDP
AC;A1;0158;PRIKLJ. KOZINA - LJ;0;700;821;CP Kozina-LJ;QLD6;2.505;9;1.989;17;262;36;30;37;125;163;PLDP
AC;A1;0158;PRIKLJ. KOZINA - KP;700;2.195;823;CP Kozina-KP;QLD6;3.131;10;2.667;10;240;19;21;27;137;151;PLDP
AC;A1;0061;KOZINA - KASTELEC;0;8.598;893;Ravne AC;P;21.000;108;17.205;102;1.886;170;99;350;1.080;1.301;PLDP
AC;A1;0061;KASTELEC - CRNI KAL;8.598;11.818;;;P;21.140;70;17.670;100;1.650;170;150;300;1.030;1.238;PLDP
AC;A1;0062;CRNI KAL  -  RAZCEP SERMIN;0;6.662;803;Dekani AC;QLTC8;21.143;87;17.587;94;1.677;208;191;273;1.026;1.234;PLDP
AC;A1;0062;RAZCEP SERMIN  -  H5;6.662;7.116;;;P;20.000;85;16.453;95;1.670;208;190;273;1.026;1.235;PLDP
AC;A2;0001;MP KARAVANKE - HRUSICA;0;5.361;673;MT Karavanke;QLTC8;8.574;39;6.615;75;690;99;58;186;812;901;PLDP
AC;A2;0002;HRUSICA - LIPCE;0;7.154;;;P;13.600;80;10.915;135;1.150;175;95;210;840;1.020;PLDP
AC;A2;0003;LIPCE - LESCE;0;7.950;646;Lipce AC;QLTC8;18.983;80;15.636;164;1.693;220;116;251;823;1.081;PLDP
AC;A2;0103; PRIKLJ. LESCE - JESENICE;0;545;810;Priklj. Lesce-Jesenice;QLD*;4.680;19;4.157;29;330;38;43;18;46;98;PLDP
AC;A2;0103;PRIKLJ. LESCE - KRANJ;545;1.133;811;Priklj. Lesce-Kranj;QLD*;10.192;41;9.019;59;749;72;101;55;96;219;PLDP
AC;A2;0004;LESCE - RADOVLJICA;0;3.780;2201;Lesce AC;QLD*;24.499;104;20.497;195;2.112;254;175;289;873;1.204;PLDP
AC;A2;0004;RADOVLJICA - BREZJE;3.780;6.713;;;P;29.400;100;25.265;200;2.200;300;165;290;880;1.224;PLDP
AC;A2;0005;BREZJE - PODTABOR;0;5.002;;;P;30.850;100;26.240;240;2.550;340;200;280;900;1.284;PLDP
AC;A2;0006;PODTABOR - NAKLO;0;3.567;;;P;33.500;100;28.440;250;2.950;350;210;290;910;1.314;PLDP
AC;A2;0006;NAKLO - KRANJ Z;3.567;7.313;647;Naklo AC;QLTC8;36.157;99;30.982;261;2.993;378;224;295;925;1.351;PLDP
AC;A2;0007;KRANJ Z - KRANJ V;0;5.674;;;P;35.650;100;30.840;210;2.700;390;220;290;900;1.293;PLDP
AC;A2;0008;KRANJ V  -  BRNIK;0;3.900;;;P;36.000;110;31.110;200;2.900;320;220;280;860;1.225;PLDP
AC;A2;0009;BRNIK  -  VODICE;0;5.246;850;Voglje AC;QLD;40.169;110;34.414;220;3.780;310;210;285;840;1.221;PLDP
AC;A2;0010;VODICE  - LJ( SMARTNO);0;6.968;853;Povodje AC;QLTC8;45.253;93;39.208;228;3.836;442;205;283;958;1.357;PLDP
AC;A2;0011;LJ(SMARTNO  -   BROD);0;2.374;;;P;48.800;110;42.790;220;3.700;500;220;290;970;1.389;PLDP
AC;A2;0012;LJ(BROD - SENTVID);0;510;;;P;46.700;135;40.665;220;3.600;520;270;310;980;1.437;PLDP
AC;A2;0013;LJ(SENTVID -PODUTIK);0;3.057;832;Kamna Gorica AC;QLTC8;44.230;168;37.640;186;3.887;542;323;351;1.133;1.593;PLDP
AC;A2;0013;LJ(PODUTIK-KOSEZE);3.057;3.459;;;P;47.000;170;40.365;185;3.900;555;325;360;1.140;1.610;PLDP
AC;A2;0014;LJ(KOSEZE  -  BRDO);0;1.761;;;P;73.000;230;61.510;270;5.900;1.010;400;610;3.070;3.576;PLDP
AC;A2;0015;LJ (BRDO  -  KOZARJE);0;2.392;855;Bokalce AC;QLTC8;68.843;233;57.477;277;5.822;930;414;612;3.078;3.570;PLDP
AC;A2;0020;LJ(MALENCE)  -  SMARJE-SAP;0;6.038;645;Smarje Sap AC;QLTC8;46.609;82;39.836;264;3.628;506;259;487;1.547;2.054;PLDP
AC;A2;0407;PRIKLJ. SMARJE - SAP NM;0;926;876;Priklj. Smarje Sap-NM;QLTC10;2.457;11;2.088;8;244;42;32;12;20;55;PLDP
AC;A2;0021;SMARJE SAP - CIKAVA;0;1.779;2303;Cikava AC;QLTC8;49.066;93;41.925;272;3.872;548;291;498;1.567;2.109;PLDP
AC;A2;0021;CIKAVA - GROSUPLJE;1.779;3.873;;;P;39.000;90;32.222;240;3.600;540;380;478;1.450;2.005;PLDP
AC;A2;0022;GROSUPLJE - VISNJA GORA;0;6.740;;;P;35.000;50;29.400;235;2.890;340;220;415;1.450;1.836;PLDP
AC;A2;0022;VISNJA GORA - IVANCNA GORICA;6.740;13.061;601;Visnja Gora AC;QLTC8;33.841;47;28.459;233;2.590;403;217;427;1.465;1.874;PLDP
AC;A2;0023;IVANCNA GORICA - BIC;0;6.889;870;Dob AC;QLD*;25.262;40;21.027;240;1.966;149;200;390;1.250;1.595;PLDP
AC;A2;0072;BIC - TREBNJE Z;0;7.403;;;P;24.700;45;20.395;200;1.950;200;180;380;1.350;1.647;PLDP
AC;A2;0072;TREBNJE Z - TREBNJE V;7.403;14.383;;;P;18.600;40;14.455;185;1.900;240;150;330;1.300;1.558;PLDP
AC;A2;0024;TREBNJE V - PRIKLJ. MIRNA PEC;0;4.557;;;P;21.900;45;17.755;180;1.850;265;160;335;1.310;1.578;PLDP
AC;A2;0024;PRIKLJ. MIRNA PEC  -  NM PRIKLJ. Z;4.557;10.845;806;Zagorica AC;QLTC8;22.866;46;18.646;181;1.900;273;177;331;1.312;1.585;PLDP
AC;A2;0024;NM PRIKLJ. Z - NM PRIKLJ. V;10.845;13.168;;;P;19.600;30;15.705;120;1.800;220;155;280;1.290;1.460;PLDP
AC;A2;0025;NM PRIKLJ.V -  LESNICA (KRONOVO);0;6.338;;;P;21.200;25;17.265;270;1.700;300;125;265;1.250;1.535;PLDP
AC;A2;0026;KRONOVO - DOBRUSKA VAS;0;6.040;602;Draga AC;QLTC8;19.068;24;15.446;196;1.598;228;124;250;1.202;1.411;PLDP
AC;A2;0027;DOBRUSKA VAS  -  SMEDNIK;0;5.896;;;P;17.250;25;13.805;210;1.400;210;140;290;1.170;1.427;PLDP
AC;A2;0027;SMEDNIK  -  PRIKLJ. DRNOVO;5.896;13.500;2301;Zaloke AC;QLD6;16.252;31;13.145;230;1.232;97;141;319;1.057;1.340;PLDP
AC;A2;0027;PRIKLJ. DRNOVO  -  DRNOVO;13.500;13.654;871;CP Drnovo;QLD6;12.278;1;9.929;217;859;46;64;267;895;1.118;PLDP
AC;A2;0418;PRIKLJ. DRNOVO - NM;0;2.300;873;Priklj. Drnovo-NM;QLD*;4.534;10;3.832;14;391;50;79;42;116;179;PLDP
AC;A2;0418;PRIKLJ. DRNOVO - CATEZ;2.300;2.844;874;Priklj. Drnovo-Catez;QLD*;1.734;5;1.458;12;128;8;16;25;82;102;PLDP
AC;A2;0028;DRNOVO  -  BREZICE;0;11.717;2302;Brezice AC;QLD*;13.403;25;10.756;226;965;56;73;295;1.007;1.242;PLDP
AC;A2;0029;BREZICE - PRIKLJ. OBREZJE;0;7.008;512;Catez AC;QLTC8;12.846;30;10.220;172;904;98;40;204;1.178;1.269;PLDP
AC;A2;0029;PRIKLJ. OBREZJE  - OBREZJE TERMINAL;7.008;7.971;;;P;11.850;45;9.465;175;640;70;70;235;1.150;1.276;PLDP
AC;A2;0029;OBREZJE TERMINAL - MP OBREZJE;7.971;8.534;511;MP Obrezje;QLD6;10.397;49;8.062;174;611;42;68;261;1.130;1.271;PLDP
AC;A3;0068;GABRK - SEZANA V;0;7.977;813;Dane AC;QLD;13.564;45;8.252;195;1.479;172;68;398;2.955;2.894;PLDP
AC;A3;0069;SEZANA V  -  SEZANA Z;0;2.698;;;P;11.450;35;6.245;200;1.250;150;60;460;3.050;3.014;PLDP
AC;A3;0070;SEZANA Z  -  FERNETICI;0;950;863;Sezana AC;QLTC8;11.150;28;6.242;196;1.238;147;59;401;2.839;2.794;PLDP
AC;A3;0070;FERNETICI - MP FERNETICI;950;1.571;653;MT Fernetici;QLD6;20.892;152;14.891;217;1.647;192;91;498;3.204;3.203;PLDP
AC;A3;0486;PRIKLJ. FERNETICI;0;643;864;Priklj. Fernetici;QLD6;9.407;121;8.638;20;398;42;29;31;128;164;PLDP
AC;A4;0091;SLIVNICA - LETALISCE MB;0;2.365;;;P;18.300;30;15.250;135;1.480;170;80;160;995;1.098;PLDP
AC;A4;0091;LETALISCE MB - MARJETA;2.365;6.724;;;P;18.000;30;15.020;130;1.450;150;70;160;990;1.081;PLDP
AC;A4;0091;MARJETA - ZLATOLICJE;6.724;11.493;890;Prepolje AC;QLTC8;16.941;25;14.034;133;1.410;139;55;158;987;1.070;PLDP
AC;A4;0091;ZLATOLICJE - HAJDINA;11.493;15.560;;;P;16.500;25;13.750;125;1.300;115;50;155;980;1.048;PLDP
AC;A4;0092;HAJDINA - DRAZENCI;0;4.510;;;P;15.200;30;12.650;120;1.150;100;50;160;940;1.012;PLDP
AC;A4;0093;DRAZENCI ;0;680;;;P;10.800;35;8.670;105;950;90;45;115;790;840;PLDP
AC;A4;0094;GRUSKOVJE - R HRVASKA;0;921;;;P;8.800;35;7.087;120;660;55;18;75;750;767;PLDP
AC;A5;0806;DRAGUCOVA - PERNICA;0;6.174;877;Dragucova AC;QLTC8;23.260;41;15.787;170;2.615;434;207;550;3.456;3.526;PLDP
AC;A5;0806;PERNICA - LENART;6.174;11.326;2007;Mocna AC;QLTC8;22.664;40;15.283;169;2.567;424;197;544;3.440;3.502;PLDP
AC;A5;0463;PRIKLJ.PERNICA - MB;0;220;878;PR Pernica - MB;QLD6;1.217;3;1.043;2;107;15;21;8;18;34;PLDP
AC;A5;0463;PRIKLJ.PERNICA - MS;220;440;879;PR Pernica - MS;QLD6;621;1;539;1;58;6;11;2;3;10;PLDP
AC;A5;0807;LENART - SV.TROJICA;0;5.018;;;P;17.500;40;10.430;180;2.450;380;170;500;3.350;3.380;PLDP
AC;A5;0808;SV. TROJICA - PRIKLJ. CERKVENJAK;0;4.560;;;P;16.350;40;9.540;180;2.350;350;130;480;3.280;3.285;PLDP
AC;A5;0808;PRIKLJ. CERKVENJAK - SV. JURIJ OB SCAVNICI;4.560;12.520;;;P;15.400;30;8.960;190;2.200;300;110;460;3.150;3.150;PLDP
AC;A5;0809;SV.JURIJ OB SCAVNICI - VUCJA VAS;0;8.499;883;CP Dragotinci;QLTC10;14.922;29;8.746;189;2.018;275;105;449;3.111;3.100;PLDP
AC;A5;0174;PRIKLJ. VUCJA VAS - MB;0;400;881;Priklj. Vucja vas-MB;QLD6;1.594;4;1.322;5;187;10;19;16;31;51;PLDP
AC;A5;0174;PRIKLJ. VUCJA VAS  - MS;400;836;882;priklj. Vucja vas-MS;QLD6;1.506;3;1.073;8;95;46;93;54;134;202;PLDP
AC;A5;0810;VUCJA VAS - MURSKA SOBOTA;0;6.577;841;Vucja vas AC;QLTC8;14.975;29;8.561;137;1.937;307;139;487;3.378;3.329;PLDP
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - MB;0;2.417;887;Priklj. MS-MB;QLTC8;3.892;7;3.209;14;401;74;64;38;85;153;PLDP
AC;A5;0175;PRIKLJ. MURSKA SOBOTA - LENDAVA;2.417;2.808;888;Priklj. MS-Lendava;QLTC8;1.390;4;1.107;3;116;30;54;16;60;91;PLDP
AC;A5;0811;MURSKA SOBOTA - LIPOVCI;0;3.798;2009;Rakican AC;QLTC8;12.476;26;6.459;127;1.653;263;130;465;3.353;3.268;PLDP
AC;A5;0812;LIPOVCI - GANCANI;0;4.290;;;P;10.900;25;5.190;130;1.410;255;120;420;3.350;3.226;PLDP
AC;A5;0812;GANCANI - TURNISCE;4.290;9.535;;;P;11.600;20;5.780;135;1.560;245;110;430;3.320;3.207;PLDP
AC;A5;0813;TURNISCE - DOLGA VAS;0;9.628;;;P;11.210;25;5.485;135;1.510;230;95;440;3.290;3.181;PLDP
AC;A5;0814;DOLGA VAS - LENDAVA;0;3.964;884;Lendava AC;QLTC8;9.539;18;5.136;130;1.440;199;75;264;2.277;2.210;PLDP
AC;A5;0185;PRIKLJ. LENDAVA - MS;0;286;885;Priklj. Lendava-MS;QLTC8;2.911;14;2.197;15;232;60;42;51;300;324;PLDP
AC;A5;0185;PRIKLJ. LENDAVA - PINCE;286;680;886;Priklj. Lendava-Pince;QLTC8;299;1;148;4;60;9;5;10;62;65;PLDP
AC;A5;0816;LENDAVA - PINCE;0;8.432;2010;Pince AC;QLTC8;6.942;14;3.085;120;1.268;150;44;222;2.039;1.953;PLDP
AC;A5;0816;PINCE - MP PINCE;8.432;8.709;;;P;6.650;10;2.915;100;1.200;130;40;220;2.035;1.927;PLDP
HC;H2;0032;PESNICA - PRIKLJ. PESNICA;0;209;;;P;18.600;65;16.600;75;1.150;180;130;90;310;472;PLDP
HC;H2;0032; PRIKLJ. PESNICA - MARIBOR;209;4.516;16;Meljska HC;QLTC8;18.250;60;16.282;71;1.200;172;100;78;287;428;PLDP
HC;H2;0033;MB(MELJSKA) - POBREZJE;0;1.534;;;P;23.500;70;21.350;60;1.130;265;210;85;330;527;PLDP
HC;H2;0033;POBREZJE - MB(TEZNO);1.534;2.684;15;Maribor HC;QLTC8;26.429;65;23.986;61;1.224;309;296;84;404;629;PLDP
HC;H3;0085;LJ(ZADOBROVA  - LESKOVSKOVA C.);0;920;179;SV Obvoznica;QLTC8;63.078;128;53.702;172;4.812;738;436;460;2.630;2.966;PLDP
HC;H3;0085;LJ(LESKOSKOVA C. - SMARTINSKA);920;1.511;891;S obvoznica BTC HC;QLTC8;46.578;96;38.638;144;3.848;604;360;420;2.468;2.718;PLDP
HC;H3;0086;LJ(SMARTINSKA - TOMACEVO);0;2.084;;;P;65.200;100;56.000;160;4.800;750;400;440;2.550;2.869;PLDP
HC;H3;0088;LJ(TOMACEVO  -  DUNAJSKA);0;1.238;;;P;67.800;120;59.090;150;4.250;720;450;430;2.590;2.895;PLDP
HC;H3;0089;LJ (DUNAJSKA - SAVLJE);0;948;;;P;65.200;115;56.380;145;4.200;850;470;400;2.640;2.953;PLDP
HC;H3;0089;LJ(SAVLJE - IND. CONA SISKA);948;2.188;174;S Obvoznica;QLTC8;61.314;106;52.528;142;4.434;640;368;448;2.648;2.897;PLDP
HC;H3;0089;LJ(IND. CONA SISKA - CELOVSKA);2.188;2.654;;;P;68.000;105;59.205;140;4.450;650;400;450;2.600;2.873;PLDP
HC;H3;0090;LJ(CELOVSKA  -  VODNIKOVA);0;666;;;P;59.000;120;50.385;110;4.300;685;400;420;2.580;2.823;PLDP
HC;H3;0090;LJ(VODNIKOVA  -  PODUTIK);666;1.477;199;Dravlje HC;QLTC8;54.176;118;45.642;104;4.244;682;390;418;2.578;2.811;PLDP
HC;H3;0090;LJ(PODUTIK - KOSEZE);1.477;2.735;;;P;52.000;120;43.585;105;4.200;650;360;410;2.570;2.779;PLDP
HC;H4;0374;NANOS-(RAZDRTO)-VIPAVA;0;12.450;819;CP Nanos;QLD6;10.021;19;7.050;113;1.186;94;146;315;1.098;1.289;PLDP
HC;H4;0375;VIPAVA - AJDOVSCINA;0;6.763;865;Dolga Poljana HC;QLTC8;10.987;26;7.844;49;1.231;247;94;197;1.299;1.338;PLDP
HC;H4;0376;AJDOVSCINA - SELO;0;9.174;635;Ajdovscina HC;QLTC8;12.069;18;8.835;33;1.313;225;144;200;1.301;1.342;PLDP
HC;H4;0443;PRIKLJ. SELO - AJDOVSCINA;0;150;866;Priklj. Selo-Ajdovscina;QLD6;1.595;2;1.367;2;142;27;29;7;19;40;PLDP
