Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
R2;404;1380;IL.BISTRICA - PIVKA;0;16.942;398;Drskovce;QLTC10;5.199;72;4.607;20;432;24;20;13;11;51;DIST
R2;405;6845;DIVACA - FAMLJE;0;5.552;59;Vremski Britof 1;MWTC1;2.613;20;2.244;7;141;36;50;17;98;107;PLDP
R2;405;1022;FAMLJE - RIBNICA;0;11.967;210;Buje;QLTC10;1.331;23;1.101;10;104;16;14;6;57;54;PLDP
R2;406;1405;DEKANI  -  R.SKOFIJE;0;1.085;;;P;5.750;180;5.235;34;240;35;20;1;5;36;PLDP
R2;406;1407;R.SKOFIJE - KRIZ.MORETINI;0;850;;;P;6.050;180;5.465;40;290;50;20;1;4;41;PLDP
R2;406;1407;KRIZ.MORETINI - ANKARAN;850;5.130;403;Ankaran;QLTC10;9.244;173;8.480;36;502;25;23;1;4;36;PLDP
R2;406;1407;ANKARAN - MP LAZARET;5.130;8.188;650;MT Lazaret;QLD5;1.701;113;1.517;24;21;20;4;1;1;18;PLDP
R2;407;1144;GORENJA VAS - LUCINE;0;9.000;263;Todraz;MWTC1;1.018;12;840;24;96;35;9;1;1;23;PLDP
R2;407;1144;LUCINE - LJUBLJANICA;9.000;13.926;;;P;300;5;247;3;10;25;10;0;0;11;PLDP
R2;407;1145;LJUBLJANICA - VRZDENEC;0;3.800;;;P;250;5;221;5;10;4;5;0;0;5;PLDP
R2;407;1145;VRZDENEC - HORJUL;3.800;6.800;;;P;1.400;35;1.237;10;80;20;10;4;4;18;PLDP
R2;407;1145;HORJUL - VRHNIKA;6.800;14.867;264;Horjul;QLTC8;2.034;38;1.761;3;169;22;25;5;11;29;PLDP
R2;408;1374;LOGATEC - ROVTE;0;10.500;393;Logatec;QLTC10;2.547;43;2.155;11;218;27;41;28;24;59;WIM
R2;408;1374;ROVTE -  ZIRI;10.500;21.351;370;Zavratec;QLTC10;641;23;509;5;64;10;15;6;9;45;WIM
R2;408;1375;ZIRI - TREBIJA;0;7.350;394;Ziri;QLTC10;3.704;71;3.189;32;296;56;30;12;18;126;DIST
R2;409;0358;LJ(VIC) - AC BREZOVICA;0;2.741;165;Gorjanc;QLTC10;11.948;133;10.453;201;864;96;88;31;82;222;PLDP
R2;409;0300;AC BREZOVICA - BREZOVICA;0;1.400;267;Brezovica;QLTC8;22.343;201;19.621;177;1.716;224;153;69;182;474;DIST
R2;409;0300;BREZOVICA - VRHNIKA;1.400;13.161;611;Drenov Gric;QLTC10;7.815;129;6.510;78;648;131;105;48;166;328;WIM
R2;409;0301;VRHNIKA - LOGATEC;0;9.525;153;Zapolje;QLTC10;5.917;195;4.698;97;547;130;94;60;96;265;WIM
R2;409;0302;LOGATEC (TRZASKA C.) ;0;900;;;P;8.400;190;7.705;110;0;110;130;70;85;231;PLDP
R2;409;0303;KALCE - PLANINA;0;8.337;736;Grcarevec;QLTC10;2.483;242;1.929;40;186;31;23;18;14;55;PLDP
R2;409;0304;PLANINA - RAVBARKOMANDA;0;7.230;612;Ravbarkomanda;QLTC10;1.975;233;1.518;26;131;25;17;14;11;41;PLDP
R2;409;0305;RAVBARKOMANDA - PO(R913);0;3.000;;;P;5.500;235;4.930;30;190;55;30;15;15;58;PLDP
R2;409;0305;PO(R913) - POSTOJNA;3.000;4.360;;;P;12.000;240;11.040;50;480;60;70;20;40;107;PLDP
R2;409;0306;POSTOJNA - RAZDRTO;0;10.980;76;Postojna;QLTC8;5.535;219;4.574;51;395;64;77;28;127;171;PLDP
R2;409;0307;RAZDRTO - SENOZECE;0;6.530;22;Senozece;MWTC1;3.303;187;2.395;36;200;63;335;32;55;250;PLDP
R2;409;0308;SENOZECE - DIVACA;0;8.140;77;Divaca;QLTC10;2.005;186;1.502;19;140;30;72;8;48;95;WIM
R2;409;0309;DIVACA - MATAVUN;0;1.940;684;Skocjan;QLTC10;3.421;251;2.645;41;296;46;54;11;77;109;PLDP
R2;409;0310;MATAVUN - KOZINA;0;7.275;78;Kacice;MWTC1;3.158;88;2.543;22;315;45;55;10;80;103;PLDP
R2;409;0311;KOZINA  -  KASTELEC;0;8.960;614;Petrinje;QLTC10;2.427;242;1.843;34;184;36;33;7;48;388;WIM
R2;409;0312;KASTELEC - CRNI KAL;0;3.902;;;P;1.500;240;920;30;190;35;40;5;40;68;PLDP
R2;409;1435;KORTINE  -  RIZANA;0;1.353;;;P;1.900;240;1.280;20;245;40;45;5;25;58;PLDP
R2;409;0313;RIZANA - DEKANI;0;5.910;79;Dekani;QLTC8;4.218;240;3.561;21;281;39;54;3;19;58;PLDP
R2;409;1438;DEKANI - PRIKLJ. SRMIN;0;324;;;P;4.850;240;4.200;38;290;35;30;2;15;50;PLDP
R2;410;1133;BISTRICA - TRZIC;0;320;555;Trzic;QLTC10;12.178;87;10.905;57;932;72;66;19;40;111;PLDP
R2;410;1134;TRZIC - GOLNIK;0;6.500;556;Senicno;QLTC10;2.516;42;2.264;3;179;12;12;3;1;13;PLDP
R2;410;1134;GOLNIK - KOKRICA;6.500;13.671;258;Tenetise;QLTC10;4.613;58;4.174;27;297;25;23;4;5;34;PLDP
R2;410;1135;KOKRICA - KRANJ;0;2.234;913;Kokrica;QLTC8;12.622;96;11.567;76;739;60;51;7;26;92;PLDP
R2;411;1471;KRANJ Z  -  POLICA;0;733;;;P;13.200;150;11.535;175;700;250;150;50;190;351;PLDP
R2;411;1428;POLICA - NAKLO(MARINSEK);0;1.960;51;Naklo;QLTC8;8.907;149;7.605;179;691;91;111;24;57;202;PLDP
R2;411;1428;NAKLO(MARINSEK) - PRIKLJ. NAKLO;1.960;4.420;;;P;5.700;150;4.825;40;450;60;120;15;40;125;PLDP
R2;411;1428;PRIKLJ. NAKLO - PODTABOR;4.420;7.202;708;Podbrezje;QLTC8;3.370;155;2.883;37;229;28;26;3;9;39;WIM
R2;411;1528;PODTABOR - GOBOVCE;0;1.487;;;P;3.100;150;2.645;35;210;25;20;5;10;40;PLDP
R2;411;1429;GOBOVCE - CRNIVEC;0;5.142;707;Dobro Polje;QLTC10;3.077;143;2.640;28;202;25;17;5;17;40;PLDP
R2;412;1454;POLICA - KR(KIDRICEVA);0;2.035;718;KR Zlato polje;QLTC10;18.660;158;16.229;205;1.394;201;152;77;244;408;PLDP
R2;412;0359;KRANJ(KIDRICEVA  -  ISKRA);0;1.559;717;KR Sejem;QLTC8;17.700;165;15.502;56;1.212;210;170;85;300;395;PLDP
R2;412;0210;KR(ISKRA - LABORE);0;1.450;716;KR Labore;QLTC10;17.098;130;14.684;289;1.191;227;202;81;294;507;PLDP
R2;413;4704;MEDVODE - ZBILJE;0;1.166;;;P;6.000;70;5.150;40;580;65;50;15;30;85;PLDP
R2;413;1079;ZBILJE - VODICE;0;7.386;228;Valburga;QLTC10;5.500;69;4.716;26;513;71;49;21;35;86;PLDP
R2;413;1080;VODICE - MOSTE;0;4.350;229;Zeje;QLTC8;10.500;62;8.645;24;1.163;163;147;57;239;364;WIM
R2;413;1081;MOSTE - DUPLICA;0;4.120;230;Kriz;QLTC10;10.843;100;9.378;36;985;126;67;33;118;204;DIST
R2;414;1349;KAMNIK - TUHINJ;0;15.600;376;Laze;QLTC8;3.198;62;2.734;24;296;33;26;4;19;45;PLDP
R2;414;1349;TUHINJ - LOCICA;15.600;28.318;41;Locica;QLTC10;1.814;61;1.468;8;207;31;15;5;19;33;PLDP
R2;415;1216;ZELODNIK - KRTINA;0;1.000;;;P;4.250;40;3.575;40;360;80;45;20;90;125;PLDP
R2;415;1216;KRTINA - MORAVCE;1.000;9.000;304;Krtina;QLTC10;6.688;46;6.001;35;420;61;54;20;51;102;DIST
R2;415;1216;MORAVCE - DRTIJA;9.000;11.080;;;P;2.300;40;1.940;15;180;45;45;15;20;106;WIM
R2;415;1217;DRTIJA - TRATA;0;7.080;;;P;2.100;25;1.825;10;135;35;40;10;20;50;PLDP
R2;415;1217;TRATA - IZLAKE;7.080;15.089;305;Kandrse;QLD5;1.257;21;1.088;8;61;17;34;10;18;41;PLDP
R2;416;1346;LITIJA - SMARTNO;0;2.791;391;Litija;QLTC8;5.479;59;4.810;17;392;48;81;23;49;338;DIST
R2;416;1347;SMARTNO - GRM;0;14.789;375;Crni Potok;QLD5;1.370;37;1.163;5;71;31;53;3;7;135;WIM
R2;416;1425;GRM - RADOHOVA VAS;0;750;;;P;2.400;10;1.995;10;70;50;130;45;90;164;PLDP
R2;416;1348;RADOHOVA VAS - BIC;0;2.951;;;P;1.500;5;975;5;190;80;120;40;85;157;PLDP
R2;417;1190;SMARTNO PRI LITIJI - M.KOSTREVICA;0;1.500;284;Mala Kostrevnica;QLD5;1.064;15;823;2;50;53;87;25;9;76;PLDP
R2;417;1190;M. KOSTREVICA - LJUBEZ V LAZIH;1.500;8.339;;;P;900;10;763;2;50;25;50;0;0;31;PLDP
R2;417;1187;LJUBEZ V LAZIH - MORAVCE;0;6.310;282;Moravce;MWTC1;937;6;824;1;85;9;12;0;0;8;PLDP
R2;417;4326;MORAVCE - TIHABOJ-MIRNA;0;11.922;182;Tihaboj;R 11x4;600;5;523;2;40;15;15;0;0;11;PLDP
R2;418;1199;MOKRONOG - ZBURE;0;10.475;407;Zbure;QLTC10;1.383;19;1.184;14;86;21;34;11;14;43;PLDP
R2;418;1200;ZBURE - SKOCJAN;0;3.940;291;Skocjan 1;MWTC1;1.382;35;1.148;20;87;27;40;16;9;50;PLDP
R2;418;1201;SKOCJAN - DOBRUSKA VAS;0;3.281;416;Dobruska vas;QLTC10;3.874;28;3.325;20;327;61;64;27;22;84;PLDP
R2;418;1202;DOBRUSKA V. - SENTJERNEJ;0;5.704;293;Drama;QLD5;2.850;23;2.467;16;158;56;73;26;31;91;PLDP
R2;419;1203;SOTESKA - STRAZA;0;5.440;920;Dolenje Polje;QLTC10;3.598;52;3.127;24;241;34;42;33;45;87;PLDP
R2;419;1203;STRAZA - NM DRSKA;5.440;12.230;294;Potok;QLTC10;5.692;45;5.161;43;350;26;32;13;22;62;PLDP
R2;419;1203;NM DRSKA - NM ZABJA VAS;12.230;14.471;;;P;15.500;70;14.435;50;700;60;70;80;35;142;PLDP
R2;419;1204;NOVO MESTO - RATEZ;0;6.160;476;Ratez;QLTC10;4.672;47;4.056;51;308;71;77;30;32;114;PLDP
R2;419;1204;RATEZ - SENTJERNEJ;6.160;15.626;295;Mokro Polje;QLTC10;3.026;41;2.642;38;163;50;55;15;22;77;PLDP
R2;419;1205;SENTJERNEJ - KOSTANJEVICA;0;7.000;683;Sentjernej;QLTC10;4.236;51;3.773;42;251;48;29;19;23;69;PLDP
R2;419;1205;KOSTANJEVICA - KRIZAJ;7.000;10.203;296;Malo Mrasevo 2;QLTC10;3.441;67;2.940;37;257;50;41;20;29;78;PLDP
R2;419;1206;KRIZAJ - CATEZ OB SAVI;0;12.868;297;Zupeca vas;QLTC10;2.972;49;2.581;33;214;33;34;12;16;56;PLDP
R2;420;1335;BREZICE - DOBOVA;0;4.500;368;Mostec;QLTC10;4.058;40;3.673;13;263;29;23;5;12;34;PLDP
R2;420;1335;DOBOVA - M.P. RIGONCE;4.500;6.813;676;MP Rigonce;QLTC10;1.311;16;1.211;5;67;8;2;1;1;6;PLDP
R2;421;2506;RUCETNA VAS - STREKLJEVEC;0;7.209;460;Semic;QLTC10;2.913;25;2.535;22;219;35;41;15;21;60;PLDP
R2;421;2507;STREKLJEVEC - JUGORJE;0;5.890;469;Osojnik;QLD5;1.325;10;1.120;12;60;36;52;19;16;60;PLDP
R2;422;1333;PODSREDA - SENOVO;0;7.000;365;Veliki Kamen;QLD5;1.317;20;1.125;12;60;28;44;13;15;50;PLDP
R2;422;1333;SENOVO - BRESTANICA;7.000;16.154;364;Senovo;QLTC8;5.515;35;5.017;26;301;42;46;20;28;73;PLDP
R2;423;1226;SENTJUR - CRNOLICA;0;2.330;757;Crnolica;QLTC8;7.998;64;7.199;30;460;81;94;24;46;121;PLDP
R2;423;1281;CRNOLICA - LESICNO;0;18.149;271;Jelce;QLD5;1.240;20;1.067;15;75;20;29;3;11;35;DIST
R2;423;1282;LESICNO - SONOVO;0;3.300;292;Sonovo;MWTC1;1.622;7;1.370;26;115;27;59;2;16;88;WIM
R2;423;1282;SONOVO - PODSREDA;3.300;10.020;333;Kozje;QLD5;1.437;17;1.198;18;101;42;33;11;17;56;WIM
R2;423;1283;PODSREDA - BISTRICA;0;6.720;335;Podsreda 2;MWTC1;1.289;3;1.039;15;108;34;49;25;16;64;PLDP
R2;423;1243;BISTRICA OB SOTLI - MP BISTRICA;0;1.050;411;MP Bistrica ob Sotli;QLTC10;609;10;481;8;35;13;7;18;37;44;PLDP
R2;424;1166;BOSTANJ - ORESJE/SEVNICI;0;5.700;;;P;1.600;10;1.437;8;60;45;30;5;5;34;PLDP
R2;424;1166;ORESJE/SEVNICI - PLANINA;5.700;21.006;186;Podgorje;QLD5;540;11;435;8;40;15;24;4;3;23;PLDP
R2;424;1170;PLANINA - DEZNO;0;1.115;;;P;600;15;482;8;30;20;30;5;10;32;PLDP
R2;424;1225;DEZNO - CRNOLICA;0;11.800;313;Dobje;QLTC10;2.434;21;2.153;8;158;31;35;10;18;45;PLDP
R2;425;1265;POLJANA - MEZICA;0;3.310;323;Poljana;QLTC8;5.478;41;4.798;39;364;51;73;20;92;136;DIST
R2;425;1265;MEZICA - CRNA;3.310;11.420;579;Mezica;PRAZNO;3.300;30;2.851;40;230;35;32;12;70;145;WIM
R2;425;1265;CRNA - SENTVID;11.420;23.786;434;Javorje;QLD5;416;18;341;2;24;5;16;6;4;16;PLDP
R2;425;1266;SENTVID - SOSTANJ;0;16.605;324;Sentvid;MWTC1;1.152;42;970;4;92;12;19;4;9;22;PLDP
R2;425;1267;SOSTANJ - PESJE;0;1.835;167;Sostanj;QLTC10;11.505;80;10.377;74;706;110;82;27;49;144;PLDP
R2;425;1419;PESJE - VELENJE;0;3.790;166;Pesje;QLTC10;11.574;106;10.266;95;695;153;94;53;112;223;PLDP
R2;426;1269;PESJE - GORENJE;0;6.100;168;Lokovica;QLTC10;6.581;78;5.821;34;398;77;56;41;76;132;PLDP
R2;426;7949;GORENJE  -  RECICA;0;4.220;35;Paska vas;QLTC10;4.373;52;3.872;26;283;42;42;15;41;76;PLDP
R2;426;7949; RECICA - LETUS;4.220;5.795;176;Recica ob Paki;QLTC10;3.905;56;3.415;22;264;48;37;15;48;78;PLDP
R2;427;1351;LATKOVA VAS - PREBOLD;0;3.000;741;Latkova vas;QLTC10;6.150;59;5.580;43;373;44;27;8;16;57;PLDP
R2;427;1351;PREBOLD - SPODNJE GABRSKO;3.000;17.800;439;Podmeja;QLTC10;1.338;39;1.186;5;90;11;5;1;1;8;PLDP
R2;427;1351;SPODNJE GABRSKO - TRBOVLJE;17.800;19.617;;;P;6.300;45;5.981;50;160;30;25;5;4;46;PLDP
R2;428;1249;RADMIRJE - LUCE;0;12.165;202;Ljubno;QLTC10;2.340;61;1.979;21;180;26;38;10;25;55;PLDP
R2;428;1250;LUCE - SESTRE LOGAR;0;13.800;201;Solcava;PRAZNO;1.040;50;842;16;84;10;22;6;10;30;PLDP
R2;428;1252;S.LOGAR - PAVLICEVO SEDLO;0;7.453;;;P;60;5;47;2;6;0;0;0;0;1;PLDP
R2;429;1245;VISNJA VAS - STRMEC;0;1.600;321;Visnja vas;QLTC8;6.754;94;6.059;37;424;64;47;10;19;71;PLDP
R2;429;1245;STRMEC - DOBRNA;1.600;7.520;348;Lemberg;QLTC10;3.851;70;3.419;26;237;45;30;9;15;51;PLDP
R2;429;1154;ODCEP V DOBRNO;0;1.695;;;P;3.000;65;2.683;25;160;35;15;7;10;36;PLDP
R2;429;1422;DOBRNA - CRNOVA;0;3.400;320;Crnova 2;QLTC10;3.908;62;3.469;10;253;40;43;11;20;54;PLDP
R2;430;0273;MB (PTUJSKA CESTA) - HOCE;0;3.279;;;P;36.500;125;32.710;230;2.200;370;220;125;520;891;WIM
R2;430;0381;HOCE  - SLIVNICA;0;965;17;Hoce;QLTC8;32.900;132;28.985;188;2.430;325;207;103;530;651;PLDP
R2;430;0274;SLIVNICA - FRAM;0;4.810;906;Radizel;QLTC8;7.298;139;6.546;58;433;59;45;6;12;71;PLDP
R2;430;0274;FRAM - SL.BISTRICA;4.810;13.060;38;Bukovec;QLTC8;6.567;139;5.833;50;415;61;47;8;14;72;PLDP
R2;430;1452;ODCEP PRIKLJ. SL. BISTRICA S ;0;1.080;570;Brinje;R 11x4;4.300;50;3.795;15;270;95;30;15;30;69;PLDP
R2;430;0275;SL.BISTRICA ;0;2.626;;;P;14.500;145;13.625;60;300;250;65;15;40;143;PLDP
R2;430;0276; SL.BISTRICA - LOZNICA;0;1.593;569;Slovenska Bistica;QLTC8;8.541;143;7.459;48;632;118;81;16;44;124;PLDP
R2;430;0277;LOZNICA - TEPANJE;0;7.910;608;Vrhole;QLTC10;3.232;109;2.704;26;251;80;29;10;23;63;PLDP
R2;430;0278;TEPANJE - SL.KONJICE;0;3.154;48;Dobrnez;QLTC10;11.328;136;9.718;61;930;179;94;53;157;242;PLDP
R2;430;0279;SL.KONJICE ;0;815;;;P;12.400;145;10.725;140;860;190;165;45;130;292;PLDP
R2;430;0280;SL.KONJICE - DOBRAVA;0;3.000;49;Zece 2;QLTC10;12.309;148;10.801;92;849;177;87;34;121;132;DIST
R2;430;0280;DOBRAVA - STRANICE;3.000;5.160;56;Zece;QLTC10;9.034;142;7.800;60;675;150;75;28;104;108;DIST
R2;430;0281;STRANICE - VISNJA VAS;0;10.200;67;Stranice;QLTC10;5.833;115;4.995;48;436;97;53;19;70;75;WIM
R2;430;0282;VISNJA VAS - CELJE AC;0;6.100;68;Vojnik;QLTC8;15.225;150;13.658;86;990;142;104;20;75;109;DIST
R2;430;0282;CELJE AC - CELJE;6.100;8.042;695;CE Hudinja;QLTC10;28.335;125;24.891;153;1.958;397;172;118;521;635;PLDP
R2;430;1558;MB (PTUJSKA - STRELISKA CESTA);0;1.306;;;P;21.500;85;18.725;220;1.400;375;120;95;480;592;PLDP
R2;431;1350;GORNJI DOLIC - STRANICE;0;18.621;377;Vitanje;QLTC10;2.989;46;2.524;18;264;63;27;12;35;64;PLDP
R2;432;1440;ROGATEC;0;170;414;MP Rogatec;QLTC44;1.901;9;1.711;9;80;17;26;22;27;51;PLDP
R2;432;1284;ROGATEC - MAJSPERK;0;16.081;336;Stoperce;QLTC10;1.114;24;980;11;65;15;10;3;6;18;PLDP
R2;432;1411;MAJSPERK ;0;480;;;P;3.400;20;2.955;40;290;55;15;10;15;52;PLDP
R2;432;1285;MAJSPERK - APASKI KRIZ;0;7.542;441;Lovrenc;QLTC10;4.881;44;4.405;38;278;42;35;13;26;67;PLDP
R2;432;6276;APASKI KRIZ  -  KIDRICEVO;0;2.874;586;Kidricevo;QLTC10;5.743;24;5.157;30;367;53;62;11;39;87;PLDP
R2;433;1287;SENARSKA - LENART;0;4.014;442;Lenart vzhod;QLD5;3.022;41;2.764;24;131;28;26;3;5;34;PLDP
R2;433;1288;LENART - KRIZ. SV.ANA;0;4.700;339;Zerjavci;QLTC10;3.846;43;3.478;15;217;34;26;9;24;47;PLDP
R2;433;1288;KRIZ. SV.ANA - ZG.SCAVNICA;4.700;11.200;28;Zgornja Scavnica 1;MWTC1;1.595;16;1.375;19;125;12;33;1;14;37;PLDP
R2;433;1288;ZG.SCAVNICA - TRATE;11.200;15.950;29;Zgornja Scavnica 2;MWTC1;1.883;10;1.722;15;91;19;19;1;6;24;PLDP
R2;433;1289;TRATE - MOST CEZ MURO;0;2.040;27;Trate;MWTC1;1.966;8;1.818;16;96;11;6;0;11;19;PLDP
R2;433;1289;MOST CEZ MURO - MP TRATE;2.040;2.120;144;MT Trate;QLTC10;3.133;0;3.133;0;0;0;0;0;0;0;PLDP
R2;434;1352;RADLJE - RADELJSKI PRELAZ;0;6.160;668;MT Radelj;QLD5;1.175;57;908;7;74;23;38;26;42;69;PLDP
R2;435;1431;MARIBOR - RUSE;0;9.119;706;Laznica;QLTC8;9.560;79;8.670;42;536;63;92;17;61;211;WIM
R2;435;1439;RUSE - SELNICA;0;3.198;710;Selnica;QLTC10;3.941;35;3.461;18;249;41;81;12;44;92;PLDP
R2;436;0440;DOLJNA POCEHOVA ;0;931;;;P;6.300;65;5.715;35;295;55;75;15;45;102;PLDP
R2;436;1328;POCEHOVA - ZG.KUNGOTA;0;6.870;429;Zgornja Kungota;QLTC10;4.529;59;4.074;36;287;27;32;6;8;46;PLDP
R2;436;1329;ZG.KUNGOTA - JURIJ;0;5.565;553;MT Jurij;QLTC10;683;26;610;1;38;2;3;1;2;4;PLDP
R2;437;0267;SENTILJ;0;1.620;664;MT Sentilj SC;QLTC8;5.670;62;5.067;12;378;22;18;13;98;89;PLDP
R2;437;0268;SENTILJ - PESNICA;0;7.730;628;Ranca;QLTC10;3.618;38;3.162;32;271;31;48;4;32;224;WIM
R2;437;0268;PESNICA - RONDO POCEHOVA;7.730;10.432;;;P;7.100;40;6.296;60;460;135;70;4;35;113;PLDP
R2;438;1306;SENTILJ - TRATE;0;13.409;350;Selnica ob Muri;QLTC10;2.165;36;1.868;23;117;17;17;14;73;76;PLDP
R2;438;1307;TRATE - GORNJA RADGONA;0;15.579;361;Apace;QLTC10;2.795;29;2.516;16;163;20;25;9;17;40;PLDP
R2;439;1299;KOBILJE - DOBROVNIK;0;7.730;493;Kobilje;MWTC1;1.120;1;998;9;50;21;21;13;7;31;PLDP
R2;439;1300;DOBROVNIK - RENKOVCI;0;4.230;45;Dobrovnik;MWTC1;1.491;11;1.264;29;83;33;47;12;12;92;WIM
R2;439;1301;RENKOVCI - BELTINCI;0;6.502;346;Renkovci;QLD5;1.941;22;1.715;13;92;29;36;12;22;51;DIST
R2;439;1302;BRATONCI - DOKLEZOVJE;0;3.800;53;Bratonci;MWTC1;2.896;6;2.600;9;160;31;47;17;26;61;PLDP
R2;439;1302;DOKLEZOVJE - KRIZEVCI;3.800;9.490;347;Doklezovje;QLTC10;4.682;55;4.125;26;315;55;52;15;39;83;PLDP
R2;439;1303;KRIZEVCI - ZIHLAVA;0;11.630;357;Berkovci;MWTC1;898;5;749;11;67;31;23;9;3;30;PLDP
R2;439;1304;ZIHLAVA - VIDEM;0;2.950;587;Jamna;QLTC10;2.369;31;2.066;14;191;21;26;7;13;36;PLDP
R2;439;1305;SV. JURIJ OB SCAVNICI - CERKVENJAK;0;6.986;349;Kraljevci;QLD5;584;12;492;15;31;15;14;3;2;20;PLDP
R2;439;1525;CERKVENJAK - PRIKLJ.CERKVENJAK;0;1.880;;;P;1.420;10;1.273;14;75;20;25;2;1;25;PLDP
R2;439;1525;PRIKLJ. CERKVENJAK - SENARSKA;1.880;6.735;;;P;900;7;796;5;55;15;20;1;1;17;PLDP
R2;440;1294;PETANJCI - GEDEROVCI;0;3.301;443;Sodisinci;QLTC10;1.583;21;1.374;7;109;21;16;9;26;37;PLDP
R2;440;1295;GEDEROVCI - SKAKOVCI;0;3.370;444;Krajna;MWTC1;2.761;9;2.441;22;139;32;59;7;52;83;PLDP
R2;440;1295;SKAKOVCI - CANKOVA;3.370;6.080;;;P;2.680;25;2.395;20;140;30;15;10;45;57;PLDP
R2;440;1296;CANKOVA - VECESLAVCI;0;8.500;344;Cankova;QLTC10;3.779;32;3.436;19;184;25;30;14;39;62;PLDP
R2;440;1296;VECESLAVCI - SOTINA;8.500;15.200;681;Sveti Jurij;QLTC10;2.598;26;2.320;18;145;15;27;11;36;54;PLDP
R2;440;1296;SOTINA - MP KUZMA;15.200;16.025;666;MT Kuzma;QLD5;1.118;13;989;5;50;7;12;16;26;36;PLDP
R2;441;1298;MURSKA SOBOTA ;0;1.000;;;P;11.500;60;11.005;55;280;40;30;10;20;66;PLDP
R2;441;1298;MURSKA SOBOTA - VESCICA;1.000;4.000;345;Cernelavci;QLTC8;9.098;55;8.601;39;346;26;14;4;13;40;PLDP
R2;441;1298;VESCICA - GEDEROVCI;4.000;10.200;334;Gederovci;QLTC8;5.604;45;5.143;21;280;23;22;12;58;69;PLDP
R2;441;1298;GEDEROVCI - MP GEDEROVCI;10.200;10.931;142;MT Gederovci;QLTC8;4.151;42;3.796;5;212;14;9;11;62;56;PLDP
R2;442;1318;MARTJANCI - MORAVSKE TOPLICE;0;3.970;44;Martjanci;QLTC10;5.677;43;5.190;30;301;37;52;7;17;62;PLDP
R2;442;1318;MORAVSKE TOPLICE - DOBROVNIK;3.970;13.712;494;Filovci;QLTC10;1.795;30;1.575;21;96;18;38;5;12;42;PLDP
R2;442;1319;DOBROVNIK - RONDO DOLGA VAS;0;10.402;358;Mostje;QLTC10;2.131;24;1.938;14;103;12;28;4;8;30;PLDP
R2;443;1397;LIPOVCI - BRATONCI;0;1.348;146;Lipovci;QLTC10;12.044;64;10.716;76;695;111;108;66;208;282;PLDP
R2;443;0320;BRATONCI - BELTINCI;0;2.261;;;P;7.550;50;6.430;50;460;380;90;35;55;200;PLDP
R2;443;0321;BELTINCI - CRENSOVCI;0;5.820;87;Odranci;QLTC10;4.233;41;3.777;36;250;39;32;16;42;76;PLDP
R2;443;0369;CRENSOVCI ;0;409;;;P;3.950;30;3.555;35;200;40;40;15;35;75;PLDP
R2;443;0322;CRENSOVCI - DOL.LAKOS;0;14.052;88;Hotiza;QLTC10;2.969;36;2.632;35;170;31;26;6;33;59;PLDP
R2;443;1488;DOL. LAKOS - LENDAVA;0;1.365;907;Lendava;QLTC10;3.253;24;2.982;20;187;16;15;3;6;25;PLDP
R2;443;1320;LENDAVA - DOLINA;0;6.240;;;P;2.300;15;2.126;5;120;15;15;2;2;15;PLDP
R2;443;1320;DOLINA - MP PINCE;6.240;6.495;675;MT Pince;QLD5;521;13;465;5;23;5;7;1;2;9;PLDP
R2;444;0344;RAZDRTO - MANCE;0;13.470;644;Podgric;QLTC10;1.117;52;816;27;100;26;26;23;47;74;PLDP
R2;444;0345;MANCE - VIPAVA;0;1.429;735;Gradisce pri Vipavi;QLTC8;4.258;92;3.637;34;312;51;50;27;55;102;PLDP
R2;444;1473;VIPAVA ;0;1.400;;;P;5.900;80;5.410;40;325;45;0;0;0;27;PLDP
R2;444;1473;VIPAVA - AJDOVSCINA;1.400;7.040;624;Log pri Vipavi;QLTC10;6.096;82;5.490;40;347;41;69;10;17;78;PLDP
R2;444;0387;AJDOVSCINA  (OBVOZNICA) ;0;1.960;917;Ajdovscina;QLTC10;5.327;48;4.322;8;451;77;72;65;284;274;PLDP
R2;444;0346;AJDOVSCINA - SELO;0;8.550;688;Ajdovscina 2;QLTC8;7.443;121;6.690;50;448;57;46;11;20;76;PLDP
R2;444;0347;SELO - TRI HISE;0;8.600;81;Ozeljan;QLTC8;5.423;84;4.875;38;332;49;30;7;8;51;PLDP
R2;444;0347;TRI HISE - AJSEVICA;8.600;10.600;699;Tri hise;QLTC10;11.272;118;9.822;59;884;134;72;42;141;205;PLDP
R2;444;0347;AJSEVICA  -  NOVA GORICA;10.600;15.350;558;Rozna dolina;QLTC10;3.455;48;3.028;25;259;46;17;6;26;49;PLDP
R2;444;0365;NOVA GORICA;0;690;;;P;10.000;190;9.386;55;300;40;15;4;10;49;PLDP
R2;444;0348;N.GORICA - ROZNA DOLINA;0;130;654;MT Rozna Dolina;QLTC8;9.804;185;9.324;3;282;7;2;0;1;5;PLDP
R2;445;0349;SENOZECE - STORJE;0;8.700;25;Senadolice;QLTC10;1.791;44;1.530;11;158;22;15;3;8;24;PLDP
