Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip   stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov < 3,5t;Sr. tov  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;Dnevni NOO;Tip
G1;2;0250;GORISNICA - ORMOZ;8.030;17.688;62;Cvetkovci;QLTC10;5.678;52;4.710;32;462;99;74;61;188;131;DIST
G1;2;0398;ORMOZ Z  -  ORMOZ V;0;3.020;574;Ormoz;QLTC10;3.457;30;2.724;9;293;88;68;58;187;120;DIST
G1;2;1313;ORMOZ - SREDISCE OB DRAVI;0;9.000;355;Grabe;QLTC10;2.619;30;2.125;11;163;50;48;39;153;92;DIST
G1;2;1313;SREDISCE OB DRAVI  -  MP SRED.;9.000;11.855;522;MP Sredisce ob Dravi;QLTC10;904;8;606;6;60;34;18;32;140;74;DIST
G1;4;1257;DRAVOGRAD - OTISKI VRH;0;1.448;480;Dravograd;QLTC8;12.881;119;11.191;132;847;140;105;85;262;342;DIST
G1;4;1258;OTISKI VRH - SL.GRADEC;0;9.170;131;Bukovska vas;QLTC8;9.478;94;7.947;70;712;143;126;105;281;343;WIM
G1;4;1445;SL.GRADEC ;0;1.910;;;P;12.350;120;10.610;90;870;175;115;110;260;406;PLDP
G1;4;1259;SL.GRADEC - LUZNIK;0;6.600;329;Smartno SG;QLTC10;11.762;115;10.008;72;922;177;107;108;253;425;DIST
G1;4;1259;LUZNIK - GORNJI DOLIC;6.600;12.897;621;Mislinja;QLTC10;8.958;97;7.564;57;702;127;100;81;230;360;DIST
G1;4;1260;GORNJI DOLIC - VELENJE;0;11.476;315;Paka pri Velenju;QLTC10;8.666;93;7.305;65;653;121;108;85;236;375;DIST
G1;4;1261;VELENJE - CRNOVA;0;7.427;132;Crnova;QLTC10;16.424;125;14.324;69;1.142;210;119;129;306;495;WIM
G1;4;1262;CRNOVA - ARJA VAS;0;7.014;133;Velika Piresica;QLTC8;12.947;85;10.897;68;992;206;207;138;354;581;DIST
G1;5;1401;PRIKLJ. CELJE Z - MEDLOG;0;3.613;689;Medlog;QLD6;5.292;12;4.684;21;374;43;62;31;65;107;DIST
G1;5;0370;MEDLOG - CELJE;0;3.242;417;Celje Lava;QLTC10;13.142;128;11.782;24;794;155;110;48;101;188;DIST
G1;5;0328;CELJE - CE(POLULE);0;2.000;;;P;18.300;110;16.505;50;870;210;155;100;300;431;PLDP
G1;5;0328;CE (POLULE) - LASKO;2.000;11.000;90;Kosnica;QLTC8;13.358;103;11.589;48;896;195;137;96;294;374;WIM
G1;5;0328;LASKO - SMARJETA;11.000;17.325;580;Strmca;QLTC10;8.804;90;7.467;38;663;146;89;71;240;287;DIST
G1;5;0329;SMARJETA - RIMSKE TOPLICE;0;1.050;91;Rimske Toplice;QLTC10;6.335;65;5.247;35;508;137;71;67;205;252;DIST
G1;5;0330;RIM.TOPLICE - ZIDANI MOST;0;6.750;739;Zidani Most;QLTC10;4.900;40;3.955;15;450;110;70;60;200;250;PLDP
G1;5;0331;ZIDANI MOST - RADECE;0;2.997;92;Radece;QLTC10;6.216;75;5.208;19;503;124;46;62;179;231;PLDP
G1;5;0360;RADECE ;0;520;;;P;7.100;55;6.055;40;540;110;50;60;190;248;PLDP
G1;5;0332;RADECE - BOSTANJ;0;11.249;101;Vrhovo;QLTC10;4.840;50;4.046;25;352;100;47;55;165;257;DIST
G1;5;0333;BOSTANJ;0;790;581;Bostanj;QLTC8;10.099;91;8.690;40;747;148;103;91;189;409;DIST
G1;5;0334;BOSTANJ - IMPOLJCA;0;4.490;;;P;6.300;55;5.205;25;520;100;130;95;170;283;PLDP
G1;5;0335;IMPOLJCA - BRESTANICA;0;9.790;630;Impoljca;QLTC10;4.522;54;3.704;18;396;87;58;58;147;273;WIM
G1;5;0361;BRESTANICA - KRSKO;0;3.900;103;Krsko;QLTC10;8.190;69;7.143;35;575;98;72;64;134;292;DIST
G1;5;0336;KRSKO - LESKOVEC;0;2.620;95;Zadovinek;QLTC10;11.537;67;10.100;36;781;128;88;97;240;444;DIST
G1;5;0336;LESKOVEC - DRNOVO;2.620;4.925;;;P;10.000;70;9.020;35;430;110;55;80;200;268;PLDP
G1;6;0338;POSTOJNA - PIVKA;0;10.260;82;Prestranek;QLTC8;11.779;72;10.463;63;631;117;124;59;250;292;WIM
G1;6;0339;PIVKA - RIBNICA;0;9.945;615;Mala Pristava;QLTC10;3.543;64;2.893;71;315;49;27;29;95;132;DIST
G1;6;0340;RIBNICA - PREM;0;4.215;474;Ribnica 2;R 07x1;3.750;70;2.935;70;390;100;30;30;125;187;PLDP
G1;6;0341;PREM - IL.BISTRICA;0;6.227;516;Topolc;R 07x1;4.650;90;3.815;70;400;80;30;35;130;189;PLDP
G1;6;1377;ILIRSKA BISTRICA (NIKOLA TESLA);0;2.495;;;P;5.500;73;4.587;65;450;70;50;35;170;221;PLDP
G1;6;0343;IL.BISTRICA - DOLNJI ZEMON;0;2.800;83;Koseze;QLTC10;7.751;125;6.836;62;561;50;37;15;65;121;PLDP
G1;6;0343;DOLNJI ZEMON  -  MP JELSANE;2.800;9.961;504;MP Jelsane;QLTC8;4.624;100;3.971;54;385;27;17;10;60;94;PLDP
G1;7;0356;MP STAROD - PODGRAD;0;6.561;503;MP Starod;QLTC8;4.847;96;3.585;65;397;41;16;88;559;945;DIST
G1;7;0355;PODGRAD - OBROV;0;5.900;526;Male Loce;QLTC10;6.747;115;5.241;71;512;59;25;104;620;1068;DIST
G1;7;0354;OBROV - KOZINA;0;14.500;604;Gradisce;QLTC10;7.154;96;5.549;47;584;66;65;100;647;1109;DIST
G1;7;0353;KOZINA - MP KOZINA;0;3.340;652;MT Kozina;QLTC8;6.283;138;5.056;64;446;47;18;63;451;775;WIM
G1;8;0213;LJ(SENTVID  -  OBVOZNICA);0;2.900;725;LJ Celovska Dravlje;QLTC8;38.884;196;35.059;515;2.442;246;132;84;210;623;PLDP
G1;9;1503;DRAZENCI-JUROVCI (LANCOVA VAS);0;1.860;;;P;11.950;45;9.430;140;1.100;110;75;140;910;877;PLDP
G1;9;0362;JUROVCI ;0;1.000;;;P;12.600;50;10.050;130;1.150;120;70;130;900;857;PLDP
G1;9;0351;JUROVCI - PODLEHNIK;0;4.200;682;Jurovci;QLTC8;11.790;52;9.398;136;1.004;93;74;114;919;914;WIM
G1;9;0351;PODLEHNIK  -  MP GRUSKOVJE;4.200;10.071;518; Gruskovje;QLTC8;9.893;42;7.728;137;840;70;33;105;938;897;DIST
G1;11;1062;KOPER - SMARJE;0;6.000;149;Koper;QLTC8;15.948;269;14.129;56;1.146;100;59;26;163;274;DIST
G1;11;1062;SMARJE - DRAGONJA;6.000;13.650;150;Pesjanci;QLTC10;10.882;194;9.464;67;876;70;33;26;152;248;WIM
G1;11;1062;DRAGONJA - MP DRAGONJA;13.650;14.724;14;MP Dragonja;QLD;9.179;160;8.135;48;603;55;24;24;130;199;DIST
G1;11;1475;SLAVCEK -  KOPER;0;700;;;P;31.700;250;29.295;190;1.500;120;85;60;200;360;PLDP
G1;11;1475;KOPER - SKOCJANSKI ZATOK;700;1.770;;;P;14.500;70;12.610;210;1.200;85;75;55;195;351;PLDP
G1;11;1475;SKOCJANSKI ZATOK - LUKA KOPER;1.770;2.424;;;P;4.000;20;2.845;0;50;20;15;150;900;747;PLDP
G2;101;0232;MP LJUBELJ - BISTRICA(TRZIC);0;12.500;660;MT Ljubelj;QLD5;2.490;94;2.171;20;158;25;17;2;3;27;PLDP
G2;101;0231;BISTRICA(TRZIC) - ZVIRCE;0;3.280;3;Kovor;QLTC8;9.342;89;8.348;27;696;81;43;18;40;96;PLDP
G2;101;0230;ZVIRCE - PODTABOR;0;1.228;554;Zvirce;R 07x1;8.500;75;7.532;23;690;80;35;25;40;94;PLDP
G2;102;1031;MP ROBIC - ROBIC;0;4.800;655;MT Robic;QLD6;987;44;864;2;41;5;7;15;9;22;DIST
G2;102;1031;ROBIC - STARO SELO;4.800;5.602;914;Staro selo;QLD6;1.895;55;1.689;5;95;9;15;16;11;31;DIST
G2;102;1030;STARO SELO - KOBARID;0;3.320;212;Kobarid;R 11x4;2.550;60;2.321;7;100;15;20;15;12;36;PLDP
G2;102;1005;KOBARID - IDRSKO;0;2.200;679;Idrsko;QLD*;3.882;190;3.288;18;253;41;48;21;23;73;WIM
G2;102;1006;IDRSKO - PERSETI;0;11.715;97;Perseti;QLD6;4.132;131;3.491;19;292;48;90;28;33;106;DIST
G2;102;1040;PERSETI - MOST NA SOCI;0;7.334;405;Prapetno;QLD6;4.029;87;3.481;27;273;36;87;20;18;90;DIST
G2;102;1039;MOST NA SOCI - BACA;0;2.205;533;Most na Soci;R 07x1;4.900;90;4.380;50;230;60;55;15;20;93;PLDP
G2;102;1038;BACA - DOL. TREBUSA;0;8.550;104;Slap ob Idrijci;QLTC10;2.276;60;1.893;17;193;29;52;14;18;63;PLDP
G2;102;1037;DOL TREBUSA - ZELIN;0;13.118;406;Stopnik;QLD5;1.400;38;1.109;16;91;44;75;12;15;67;PLDP
G2;102;1036;ZELIN - SP. IDRIJA(MAROF);0;11.300;447;Otalez;QLD6;2.413;59;2.051;33;173;24;39;14;20;66;PLDP
G2;102;1035;SP. IDRIJA;0;1.900;;;P;5.800;60;5.300;55;200;65;50;30;40;119;PLDP
G2;102;1034;SP. IDRIJA - GODOVIC;0;13.277;617;Idrija;QLD6;4.236;84;3.582;71;312;49;64;32;42;124;DIST
G2;102;1033;GODOVIC - KALCE;0;11.233;100;Hotedrsica;QLD6;3.875;77;3.238;37;288;35;73;43;84;141;WIM
G2;102;1460;KALCE - LOGATEC;0;3.490;74;Kalce;QLD6;5.976;190;4.959;68;430;65;108;66;90;198;DIST
G2;102;1461;LOGATEC - PRIKLJ. LOGATEC;0;1.672;395;Logatec 2;QLTC10;9.599;51;8.115;35;864;140;92;92;210;308;PLDP
G2;103;1007;PERSETI - USNIK;0;4.015;546;Volce;R 07x1;3.450;105;2.935;25;215;50;60;25;35;96;PLDP
G2;103;1008;USNIK - KANAL;0;12.580;616;Doblar;QLD6;3.400;107;2.858;25;261;36;49;23;41;90;PLDP
G2;103;1008;KANAL - PLAVE;12.580;20.070;754;Deskle;QLTC10;5.888;128;5.018;23;378;70;43;31;197;210;PLDP
G2;103;1009;PLAVE - SOLKAN;0;10.070;99;Solkan;QLTC10;6.586;138;5.677;25;399;74;43;32;198;213;PLDP
G2;103;1390;SOLKAN-NOVA GORICA (KROMBERK);0;1.972;693;Solkan 3;QLTC8;8.008;144;6.844;23;558;93;100;40;206;254;PLDP
G2;103;1486;KROMBERK  -  ROZNA DOLINA;0;2.589;222;Panovec;QLTC8;24.297;117;22.268;138;1.292;147;110;28;197;323;PLDP
G2;103;1447;NG(R. DOLINA)  -  SEMPETER;0;2.315;227;Sempeter RD;QLTC10;11.795;92;10.544;19;716;89;74;36;225;249;PLDP
G2;104;1136;KRANJ - LETALISCE BRNIK;0;6.000;200;KR Primskovo 1;QLTC8;25.477;126;22.717;94;1.831;227;141;88;253;534;DIST
G2;104;1136;LETALISCE BRNIK - SP.BRNIK;6.000;8.453;627;Brnik;QLTC8;10.297;99;8.418;98;897;252;156;84;293;586;DIST
G2;104;1137;SP.BRNIK - MOSTE;0;5.953;781;Komenda;QLTC10;9.650;90;7.844;53;913;239;126;85;300;538;WIM
G2;104;1138;MOSTE - MENGES;0;3.900;115;Topole;QLTC10;9.378;64;7.732;54;887;165;125;76;275;374;PLDP
G2;104;1388;MENGES (KAMNISKA C. - KOLODVORSKA C.) ;0;802;;;P;7.900;60;6.970;10;560;95;60;35;110;158;PLDP
G2;104;1139;MENGES (KOLODVORSKA C.) - LOKA;0;1.975;918;Menges;QLTC8;8.375;54;7.416;10;600;77;57;29;132;163;PLDP
G2;104;1139;LOKA - TRZIN;1.975;4.530;116;Loka;QLTC10;15.400;97;13.530;54;1.134;175;97;54;259;338;PLDP
G2;104;1496;MENGES (SLOVENSKA C.) ;0;1.548;;;P;8.000;40;6.970;40;610;100;65;45;130;200;PLDP
G2;104;0295;TRZIN - LJ(CRNUCE);0;3.687;73;Trzin;QLTC8;32.413;200;28.878;162;2.290;304;186;79;314;340;WIM
G2;104;0087;LJ (CRNUCE - BRNCICEVA);0;890;172;S Vpadnica;QLTC8;32.527;148;28.944;49;2.475;326;178;77;330;306;DIST
G2;104;0087;LJ (BRNCICEVA - TOMACEVO);890;2.870;;;P;40.000;150;36.110;60;2.240;450;400;110;480;740;PLDP
G2;105;0254;NOVO MESTO (AC - LOCNA);0;910;;;P;14.000;70;11.610;65;1.230;260;220;225;320;583;PLDP
G2;105;0257;NOVO MESTO (LOCNA - KRKA);0;1.070;193;NM Locna;QLTC10;18.538;66;16.525;53;1.137;172;114;188;283;337;DIST
G2;105;1511;NOVO MESTO (KRKA) ;0;940;118;NM Obvoznica;QLTC8;18.009;37;15.955;62;1.086;207;197;192;273;372;DIST
G2;105;0255;NOVO MESTO (KRKA - REVOZ);0;1.805;177;NM Zabja vas;QLTC8;12.596;71;10.804;84;891;183;135;184;244;337;DIST
G2;105;0256;NOVO MESTO (REVOZ) - METLIKA;0;26.301;607;Gorjanci;QLD6;4.783;43;4.124;39;327;42;69;46;93;120;WIM
G2;105;0258;METLIKA - MP METLIKA;0;1.480;155;MP Metlika;QLD6;2.773;22;2.541;10;106;6;9;21;58;49;DIST
G2;106;0215;LJ (RUDNIK) - SKOFLJICA;0;4.555;6;Skofljica;QLTC8;17.825;147;15.701;179;1.283;183;128;63;141;349;PLDP
G2;106;0260;SKOFLJICA;0;520;;;P;14.100;100;12.645;130;760;180;100;65;120;294;PLDP
G2;106;0261;SKOFLJICA - RASICA;0;16.290;117;Zelimlje;QLTC10;7.973;79;7.012;70;516;121;47;41;87;191;WIM
G2;106;0262;RASICA - ZLEBIC;0;12.425;410;Zlebic;QLTC10;6.642;80;5.718;58;507;82;69;40;88;183;DIST
G2;106;0263;ZLEBIC - BREG;0;2.300;;;P;6.820;80;5.805;60;570;90;70;60;85;190;PLDP
G2;106;0263;BREG - HROVACA;2.300;4.500;;;P;9.350;110;8.295;60;580;100;55;60;90;189;PLDP
G2;106;0263;HROVACA - DOLENJA VAS;4.500;9.490;751;Gorica vas;QLTC10;8.144;111;7.117;53;556;94;44;65;104;202;DIST
G2;106;0263;DOLENJA VAS - KOCEVJE;9.490;18.779;619;Stara Cerkev;QLD6;5.438;59;4.734;49;340;34;79;73;70;172;WIM
G2;106;0264;KOCEVJE ;0;1.900;;;P;7.000;70;6.340;50;320;35;60;60;65;152;PLDP
G2;106;0264;KOCEVJE - LIVOLD;1.900;6.269;744;Kocevje;QLD6;4.926;73;4.490;14;235;33;39;21;21;63;PLDP
G2;106;0265;LIVOLD - STALCERJI;0;6.200;119;Stalcerji;QLD6;1.934;54;1.705;12;109;10;16;15;13;36;PLDP
G2;106;0265;STALCERJI - FARA;6.200;21.580;750;Banja Loka;R 09x1;1.100;55;896;10;100;10;7;10;12;27;PLDP
G2;106;0266;FARA - PETRINA;0;2.450;742;Petrina 1;QLD*;859;56;727;2;50;4;5;3;12;15;PLDP
G2;106;0266;PETRINA - MP PETRINA;2.450;2.560;507;MP Petrina;09 QLD3;665;20;621;2;15;5;2;0;0;3;PLDP
G2;106;0216;SKOFLJICA - SMARJE SAP;0;2.461;26;Skofljica 2;QLD*;4.164;22;3.662;10;339;43;38;20;30;69;PLDP
G2;107;1274;CELJE - STORE;0;4.500;420;Celje Teharje;QLTC8;15.421;90;13.758;69;888;178;154;58;226;395;DIST
G2;107;1274;STORE -  SENTJUR;4.500;10.902;134;Sentjur;QLTC10;10.852;76;9.815;58;570;113;78;40;102;220;DIST
G2;107;1275;SENTJUR - SMARJE PRI JELSAH;0;11.300;622;Stopce;QLTC10;8.831;61;7.710;35;577;107;97;66;178;293;WIM
G2;107;1275;SMARJE PRI JELSAH - MESTINJE;11.300;14.255;188;Mestinje;QLTC10;8.061;55;6.965;41;546;131;89;65;169;292;DIST
G2;107;1238;MESTINJE - PODPLAT;0;2.060;756;Podplat 3;QLTC10;8.428;68;7.189;38;590;161;108;81;193;340;DIST
G2;107;1276;PODPLAT - TEKACEVO;0;2.450;136;Podplat 2;QLTC8;8.462;55;7.309;40;579;133;110;54;182;304;DIST
G2;107;1276;TEKACEVO  -  KOTEC;2.450;10.600;687;Cerovec;QLD6;3.866;19;3.293;18;222;47;72;60;135;214;DIST
G2;107;1276;KOTEC - ROGATEC;10.600;12.530;696;Brezovec;QLD*;5.234;18;4.617;38;267;43;56;53;142;218;DIST
G2;107;1277;ROGATEC;0;2.000;;;P;2.600;15;2.120;55;165;40;45;50;110;174;PLDP
G2;107;1277;ROGATEC - MP DOBOVEC;2.000;7.777;337;MP Dobovec;QLD6;1.208;7;964;13;54;8;19;41;102;118;PLDP
G2;108;1180;CRNUCE - SENTJAKOB;0;3.580;120;Sentjakob;QLTC10;8.432;64;7.074;21;904;162;84;35;88;203;DIST
G2;108;1181;SENTJAKOB - DOLSKO;0;7.000;114;Dol;QLTC8;12.338;84;11.023;52;850;108;91;34;96;217;DIST
G2;108;1181;DOLSKO - RIBCE;7.000;14.870;121;Senozeti;QLD6;8.079;59;7.221;31;500;55;89;30;94;182;WIM
G2;108;1182;RIBCE - LITIJA;0;13.422;678;Zgornji Log;QLD6;7.609;63;6.734;32;509;54;100;31;86;183;DIST
G2;108;1183;LITIJA - ZAGORJE;0;14.981;620;Renke;QLD6;4.356;54;3.752;27;307;48;67;21;80;128;WIM
G2;108;1184;ZAGORJE - TRBOVLJE;0;4.316;122;Trbovlje 4;QLTC10;7.564;89;6.711;16;456;74;85;20;113;159;WIM
G2;108;1185;TRBOVLJE - HRASTNIK;0;5.162;123;Hrastnik;QLTC10;7.122;77;6.300;48;406;81;83;21;106;174;DIST
G2;108;1186;HRASTNIK - ZIDANI MOST;0;8.291;124;Suhadol;QLD;1.463;15;1.346;0;100;1;1;0;0;1;PLDP
G2;109;1453;DOLGA VAS - MP DOLGA VAS;0;584;141;MT Dolga vas;QLTC8;3.939;21;1.630;17;240;47;28;303;1.653;1403;PLDP
G2;109;0357;LENDAVA - PETISOVCI;0;3.500;89;Lendava 2;R 03x1;3.150;45;2.480;35;180;45;25;70;270;281;PLDP
G2;109;0357;PETISOVCI - MP PETISOVCI;3.500;4.498;143;MP Petisovci;QLTC10;3.058;28;2.487;26;138;30;15;69;265;263;PLDP
G2;111;0373;IZOLA - JAGODJE;0;3.074;13;Izolska obvoznica;QLTC8;16.404;174;14.917;72;1.026;97;72;12;34;130;PLDP
G2;111;1509;JAGODJE-VALETA;0;4.208;901;Belveder;QLTC8;21.343;361;19.307;147;1.317;108;61;8;34;168;PLDP
G2;111;0239;VALETA - LUCIJA;0;1.770;;;P;11.700;130;10.539;55;800;100;45;6;25;99;PLDP
G2;111;0239;LUCIJA -  SECOVLJE;1.770;7.000;10;Seca;QLD6;9.734;64;8.892;38;581;98;37;7;17;80;PLDP
G2;111;0239;SECOVLJE - MP SECOVLJE;7.000;7.280;500;MP Secovlje;QLTC8;4.814;65;4.382;40;277;16;3;21;10;50;PLDP
G2;112;1254;MP HOLMEC - POLJANA;0;3.881;662;MT Holmec;QLD6;2.278;34;2.020;4;128;7;18;26;41;59;PLDP
G2;112;1255;POLJANA - PREVALJE;0;2.000;432;Prevalje;QLTC10;8.256;72;7.383;54;496;79;60;27;85;129;DIST
G2;112;1255;PREVALJE - RAVNE;2.000;8.047;752;Dobja vas;QLTC8;14.568;101;13.104;86;893;123;124;36;101;192;DIST
G2;112;1256;RAVNE - DRAVOGRAD;0;7.008;160;Ravne;QLTC10;6.602;55;5.616;62;502;108;84;44;131;184;WIM
R1;201;0201;MP KORENSKO SEDLO - PODKOREN;0;3.755;659;MT Korensko sedlo;QLD5;1.766;148;1.432;5;164;8;8;0;1;7;PLDP
R1;201;0202;PODKOREN - KR.GORA;0;2.550;;;P;5.100;140;4.425;50;370;55;45;5;10;64;PLDP
R1;201;0203;KR.GORA - GOZD MARTULJEK;0;3.900;777;Kranjska Gora;QLD6;6.529;139;5.658;82;496;52;69;7;26;100;PLDP
R1;201;0203;GOZD MARTULJEK - MOJSTRANA-DOVJE;3.900;12.100;631;Gozd Martuljek;QLD5;6.213;80;5.475;71;316;131;102;22;16;106;PLDP
R1;201;0204;DOVJE - MOJSTRANA-KRAJE;0;2.420;776;Dovje;QLD6;5.936;123;5.132;75;455;34;62;17;38;104;PLDP
R1;201;0205;KRAJE - HRUSICA;0;4.030;902;Hrusica;QLTC8;7.540;149;6.641;84;509;54;60;10;33;103;WIM
R1;202;0234;MP RATECE - RATECE;0;1.380;658;MT Ratece;QLD5;1.892;91;1.664;14;90;17;12;1;3;16;PLDP
R1;202;0233;RATECE - PODKOREN;0;2.926;778;Ratece;R 10x4;2.700;95;2.398;50;100;30;20;2;5;42;PLDP
R1;203;1002;MP PREDEL - KLUZE;0;12.500;657;MT Predel;QLD5;689;108;495;6;55;11;12;1;1;11;PLDP
R1;203;1002;KLUZE - BOVEC;12.500;14.904;536;Kluze;R 07x1;1.000;120;760;10;80;11;15;2;2;16;PLDP
R1;203;1003;BOVEC(PO OBVOZNICI) - ZAGA;0;9.904;535;Bovec;QLD6;1.745;126;1.375;14;182;17;23;3;5;26;PLDP
R1;203;1004;ZAGA - KOBARID;0;13.395;96;Srpenica;QLD5;1.961;106;1.499;32;206;42;54;9;13;55;WIM
R1;204;1012;SEMPETER - VOLCJA DRAGA;0;2.800;262;Volcja Draga;QLD6;9.146;54;8.540;25;433;53;31;5;5;43;PLDP
R1;204;1012;VOLCJA DRAGA - DORNBERK;2.800;8.343;203;Prvacina;QLD6;5.587;86;5.054;24;334;39;38;5;7;44;PLDP
R1;204;1013;DORNBERK - STANJEL;0;13.078;204;Branik;QLD6;2.239;62;1.975;12;152;19;15;2;2;19;PLDP
R1;204;1014;STANJEL - DUTOVLJE;0;7.820;24;Kopriva;R 11x4;1.600;50;1.365;13;130;20;15;3;4;21;PLDP
R1;204;1015;DUTOVLJE - SEZANA;0;7.890;205;Tomaj;QLD6;3.008;73;2.669;14;192;26;22;4;8;30;PLDP
R1;205;1026;DIVACA - LOKEV-LIPICA;0;8.655;418;MT Lipica;QLD5;4.968;122;4.479;9;300;35;16;1;6;20;PLDP
R1;206;1027;KRANJSKA GORA  -  ERIKA;0;3.372;220;Erika;QLD;844;80;702;3;50;5;4;0;0;4;PLDP
R1;206;1043;RUSKA CESTA (ERIKA - VRSIC);0;8.978;;;P;500;100;348;2;40;5;4;1;0;4;PLDP
R1;206;1028;VRSIC - TRENTA;0;8.960;197;Vrsic;QLD5;411;102;267;2;28;5;6;1;0;4;PLDP
R1;206;1029;TRENTA - BOVEC;0;22.141;198;Koritnica;QLD5;1.150;116;893;6;102;16;15;1;1;12;PLDP
R1;207;1057;GODOVIC - CRNI VRH;0;6.871;105;Godovic;QLD6;1.746;33;1.448;13;120;23;32;42;35;74;PLDP
R1;207;1058;CRNI VRH - COL;0;9.602;;;P;1.370;30;1.080;10;120;20;35;45;30;73;PLDP
R1;207;1413;COL - AJDOVSCINA;0;8.696;427;Budanje;QLD6;2.594;48;2.212;6;161;32;47;47;41;87;PLDP
R1;208;1434;CRNI KAL  -  KORTINE;0;2.236;748;Crni Kal;QLD6;3.301;188;2.818;21;211;23;28;3;9;35;PLDP
R1;208;1059;KORTINE - GRACISCE;0;8.555;2;Kubed;QLD6;2.508;65;2.238;11;162;19;9;1;3;15;PLDP
R1;208;1060;GRACISCE - SOCERGA;0;5.000;151;Gracisce;R 08x1;2.600;50;2.391;15;120;15;5;2;2;14;PLDP
R1;208;1060;SOCERGA  -  MP  SOCERGA;5.000;8.453;502;MP Socerga;QLD;1.865;47;1.685;5;114;7;3;2;2;8;PLDP
R1;208;1149;RIZANA - KORTINE;0;1.950;771;Kortine;R 10x4;2.000;50;1.737;15;160;20;15;1;2;20;PLDP
R1;209;1088;LESCE - BLED;0;3.604;109;Bled;QLTC8;19.857;203;17.761;242;1.355;114;84;27;71;289;WIM
R1;209;1089;BLED - PRISTAVA;0;2.200;190;Bled jezero;QLD6;7.164;144;6.223;121;524;42;46;23;41;123;PLDP
R1;209;1089;PRISTAVA - SOTESKA;2.200;10.530;110;Bohinjska Bela;QLD6;4.152;88;3.591;50;317;27;34;18;27;72;PLDP
R1;209;1090;SOTESKA - BITNJE;0;8.510;;;P;3.900;80;3.400;40;280;30;30;10;30;63;PLDP
R1;209;1091;BITNJE - BOH.BISTRICA;0;1.340;;;P;3.300;85;2.858;55;240;20;25;7;10;51;PLDP
R1;209;1092;BOH.BISTRICA - JEZERO;0;6.200;255;Ribcev Laz;QLD;2.802;82;2.404;56;220;15;13;6;6;41;PLDP
R1;210;1105;MP ZG.JEZERSKO - ZG.JEZERSKO;0;6.850;661;MT Jezersko;QLD5;324;71;216;1;14;10;8;4;0;8;PLDP
R1;210;1105;ZG.JEZERSKO - SP.JEZERSKO;6.850;10.345;;;P;900;75;778;10;15;10;10;1;1;13;PLDP
R1;210;1106;SP. JEZERSKO - PREDDVOR;0;15.585;242;Kokra;QLD5;1.141;78;975;13;16;20;29;3;7;27;WIM
R1;210;1107;PREDDVOR - KR(PRIMSKOVO);0;8.440;249;Visoko;QLTC10;6.474;95;5.881;36;348;38;46;11;19;65;DIST
R1;210;1108;KR(PRIMSKOVO - LABORE);0;2.600;244;KR Primskovo 2;QLTC8;18.548;90;16.545;38;1.285;180;131;77;202;292;DIST
R1;210;1109;KRANJ - SKOFJA LOKA;0;8.125;111;Dorfarje;QLTC8;12.943;107;11.313;75;950;153;160;76;109;317;WIM
R1;210;1392;OBVOZNICA SKOFJA LOKA;0;3.865;924;Skofjeloska obvoznica ;QLTC10;8.000;80;7.020;15;600;100;90;45;50;125;PLDP
R1;210;1110;SK.LOKA - GORENJA VAS;0;13.074;112;Zminec;QLTC8;7.100;85;6.209;45;530;80;80;35;36;122;WIM
R1;210;1111;GORENJA VAS - TREBIJA;0;4.819;408;Hotavlje;QLD5;3.788;68;3.198;39;278;67;108;16;14;91;DIST
R1;210;1112;TREBIJA - SOVODENJ;0;5.880;409;Trebija;QLD5;1.325;25;1.131;12;77;30;42;4;4;32;DIST
R1;210;1113;SOVODENJ - CERKNO;0;11.884;;;P;1.050;20;876;10;75;30;30;5;4;31;PLDP
R1;210;1114;CERKNO - ZELIN;0;4.200;102;Cerkno;QLD6;2.600;38;2.265;53;170;24;25;11;14;32;DIST
R1;210;1078;SKOFJA LOKA - JEPRCA;0;5.795;106;Godesic;QLTC8;12.692;90;10.884;70;1.047;186;121;105;189;181;WIM
R1;211;0211;KR (LABORE) - JEPRCA;0;8.150;625;Meja pri Kranju;QLD6;7.100;70;6.290;115;431;52;62;28;52;140;PLDP
R1;211;0212;JEPRCA - MEDVODE;0;3.650;52;Medvode;QLTC10;15.736;122;13.520;192;1.180;252;109;108;253;282;DIST
R1;211;0212;MEDVODE - STANEZICE;3.650;8.000;643;Medno;QLTC8;20.006;149;17.345;250;1.410;263;153;139;297;347;WIM
R1;211;0212;STANEZICE  - LJ( SENTVID);8.000;8.814;;;P;21.450;150;18.565;270;1.450;385;190;140;300;562;PLDP
R1;212;1115;PRIKLJUCEK UNEC-UNEC;0;781;;;P;9.500;80;8.155;65;630;150;100;85;235;308;PLDP
R1;212;1116;UNEC - RAKEK;0;2.160;909;Rakek 2;QLTC10;7.672;78;6.410;66;622;112;68;82;234;346;DIST
R1;212;1117;RAKEK - CERKNICA;0;3.980;245;Rakek;QLTC10;8.785;92;7.449;48;676;126;80;86;228;346;DIST
