Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip štetja;Leto roč.  štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci
G1;1;0245;SELNICA - MB(OTOK);10.500;20.120;61;Brestrnica;QLD6; ;9.121;49;8.064;93;481;96;127;81;130
G1;1;0245;MB(OTOK) - MB(KOROŠKI MOST);20.120;20.688;;;P;;15.400;50;14.165;90;550;140;190;75;140
G1;1;0326;MB (KOR. MOST - C. PROLETARSKIH BRIGAD);0;2.014;18;MB Koroški most;QLD6; ;26.159;105;24.385;93;998;156;195;71;156
G1;1;0364;MB (C. PROLETARSKIH BRIGAD -  TRŽAŠKA C.);0;2.227;;;P;;30.000;90;27.980;160;1.000;250;250;90;180
G1;1;0246;MB(TRŽAŠKA C.- MIKLAVŽ);0;3.532;19;MB Ptujska;QLD6; ;26.000;98;22.553;234;1.619;265;343;246;642
G1;2;1290;SL.BISTRICA - PRAGERSKO;0;3.595;196;Devina;QLD6; ;9.368;51;7.735;31;632;166;276;167;310
G1;2;0392;PRAGERSKO - ŠIKOLE;0;5.323;641;Šikole 2;QLD6; ;6.260;42;4.814;27;550;123;237;177;290
G1;2;0393;ŠIKOLE - KIDRIČEVO;0;6.850;426;Šikole 3;ROČNO;07x4;8.500;45;6.815;30;580;310;290;180;250
G1;2;0393;KIDRIČEVO - HAJDINA;6.850;7.945;;;P;;12.500;50;10.472;78;650;340;320;290;300
G1;2;0395;TURNIŠČE - PTUJ;0;1.642;670;Ptuj jezero;QLD6; ;11.000;50;9.031;30;700;189;350;200;450
G1;2;0249;PTUJ - SPUHLJA;0;2.226;638;Ptuj Vzhod;QLD6; ;14.008;68;12.082;92;787;160;240;229;350
G1;2;0250;SPUHLJA - GORIŠNICA;0;8.030;424;Borovci;ROČNO;07x4;7.000;50;5.820;50;480;190;110;110;190
G1;2;0250;GORIŠNICA - ORMOŽ;8.030;17.688;62;Cvetkovci;QLD6; ;6.081;45;5.080;33;423;90;104;106;200
G1;2;0398;ORMOŽ Z  -  ORMOŽ V;0;3.020;574;Ormož;QLD6; ;3.675;30;2.901;13;266;72;113;91;189
G1;2;1313;ORMOŽ - SREDIŠČE OB DRAVI;0;9.000;355;Grabe;QLD6; ;2.745;23;2.314;12;144;35;49;55;113
G1;2;1313;SREDIŠČE OB DRAVI  -  MP SRED. OB DRAVI;9.000;11.865;522;MP Središče ob Dravi;QLD6; ;940;6;700;2;46;17;24;33;112
G1;4;1257;DRAVOGRAD - OTIŠKI VRH;0;1.370;480;Dravograd;QLTC8; ;13.308;113;11.692;130;763;173;135;99;203
G1;4;1258;OTIŠKI VRH - SL.GRADEC;0;9.170;131;Bukovska vas;QLD6; ;10.402;82;8.854;81;663;127;235;148;212
G1;4;1445;SL.GRADEC ;0;1.910;;;P;;12.700;95;11.115;90;680;180;200;140;200
G1;4;1259;SL.GRADEC - LUŽNIK;0;6.600;329;Šmartno SG;QLD6; ;12.379;93;10.784;71;758;153;186;136;198
G1;4;1259;LUŽNIK - ZG.DOLIČ;6.600;12.897;621;Mislinja;QLD6; ;9.155;78;7.741;70;632;127;179;119;209
G1;4;1260;ZG.DOLIČ - VELENJE;0;11.375;315;Paka;QLD6; ;9.153;74;7.771;68;601;114;203;136;186
G1;4;1261;VELENJE - ČRNOVA;0;7.427;132;Črnova;QLD6; ;17.650;89;15.464;81;1.105;207;245;194;265
G1;4;1262;ČRNOVA - ARJA VAS;0;7.014;133;Velika Pirešica;QLTC8; ;14.836;80;12.405;77;1.076;295;392;193;318
G1;5;1401;PRIKLJ. CELJE ZAHOD - MEDLOG;0;3.613;689;Medlog;QLD6; ;6.620;15;5.898;21;401;94;87;32;72
G1;5;0370;MEDLOG  -  CELJE;0;3.242;417;Celje Lava;QLD6; ;13.568;105;12.290;40;673;151;171;52;86
G1;5;0328;CELJE - CE(POLULE);0;2.000;;;P;;19.000;95;17.165;65;780;230;200;135;330
G1;5;0328;CE(POLULE) - LAŠKO;2.000;11.000;90;Košnica;QLTC8; ;14.454;92;12.573;50;879;210;195;131;324
G1;5;0328;LAŠKO - ŠMARJETA;11.000;17.325;580;Strmca;QLD6; ;9.567;79;8.107;49;617;145;176;109;285
G1;5;0329;ŠMARJETA - RIMSKE TOPLICE;0;1.050;91;Rimske Toplice;QLD6; ;6.849;54;5.705;46;446;128;143;103;224
G1;5;0330;RIM.TOPLICE - ZIDANI MOST;0;6.750;739;Zidani Most;ROČNO;09x4;4.949;76;3.982;22;347;175;104;78;165
G1;5;0331;ZIDANI MOST - RADEČE;0;2.997;92;Radeče;QLD5; ;6.839;53;5.698;28;445;153;171;92;199
G1;5;0360;RADEČE;0;520;;;P;;7.400;40;6.275;35;530;100;110;110;200
G1;5;0332;RADEČE - BOŠTANJ;0;11.249;101;Vrhovo;QLD; ;5.122;24;4.155;26;396;76;135;132;178
G1;5;0333;BOŠTANJ ;0;790;581;Boštanj;ROČNO;07x1;9.000;20;7.861;29;450;120;150;140;230
G1;5;0334;BOŠTANJ - IMPOLJCA;0;4.490;;;P;;6.000;35;4.830;25;380;150;250;120;210
G1;5;0335;IMPOLJCA - BRESTANICA;0;9.790;630;Log pri Sevnici;QLD6; ;4.881;49;3.899;23;358;82;215;92;163
G1;5;0361;BRESTANICA - KRŠKO;0;3.900;103;Krško;QLTC8; ;8.010;5;6.907;44;486;123;174;86;185
G1;5;0336;KRŠKO - LESKOVEC;0;2.620;95;Žadovinek;QLD6; ;11.229;57;9.752;34;680;158;184;133;231
G1;5;0336;LESKOVEC - DRNOVO;2.620;4.925;;;P;;9.400;35;8.260;40;470;120;140;115;220
G1;6;0338;POSTOJNA - PIVKA;0;10.260;82;Prestranek;QLTC8; ;11.562;58;10.391;60;508;135;135;71;204
G1;6;0339;PIVKA - RIBNICA;0;9.945;615;Ribnica;QLD6; ;3.263;54;2.736;38;209;30;50;43;103
G1;6;0340;RIBNICA - PREM;0;4.215;474;Ribnica 2;ROČNO;07x1;3.500;90;2.754;45;306;95;60;50;100
G1;6;0341;PREM - IL.BISTRICA;0;6.210;516;Topolc;ROČNO;07x1;4.400;90;3.732;68;255;70;65;40;80
G1;6;0342;IL.BISTRICA ;0;1.160;;;P;;6.000;50;5.395;65;230;75;45;35;105
G1;6;0363;IL.BISTRICA ;0;1.470;;;P;;11.000;60;10.350;65;290;60;40;35;100
G1;6;0343;IL.BISTRICA - DOLNJI ZEMON;0;2.800;83;Koseze;QLD6; ;7.257;90;6.539;45;340;52;38;42;111
G1;6;0343;DOLNJI ZEMON  -  MP JELŠANE;2.800;9.961;504;MP Jelšane;QLTC8; ;4.023;78;3.477;44;243;33;21;24;103
G1;7;0356;MP STAROD - PODGRAD;0;6.561;503;MP Starod;QLD6; ;4.273;76;3.643;43;248;22;15;48;178
G1;7;0355;PODGRAD - OBROV;0;5.900;526;Podgrad;ROČNO;07x1;6.100;70;5.235;55;300;60;65;65;250
G1;7;0354;OBROV - KOZINA;0;14.500;604;Gradišče;QLTC8; ;6.819;56;5.855;36;313;83;62;72;342
G1;7;0353;KOZINA - MP KOZINA;0;3.340;652;MP Kozina;QLTC8; ;5.538;110;4.748;39;319;38;18;51;215
G1;8;0213;LJ(ŠENTVID  -  OBVOZNICA);0;2.900;725;LJ Celovška Dravlje;QLD6; ;43.219;135;38.746;540;2.413;372;474;183;356
G1;9;1503;DRAŽENCI-JUROVCI (LANCOVA VAS);0;1.860;;;P;;10.000;20;8.426;99;560;80;95;160;560
G1;9;0362;JUROVCI ;0;1.000;;;P;;11.000;30;9.560;110;450;80;70;150;550
G1;9;0351;JUROVCI - PODLEHNIK;0;4.200;682;Jurovci;QLD6; ;10.015;31;8.534;102;469;59;57;179;584
G1;9;0351;PODLEHNIK  -  MP GRUŠKOVJE;4.200;10.080;518; Gruškovje;QLTC8; ;7.922;28;6.483;103;487;48;35;132;606
G1;11;1062;KOPER - ŠMARJE;0;6.000;149;Koper;QLD; ;14.911;150;13.488;50;890;95;80;28;130
G1;11;1062;ŠMARJE - DRAGONJA;6.000;13.650;150;Pesjanci;QLTC8; ;9.985;178;8.850;53;628;63;68;28;117
G1;11;1062;DRAGONJA - MP DRAGONJA;13.650;14.665;14;MP Dragonja;QLD; ;7.549;60;6.557;57;465;92;99;42;177
G1;11;1475;SLAVČEK -  KOPER;0;700;;;P;;33.700;100;29.750;170;1.500;580;750;350;500
G1;11;1475;KOPER - LUKA KOPER;700;2.424;;;P;;9.000;40;6.260;190;800;300;700;310;400
G2;101;0232;MP LJUBELJ - BISTRICA(TRŽIČ);0;12.500;660;MP Ljubelj;QLD6; ;2.250;66;2.040;8;124;6;4;1;1
G2;101;0231;BISTRICA(TRŽIČ) - ZVIRČE;0;3.280;3;Kovor;QLD5; ;9.334;59;8.452;23;473;135;142;40;10
G2;101;0230;ZVIRČE - PODTABOR;0;1.455;554;Zvirče;ROČNO;07x1;8.450;30;7.665;25;470;145;70;35;10
G2;102;1031;MP ROBIČ - STARO SELO;0;5.630;655;MP Robič;QLD3; ;999;10;919;8;53;9;0;0;0
G2;102;1030;STARO SELO - KOBARID;0;3.320;212;Kobarid;ROČNO;05x1;1.900;70;1.592;10;150;30;35;3;10
G2;102;1005;KOBARID - IDRSKO;0;2.200;679;Idrsko;QLD5; ;4.476;158;3.839;19;270;54;86;23;27
G2;102;1006;IDRSKO - PRŠETI;0;11.715;97;Pršeti;QLTC8; ;4.612;153;3.907;16;326;72;94;22;22
G2;102;1040;PERŠETI - MOST NA SOČI;0;7.334;405;Prapetno;QLD3; ;4.145;4;3.710;22;200;63;115;16;15
G2;102;1039;MOST NA SOČI - BAČA;0;2.205;533;Most na Soči;ROČNO;07x1;5.100;90;4.608;35;190;80;50;20;27
G2;102;1038;BAČA - DOL. TREBUŠA;0;8.550;104;Idrija pri Bači;ROČNO;08x4;3.000;72;2.560;27;192;75;40;14;20
G2;102;1037;DOL TREBUŠA - ŽELIN;0;13.118;406;Stopnik;QLD5; ;1.663;58;1.331;19;109;44;73;12;17
G2;102;1036;ŽELIN - SP. IDRIJA(MAROF);0;11.300;447;Otalež;QLD6; ;2.583;70;2.181;34;178;32;53;15;20
G2;102;1035;SPODNJA IDRIJA ;0;1.900;;;P;;7.000;65;6.485;55;200;75;60;20;40
G2;102;1034;SP. IDRIJA - GODOVIČ;0;13.277;617;Idrija;QLD6; ;4.476;90;3.810;69;305;62;79;18;43
G2;102;1033;GODOVIČ - KALCE;0;11.233;100;Hotedršica;QLD6; ;4.069;78;3.403;38;288;59;86;43;74
G2;102;1460;KALCE - LOGATEC;0;3.490;74;Kalce;QLD; ;6.496;187;5.380;74;419;120;180;56;80
G2;102;1461;LOGATEC ;0;1.672;395;Logatec;ROČNO;08x4;9.000;40;7.895;50;430;190;135;100;160
G2;103;1007;PERŠETI - UŠNIK;0;4.015;546;Volče;ROČNO;07x1;3.600;95;3.125;25;170;40;85;25;35
G2;103;1008;UŠNIK - KANAL;0;12.580;616;Doblar;QLD; ;3.622;94;3.054;20;277;56;69;23;29
G2;103;1008;KANAL - PLAVE;12.580;20.070;754;Deskle;ROČNO;09x1;5.990;225;5.109;36;344;85;63;30;98
G2;103;1009;PLAVE - SOLKAN;0;10.070;99;Solkan;QLD5; ;7.120;112;6.075;27;462;126;133;41;144
G2;103;1390;SOLKAN - KROMBERK;0;1.972;693;Solkan 3;QLTC8; ;7.371;101;6.344;18;483;112;119;43;151
G2;103;1486;KROMBERK  -  ROŽNA DOLINA;0;2.589;222;Panovec;QLTC8; ;25.246;161;23.322;124;1.122;196;164;43;114
G2;103;1447;NG(R. DOLINA)  -  ŠEMPETER AC;0;2.315;227;Šempeter RD;QLD6; ;11.791;77;10.645;21;618;106;134;57;133
G2;104;1136;KRANJ - LETALIŠČE BRNIK;0;6.000;200;KR Primskovo 1;QLD6; ;25.269;105;22.816;90;1.562;179;228;103;186
G2;104;1136;LETALIŠČE BRNIK - SP.BRNIK;6.000;8.330;627;Brnik;QLD6; ;10.831;87;9.100;92;816;185;300;88;163
G2;104;1137;SP.BRNIK - MOSTE;0;5.953;;;P;;9.500;45;8.170;70;700;120;200;50;145
G2;104;1138;MOSTE - MENGEŠ;0;3.900;115;Topole;QLD5; ;8.997;48;7.795;50;542;173;231;54;104
G2;104;1139;MENGEŠ - TRZIN;0;4.158;116;Loka;QLD6; ;16.159;62;14.447;57;1.005;171;228;64;125
G2;104;0295;TRZIN - LJ(ČRNUČE);0;3.687;73;Trzin;QLTC8; ;34.093;128;30.693;164;2.218;365;269;79;177
G2;104;0087;LJ(ČRNUČE  -  BRNČIČEVA);0;890;172;S Vpadnica;QLTC8; ;34.716;118;31.296;53;2.278;369;312;85;205
G2;104;0087;LJ(BRNČIČEVA  -  TOMAČEVO);890;2.870;;;P;;42.000;120;37.960;70;2.500;450;420;130;350
G2;105;0254;NOVO MESTO (AC  -  LOČNA);0;910;;;P;;12.000;40;9.970;60;800;200;300;280;350
G2;105;0257;NOVO MESTO (LOČNA - KRKA);0;1.070;193;NM Ločna;QLD6; ;13.425;44;11.662;50;738;158;248;261;264
G2;105;1511;NOVO MESTO (KRKA);0;940;118;NM Obvoznica;QLD6; ;16.042;47;14.107;53;859;213;259;230;274
G2;105;0255;NOVO MESTO(KRKA - REVOZ);0;1.805;177;NM Žabja vas;QLTC8; ;12.855;51;11.093;74;719;199;242;234;243
G2;105;0256;NOVO MESTO(REVOZ) - METLIKA;0;26.301;607;Gorjanci;QLD6; ;4.335;42;3.757;32;263;52;78;43;68
G2;105;0258;METLIKA - MP METLIKA;0;1.480;155;MP Metlika;QLD6; ;2.360;14;2.223;9;53;8;6;15;32
G2;106;0215;LJ(RUDNIK) - ŠKOFLJICA;0;4.555;6;Škofljica;QLTC8; ;18.957;115;16.674;157;1.292;216;283;75;145
G2;106;0260;ŠKOFLJICA ;0;520;;;P;;14.800;100;13.470;110;500;240;210;70;100
G2;106;0261;ŠKOFLJICA - RAŠICA;0;16.290;117;Želimlje;QLD5; ;8.450;60;7.333;86;600;97;153;57;64
G2;106;0262;RAŠICA - ŽLEBIČ;0;12.425;410;Žlebič;QLD6; ;6.896;80;5.955;63;487;72;113;59;67
G2;106;0263;ŽLEBIČ - BREG;0;2.300;;;P;;7.000;40;6.215;80;350;110;90;50;65
G2;106;0263;BREG - HROVAČA;2.300;4.500;;;P;;8.800;35;7.990;70;385;110;85;65;60
G2;106;0263;HROVAČA - DOLENJA VAS;4.500;9.490;751;Dolenja vas;ROČNO;09x1;6.974;174;6.020;63;380;106;61;69;101
G2;106;0263;DOLENJA VAS - KOČEVJE;9.490;18.779;619;Stara Cerkev;QLD6; ;6.090;82;5.324;56;361;58;72;65;72
G2;106;0264;KOČEVJE;0;1.900;;;P;;8.000;70;7.295;40;350;55;65;55;70
G2;106;0264;KOČEVJE - LIVOLD;1.900;6.269;744;Kočevje;QLD6; ;6.487;113;5.906;15;269;73;60;29;22
G2;106;0265;LIVOLD - ŠTALCERJI;0;6.200;119;Štalcerji;QLD3; ;1.997;50;1.822;10;50;30;15;15;5
G2;106;0265;ŠTALCERJI - FARA;6.200;21.580;750;Banja Loka;ROČNO;09x1;1.116;56;1.000;6;25;11;4;1;13
G2;106;0266;FARA - PETRINA;0;2.450;742;Petrina 1;QLD6; ;965;54;851;2;40;5;5;2;6
G2;106;0266;PETRINA - MP PETRINA;2.450;2.560;507;MP Petrina;QLD3; ;231;3;221;1;3;2;1;0;0
G2;106;0216;ŠKOFLJICA - ŠMARJE SAP;0;2.461;26;Škofljica 2;QLD5; ;3.554;29;3.063;18;237;74;96;13;24
G2;107;1274;CE VZHODNA M. - ŠTORE;0;4.500;420;Celje Teharje;QLD6; ;17.190;70;15.587;75;858;141;237;84;138
G2;107;1274;ŠTORE -  ŠENTJUR;4.500;10.868;134;Šentjur;QLD6; ;11.784;57;10.778;64;519;105;125;54;82
G2;107;1275;ŠENTJUR - ŠMARJE PRI JELŠAH;0;11.300;622;Stopče;QLD3; ;9.288;45;8.221;40;491;98;147;103;143
G2;107;1275;ŠMARJE PRI JELŠAH - MESTINJE;11.300;14.307;188;Mestinje;QLD5; ;8.881;53;7.860;50;378;155;185;79;121
G2;107;1238;MESTINJE - PODPLAT;0;2.060;756;Mestinje;ROČNO;09x1;9.847;110;8.604;38;452;243;120;123;157
G2;107;1276;PODPLAT - ROG. SLATINA;0;2.450;136;Podplat 2;QLD3; ;8.701;63;7.619;59;512;122;117;98;111
G2;107;1276;ROG. SLATINA  -  KOTEC;2.450;10.600;687;Cerovec;QLD6; ;3.680;18;3.167;7;201;59;76;76;76
G2;107;1276;KOTEC - ROGATEC;10.600;12.500;696;Brezovec;QLD6; ;5.619;32;5.018;31;255;54;67;68;94
G2;107;1277;ROGATEC ;0;2.000;;;P;;2.650;10;2.210;55;140;45;55;50;85
G2;107;1277;ROGATEC - MP DOBOVEC;2.000;7.774;337;MP Dobovec;QLD6; ;1.163;5;949;11;45;14;21;35;83
G2;108;1180;ČRNUČE - ŠENTJAKOB;0;3.580;120;Šentjakob;QLD6; ;9.287;51;7.951;66;813;115;134;61;96
G2;108;1181;ŠENTJAKOB - DOLSKO;0;7.000;114;Dol;QLD6; ;13.435;62;12.162;48;792;117;120;48;86
G2;108;1181;DOLSKO - RIBČE;7.000;14.870;121;Senozeti;QLD6; ;9.122;56;8.205;33;522;91;99;36;80
G2;108;1182;RIBČE - LITIJA;0;13.443;678;Zgornji Log;QLD3; ;8.369;37;7.623;27;447;72;67;29;67
G2;108;1183;LITIJA - ZAGORJE;0;14.981;620;Renke;QLD6; ;5.121;54;4.420;27;354;84;84;30;68
G2;108;1184;ZAGORJE - TRBOVLJE;0;4.316;122;Trbovlje 4;QLD6; ;8.142;71;7.244;20;443;91;122;31;120
G2;108;1185;TRBOVLJE - HRASTNIK;0;5.162;123;Hrastnik;QLTC8; ;7.643;70;6.790;50;419;93;80;23;118
G2;108;1186;HRASTNIK - ZIDANI MOST;0;8.291;124;Suhadol;QLD3; ;1.593;11;1.473;0;94;13;2;0;0
G2;109;0357;LENDAVA - PETIŠOVCI ;0;3.500;89;Lendava 2;ROČNO;03x1;2.700;30;2.120;35;300;35;30;30;120
G2;109;0357;PETIŠOVCI - MP PETIŠOVCI;3.500;4.498;143;MP Petišovci;QLD5; ;2.570;25;2.117;23;201;31;29;28;116
G2;111;0238;KOPER - SEMEDELA;0;1.220;;;P;;37.500;280;34.995;150;1.400;220;300;45;110
G2;111;0238;SEMEDELA - RUDA(IZOLA);1.220;5.266;626;Izola;QLTC8; ;28.016;271;25.404;145;1.537;212;297;44;106
G2;111;0373;RUDA(IZOLA) - BELVEDER;0;4.750;13;Izolska obvoznica;QLTC8; ;17.985;159;16.522;64;974;124;94;11;37
G2;111;0373;BELVEDER - VALETA;4.750;8.255;;;P;;23.800;200;22.125;80;1.100;150;80;20;45
G2;111;0239;VALETA - LUCIJA;0;1.770;;;P;;11.700;100;10.600;50;750;100;70;10;20
G2;111;0239;LUCIJA -  SEČOVLJE;1.770;7.000;10;Seča;QLD6; ;9.556;42;8.772;35;492;127;63;6;19
G2;111;0239;SEČOVLJE - MP SEČOVLJE;7.000;7.280;500;MP Sečovlje;QLD; ;4.213;23;4.060;21;99;5;3;1;1
G2;112;1254;MP HOLMEC - POLJANA;0;3.881;662;MP Holmec;QLD6; ;1.576;30;1.430;3;62;8;10;13;20
G2;112;1255;POLJANA - PREVALJE;0;2.000;432;Prevalje;QLD6; ;7.732;65;6.948;55;384;78;111;37;54
G2;112;1255;PREVALJE - RAVNE;2.000;8.047;752;Prevalje;ROČNO;09x1;14.271;204;13.194;84;472;148;95;19;55
G2;112;1256;RAVNE - DRAVOGRAD;0;7.008;160;Ravne;QLD6; ;7.060;58;6.096;68;437;92;157;55;97
R1;201;0201;MP KORENSKO SEDLO - PODKOREN;0;3.755;659;MP Korensko sedlo;QLD5; ;1.542;122;1.259;3;143;7;8;0;0
R1;201;0202;PODKOREN - KR.GORA;0;2.550;;;P;;4.000;100;3.533;50;255;50;10;2;0
R1;201;0203;KR.GORA - MOJSTRANA-DOVJE;0;12.100;631;Gozd Martuljek;QLD5; ;6.036;108;5.099;79;576;73;84;7;10
R1;201;0204;DOVJE - MOJSTRANA-KRAJE;0;2.420;;;P;;6.000;50;5.175;60;550;70;75;5;15
R1;201;0205;KRAJE - HRUŠICA;0;4.030;;;P;;6.100;45;5.270;60;560;70;80;5;10
R1;202;0234;MP RATEČE - RATEČE;0;1.380;658;MP Rateče;QLD5; ;1.968;80;1.736;13;94;23;16;2;4
R1;202;0233;RATEČE - PODKOREN;0;2.926;;;P;;2.200;50;2.052;15;55;15;10;1;2
R1;203;1002;MP PREDEL - KLUŽE;0;12.500;657;MP Predel;QLD5; ;503;58;367;4;41;14;17;1;1
R1;203;1002;KLUŽE - BOVEC;12.500;15.033;536;Kluže;ROČNO;07x1;700;55;541;1;45;30;25;1;2
R1;203;1003;BOVEC(PO OBVOZNICI )- ŽAGA;0;9.904;535;Bovec;QLD6; ;1.265;57;1.018;12;115;26;30;3;4
R1;203;1004;ŽAGA - KOBARID;0;13.395;96;Srpenica;QLD3; ;1.965;93;1.567;17;172;38;52;10;16
R1;204;1012;ŠEMPETER - VOLČJA DRAGA;0;2.800;262;Volčja Draga;QLD6; ;10.092;98;9.368;27;455;80;49;7;8
R1;204;1012;VOLČJA DRAGA - DORNBERK;2.800;8.343;203;Prvačina;QLD; ;6.074;123;5.520;24;303;58;34;6;6
R1;204;1013;DORNBERK - ŠTANJEL;0;13.078;204;Branik;QLD; ;2.491;98;2.167;19;156;30;15;3;3
R1;204;1014;ŠTANJEL - DUTOVLJE;0;7.820;24;Kopriva;ROČNO;07x4;1.750;70;1.399;15;160;65;25;6;10
R1;204;1015;DUTOVLJE - SEŽANA;0;7.890;205;Tomaj;QLD5; ;3.650;82;3.260;14;155;78;45;5;11
R1;205;1026;DIVAČA - LOKEV-LIPICA;0;8.710;418;MP Lipica;QLD5; ;5.261;214;4.666;3;313;43;20;0;2
R1;206;1027;KRANJSKA GORA  -  ERIKA;0;3.372;220;Erika;QLD3; ;634;9;576;8;25;11;4;1;0
R1;206;1043;RUSKA CESTA (ERIKA - VRŠIČ);0;9.085;;;P;;410;60;314;3;20;8;4;1;0
R1;206;1028;VRŠIČ - TRENTA;0;8.960;197;Vršič;QLD5; ;367;86;242;2;27;4;5;0;1
R1;206;1029;TRENTA - BOVEC;0;22.242;198;Koritnica;QLD5; ;1.162;97;914;6;104;18;20;1;2
R1;207;1057;GODOVIČ - ČRNI VRH;0;6.871;105;Godovič;QLD6; ;1.794;42;1.495;12;111;33;43;29;29
R1;207;1058;ČRNI VRH - COL;0;9.602;;;P;;1.450;20;1.175;10;100;35;50;30;30
R1;207;1413;COL - AJDOVŠČINA;0;8.696;427;Budanje;QLD6; ;2.926;51;2.546;7;152;52;57;32;29
R1;208;1434;ČRNI KAL  -  KORTINE;0;2.236;748;Črni Kal;QLD6; ;2.286;74;1.954;23;145;30;47;6;7
R1;208;1059;KORTINE - GRAČIŠČE;0;8.555;2;Kubed;QLD; ;2.495;26;2.251;10;120;35;49;1;3
R1;208;1060;GRAČIŠČE - SOČERGA;0;5.000;151;Gračišče;ROČNO;08x1;2.250;30;2.067;30;90;15;15;1;2
R1;208;1060;SOČERGA  -  MP  SOČERGA;5.000;8.453;502;MP Sočerga;QLD6; ;1.796;38;1.669;5;71;8;3;1;1
R1;208;1149;RIŽANA - MOSTIČJE;0;1.950;;;P;;1.150;15;1.075;4;45;5;3;1;2
R1;209;1088;LESCE - BLED;0;3.604;109;Bled;QLD6; ;20.122;144;18.525;185;935;145;119;31;38
R1;209;1089;BLED - PRISTAVA;0;2.200;190;Bled jezero;QLD5; ;6.933;127;6.134;92;343;98;95;12;32
R1;209;1089;PRISTAVA - SOTESKA;2.200;10.530;110;Bohinjska Bela;QLD6; ;4.150;77;3.598;48;297;48;47;18;17
R1;209;1090;SOTESKA - BITNJE;0;8.510;;;P;;3.920;55;3.550;45;160;45;45;10;10
R1;209;1091;BITNJE - BOH.BISTRICA;0;1.340;;;P;;3.600;50;3.268;40;165;40;25;7;5
R1;209;1092;BOH.BISTRICA - JEZERO;0;6.200;255;Ribčev Laz;QLD6; ;3.248;123;2.844;51;183;23;15;4;5
R1;210;1105;MP ZG.JEZERSKO - ZG.JEZERSKO;0;6.850;661;MP Jezersko;QLD3; ;242;6;206;3;10;6;6;3;2
R1;210;1105;ZG.JEZERSKO - SP.JEZERSKO;6.850;10.345;;;P;;820;25;747;10;15;10;5;4;4
R1;210;1106;SP. JEZERSKO - PREDDVOR;0;15.585;242;Kokra;QLD5; ;1.129;71;953;13;16;25;35;6;10
R1;210;1107;PREDDVOR - KR(PRIMSKOVO);0;8.440;249;Visoko;QLD; ;6.589;28;6.002;44;397;37;53;11;17
R1;210;1108;KR(PRIMSKOVO - LABORE);0;2.600;244;KR Primskovo 2;QLD6; ;20.497;74;18.640;44;1.150;151;190;103;145
R1;210;1109;KRANJ - ŠKOFJA LOKA;0;7.770;111;Dorfarje;QLD6; ;13.930;78;12.463;99;793;149;177;80;91
R1;210;1077;ŠKOFJA LOKA ;0;930;107;Škofja Loka;QLD6; ;23.901;116;21.872;186;1.108;220;240;83;76
R1;210;1110;ŠK.LOKA - GORENJA VAS;0;16.286;112;Zminec;QLD6; ;6.991;71;6.198;40;475;74;91;20;22
R1;210;1111;GORENJA VAS - TREBIJA;0;4.877;408;Trebija 1;ROČNO;08x4;3.150;45;2.720;40;200;80;40;10;15
R1;210;1112;TREBIJA - SOVODENJ;0;5.880;409;Trebija;QLD3; ;1.282;23;1.108;7;74;23;32;7;8
R1;210;1113;SOVODENJ - CERKNO;0;11.884;;;P;;1.050;20;895;5;60;30;25;7;8
R1;210;1114;CERKNO - ŽELIN;0;4.200;102;Cerkno;QLD3; ;2.660;24;2.316;61;165;47;29;9;9
R1;210;1078;ŠKOFJA LOKA - JEPRCA;0;6.170;106;Godešič;QLD6; ;12.719;71;11.040;78;887;143;232;128;140
R1;211;0211;KR(LABORE) - JEPRCA;0;8.150;625;Meja pri Kranju;QLD6; ;8.026;65;7.027;132;454;100;101;45;102
R1;211;0212;JEPRCA - MEDVODE;0;3.650;52;Medvode;QLD6; ;16.439;95;14.230;224;1.011;189;319;151;220
R1;211;0212;MEDVODE - STANEŽIČE;3.650;8.000;643;Medno;QLTC8; ;22.100;125;19.370;274;1.327;314;264;136;290
R1;211;0212;STANEŽIČE  - LJ( ŠENTVID);8.000;8.814;;;P;;23.500;110;20.790;250;1.200;500;230;130;290
R1;212;1115;UNEC;0;781;;;P;;9.000;25;7.920;50;520;155;110;80;140
R1;212;1116;UNEC - RAKEK;0;2.160;;;P;;8.900;40;7.785;55;550;140;110;80;140
R1;212;1117;RAKEK - CERKNICA;0;3.980;245;Rakek;QLD6; ;8.771;71;7.654;59;535;99;116;87;150
R1;212;1118;CERKNICA - BL.POLICA;0;10.851;246;Grahovo;QLD; ;5.042;79;4.386;32;277;73;61;52;82
R1;212;1119;BL.POLICA - SODRAŽICA;0;17.183;247;Nova vas;QLD3; ;2.729;27;2.362;26;125;64;46;30;49
R1;212;1120;SODRAŽICA - ŽLEBIČ;0;5.770;248;Žlebič 1;ROČNO;08x1;3.850;30;3.275;25;240;150;38;37;55
R1;213;1365;BLOŠKA POLICA - PUDOB;0;8.200;386;Stari trg;QLD3; ;3.207;35;2.876;49;127;36;31;26;27
R1;213;1366;PUDOB - BABNO POLJE;0;10.357;384;MP Babno Polje;QLD5; ;551;13;499;9;2;8;6;5;9
