Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Tip pr. odseka;Tip avt. števca;Leto roč. (avt.) štetja;Ime števnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.
AC;A1;0044;BLAGOVICA-LUKOVICA;0;8.830;834;O;QLD6;;CP Kompolje;19.772;31;15.046;167;1.269;294;370;2.595
AC;A1;0044;LUKOVICA-KRTINA;8.830;12.465;;P;;;;20.500;18;15.942;110;1.110;290;420;2.610
AC;A1;0169;PRIKLJ. LUKOVICA;0;2.239;831;O;QLD6;;CP Lukovica_Lj;676;1;602;1;34;9;12;17
AC;A1;0143;PRIKLJ. KRTINA;0;808;835;O;QLD6;;CP Krtina-Lj;2.214;3;2.030;2;96;23;24;36
AC;A1;0045;KRTINA-DOMŽALE;0;3.485;;P;;;;22.500;20;17.820;110;1.160;300;440;2.650
AC;A1;0046;DOMŽALE-ŠENTJAKOB;0;5.402;830;O;QLD6;;Pšata AC;36.958;66;30.026;148;2.422;532;655;3.109
AC;A1;0047;ŠENTJAKOB-SNEBERJE;0;1.170;;P;;;;45.000;90;37.590;170;2.580;650;720;3.200
AC;A1;0047;SNEBERJE-LJ(ZADOBRAVA);1.170;2.788;;P;;;;46.000;110;38.610;140;2.610;840;640;3.050
AC;A1;0048;LJ (ZADOBROVA-ZALOŠKA);0;1.409;;P;;;;55.000;80;48.500;140;2.520;840;660;2.260
AC;A1;0049;LJ (ZALOŠKA-LITIJSKA);0;1.277;;P;;;;50.000;50;43.150;160;2.790;880;870;2.100
AC;A1;0050;LJ (LITIJSKA-MALENCE);0;3.979;180;O;QLD6;;V Obvoznica;52.847;71;45.514;126;2.985;1.035;847;2.269
AC;A1;0019;LJ(MALENCE - DOLENJSKA C.);0;456;;P;;;;54.000;110;46.910;250;2.590;660;630;2.850
AC;A1;0018;LJ DOLENJSKA - PERUZIJEVA;0;2.110;;P;;;;49.000;120;41.750;210;2.450;730;700;3.040
AC;A1;0018;PERUZIJEVA-BARJANSKA;2.110;3.943;178;O;QLD6;;J Obvoznica;52.069;133;43.431;238;3.680;809;766;3.012
AC;A1;0017;LJ (BARJANSKA - VIČ);0;2.758;;P;;;;56.000;170;48.430;240;2.600;800;660;3.100
AC;A1;0016;LJ (VIČ - KOZARJE);0;794;;P;;;;57.000;210;49.360;180;2.500;900;650;3.200
AC;A1;0051;LJ(KOZARJE)-BREZOVICA;0;2.408;;P;;;;56.500;100;48.090;240;2.070;900;600;4.500
AC;A1;0052;BREZOVICA-VRHNIKA;0;12.424;800;O;QLD3;;CP Ljubljana;41.496;90;33.326;280;2.900;400;600;3.900
AC;A1;0150;PRIKLJ. VRHNIKA;0;1.381;804;O;QLD3;;CP Vrhnika;11.872;32;10.384;54;857;198;117;230
AC;A1;0053;VRHNIKA-LOGATEC;0;8.279;;P;;;;33.500;90;26.990;240;1.310;310;570;3.990
AC;A1;0151;PRIKLJ. LOGATEC;0;2.480;805;O;QLD3;;CP Logatec;4.144;39;3.451;57;245;119;80;153
AC;A1;0054;LOGATEC-UNEC;0;10.422;;P;;;;31.700;65;25.629;180;1.040;320;450;4.016
AC;A1;0152;PRIKLJ. UNEC;0;404;824;O;QLD3;;CP Unec-LJ;3.308;11;2.958;19;100;159;12;49
AC;A1;0152;PRIKLJ. UNEC;404;788;825;O;QLD3;;CP Unec-KP;1.045;3;825;9;45;116;9;38
AC;A1;0055;UNEC-POSTOJNA;0;11.375;822;O;QLD6;;Ravbarkomanda AC;29.104;85;21.999;243;1.933;366;473;4.005
AC;A1;0153;PRIKLJ. POSTOJNA;0;900;826;O;QLD3;;CP Postojna-LJ;6.521;44;5.486;80;195;162;229;325
AC;A1;0153;PRIKLJ. POSTOJNA;900;1.178;827;O;QLD3;;CP Postojna-KP;1.619;12;1.399;20;48;70;41;29
AC;A1;0056;POSTOJNA-RAZDRTO;0;11.182;;P;;;;24.000;74;17.639;263;1.839;259;225;3.700
AC;A1;0197;PRIKLJ. RAZDRTO;0;250;828;O;QLD6;;CP Razdrto-LJ;283;1;205;1;12;6;15;43
AC;A1;0197;PRIKLJ. RAZDRTO;250;698;829;O;QLD6;;CP Razdrto-KP;228;1;197;1;8;3;4;14
AC;A1;0057;RAZDRTO - SENOŽEČE;0;5.458;;P;;;;19.800;55;15.825;150;960;170;170;2.470
AC;A1;0155;PRIKLJ. SENOŽEČE;0;1.680;818;O;QLD6;;CP Senožeče;1.234;2;973;4;82;30;29;114
AC;A1;0058;SENOŽEČE -  GABRK;0;4.384;812;O;QLD6;;Čebulovica AC;18.957;54;15.121;169;1.212;180;161;2.060
AC;A1;0059;GABRK - DIVAČA;0;2.873;;P;;;;15.000;35;12.895;80;560;170;150;1.110
AC;A1;0157;PRIKLJ. DIVAČA;0;2.079;817;O;QLD6;;CP Divača;1.157;3;1.019;13;73;18;10;21
AC;A1;0060;DIVAČA-KOZINA;0;7.151;;P;;;;14.243;48;12.318;101;867;123;111;675
AC;A1;0158;PRIKLJ. KOZINA;0;700;821;O;QLD6;;CP Kozina-LJ;1.572;7;1.172;15;126;25;19;208
AC;A1;0158;PRIKLJ. KOZINA;700;2.195;823;O;QLD6;;CP Kozina-KP;949;5;808;4;73;13;10;36
AC;A1;0061;KOZINA-KASTELEC;0;8.470;820;O;QLD6;;CP Videž;13.620;46;11.954;90;814;111;102;503
AC;A1;0061;KASTELEC-ČRNI KAL;8.470;11.818;;P;;;;17.500;50;15.100;100;890;230;230;900
AC;A1;0062;ČRNI KAL - SRMIN;0;7.116;803;O;QLD6;;Dekani AC;17.724;78;14.981;94;1.109;244;342;876
AC;A2;0001;MP KARAVANKE-HRUŠICA;0;5.361;673;O;QLD6;;MP Karavanke;6.238;24;4.961;114;448;34;46;611
AC;A2;0002;HRUŠICA-LIPCE;0;7.154;;P;;;;14.800;100;12.840;90;770;140;150;710
AC;A2;0003;LIPCE-LESCE;0;6.298;646;O;QLD6;;Lipce AC;17.125;84;14.601;153;1.179;180;183;745
AC;A2;0103;ZAČASNI PRIKLJ. VRBA;0;382;;P;;;;17.125;84;14.601;153;1.179;180;183;745
AC;A2;1498;ZAČASNI PRIKLJUČEK LEŠNICA;0;76;;P;;;;26.600;14;23.266;290;1.570;330;280;850
AC;A2;0005;(BREZJE) LEŠNICA-PODTABOR;0;1.102;;P;;;;26.600;14;23.266;290;1.570;330;280;850
AC;A2;0006;PODTABOR-KRANJ Z;0;7.313;647;O;QLD6;;Naklo AC;32.368;126;28.314;295;2.047;380;324;882
AC;A2;0007;KRANJ Z-KRANJ V;0;5.674;;P;;;;23.000;110;19.990;170;1.530;350;250;600
AC;A2;0008;KRANJ V - BRNIK;0;3.900;;P;;;;19.500;35;17.095;130;1.290;250;200;500
AC;A2;0009;BRNIK - VODICE;0;5.246;850;O;QLD3;;CP Torovo;19.371;79;17.046;187;1.159;145;155;600
AC;A2;0010;VODICE -LJ( ŠMARTNO);0;6.968;853;O;QLD6;;Povodje AC;29.318;82;26.200;193;1.740;219;247;637
AC;A2;0011;LJ(ŠMARTNO -  BROD);0;2.374;;P;;;;30.000;120;26.470;200;2.060;270;180;700
AC;A2;0012;LJ(BROD-ŠENTVID);0;879;;P;;;;26.900;90;24.170;150;1.360;260;170;700
AC;A2;0014;LJ(KOSEZE - BRDO);0;1.859;170;O;QLD6;;Z Obvoznica;66.710;244;58.322;242;3.764;1.030;868;2.240
AC;A2;0015;LJ BRDO - KOZARJE;0;2.392;855;O;QLD6;;Bokalce AC;55.193;43;47.303;187;3.874;742;1.005;2.039
AC;A2;0020;LJ(MALENCE)-ŠMARJE-SAP;0;6.296;645;O;QLD6;;Šmarje Sap AC;42.427;69;36.734;234;2.573;519;531;1.767
AC;A2;0021;ŠMARJE SAP-CIKAVA;0;1.780;;P;;;;45.000;70;39.120;260;2.350;700;600;1.900
AC;A2;0021;CIKAVA-GROSUPLJE;1.780;3.873;;P;;;;35.200;60;29.630;250;2.240;560;560;1.900
AC;A2;0022;GROSUPLJE-VIŠNJA GORA;0;7.500;;P;;;;30.000;50;25.433;204;2.000;372;395;1.546
AC;A2;0022;VIŠNJA GORA-IVANČNA GORICA;7.500;13.061;601;O;QLD6;;Višnja Gora AC;28.632;50;24.167;204;1.898;372;395;1.546
AC;A2;0023;IVANČNA GORICA-BIČ;0;6.889;870;O;QLD6;;CP Dob;16.052;21;13.237;221;920;180;179;1.294
AC;A2;0072;BIČ-KORENITKA (TREBNJE);0;6.909;;P;;;;20.000;30;16.520;220;1.200;250;200;1.580
AC;A2;0026;KRONOVO - DOBRUŠKA VAS;0;4.934;602;O;QLD6;;Draga AC;15.946;30;12.939;183;1.031;233;268;1.262
AC;A2;0027;DOBRUŠKA VAS - SMEDNIK;0;5.900;;P;;;;15.500;30;13.060;140;660;180;210;1.220
AC;A2;0027;SMEDNIK - DRNOVO;5.900;13.654;871;O;QLD6;;CP Drnovo;13.075;23;10.383;183;770;218;309;1.189
AC;A2;0418;PRIKLJ. DRNOVO;0;2.300;873;O;QLD6;;CP Krško-NM;4.040;10;3.094;20;303;135;218;260
AC;A2;0418;PRIKLJ. DRNOVO;2.300;2.844;874;O;QLD6;;CP Krško-Čatež;932;3;783;8;46;11;13;68
AC;A2;0028;DRNOVO - BREŽICE;0;11.717;;P;;;;9.967;16;8.072;171;513;94;104;997
AC;A2;0029;BREŽICE - OBREŽJE;0;7.850;512;O;QLD6;;Čatež AC;11.154;19;9.235;150;567;76;92;1.015
AC;A2;0029;OBREŽJE - MP OBREŽJE;7.850;8.534;511;O;QLD6;;MP Obrežje;8.027;28;6.557;150;287;45;58;902
AC;A3;0068;GABRK-SEŽANA V;0;7.977;813;O;QLD3;;CP Dane;7.391;35;4.801;110;585;65;75;1.720
AC;A3;0069;SEŽANA V - SEŽANA Z;0;2.698;;P;;;;6.600;12;4.278;80;280;50;70;1.830
AC;A3;0070;SEŽANA Z - FERNETIČI;0;1.270;863;O;QLD6;;Sežana AC;6.086;5;4.202;75;278;44;54;1.428
AC;A3;0070;FERNETIČI-MP FERNETIČI;1.270;1.571;653;O;QLD6;;MP Fernetiči;9.221;18;6.523;78;375;73;91;2.063
AC;A3;0486;PRIKLJ. FERNETIČI;0;643;864;O;QLD6;;Priključek Fernetiči;3.349;11;3.064;10;107;26;28;103
AC;A5;0810;VUČJA VAS-MURSKA SOBOTA;0;6.212;841;O;QLD6;;Vučja vas AC;4.562;13;1.992;19;188;86;168;2.096
AC;A5;0811;MURSKA SOBOTA-LIPOVCI;0;3.798;;P;;;;4.500;16;1.837;85;249;85;132;2.096
HC;H1;1462;ČRNIVEC-LEŠNICA;0;4.642;50;O;QLD6;;Lešnica;26.543;103;23.192;270;1.567;300;237;874
HC;H1;0220;PLUSKA-TREBNJE;0;3.505;55;O;QLD5;;Trebnje 2;19.985;34;16.249;250;1.259;282;420;1.491
HC;H1;0221;TREBNJE-KARTELJEVO;0;14.730;634;O;QLD6;;Trebnje;17.745;33;14.458;185;1.120;214;319;1.416
HC;H1;0222;KARTELJEVO-MAČKOVEC;0;4.025;;P;;;;10.100;2;8.278;90;550;110;170;900
HC;H1;0223;MAČKOVEC-OTOČEC;0;4.200;;P;;;;17.000;25;14.435;100;550;400;300;1.190
HC;H1;0224;OTOČEC-KRONOVO;0;3.051;;P;;;;15.700;25;13.085;160;710;250;300;1.170
HC;H2;0032;PESNICA-MARIBOR;0;4.588;16;O;QLD6;;Meljska HC;33.796;101;27.188;231;1.888;462;460;3.466
HC;H2;0033;MB(MELJSKA)-POBREŽJE;0;1.470;;P;;;;46.000;100;39.670;200;1.730;430;470;3.400
HC;H2;0033;POBREŽJE-MB(TEZNO);1.470;2.634;15;O;QLD6;;Maribor HC;47.717;104;40.107;284;2.313;639;664;3.606
HC;H3;0085;LJ(ZADOBROVA-ŠMARTINSKA);0;1.511;179;O;QLD6;;SV Obvoznica;61.102;95;54.121;115;3.396;759;964;1.652
HC;H3;0086;LJ(ŠMARTINSKA-TOMAČEVO);0;2.084;;P;;;;66.000;110;58.520;120;3.450;1.120;850;1.830
HC;H3;0088;LJ(TOMAČEVO - DUNAJSKA);0;1.238;;P;;;;70.000;130;62.630;140;3.550;1.220;710;1.620
HC;H3;0089;LJ(DUNAJSKA - CELOVŠKA);0;2.654;174;O;QLD6;;S Obvoznica;57.685;102;50.888;93;3.295;748;879;1.680
HC;H3;0090;LJ(CELOVŠKA - KOSEZE);0;1.900;199;O;QLD6;;Dravlje HC;60.695;42;52.759;187;4.026;814;888;1.979
HC;H4;1500;ZAČASNI PRIKLJ. PODNANOS;0;194;;P;;;;7.400;30;4.820;60;450;180;240;1.620
HC;H4;0374;(RAZDRTO) PODNANOS - VIPAVA;0;2.316;;P;;;;7.400;30;4.820;60;450;180;240;1.620
HC;H4;0375;VIPAVA-AJDOVŠČINA;0;6.763;;P;;;;10.000;30;7.495;45;370;180;230;1.650
HC;H4;0376;AJDOVŠČINA-SELO;0;9.174;635;O;QLD6;;Ajdovščina HC;11.227;22;8.487;29;689;254;249;1.497
HC;H4;0378;SELO - VOGRSKO;0;6.726;816;O;QLD6;;Selo HC;10.644;22;7.992;55;699;202;178;1.496
HC;H4;0379;VOGRSKO-ŠEMPETER;0;4.776;815;O;QLD3;;CP Bazara;3.148;9;1.820;58;272;30;11;948
HC;H4;0380;ŠEMPETER-MP VRTOJBA;0;2.238;671;O;QLD3;;MP Vrtojba;5.173;6;4.548;46;573;0;0;0
HC;H4;1467;KAMIONSKA C. VRTOJBA;0;2.148;671;B;QLD3;;MP Vrtojba;1.754;0;0;0;0;74;95;1.585
HC;H5;0388;MP ŠKOFIJE - PLAVJE;0;560;651;O;QLD3;;MP Škofije;11.510;143;10.327;90;559;73;53;265
HC;H5;0388;PLAVJE-ŠKOFIJE;560;2.120;860;O;QLD6;;Škofije HC;10.918;79;9.936;61;461;71;47;263
HC;H5;0388;ŠKOFIJE-SERMIN;2.120;4.156;;P;;;;18.500;160;16.790;100;900;160;150;240
HC;H5;0456;PRIKLJ. PLAVJE;0;100;861;O;QLD6;;PR Škofije-KP;521;1;483;1;24;5;3;4
HC;H5;0456;PRIKLJ. PLAVJE;100;129;862;O;QLD6;;PR Škofije-MP;1.606;12;1.520;15;37;11;3;8
HC;H5;0236;SERMINI-BERTOKI;0;1.129;;P;;;;44.000;330;39.470;250;2.000;450;450;1.050
HC;H5;0237;BERTOKI-KP(ŠKOCJAN);0;2.548;11;O;QLD6;;Bertoki AC;47.599;303;42.950;238;2.293;507;405;903
G1;1;0240;MP VIČ-DRAVOGRAD;0;3.590;663;O;QLD6;;MP Vič;1.475;34;1.150;7;75;18;23;168
G1;1;0241;DRAVOGRAD-RADLJE;0;16.358;60;O;QLD6;;Gortina;7.118;54;6.163;58;410;125;108;200
G1;1;0242;RADLJE;0;2.350;;P;;;;8.500;36;7.536;82;408;150;102;186
G1;1;0243;RADLJE-BREZNO;0;9.068;605;O;QLD3;;Brezno;4.653;29;3.952;55;301;101;82;133
G1;1;0244;BREZNO-RUTA;0;9.569;;P;;;;5.100;20;4.390;59;286;110;90;145
G1;1;0245;RUTA-SELNICA;0;10.500;600;O;QLD6_selitev;;Zgornji Boč;4.818;41;4.088;55;294;98;87;155
G1;1;0245;SELNICA-MB(OTOK);10.500;20.120;61;O;QLD6;;Brestrnica;9.043;48;8.061;78;386;137;140;193
G1;1;0245;MB(OTOK)-MB(KOROŠKI MOST);20.120;20.688;;P;;;;15.000;35;13.750;125;500;260;170;160
G1;1;0326;MB (KOR. MOST - C. PROLETARSKI;0;2.014;18;O;QLD6;;MB Koroški most;24.089;32;22.447;50;901;210;216;233
G1;1;0364;MB (C. PROLETARSKIH BRIGAD - T;0;2.227;;P;;;;30.000;80;27.130;160;950;450;290;940
G1;1;0246;MB(TRŽAŠKA-MIKLAVŽ);0;3.532;19;O;QLD6;;MB Ptujska;29.553;42;25.899;239;1.480;346;355;1.192
G1;1;1400;MB AC-MIKLAVŽ;0;3.000;;P;;;Miklavž sever;22.891;80;19.602;270;1.200;330;310;1.100
G1;1;1400;MIKLAVŽ-HAJDINA;3.000;17.291;606;O;QLD6;;Starše;17.238;39;14.840;190;812;178;166;1.013
G1;2;1290;SL.BISTRICA-PRAGERSKI GRAD;0;3.520;196;O;QLD6;;Devina;8.694;31;7.164;34;553;216;230;466
G1;2;1290;PRAGERSKI GRAD-PRAGERSKO;3.520;6.500;;P;;;;2.400;3;2.187;5;60;25;20;100
G1;2;1290;PRAGERSKO-ŠIKOLE;6.500;10.164;;P;;;;1.500;1;1.295;4;85;25;40;50
;;0392;PRAGERSKO-ŠIKOLE;0;4.960;641;O;QLD6;;Šikole 2;5.899;27;4.531;28;485;157;224;447
G1;2;0393;ŠIKOLE-KIDRIČEVO;0;6.850;;P;;;;8.900;35;7.430;35;470;210;240;480
G1;2;0393;KIDRIČEVO-HAJDINA;6.850;9.924;639;O;QLD6;04x1;Zgornja Hajdina;11.935;40;10.146;66;658;280;253;492
G1;2;0247;HAJDINA-PTUJ;0;2.070;637;O;QLD6;;Ptuj Zahod;19.793;59;17.014;151;1.001;397;403;768
G1;2;0248;PTUJ;0;1.025;;P;;;;28.000;55;25.070;250;1.000;545;290;790
G1;2;0249;PTUJ-SPUHLJA;0;3.020;638;O;QLD6;;Ptuj Vzhod;12.073;44;10.338;104;617;183;227;560
G1;2;0250;SPUHLJA-GORIŠNICA;0;8.030;;P;;;;7.000;35;5.915;60;390;130;150;320
G1;2;0250;GORIŠNICA-ORMOŽ;8.030;17.688;62;O;QLD6;;Cvetkovci;6.154;33;5.162;40;368;111;141;299
G1;2;0398;ORMOŽ Z - ORMOŽ V;0;3.020;;P;;;;4.800;215;3.734;40;268;130;93;320
G1;2;1313;ORMOŽ-SREDIŠČE OB DRAVI;0;9.000;355;O;QLD6;;Grabe;2.700;20;2.359;13;116;37;40;115
G1;2;1313;SREDIŠČE OB DRAVI - MP SRED.;9.000;11.865;522;O;QLD3;;MP Središče ob Dravi;934;5;651;9;99;30;30;110
G1;3;0314;PESNICA-LENART;0;14.294;84;O;QLD6;;Močna;15.013;41;11.408;130;753;246;270;2.165
G1;3;0315;LENART-GORNJA RADGONA;0;17.558;85;O;QLD6;;Ihova;8.594;30;5.346;87;513;166;276;2.176
G1;3;0316;GORNJA RADGONA;0;1.942;;P;;;;12.800;35;9.435;140;530;190;270;2.200
G1;3;0366;GORNJA RADGONA-RADENCI;0;5.640;86;O;QLD6;;Šratovci;11.616;43;8.176;120;600;189;268;2.220
G1;3;1164;RADENCI;0;374;;P;;;;8.500;20;5.700;70;330;165;115;2.100
G1;3;1308;RADENCI-VUČJA VAS;0;7.796;352;O;QLD6;;Radenci;6.573;31;3.862;47;276;105;142;2.110
G1;3;1397;LIPOVCI-BRATONCI;0;1.485;146;O;QLD6;;Lipovci;14.646;33;11.523;114;517;206;188;2.065
G1;3;0320;BRATONCI-BELTINCI;0;2.250;;P;;;;10.500;15;7.520;160;430;270;105;2.000
G1;3;0321;BELTINCI-ČRENŠOVCI;0;5.800;87;O;QLD6_selitev;;Odranci;6.454;18;3.991;50;239;83;117;1.956
G1;3;0369;ČRENŠOVCI;0;420;;P;;;;6.900;25;4.205;80;320;190;120;1.960
G1;3;0322;ČRENŠOVCI-D.LAKOŠ;0;14.050;88;O;QLD6;;Hotiza;6.617;16;3.857;58;285;119;137;2.145
G1;3;0815;D.LAKOŠ-RONDO DOLGA VAS;0;4.670;685;O;QLD6;;Lendavska obvoznica;3.987;12;1.559;19;114;49;104;2.130
G1;3;1453;DOLGA VAS-MP DOLGA VAS;0;2.520;141;O;QLD3;;MP Dolga vas;4.273;9;1.918;7;53;71;92;2.123
G1;4;1257;DRAVOGRAD-OTIŠKI VRH;0;1.370;;P;;;;12.500;75;11.050;115;550;290;170;250
G1;4;1258;OTIŠKI VRH-SL.GRADEC;0;9.170;131;O;QLD6;;Bukovska vas;9.999;60;8.602;72;549;153;245;318
G1;4;1445;SL.GRADEC;0;1.910;;P;;;;12.000;99;10.500;100;612;245;184;260
G1;4;1259;SL.GRADEC-LUŽNIK;0;6.600;329;O;QLD6;;Šmartno SG;11.706;71;10.301;77;602;205;171;279
G1;4;1259;LUŽNIK-ZG.DOLIČ;6.600;13.072;621;O;QLD6;;Mislinja;8.347;58;7.074;71;496;189;176;283
G1;4;1260;ZG.DOLIČ-VELENJE;0;11.375;315;O;QLD6;;Paka;8.228;5;7.038;66;502;129;219;269
G1;4;1261;VELENJE-ČRNOVA;0;7.427;132;O;QLD6;;Črnova;16.061;63;14.084;98;876;264;244;432
G1;4;1262;ČRNOVA-ARJA VAS;0;7.014;133;O;QLD6;;Velika Pirešica;12.926;50;10.783;87;769;347;392;498
G1;5;1401;PRIKLJUČEK CELJE ZAHOD-MEDLOG;0;3.613;689;O;QLD6;;Medlog;4.935;11;4.331;20;271;112;100;90
G1;5;0370;MEDLOG - CELJE;0;3.242;;P;;;;15.000;180;13.020;90;1.310;140;70;190
G1;5;0328;CELJE-CE(POLULE);0;2.000;;P;;;;18.000;60;16.060;80;750;390;240;420
G1;5;0328;CE(POLULE)-LAŠKO;2.000;11.000;90;O;QLD6;;Košnica;13.217;55;11.564;52;689;214;241;402
G1;5;0328;LAŠKO-ŠMARJETA;11.000;17.325;;P;;;;9.200;30;8.155;45;400;190;120;260
G1;5;0329;ŠMARJETA-RIMSKE TOPLICE;0;1.050;91;O;QLD6;;Rimske Toplice;6.319;30;5.306;48;374;138;152;271
G1;5;0330;RIM.TOPLICE-ZIDANI MOST;0;6.750;;P;;;;6.000;30;5.150;45;290;165;120;200
G1;5;0331;ZIDANI MOST-RADEČE;0;2.997;92;O;QLD5;04x4;Radeče;6.682;40;5.621;30;396;176;193;226
G1;5;0360;RADEČE;0;520;;P;;;;7.000;26;5.879;40;520;185;120;230
G1;5;0332;RADEČE-BOŠTANJ;0;11.196;101;O;QLD3;;Vrhovo;4.849;47;3.947;31;338;150;113;223
G1;5;0333;BOŠTANJ;0;790;;P;;;;4.800;20;3.925;25;280;160;110;280
G1;5;0334;BOŠTANJ-IMPOLJCA;0;4.490;;P;;;;5.700;35;4.670;25;380;180;130;280
G1;5;0335;IMPOLJCA-BRESTANICA;0;9.790;630;O;QLD6_selitev;;Log pri Sevnici;4.486;26;3.650;30;300;111;130;239
G1;5;0361;BRESTANICA-KRŠKO;0;3.900;103;O;QLD6_selitev;;Krško;8.913;33;7.627;62;439;197;245;310
G1;5;0336;KRŠKO-LESKOVEC;0;2.620;95;O;QLD6;;Žadovinek;9.869;39;8.509;44;538;196;201;342
G1;5;0336;LESKOVEC-DRNOVO;2.620;4.925;;P;;;;7.000;35;5.885;40;400;150;190;300
G1;6;0338;POSTOJNA-PIVKA;0;10.260;82;O;QLD6;;Prestranek;10.766;85;9.594;85;502;152;111;237
G1;6;0339;PIVKA-RIBNICA;0;9.945;615;O;QLD6;;Ribnica;3.319;52;2.795;39;198;42;45;148
G1;6;0340;RIBNICA-PREM;0;4.215;;P;;;;3.500;45;2.895;40;190;80;50;200
G1;6;0341;PREM-IL.BISTRICA;0;6.210;;P;;;;3.500;50;2.835;50;220;90;55;200
G1;6;0342;IL.BISTRICA;0;1.160;;P;;;;6.500;30;5.865;65;230;95;35;180
G1;6;0363;IL.BISTRICA;0;1.470;;P;;;;11.000;30;10.365;70;230;90;35;180
G1;6;0343;IL.BISTRICA-JELŠANE;0;8.500;83;O;QLD6;;Koseze;4.000;74;3.364;60;271;69;31;131
G1;6;0343;JELŠANE - MP JELŠANE;8.500;9.961;504;O;QLD6;;MP Jelšane;3.863;65;3.395;46;176;43;19;119
G1;7;0356;MP STAROD-PODGRAD;0;6.561;503;O;QLD3;;MP Starod;4.113;57;3.678;40;25;45;22;246
G1;7;0355;PODGRAD-OBROV;0;5.900;;P;;;;6.300;65;5.435;50;180;150;50;370
G1;7;0354;OBROV-KOZINA;0;14.500;604;O;QLD6;;Gradišče;6.542;75;5.546;59;307;77;49;429
G1;7;0353;KOZINA-MP KOZINA;0;3.340;652;O;QLD6;;MP Kozina;5.276;72;4.462;44;241;48;34;375
G1;8;0207;VRBA-LESCE;0;1.407;;P;;;;22.000;101;19.320;172;1.287;340;206;574
G1;8;0208;LESCE-RADOVLJICA;0;2.820;;P;;;;22.500;100;19.800;200;1.300;300;250;550
G1;8;0208;RADOVLJICA-ČERNIVEC;2.820;6.480;632;O;QLD6;;Radovljica;26.540;116;23.294;296;1.462;264;276;832
G1;8;0213;LJ(ŠENTVID - OBVOZNICA);0;2.900;725;O;QLD6;;LJ Celovška Dravlje;59.385;152;53.280;773;2.821;615;628;1.116
G1;9;0352;HAJDINA-JUROVCI;0;6.040;;P;;;;10.900;27;9.238;165;520;100;80;770
G1;9;0362;JUROVCI;0;1.000;;P;;;;10.700;28;9.162;150;430;90;60;780
G1;9;0351;JUROVCI-PODLEHNIK;0;4.200;682;O;QLD6;;Jurovci;9.873;25;8.401;112;466;68;54;747
G1;9;0351;PODLEHNIK - MP GRUŠKOVJE;4.200;11.052;518;O;QLD6;; Gruškovje;7.835;30;6.485;100;400;90;50;680
G1;11;1062;KOPER-ŠMARJE;0;6.000;149;O;QLD6_selitev;;Koper;12.931;127;11.920;50;567;120;61;86
G1;11;1062;ŠMARJE-DRAGONJA;6.000;13.650;150;O;QLD6;;Pesjanci;8.494;128;7.770;44;388;54;34;76
G1;11;1062;DRAGONJA-MP DRAGONJA;13.650;14.665;14;O;QLD3;;MP Dragonja;6.232;40;5.885;10;222;13;9;53
G1;11;1475;SLAVČEK- KOPER;0;700;;P;;;;31.000;100;27.145;170;1.485;600;700;800
G1;11;1475;KOPER-LUKA KOPER;700;2.275;;P;;;;9.000;40;6.318;190;802;300;650;700
G1;12;0344;RAZDRTO;0;50;819;O;QLD6;;CP Nanos;6.221;12;3.937;60;441;145;150;1.476
G1;12;0344;RAZDRTO-PODNANOS;50;10.377;644;O;QLD6;;Podgrič;7.462;37;4.806;52;491;204;249;1.623
G2;101;0232;MP LJUBELJ-BISTRICA(TRŽIČ);0;12.500;660;O;QLD6;;MP Ljubelj;1.829;48;1.676;10;78;9;6;2
G2;101;0231;BISTRICA(TRŽIČ)-ZVIRČE;0;3.280;3;O;QLD6;;Kovor;8.396;46;7.727;22;407;85;68;41
G2;101;0230;ZVIRČE-PODTABOR;0;1.455;;P;;;;8.400;45;7.730;25;400;95;65;40
G2;102;1031;MP ROBIČ-STARO SELO;0;5.630;655;O;QLD3;05x1;MP Robič;893;0;882;4;4;3;0;0
G2;102;1030;STARO SELO-KOBARID;0;3.320;212;O;;05x1;Kobarid;1.928;24;1.765;10;62;33;26;8
G2;102;1005;KOBARID-IDRSKO;0;2.200;679;O;QLD5;;Idrsko;3.984;101;3.506;20;204;65;55;33
G2;102;1006;IDRSKO-PRŠETI;0;11.715;97;O;;04x4;Idrsko;3.580;150;2.930;30;270;120;35;45
G2;102;1040;PERŠETI-MOST NA SOČI;0;7.334;405;O;QLD6;;Prapetno;4.300;63;3.844;25;197;79;64;28
G2;102;1039;MOST NA SOČI-BAČA;0;2.205;;P;;;;3.500;22;3.068;35;200;85;60;30
G2;102;1038;BAČA-DOL. TREBUŠA;0;8.550;104;O;;03x4;Idrija pri Bači;3.000;53;2.647;34;100;91;41;34
G2;102;1037;DOL TREBUŠA-ŽELIN;0;13.118;406;O;QLD5;;Stopnik;1.575;41;1.296;17;100;42;46;33
G2;102;1036;ŽELIN-SPODNJA IDRIJA(MAROF);0;11.300;447;O;;03x4;Želin 3;2.500;27;2.140;40;162;64;30;37
G2;102;1035;SPODNJA IDRIJA;0;1.900;;P;;;;3.000;22;2.634;34;160;75;30;45
