Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip   štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov.  < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci;Dnevni NOO;Tip
R3;724;5693;HODOŠ - DOMANJŠEVCI;0;5.055;720;Krplivnik;R 11x4;150;1;131;0;14;2;2;0;0;1;PLDP
R3;724;5694;DOMANJŠEVCI ;0;1.060;;;P;100;0;95;1;2;1;1;0;0;1;PLDP
R3;724;5661;DOMANJŠEVCI - BERKOVCI;0;3.770;;;P;100;0;95;1;2;1;1;0;0;1;PLDP
R3;724;4210;BERKOVCI - KOBILJE;0;12.943;721;Motvarjevci;R 11x4;360;2;310;5;35;5;3;0;0;5;PLDP
R3;725;5672;MARTJANCI - SEBEBORCI;0;3.167;43;Sebeborci;R 11x4;1.760;20;1.632;9;71;16;10;1;1;13;PLDP
R3;725;5677;SEBEBORCI - TRAKŠAROV BREG;0;3.973;712;Andrejci;R 11x4;1.000;8;926;6;50;7;3;0;0;5;PLDP
R3;725;5678;TRAKŠAROV BREG -  FOKOVCI;0;440;;;P;490;3;453;5;21;8;0;0;0;4;PLDP
R3;725;5668;FOKOVCI - PROSENJAKOVCI;0;7.693;492;Fokovci;R 07x1;850;10;782;9;38;8;1;1;1;7;PLDP
R3;726;1321;RENKOVCI - ČRENŠOVCI;0;8.219;359;Turnišče;QLTC10;2.934;17;2.646;24;164;24;31;9;19;48;PLDP
R3;726;1322;ČRENŠOVCI - RAZKRIŽJE;0;6.210;360;Sr. Bistrica;QLD5;2.238;31;1.948;13;130;46;37;5;28;54;PLDP
R3;726;1324;STROČJA VAS - PAVLOVCI;0;13.355;140;Miklavž pri Ormožu;QLD5;884;16;776;6;51;16;17;1;1;16;PLDP
R3;727;1326;RAZKRIŽJE - MEJA RH;0;475;;;P;450;2;438;0;10;0;0;0;0;0;PLDP
R3;728;1148;ŠKOFLJICA - IG;0;5.325;161;Ig;QLTC10;3.897;43;3.458;3;310;32;32;10;9;36;PLDP
R3;728;4815;IG - IŠKA VAS;0;3.800;;;P;1.500;20;1.396;27;45;5;7;0;0;16;PLDP
R3;728;4815;IŠKA VAS - KRIM;3.800;14.000;;;P;80;1;70;2;5;2;0;0;0;1;PLDP
R3;728;4815;KRIM - RAKITNA;14.000;19.440;158;Rakitna;R 09x4;40;1;36;1;1;1;0;0;0;1;PLDP
R3;729;4206;HOTIZA - VELIKA POLANA;0;3.317;47;Velika Polana;R 07x4;880;16;778;10;46;22;5;1;2;13;PLDP
R3;729;4207;VELIKA POLANA - LIPA-BELTINCI;0;8.781;46;Beltinci;QLD5;1.561;13;1.442;19;58;14;11;3;1;19;PLDP
R3;730;4104;ŽICE - SV. ANA-ZG. ŠČAVNICA;0;5.835;30;Sveta Ana;R 11x4;1.190;12;1.104;14;45;9;5;1;0;11;PLDP
R3;730;4105;ZG.ŠČAVNICA - DRAŽEN VRH;0;2.235;;;P;150;0;141;2;3;2;1;1;0;2;PLDP
R3;731;8209;POLZELA - PARIŽLJE;0;1.050;;;P;2.300;20;2.120;30;78;17;20;5;10;36;PLDP
R3;731;8209;PARIŽLJE - BRASLOVČE-M.BRASLOVČE;1.050;3.919;94;Braslovče;R 11x4;2.210;15;2.032;27;101;18;11;3;3;24;PLDP
R3;732;8215;PONDOR - TABOR;0;2.388;65;Pondor;R 11x4;420;6;368;10;29;5;2;0;0;6;PLDP
R3;732;8259;TABOR - OJSTRIŠKA VAS-KAPLA;0;1.645;;;P;300;1;267;2;12;11;5;1;1;7;PLDP
R3;733;5831;VAVTA VAS - DOL.TOPLICE;0;4.560;298;Dolenjske Toplice;QLD6;4.062;15;3.712;38;251;22;17;2;5;33;PLDP
R3;733;5831;DOL.TOPLICE - PODTURN;4.560;6.290;;;P;1.900;20;1.618;40;180;15;10;8;9;36;PLDP
R3;734;4123;CERKVENJAK - VITOMARCI;0;5.733;;;P;150;1;131;1;6;4;3;2;2;5;PLDP
R3;734;4121;VITOMARCI - GABRNIK;0;6.397;765;Gradiščak;R 10x4;420;9;360;2;27;15;6;1;0;7;PLDP
R3;735;6314;MUTA - VUZENICA;0;445;;;P;4.200;15;3.775;25;270;55;25;15;20;56;PLDP
R3;737;9017;RAČE - ŠIKOLE;0;5.789;399;Podova;QLD6;2.043;23;1.824;10;125;17;29;7;8;32;PLDP
R3;738;6727;TRŽIŠČE - HOTEMEŽ;0;14.480;788;Šentjanž;R 10x4;800;6;692;1;48;33;19;0;1;17;PLDP
R3;739;6219;JANEŽOVSKI VRH - DESTRNIK;0;2.210;766;Destrnik;R 10x4;560;12;496;10;29;9;2;1;1;8;PLDP
R3;739;6220;DESTRNIK - GOMILCI;0;1.381;;;P;250;5;230;4;10;1;0;0;0;2;PLDP
R3;740;1398;M.SOBOTA(GAJ) - M.SOBOTA;0;2.780;746;Murska Sobota Gaj;QLD*;6.252;48;5.637;66;312;55;51;19;64;116;PLDP
R3;741;1489;ŠKOFIJE MEJNI PREHOD;0;478;;;P;980;6;947;2;20;1;2;1;1;3;PLDP
R3;741;0235;ŠKOFIJE MEJNI PREHOD  -  ŠKOFIJE;0;1.000;;;P;6.400;10;6.335;3;30;10;10;1;1;10;PLDP
R3;741;0235;ŠKOFIJE - R.ŠKOFIJE;1.000;2.055;686;Spodnje Škofije;QLD*;11.714;280;10.718;29;629;29;24;1;4;33;PLDP
R3;741;1487;DEKANI - PRIKLJ. LUKA KOPER;0;2.215;;;P;2.000;10;1.876;60;25;15;10;1;3;36;PLDP
R3;741;3751;BERTOKI – KP (ŠKOCJAN);0;2.417;;;P;6.000;20;5.477;10;450;25;15;1;2;19;PLDP
R3;742;4806;PODPEČ - VNANJE GORICE;0;4.390;691;Notranje Gorice;QLTC8;4.956;74;4.325;70;339;54;45;12;37;94;PLDP
R3;742;4806;VNANJE GORICE - BREZOVICA;4.390;6.911;562;Brezovica 2;QLTC10;8.271;72;7.398;73;548;70;52;19;39;107;PLDP
R3;744;2346;ŠTORE - LAŠKA VAS;0;2.210;786;Kompole;R 10x4;2.000;17;1.813;7;105;40;14;2;2;20;PLDP
R3;744;2346;LAŠKA VAS  -  SVETINA;2.210;8.400;;;P;700;5;655;10;15;10;5;0;0;9;PLDP
R3;744;2346;SVETINA  -  BRSTNIK;8.400;13.600;585;Svetina;R 10x4;280;6;248;4;12;8;1;1;0;4;PLDP
R3;744;2346;BRSTNIK  -  LAŠKO;13.600;16.792;787;Jagoče;R 10x4;780;9;707;0;44;14;6;0;0;6;PLDP
R3;745;4116;JANEŽOVCI - DOLGE NJIVE;0;9.200;767;Drstelja;R 10x4;840;10;750;14;39;25;2;0;0;12;PLDP
R3;745;4118;DOLGE NJIVE - SPODNJI DUPLEK;0;7.520;;;P;900;10;884;0;6;0;0;0;0;0;PLDP
R3;746;2407;STARI TRG - LOŠKI POTOK;0;11.920;;;P;100;5;92;0;3;0;0;0;0;0;PLDP
R3;747;4120;LENART - SVETA TROJICA;0;3.284;597;Sveta Trojica v Slov. Goricah;R 09x4;1.190;16;1.086;5;49;22;8;2;2;13;PLDP
R3;747;2805;SV. TROJICA-COGETINCI - SP.IVANJCI;0;9.498;596;Spodnji Ivanjci - 3;R 09x4;800;14;680;12;47;28;12;6;1;21;PLDP
R3;748;2412;VELIKE LAŠČE - M SLEVICA;0;3.000;;;P;1.000;10;933;3;50;4;0;0;0;2;PLDP
R3;748;2412;M SLEVICA - LUŽARJI;3.000;11.400;;;P;200;5;188;2;5;0;0;0;0;1;PLDP
R3;748;2412;LUŽARJI - NOVA VAS;11.400;18.017;;;P;800;15;751;2;30;2;0;0;0;1;PLDP
R3;749;8616;VOSEK - JUROVSKI DOL;0;8.605;;;P;700;10;414;20;140;40;16;25;35;62;PLDP
R3;749;4109;JUROVSKI DOL - LENART;0;7.164;698;Jurovski Dol;R 09x4;910;23;807;18;33;21;5;1;2;16;PLDP
R3;750;7709;SLOVENSKA VAS - ŠENTRUPERT;0;2.174;;;P;800;5;739;20;20;10;5;0;1;14;PLDP
R3;751;5507;NIZKA - REČICA OB SAVINJI;0;905;;;P;1.700;10;1.310;50;150;60;50;30;40;102;PLDP
R3;752;7206;ARCLIN - LJUBEČNA;0;4.011;740;Ljubečna 2;QLTC10;4.458;55;4.015;13;287;34;41;5;8;41;PLDP
R3;752;1403;LJUBEČNA - BUKOVŽLAK;0;1.887;694;Ljubečna;QLTC10;4.859;25;4.000;5;483;111;82;38;115;161;PLDP
R3;752;7208;BUKOVŽLAK - TEHARJE;0;2.101;;;P;2.150;10;2.078;2;30;15;10;5;0;12;PLDP
R3;753;1544;VOLČE - SOLARJI;0;9.103;12;Orehovje;R 11x4;135;4;121;1;6;1;1;1;0;2;PLDP
R3;754;1493;PLANINA-UNEC;0;4.400;;;P;950;10;926;0;10;2;1;1;0;2;PLDP
RT;901;1001;RATEČE - PLANICA;0;2.000;779;Planica;R 10x4;800;10;719;7;32;28;3;0;1;11;PLDP
RT;902;1019;STRMEC - MANGART;0;11.710;537;Mangart;R 07x1;50;28;22;0;0;0;0;0;0;0;PLDP
RT;903;1021;IDRSKO - LIVEK;0;6.960;39;Livek;R 11x4;170;8;154;0;6;1;1;0;0;1;PLDP
RT;904;1093;JEZERO - ZLATOROG;0;4.200;240;Bohinjsko jezero;R 08x4;1.500;49;1.300;52;81;10;6;1;1;28;PLDP
RT;904;1093;ZLATOROG - SAVICA;4.200;8.090;;;P;270;3;259;6;1;1;0;0;0;3;PLDP
RT;905;1095;GORJE - KRNICA;0;2.160;;;P;2.050;11;1.926;27;49;29;5;1;2;22;PLDP
RT;905;1096;KRNICA - ZATRNIK;0;4.000;236;Krnica;R 11x4;1.240;18;1.179;3;23;9;4;3;1;8;PLDP
RT;905;1096;ZATRNIK - MRZLI STUDENEC;4.000;9.181;5;Mrzli studenec 1;R 11x4;620;22;540;8;34;6;3;4;3;10;PLDP
RT;905;1097;MRZLI STUDENEC - JEREKA;0;16.392;7;Mrzli studenec 2;R 11x4;140;6;124;0;6;1;1;2;0;2;PLDP
RT;906;1100;MRZLI STUD. - RUDNO POLJE;0;6.100;8;Mrzli studenec 3;R 11x4;590;23;512;9;31;5;2;5;3;11;PLDP
RT;907;1101;KRNICA - ZG.RADOVNA;0;11.756;4;Fužine;R 07x1;300;5;280;0;7;6;2;0;0;2;PLDP
RT;907;1102;ZG.RADOVNA - DOVJE;0;6.400;774;Mojstrana;R 10x4;400;2;385;0;6;4;2;1;0;2;PLDP
RT;908;1383;KRAJE - MOJSTRANA;0;2.000;;;P;1.100;10;974;40;40;30;6;0;0;26;PLDP
RT;908;1383;MOJSTRANA - VRATA;2.000;11.600;775;Mojstrana - Vrata;R 10x4;210;6;192;0;6;5;1;0;0;2;PLDP
RT;909;1125;BOH.BISTRICA - VRESJE;0;8.260;253;Nemški Rovt;R 08x4;660;30;586;1;29;2;1;4;7;8;PLDP
RT;909;1128;VRESJE - SORICA;0;9.342;;;P;150;2;139;2;5;2;0;0;0;1;PLDP
RT;909;1129;SORICA - PETROVO BRDO;0;4.250;540;Petrovo brdo 3;R 07x1;200;46;141;0;10;0;3;0;0;2;PLDP
RT;910;1130;SORICA - PODROŠT;0;5.339;541;Spodnja Sorica;R 07x1;430;50;343;13;11;8;0;2;3;10;PLDP
RT;911;1123;RUDNO - ROVTARICA;0;11.510;545;Rudno 3;R 07x1;350;2;314;0;21;3;3;3;4;6;PLDP
RT;911;1124;ROVTARICA - VRESJE;0;7.789;;;P;15;0;13;0;2;0;0;0;0;0;PLDP
RT;912;7302;ZALI LOG - DAVČA;0;7.856;;;P;410;15;384;3;3;3;2;0;0;3;PLDP
RT;912;7350;DAVČA - NOVAKI;0;3.065;;;P;520;10;489;4;10;4;3;0;0;4;PLDP
RT;912;3105;NOVAKI - CERKNO;0;10.153;;;P;720;15;674;6;15;6;4;0;0;6;PLDP
RT;914;1372;POSTOJNA - RAKOV.ŠKOC.;0;4.081;;;P;1.500;21;1.226;44;119;68;12;4;6;45;PLDP
RT;914;2402;RAKOV ŠKOCJAN - PODSKRAJNIK;0;7.085;152;Zelše;R 09x4;160;6;138;1;8;5;1;1;0;3;PLDP
RT;915;0363;IL.BISTRICA (DO PODGRAJSKE UL.);0;182;;;P;10.000;110;9.120;75;550;75;20;20;30;88;PLDP
RT;915;1376;IL.BISTRICA - GRDA DRAGA;0;21.260;519;Ilirska Bistrica;R 11x4;700;10;567;1;49;19;44;8;2;32;PLDP
RT;915;2427;GRDA DRAGA -  PUDOB;0;28.100;498;Kozarišče;R 08x1;70;6;59;0;0;0;0;2;3;3;PLDP
RT;916;3653;DRAGARJI - MEDVEDJEK-DRAGA;0;17.209;;;P;30;1;26;1;2;0;0;0;0;0;PLDP
RT;917;3602;KOČEVJE - ŽELJNE;0;2.923;;;P;820;2;764;2;30;10;10;1;1;9;PLDP
RT;917;3621;ŽELJNE - ROG-BAZA-PODTURN;0;28.884;467;Željne;R 09x1;360;3;331;0;18;5;0;3;0;3;PLDP
RT;918;3652;KOT - GRGELJ;0;12.314;588;Dol pri Pregradu;R 08x1;200;10;178;1;11;0;0;0;0;0;PLDP
RT;918;3617;GRGELJ - FARA;0;11.100;749;Fara;R 09x1;80;6;70;0;4;0;0;0;0;0;PLDP
RT;919;1341;PODZEMELJ - DOLENJCI;0;9.450;372;Krasinec;R 09x4;940;5;880;5;31;15;2;1;1;7;PLDP
RT;919;1466;ŽUNIČI - VINICA;0;10.340;373;Vinica 1;R 09x4;620;10;549;10;27;22;1;0;1;10;PLDP
RT;919;1343;VINICA - STARI TRG;0;20.220;374;Vinica 2;R 05x1;200;5;184;5;6;0;0;0;0;2;PLDP
RT;920;5899;GABRJE - TRDINOV VRH;0;11.279;;;P;30;1;27;0;1;0;1;0;0;1;PLDP
RT;921;4306;KANDRŠE - VAČE-SP.HOTIČ;0;7.616;181;Vače;R 08x4;810;14;736;3;43;8;5;0;1;6;PLDP
RT;923;1087;STAHOVICA - KAM.BISTRICA;0;8.210;780;Kamniška Bistrica;R 10x4;515;14;465;8;20;5;2;0;1;6;PLDP
RT;924;3559;PODLOM - KR.RAK;0;4.540;169;Kališe;R 08x4;360;4;336;0;15;2;2;0;1;2;PLDP
RT;924;3559;KR.RAK - LUČE;4.540;15.971;;;P;300;2;287;0;7;4;0;0;0;1;PLDP
RT;926;5501;SOLČAVA - PODOLŠEVA-SLEME;0;10.425;;;P;40;0;36;1;1;1;1;0;0;1;PLDP
RT;926;6519;SLEME - KOPRIVNA;0;5.917;;;P;50;0;44;1;2;1;2;0;0;2;PLDP
RT;926;6506;KOPRIVNA - ČRNA;0;7.980;477;Pristava;R 08x4;350;4;314;4;11;6;8;1;2;9;PLDP
RT;927;5502;ŽIBOVT - SV.DUH-PODOLŠEVA;0;10.345;;;P;40;0;36;1;1;1;1;0;0;1;PLDP
RT;928;1253;MOZIRJE - GOLTE;0;4.350;66;Brezje;R 11x4;1.375;14;1.256;9;59;12;10;9;6;21;PLDP
RT;929;1332;SP.HOČE - ZG.HOČE;0;3.300;912;Spodnje Hoče;QLD*;4.349;43;3.954;35;265;22;21;3;6;35;PLDP
RT;929;1332;ZG. HOČE - POHORSKA VZPENJAČA;3.300;16.575;495;Hočko Pohorje;QLD5;1.251;30;1.110;11;62;15;20;2;1;20;PLDP
RT;929;1409;ODCEP ZA AREH ;0;4.950;;;P;490;4;449;10;15;7;5;0;0;8;PLDP
RT;929;7070;AREH-ŠUMIK - OSANKARICA-LUKANJA;0;20.920;;;P;35;0;29;0;2;2;2;0;0;1;PLDP
RT;930;7065;PESEK - LUKANJA;0;9.450;;;P;160;2;138;3;5;4;4;2;2;7;PLDP
RT;930;7065;LUKANJA - OPLOTNICA;9.450;18.820;459;Oplotnica;R 11x4;910;12;797;4;57;25;10;3;2;15;PLDP
RT;931;1354;RIBNICA - RIBNIŠKA KOČA;0;9.710;;;P;120;0;114;2;2;1;1;0;0;2;PLDP
RT;932;6924;SL.GRADEC - SPOLE;0;4.500;;;P;1.260;3;1.223;4;19;11;0;0;0;4;PLDP
RT;932;6924;SPOLE - PUNGART;4.500;15.180;;;P;220;0;215;0;3;2;0;0;0;0;PLDP
RT;933;1193;BREG  -  LISCA;0;4.650;454;Breg 1;R 10x4;500;9;448;2;19;17;4;0;1;7;PLDP
RT;933;1193;LISCA - JURKLOŠTER;4.650;12.186;287;Jurklošter;R 10x4;360;3;319;4;16;13;3;2;0;7;PLDP
RT;934;6838;SEŽANA - LIPICA;0;3.494;57;Sežana 2;QLD5;1.902;32;1.773;8;38;38;7;4;2;18;PLDP
RT;934;6840;LIPICA - LOKEV;0;4.139;75;Lokev 2;R 10x4;1.250;25;1.140;6;40;20;10;2;7;17;PLDP
RT;935;9042;FRAM - KOPIVNIK;0;3.600;510;Kopivnik;R 11x4;655;3;576;2;54;14;6;0;0;7;PLDP
RT;935;9042;KOPIVNIK - CESTNIK-AREH;3.600;13.900;;;P;50;2;46;1;1;0;0;0;0;0;PLDP
RT;936;1063;COL - PREDMEJA;0;14.523;223;Malo Polje;R 04x1;600;0;562;3;30;3;2;0;0;3;PLDP
RT;937;8710;BRESTRNICA - GAJ-SV. JURIJ;0;14.162;;;P;50;0;47;0;1;2;0;0;0;0;PLDP
RT;938;2503;ČERMOŠNJICE - KOMARNA V.-GRIČICE;0;6.317;;;P;50;3;44;0;2;1;0;0;0;0;PLDP
RT;940;1018;MATAVUN - VREME;0;3.707;207;Vreme;R 11x4;840;13;748;3;54;17;4;1;0;7;PLDP
RT;940;3214;ZAVRHEK - ARTVIŽE;0;14.830;589;Zavrhek;R 11x4;490;2;449;1;29;7;1;1;0;3;PLDP
RT;940;3214;ARTVIŽE - PREGARJE;14.830;23.588;593;Pregarje-4;R 11x4;240;1;218;1;16;2;0;1;1;2;PLDP
RT;940;3213;PREGARJE - HARIJE;0;7.696;591;Pregarje-2;R 08x1;510;9;466;1;27;2;3;1;1;4;PLDP
RT;941;1541;GRABONOŠ - RADENCI;0;7.399;343;Kapelski Vrh;QLD5;2.015;33;1.802;17;92;43;19;5;4;31;PLDP
* Promet smo na nekaterih avt. števnih mestih z večjim izpadom podatkov podatkov ročno koregirali.;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Legenda;;;;;;;;;;;;;;;;;;;
Kat. ceste;;;Kategorija ceste;;;;;Vsa vozila (PLDP);;;PLDP - Povp. letni dnevni promet vseh motornih vozil;;;;;;;;
Štev. ceste;;;Oznaka ceste;;;;;Motorji;;;MO - Motorji;;;;;;;;
Štev. odseka;;;Oznaka odseka ceste;;;;;Osebna vozila;;;OA - Osebna vozila;;;;;;;;
Prometni odsek;;;Opis poteka prometnega odseka;;;;;Avtobusi;;;BUS - Avtobusi;;;;;;;;
Stac. začetka;;;Stacionaža začetka prometnega odseka;;;;;Lahka tov. < 3,5t;;;LT - Lahki tovorni promet do 3,5t;;;;;;;;
Stac. konca;;;Stacionaža konca prometnega odseka;;;;;Sr. tov.  3,5-7t;;;ST - Srednje težki tovornjaki 3,5-7t;;;;;;;;
Števno mesto;;;Oznaka števnega mesta;;;;;Tež. tov. nad 7t;;;TT - Težki tovornjaki nad 7t;;;;;;;;
Ime števnega mesta;;;Ime števnega mesta;;;;;Tov. s prik.;;;TP - Tovorni s prikolico;;;;;;;;
;;;;;;;;Vlačilci;;;TPP - Vlačilci;;;;;;;;
;;;;;;;;;;;;;;;;;;;
Tip štetja;;;QLD5         Števec QLD5 loči 5 kategorij vozil;;;;;Dnevni NOO;;;Nominalna osna obremenitev, narejena na pov.dnevnem nivoju;;;;;;;;
;;;QLD6         Števec QLD6 loči 10 kategorij vozil;;;;;Tip izračuna : ;;;;;;;;;;;
;;;QLTC8       Števec QLTC8 loči 10 kategorij vozil;;;;; - WIM za izračun NOO na osnovi WIM meritev na merjenem odseku;;;;;;;;;;;
;;;QLTC10     Števec QLTC10 loči 10 kategorij vozil;;;;; - DIST za izračun na osnovi distribucije WIM podatkov iz sosednjih prometnih odsekov;;;;;;;;;;;
;;;QLD           Šteto z različnimi tipi števcev;;;;; - PLDP za izračun na osnovi pod. iz štetja prometa in faktorjev ekvivalentnosti po TSC 06.511:2009);;;;;;;;;;;
;;;QLD*          Šteto z različni tipi števcev v letu 2017, vendar s popolno strukturo;;;;;;;;;;;;;;;;
;;;R LLxŠ,  LL tip števca    11x4 Leto zadnjega ročnega štetja (2011) in število štetij v letu (4),09 QLD6 leto zadnjega avtomatskega štetja (2009) s števcem tipa QLD6;;;;;;;;;;;;;;;;
;;;P                 Privzet (natem odseku se ne izvaja štetje, promet je ocenjen);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
