Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip štetja;Leto roč.  štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci
AC;A1;0030;MP ŠENTILJ-POČIVALIŠČE ŠENTILJ;0;460;674;MP Šentilj AC;QLD-6;;12.808;31;10.002;143;994;106;125;608;799
AC;A1;0030;POČIVALIŠČE ŠENTILJ-ŠENTILJ;460;1.137;869;Šentilj AC;QLD-6;;12.358;30;9.627;143;962;102;120;599;775
AC;A1;0128;PRIKLJ.ŠENTILJ-MP;0;1.444;868;Priklj. Šentilj-MP;QLD-6;;446;1;370;1;32;4;5;9;24
AC;A1;0031;ŠENTILJ- PESNICA;0;9.761;837;CP Pesnica;QLD-3;;16.500;46;13.114;197;1.251;100;77;617;1.098
AC;A1;0065;PESNICA-DRAGUČOVA;0;2.570;;;P;;17.400;31;11.617;89;1.433;259;437;594;2.940
AC;A1;0066;MB(PTUJSKA)-ROGOZA;0;2.650;840;Ptujska AC;QLD-6;;11.262;34;8.932;26;884;192;556;218;420
AC;A1;0066;ROGOZA-SLIVNICA;2.650;4.857;;;P;;9.000;35;7.165;20;700;130;400;170;380
AC;A1;0034;SLIVNICA;0;1.757;;;P;;35.900;65;27.069;190;2.676;580;760;1.570;2.990
AC;A1;0035;SLIVNICA-FRAM;0;1.910;802;Hoče AC;QLD-6;;35.890;66;27.032;198;2.676;586;768;1.570;2.994
AC;A1;0134;PRIKLJ. FRAM;0;1.000;848;Priklj. Fram-Mb;QLD;;5.342;5;4.781;6;310;60;73;18;89
AC;A1;0134;PRIKLJ. FRAM;1.000;1.368;849;Priklj. Fram-Ce;QLD;;1.852;1;1.811;1;24;5;4;1;5
AC;A1;0036;FRAM-SL.BISTRICA-SEVER;0;7.200;2005;Polskava AC;QLD-6;;33.046;60;24.498;190;2.508;550;730;1.560;2.950
AC;A1;0036;SL.BISTRICA-SEVER-JUG;7.200;9.733;2006;Sl.Bistrica AC;QLD-3;;35.846;66;26.967;198;2.673;585;767;1.600;2.990
AC;A1;0135;PRIKLJ. SL. BISTRICA J;0;400;856;Priklj. Sl.Bistrica-Mb;QLD-3;;10.058;18;8.340;30;750;450;150;150;170
AC;A1;0135;PRIKLJ. SL. BISTRICA J ;400;1.638;857;Priklj. Sl.Bistrica-Ce;QLD-3;;3.014;6;2.551;17;225;75;40;40;60
AC;A1;0037;SL.BISTRICA-SL.KONJICE;0;8.720;2002;Tepanje AC;QLD-3;;31.000;60;22.704;123;2.214;511;888;1.550;2.950
AC;A1;0037;SL.KONJICE-CP TEPANJE;8.720;9.119;838;CP Tepanje;QLD-3;;26.500;45;19.304;115;1.628;356;652;1.500;2.900
AC;A1;0136;PRIKLJ. SL. KONJICE;0;900;844;CP Sl.Konjice-MB;QLD-3;;4.500;42;3.620;9;462;172;85;50;60
AC;A1;0136;PRIKLJ. SL. KONJICE;900;1.790;845;CP Sl.Konjice-CE;QLD-3;;3.389;34;2.997;3;39;148;38;60;70
AC;A1;0038;SL.KONJICE-DRAMLJE;0;10.886;2003;Škedenj AC;QLD-3;;27.904;60;19.612;122;2.194;506;880;1.560;2.970
AC;A1;0137;DRAMLJE-MB;0;600;846;Dramlje-MB;QLD-3;;1.465;17;1.061;4;207;68;25;33;50
AC;A1;0137;DRAMLJE-CE;600;1.115;847;Dramlje-CE;QLD-3;;5.160;39;3.911;9;578;210;163;100;150
AC;A1;0039;DRAMLJE-LJUBEČNA;0;6.240;2004;Žepina AC;QLD-3;;31.599;67;22.591;138;2.484;573;996;1.650;3.100
AC;A1;0039;LJUBEČNA-CELJE;6.240;8.437;;;P;;33.000;70;23.970;160;2.250;600;1.000;1.800;3.150
AC;A1;0040;CELJE-CELJE ZAHOD;0;5.410;648;Lopata AC;QLD-6;;38.102;74;27.530;196;3.300;664;1.188;1.950;3.200
AC;A1;0040;CELJE ZAHOD-ARJA VAS;5.410;7.510;;;P;;42.600;70;31.780;200;3.500;770;1.300;1.900;3.080
AC;A1;0041;ARJA VAS-ŠEMPETER;0;7.510;;;P;;36.700;65;26.250;175;3.350;760;900;2.050;3.150
AC;A1;0041;ŠEMPETER-ŠENTRUPERT;7.510;9.652;;;P;;33.000;60;23.050;190;3.250;600;800;2.000;3.050
AC;A1;0042;ŠENTRUPERT-VRANSKO;0;7.899;839;CP Vransko;QLD-3;;35.000;45;26.278;181;2.495;338;763;1.900;3.000
AC;A1;0043;VRANSKO-TROJANE;0;9.940;836;Jasovnik AC;QLD-6;;33.000;52;23.610;194;2.858;462;724;1.930;3.170
AC;A1;0067;TROJANE- BLAGOVICA;0;8.683;2001;Šentožbolt AC;QLD-6;;35.600;74;26.128;380;3.248;430;653;1.210;3.477
AC;A1;0142;PRIKLJ.BLAGOVICA;0;200;842;CP Blagovica-CE;QLD-6;;285;0;234;2;23;10;6;3;7
AC;A1;0142;PRIKLJ. BLAGOVICA;200;529;843;CP Blagovica-LJ;QLD-6;;951;2;796;7;63;18;13;15;37
AC;A1;0044;BLAGOVICA-LUKOVICA;0;8.830;834;CP Kompolje;QLD-6;;36.500;76;26.899;386;3.311;444;664;1.220;3.500
AC;A1;0044;LUKOVICA-KRTINA;8.830;12.465;;;P;;37.700;20;28.155;385;3.320;450;670;1.200;3.500
AC;A1;0169;PRIKLJ. LUKOVICA;0;2.279;831;CP Lukovica-Lj;QLD-6;;1.279;4;1.158;3;68;11;7;7;21
AC;A1;0143;PRIKLJ. KRTINA;0;761;835;CP Krtina-Lj;QLD-6;;4.500;13;4.122;6;235;27;33;15;49
AC;A1;0045;KRTINA-DOMŽALE;0;3.485;;;P;;40.000;80;29.850;220;3.450;530;820;1.900;3.150
AC;A1;0046;DOMŽALE-ŠENTJAKOB;0;5.402;830;Pšata AC;QLD-6;;49.000;90;38.522;222;3.780;542;796;1.900;3.148
AC;A1;0047;ŠENTJAKOB-SNEBERJE;0;1.170;;;P;;62.000;100;50.470;230;4.500;800;830;1.920;3.150
AC;A1;0047;SNEBERJE-LJ(ZADOBRAVA);1.170;2.866;;;P;;63.500;110;51.740;230;4.600;920;750;1.950;3.200
AC;A1;0048;LJ (ZADOBROVA-ZALOŠKA);0;1.330;;;P;;77.000;95;66.205;180;5.000;870;1.150;1.100;2.400
AC;A1;0049;LJ (ZALOŠKA-LITIJSKA);0;1.277;;;P;;65.000;100;54.980;170;4.500;900;1.070;1.030;2.250
AC;A1;0050;LJ (LITIJSKA-MALENCE);0;3.979;180;V Obvoznica;QLD-6;;60.026;96;50.176;160;4.294;964;1.120;1.014;2.202
AC;A1;0019;LJ (MALENCE-DOLENJSKA);0;456;;;P;;61.000;110;50.160;240;4.250;820;970;1.350;3.100
AC;A1;0018;LJ DOLENJSKA- PERUZIJEVA;0;2.110;;;P;;55.000;120;45.500;210;3.500;650;920;1.300;2.800
AC;A1;0018;PERUZIJEVA-BARJANSKA;2.110;3.943;178;J Obvoznica;QLD-6;;59.992;134;48.092;278;5.288;848;1.000;1.356;2.996
AC;A1;0017;LJ (BARJANSKA- VIČ);0;2.758;;;P;;57.500;140;45.810;280;5.000;780;990;1.400;3.100
AC;A1;0016;LJ (VIČ- KOZARJE);0;794;;;P;;68.000;210;55.250;350;5.300;940;1.150;1.500;3.300
AC;A1;0051;LJ(KOZARJE)-BREZOVICA;0;2.408;;;P;;66.000;120;52.890;300;4.300;890;1.000;2.150;4.350
AC;A1;0052;BREZOVICA-VRHNIKA;0;12.424;800;CP Ljubljana;QLD-3;;54.000;140;41.524;372;4.370;496;884;2.090;4.124
AC;A1;0150;PRIKLJ. VRHNIKA;0;1.120;858;CP Vrhnika - Lj;QLD-3;;11.170;30;9.664;52;698;218;223;90;195
AC;A1;0150;PRIKLJ. VRHNIKA;1.120;1.381;859;CP Vrhnika - Kp;QLD-3;;2.129;6;1.801;10;133;42;43;39;55
AC;A1;0053;VRHNIKA-LOGATEC;0;8.279;2103;Verd AC;QLD-3;;45.000;112;34.054;297;3.486;396;705;1.966;3.984
AC;A1;0151;PRIKLJ. LOGATEC;0;2.480;805;CP Logatec;QLD-3;;9.000;66;7.476;11;773;262;62;100;250
AC;A1;0054;LOGATEC-UNEC;0;10.422;2104;Lom AC;QLD-3;;39.712;106;28.813;282;3.307;375;669;2.050;4.110
AC;A1;0152;PRIKLJ. UNEC;0;404;824;CP Unec-LJ;QLD-3;;3.985;13;3.515;23;119;175;80;24;36
AC;A1;0152;PRIKLJ. UNEC;404;788;825;CP Unec-KP;QLD-3;;1.760;4;1.423;14;68;132;69;20;30
AC;A1;0055;UNEC-POSTOJNA;0;11.375;822;Ravbarkomanda AC;QLD-6;;37.528;104;26.770;330;3.166;432;592;2.034;4.100
AC;A1;0153;PRIKLJ. POSTOJNA;0;900;826;CP Postojna-LJ;QLD-3;;7.772;52;6.566;95;232;189;265;111;262
AC;A1;0153;PRIKLJ. POSTOJNA;900;1.178;827;CP Postojna-KP;QLD-3;;3.300;24;2.869;40;99;141;82;15;30
AC;A1;0056;POSTOJNA-RAZDRTO;0;9.370;2105;Studenec AC;QLD-3;;32.326;90;22.453;284;2.727;372;510;2.000;3.890
AC;A1;0056;RAZDRTO-NANOS;9.370;11.182;2106;Razdrto AC;QLD-3;;32.562;83;23.094;308;2.571;330;316;2.000;3.860
AC;A1;0197;PRIKLJ. RAZDRTO;0;250;828;CP Razdrto-LJ;QLD-6;;400;2;290;2;28;10;37;9;22
AC;A1;0197;PRIKLJ. RAZDRTO;250;698;829;CP Razdrto-KP;QLD-6;;404;1;362;1;18;3;3;4;12
AC;A1;0057;NANOS- SENOŽEČE;0;5.458;;;P;;27.500;65;19.665;260;2.200;280;270;1.580;3.180
AC;A1;0155;PRIKLJ. SENOŽEČE;0;1.680;818;CP Senožeče;QLD-6;;1.444;3;1.172;6;111;26;33;20;73
AC;A1;0058;SENOŽEČE-  GABRK;0;4.384;812;Čebulovica AC;QLD-6;;26.622;68;18.978;252;2.102;270;258;1.568;3.126
AC;A1;0059;GABRK- DIVAČA;0;2.873;;;P;;20.500;45;17.255;155;1.450;180;90;425;900
AC;A1;0157;PRIKLJ. DIVAČA;0;2.079;817;CP Divača;QLD-6;;2.175;7;1.780;16;160;39;100;14;59
AC;A1;0060;DIVAČA-KOZINA;0;6.940;2101;Kozina AC;QLD-6;;19.156;69;15.914;143;1.365;156;231;417;861
AC;A1;0060;KOZINA-CP VIDEŽ;6.940;7.151;820;CP Videž;QLD-6;;16.937;61;14.188;124;1.163;120;193;333;755
AC;A1;0158;PRIKLJ. KOZINA;0;700;821;CP Kozina-LJ;QLD-6;;2.229;9;1.733;20;204;36;37;44;146
AC;A1;0158;PRIKLJ. KOZINA;700;2.195;823;CP Kozina-KP;QLD-6;;3.300;9;2.867;10;182;29;47;29;127
AC;A1;0061;KOZINA-KASTELEC;0;8.470;2102;Ravne AC;QLD-6;;20.500;69;17.322;133;1.342;148;241;322;923
AC;A1;0061;KASTELEC-ČRNI KAL;8.470;11.818;;;P;;21.200;75;17.375;120;1.700;200;480;400;850
AC;A1;0062;ČRNI KAL- SRMIN;0;7.116;803;Dekani AC;QLD;;22.002;89;17.934;107;1.823;250;504;467;828
AC;A2;0001;MP KARAVANKE-HRUŠICA;0;5.361;673;MP Karavanke;QLD-6;;6.681;17;4.947;83;574;90;84;378;508
AC;A2;0002;HRUŠICA-LIPCE;0;7.154;;;P;;12.500;80;10.215;130;900;110;170;380;515
AC;A2;0003;LIPCE-LESCE;0;7.950;646;Lipce AC;QLD-6;;18.392;86;15.468;154;1.322;174;214;396;578
AC;A2;0004;LESCE-RADOVLJICA;0;3.720;;;P;;23.000;100;19.860;160;1.500;190;230;390;570
AC;A2;0004;RADOVLJICA-BREZJE;3.720;6.713;;;P;;28.300;120;24.550;170;1.700;320;350;410;680
AC;A2;0005;(BREZJE) LEŠNICA-PODTABOR;0;4.999;;;P;;29.300;130;24.735;270;2.300;350;400;415;700
AC;A2;0006;PODTABOR-KRANJ Z;0;7.313;647;Naklo AC;QLD-6;;35.332;140;30.218;298;2.674;388;428;422;764
AC;A2;0007;KRANJ Z-KRANJ V;0;5.674;;;P;;34.500;110;29.975;200;2.300;350;415;450;700
AC;A2;0008;KRANJ V- BRNIK;0;3.900;;;P;;33.000;50;28.986;189;1.900;330;395;500;650
AC;A2;0009;BRNIK- VODICE;0;5.246;850;CP Torovo;QLD-3;;36.000;84;31.555;227;2.129;334;401;570;700
AC;A2;0010;VODICE-LJ( ŠMARTNO);0;6.968;853;Povodje AC;QLD-6;;42.000;62;36.752;202;3.090;320;416;452;706
AC;A2;0011;LJ(ŠMARTNO-  BROD);0;2.374;;;P;;46.000;80;40.610;220;3.200;300;410;460;720
AC;A2;0012;LJ(BROD-ŠENTVID);0;510;;;P;;40.000;70;34.665;200;3.150;380;400;420;715
AC;A2;0013;ŠENTVID-KOSEZE;0;3.459;832;Kamna Gorica AC;QLD;;31.171;91;25.867;152;3.277;269;409;396;710
AC;A2;0014;LJ(KOSEZE- BRDO);0;1.761;;;P;;71.000;230;60.442;240;4.600;900;1.200;1.198;2.190
AC;A2;0015;LJ BRDO- KOZARJE;0;2.392;855;Bokalce AC;QLD-6;;67.568;212;56.422;258;5.510;710;1.058;1.198;2.200
AC;A2;0020;MALENCE- ŠMARJE-SAP;0;6.038;645;Šmarje Sap AC;QLD-6;;47.654;95;40.714;258;3.222;544;606;915;1.300
AC;A2;0407;PRIKLJ. ŠMARJE-SAP NM;0;926;876;Priklj. Šmarje Sap-NM;QLD-5;;2.409;7;2.093;20;136;78;39;14;22
AC;A2;0021;ŠMARJE SAP-CIKAVA;0;1.780;2303;Cikava AC;QLD-5;;49.856;92;42.159;279;3.801;554;715;926;1.330
AC;A2;0021;CIKAVA-GROSUPLJE;1.780;3.873;;;P;;37.000;60;30.340;200;3.300;400;550;850;1.300
AC;A2;0022;GROSUPLJE-VIŠNJA GORA;0;7.050;;;P;;31.900;50;26.240;190;2.800;350;220;800;1.250
AC;A2;0022;VIŠNJA GORA-IVANČNA GORICA;7.050;13.061;601;Višnja Gora AC;QLD-6;;33.398;68;27.710;232;2.562;356;490;748;1.232
AC;A2;0023;IVANČNA GORICA-BIČ;0;6.889;870;CP Dob;QLD-6;;24.000;26;19.991;270;1.662;188;228;435;1.200
AC;A2;0072;BIČ-PLUSKA (TREBNJE);0;6.909;;;P;;23.000;35;18.717;307;1.437;291;454;739;1.020
AC;A2;0024;(TREBNJE) HRASTJE-NM PRIKLJ. Z;0;3.900;;;P;;20.887;37;17.009;207;1.408;186;357;726;957
AC;A2;0024;NM PRIKLJ. Z- NM PRIKLJ. V;3.900;6.208;;;P;;17.500;30;14.150;110;1.200;110;300;650;950
AC;A2;0025;NM PRIKLJ.V- LEŠNICA (KRONOVO);0;6.338;;;P;;20.000;50;16.230;230;1.250;280;400;550;1.010
AC;A2;0026;KRONOVO-DOBRUŠKA VAS;0;6.040;602;Draga AC;QLD-6;;18.034;36;14.566;200;1.284;206;234;508;1.000
AC;A2;0027;DOBRUŠKA VAS- SMEDNIK;0;5.900;;;P;;16.500;30;13.380;210;1.000;220;230;450;980
AC;A2;0027;SMEDNIK- PRIKLJ. DRNOVO;5.900;13.500;2301;Zaloke AC;QLD-6;;14.806;27;11.859;211;953;169;196;421;970
AC;A2;0027;PRIKLJ.DRNOVO- DRNOVO;13.500;13.654;871;CP Drnovo;QLD-6;;10.841;18;8.701;196;628;72;73;353;800
AC;A2;0418;PRIKLJ. DRNOVO;0;2.300;873;CP Krško-NM;QLD-6;;4.500;9;3.693;16;325;97;123;72;165
AC;A2;0418;PRIKLJ. DRNOVO;2.300;2.844;874;CP Krško-Čatež;QLD-6;;2.000;4;1.764;9;90;11;15;27;80
AC;A2;0028;DRNOVO- BREŽICE;0;11.717;2302;Brežice AC;QLD-6;;12.422;20;10.050;202;724;83;88;355;900
AC;A2;0029;BREŽICE-PRIKLJ. OBREŽJE;0;7.020;512;Čatež AC;QLD-6;;12.290;22;10.010;172;712;56;62;356;900
AC;A2;0029;PRIKLJ. OBREŽJE-OBREŽJE TERMINAL;7.020;7.850;;;P;;10.700;25;8.714;170;450;50;61;350;880
AC;A2;0029;OBREŽJE TERMINAL-  MP OBREŽJE;7.850;8.534;511;MP Obrežje;QLD-6;;9.206;33;7.388;169;361;41;61;342;811
AC;A3;0068;GABRK-SEŽANA V;0;7.977;813;CP Dane;QLD-3;;13.500;44;8.546;163;710;117;146;1.132;2.642
AC;A3;0069;SEŽANA V- SEŽANA Z;0;2.698;;;P;;11.000;35;6.040;150;750;115;140;1.130;2.640
AC;A3;0070;SEŽANA Z- FERNETIČI;0;1.270;863;Sežana AC;QLD-6;;10.227;28;5.703;145;807;111;135;1.083;2.215
AC;A3;0070;FERNETIČI-MP FERNETIČI;1.270;1.571;653;MP Fernetiči;QLD-6;;17.246;123;11.620;161;1.103;172;186;1.253;2.628
AC;A3;0486;PRIKLJ. FERNETIČI;0;643;864;Priklj. Fernetiči;QLD-6;;6.644;93;5.898;16;289;56;47;53;192
AC;A5;0806;DRAGUČOVA-PERNICA;0;6.170;877;Dragučova AC;QLD-6;;17.400;31;11.617;89;1.433;259;437;594;2.940
AC;A5;0806;PERNICA-LENART;6.170;11.326;2007;Močna AC;QLD-6;;17.600;26;11.813;85;1.461;257;438;600;2.920
AC;A5;0463;PRIKLJ. PERNICA-MB;0;220;878;Priklj. Pernica-MB;QLD-6;;900;4;726;4;96;17;18;9;26
AC;A5;0463;PRIKLJ. PERNICA-MS;220;440;879;Priklj. Pernica-MS;QLD-6;;1.000;3;868;1;89;15;15;3;6
AC;A5;0807;LENART-SENARSKA;0;5.018;;;P;;12.000;15;6.660;75;1.450;250;250;500;2.800
AC;A5;0808;SENARSKA-PRIKLJ. CERKVENJAK;0;4.570;;;P;;11.800;10;6.530;80;1.440;250;230;480;2.780
AC;A5;0808;PRIKLJ. CERKVENJAK-SV. JURIJ OB ŠČAVNICI;4.570;12.520;;;P;;11.000;5;5.880;80;1.440;245;200;450;2.700
AC;A5;0809;SV.JURIJ OB ŠČAVNICI-VUČJA VAS;0;8.499;883;CP Dragotinci;QLTC-10; ;10.600;2;5.592;88;1.441;249;176;432;2.620
AC;A5;0810;VUČJA VAS-MURSKA SOBOTA;0;6.577;841;Vučja vas AC;QLD;;10.800;15;5.698;67;1.441;259;200;420;2.700
AC;A5;0175;PRIKLJ. MURSKA SOBOTA;0;2.417;887;Priklj. Murska S.-MB;QLTC-10;;3.500;1;2.936;8;340;76;61;19;59
AC;A5;0175;PRIKLJ. MURSKA SOBOTA;2.417;2.808;888;Priklj. Murska S.-Lendava;QLTC-10;;2.300;1;1.993;3;113;44;60;13;73
AC;A5;0811;MURSKA SOBOTA-LIPOVCI;0;3.798;2009;Rakičan AC;QLTC-10;;8.800;8;3.926;57;1.214;213;247;415;2.720
AC;A5;0812;LIPOVCI-GANČANI;0;7.995;;;P;;7.800;5;3.810;65;1.000;200;170;350;2.200
AC;A5;0812;GANČANI-TURNIŠČE;7.995;9.535;;;P;;8.500;5;4.560;70;1.100;195;120;300;2.150
AC;A5;0813;TURNIŠČE-RAZCEP DOLGA VAS;0;9.628;;;P;;8.100;5;4.145;75;1.200;195;100;280;2.100
AC;A5;0814;DOLGA VAS-LENDAVA;0;3.964;884;Lendava AC;QLTC-10; ;6.700;2;2.727;77;1.321;190;81;278;2.024
AC;A5;0185;PRIKLJ. LENDAVA;0;286;885;Priklj. Lendava - MS;QLTC-10;;2.900;1;2.225;14;288;74;36;30;232
AC;A5;0185;PRIKLJ. LENDAVA;286;680;886;Priklj. Lendava - Pince;QLTC-10;;900;0;679;11;116;13;5;9;67
AC;A5;0816;LENDAVA- PINCE;0;8.020;2010;Pince AC;QLTC-10;;4.200;1;1.257;75;566;132;53;257;1.859
AC;A5;0816;PINCE-MP PINCE;8.020;8.709;;;P;;4.000;2;1.148;50;560;100;50;250;1.840
HC;H1;0220;PLUSKA-TREBNJE;0;3.505;55;Trebnje 2;QLD-5;;23.000;35;18.717;307;1.437;291;454;739;1.020
HC;H1;0221;TREBNJE-KARTELJEVO;0;11.380;634;Trebnje;QLD-6;;20.887;37;17.009;207;1.408;186;357;726;957
HC;H2;0032;PESNICA-MARIBOR;0;4.516;16;Meljska HC;QLD;;39.000;102;29.439;284;2.665;466;659;1.929;3.456
HC;H2;0033;MB(MELJSKA)-POBREŽJE;0;1.470;;;P;;45.000;90;34.910;200;2.800;700;900;2.000;3.400
HC;H2;0033;POBREŽJE-MB(TEZNO);1.470;2.684;15;Maribor HC;QLD-6;;48.160;46;37.325;174;3.063;898;1.103;2.097;3.454
HC;H3;0085;ZADOBROVA-  LJ( ŠMARTINSKA);0;1.511;179;SV Obvoznica;QLD-6;;66.360;120;57.418;152;4.270;674;1.098;1.066;1.562
HC;H3;0086;LJ(ŠMARTINSKA-TOMAČEVO);0;2.084;;;P;;69.000;130;59.660;160;4.400;900;1.150;1.050;1.550
HC;H3;0088;LJ(TOMAČEVO- DUNAJSKA);0;1.238;;;P;;71.000;140;62.040;120;4.300;800;950;1.000;1.650
HC;H3;0089;LJ(DUNAJSKA- SAVLJE);0;1.180;;;P;;68.000;120;58.295;135;4.600;1.050;1.100;900;1.800
HC;H3;0089;LJ(SAVLJE- IND. CONA ŠIŠKA);1.180;1.910;174;S Obvoznica;QLD-6;;61.274;122;52.684;110;4.252;614;896;896;1.700
HC;H3;0089;LJ(IND. CONA ŠIŠKA- CELOVŠKA);1.910;2.654;;;P;;69.000;190;59.780;130;4.500;700;900;1.000;1.800
HC;H3;0090;LJ(CELOVŠKA- KOSEZE);0;2.735;199;Dravlje HC;QLD-6;;60.000;182;50.278;194;4.680;744;918;1.134;1.870
HC;H4;0374;RAZCEP RAZDRTO;0;440;819;CP Nanos;QLD-6;;7.636;16;5.160;67;732;132;232;319;978
HC;H4;0374; PODNANOS- VIPAVA;440;2.756;;;P;;8.600;20;5.980;50;800;150;250;450;900
HC;H4;1502;ZAČASNI PRIKLJ.RAZDRTO;0;113;;;P;;7.636;16;5.160;67;732;132;232;319;978
HC;H4;1500;ZAČASNI PRIKLJ. PODNANOS;0;194;;;P;;8.600;20;5.980;50;800;150;250;450;900
HC;H4;0375;VIPAVA-AJDOVŠČINA;0;6.763;865;Dolga Poljana HC;QLD-6;;9.902;24;7.110;40;884;184;274;530;856
HC;H4;0376;AJDOVŠČINA-SELO;0;9.174;635;Ajdovščina HC;QLD-6;;12.142;24;9.374;36;922;232;290;414;850
HC;H4;0443;PRIKLJ. SELO-AJDOVŠČINA;0;150;866;Priklj. Selo-Ajdovščina;QLTC-10;;1.790;1;1.594;1;127;24;23;3;17
HC;H4;0443;PRIKLJ. SELO-VRTOJBA;150;322;867;Priklj. Selo-Vrtojba;QLTC-10;;1.723;1;1.572;2;94;20;14;2;18
HC;H4;0378;SELO- VOGRSKO;0;6.726;816;Selo HC;QLD-6;;11.684;24;8.994;62;940;182;212;540;730
HC;H4;0379;VOGRSKO-ŠEMPETER;0;4.776;815;CP Bazara;QLD-3;;7.000;10;5.165;18;342;113;232;470;650
HC;H4;0380;ŠEMPETER-VRTOJBA;0;1.500;880;Šempeter HC;QLD-6;;6.526;32;4.697;20;333;106;196;261;881
HC;H4;0380;VRTOJBA-MP VRTOJBA;1.500;2.238;671;MP Vrtojba;QLD-6;;8.894;72;6.882;27;454;122;105;323;909
HC;H5;0388;MP ŠKOFIJE- PLAVJE;0;560;651;MP Škofije;QLD-6;;16.549;250;14.948;75;760;100;65;119;232
HC;H5;0388;PLAVJE-ŠKOFIJE;560;2.120;860;Škofije HC;QLD-6;;13.903;158;12.519;62;677;83;62;119;223
HC;H5;0388;ŠKOFIJE-PRIKLJ. SRMIN;2.120;2.800;;;P;;18.000;160;16.325;75;900;100;90;120;230
HC;H5;0388;PRIKLJ. SRMIN-SRMIN;2.800;4.156;;;P;;22.000;220;19.590;100;1.100;350;260;130;250
HC;H5;0456;PRIKLJUČEK PLAVJE;0;100;861;PR Škofije-KP;QLD-6;;541;5;490;1;30;6;4;1;4
HC;H5;0456;PRIKLJUČEK PLAVJE;100;146;862;PR Škofije-MP;QLD-6;;3.304;98;3.030;14;116;24;8;1;13
HC;H5;0236;SERMIN-BERTOKI;0;1.129;;;P;;40.500;350;35.090;200;2.500;450;630;480;800
HC;H5;0237;BERTOKI-KP(ŠKOCJAN);0;2.548;11;Bertoki AC;QLD-6;;52.828;344;46.820;248;3.020;496;600;488;812
HC;H7;0815;RAZCEP DOLGA VAS-DOLGA VAS;0;1.502;;;P;;5.300;45;2.570;80;190;120;150;545;1.600
HC;H7;0817;DOLGA VAS-RONDO DOLGA VAS;0;2.024;;;P;;4.700;40;2.045;80;180;110;145;550;1.550
HC;H7;1453;RONDO DOLGA VAS-MP DOLGA VAS;0;537;141;MP Dolga vas;QLD;;4.500;34;1.921;73;173;109;143;547;1.500
G1;1;0240;MP VIČ-DRAVOGRAD;0;3.590;663;MP Vič;QLD-6;;2.100;60;1.624;6;116;20;38;82;154
G1;1;0241;DRAVOGRAD-RADLJE;0;16.358;60;Gortina;QLD-6;;7.706;77;6.530;58;525;102;149;105;160
G1;1;0242;RADLJE;0;2.350;;;P;;10.000;40;8.960;80;460;150;100;90;120
G1;1;0243;RADLJE-BREZNO;0;9.068;605;Brezno;QLD-3;;4.939;3;4.022;51;523;106;60;70;104
G1;1;0244;BREZNO-RUTA;0;9.569;573;Brezno-2;ROČNO;07x1;3.900;2;3.083;40;400;125;50;70;130
G1;1;0245;RUTA-SELNICA;0;10.500;600;Zgornji Boč;QLD-6;;5.684;65;4.727;59;413;89;119;77;135
G1;1;0245;SELNICA-MB(OTOK);10.500;20.120;61;Brestrnica;QLD-6;;9.757;72;8.576;96;483;139;161;80;150
G1;1;0245;MB(OTOK)-MB(KOROŠKI MOST);20.120;20.688;;;P;;15.700;50;14.300;90;600;170;250;80;160
G1;1;0326;MB (KOR. MOST-C. PROLETARSKIH BRIGAD);0;2.014;18;MB Koroški most;QLD-6;;26.356;96;24.414;94;1.056;182;256;84;174
G1;1;0364;MB (C. PROLETARSKIH BRIGAD- TRŽAŠKA C.);0;2.227;;;P;;31.000;90;28.750;160;1.000;340;370;90;200
G1;1;0246;MB(TRŽAŠKA-MIKLAVŽ);0;3.532;19;MB Ptujska;QLD-6;;33.389;100;28.777;271;1.887;354;503;403;1.094
G1;1;1400;MB AC-MIKLAVŽ;0;3.000;20;Miklavž sever;QLD;;23.869;90;19.818;325;1.404;388;426;226;1.192
G1;1;1400;MIKLAVŽ-HAJDINA;3.000;17.291;606;Starše;QLD-6;;18.137;50;14.963;189;994;175;347;461;958
G1;2;1290;SL.BISTRICA-ŠIKOLE;0;3.595;196;Devina;QLD-6;;10.774;49;8.627;41;775;222;359;222;479
G1;2;0392;PRAGERSKO-ŠIKOLE;0;5.326;641;Šikole 2;QLD-6;;7.611;40;5.656;36;706;167;315;241;450
G1;2;0393;ŠIKOLE-KIDRIČEVO;0;6.850;426;Šikole 3;ROČNO;07x4;9.000;45;6.695;40;750;440;350;250;430
G1;2;0393;KIDRIČEVO-HAJDINA;6.850;9.924;639;Zgornja Hajdina;QLD-5;;13.767;71;10.997;89;1.082;453;379;279;417
G1;2;0493;DRAŽENCI-TURNIŠČE;0;2.316;;;P;;8.800;50;6.920;30;460;160;300;260;620
G1;2;0395;TURNIŠČE-PTUJ;0;1.642;670;Ptuj jezero;QLD-6;;8.597;45;6.710;27;466;168;303;251;627
G1;2;0249;PTUJ-SPUHLJA;0;2.226;638;Ptuj Vzhod;QLD-6;;14.550;64;12.187;98;871;201;289;310;530
