Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Tip pr. odseka;Tip avt. števca;Leto roč. štetja;Ime števnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lahka tov. < 3t;Sr. tov.  3-7t;Tež. tov. nad 7t;Tov. s prik.
R3;641;1369;DOBROVA-LJ(DOLGI MOST);19.500;23.456;389;P; ; ; ;5.200;5;4.700;64;165;162;88;16
R3;642;1146;VRHNIKA-PODPEČ;0;16.678;265;O;;99x1;PODPEČ;2.000;7;1.846;21;84;28;10;4
R3;642;1147;PODPEČ-IG;0;8.960;266;O;;99x1;JEZERO;1.000;15;933;2;35;5;5;5
R3;642;1150;IG;0;820;266;P; ; ; ;3.500;55;3.212;20;108;53;20;32
R3;642;1360;IG-LJ(PERUZZIJEVA);0;7.413;383;O;;99x1;IG 2;5.900;5;5.543;35;224;48;29;16
R3;643;1436;PODPEČ-RAKITNA;0;11.200;700;O;;02x4;KAMNIK;985;15;909;15;34;7;4;1
R3;643;1362;RAKITNA-CERKNICA;0;18.195;700;P; ; ; ;265;5;237;6;8;6;2;1
R3;644;1356;LJ(ŠMARTIN.)-ŠENTJAKOB;0;3.931;380;O;QLD6; ;SNEBERJE;8.886;20;8.291;51;363;99;47;15
R3;644;1357;ŠENTJAKOB-DOMŽALE;0;6.180;381;O;QLD6; ;PODGORICA;8.271;18;7.633;42;401;111;50;16
R3;644;1358;DOMŽALE-DUPLICA;0;6.090;382;O;QLD6; ;NOŽICE;9.459;25;8.599;75;488;131;99;43
R3;645;1188;LJ(LITIJSKA)-ZADVOR;0;2.672;165;P; ; ; ;4.000;26;3.859;33;57;19;4;2
R3;645;1189;ZADVOR-ŠMARTNO/LITIJI;0;26.433;437;O;;02x4;BESNICA;1.215;9;1.122;3;49;20;12;0
R3;646;1194;ŠKOFLJICA - ŠMARJE-SAP;0;3.726;288;P; ; ; ;650;11;539;13;52;25;4;6
R3;646;1443;ŠMARJE-SAP - CIKAVA;0;2.761;288;O;;02x4;ŠMARJE-SAP;3.440;31;3.040;64;211;61;20;13
R3;646;1444;CIKAVA - GROSUPLJE;0;2.141;273;O;QLD6; ;CIKAVA;10.392;23;9.322;84;521;216;94;132
R3;646;1195;GROSUPLJE-IVANČNA GOR.;0;13.815;289;P; ; ; ;1.300;3;1.196;5;60;26;10;0
R3;646;1196;IVANČNA GORICA(STUDENEC)-GRM;0;6.065;289;O;QLD6; ;IVANČNA GORICA;8.762;36;7.767;28;457;192;134;148
R3;646;1197;GRM-PLUSKA;0;8.364;289;P; ; ; ;740;2;667;2;32;20;7;10
R3;647;1172;PEROVO-GROSUPLJE;0;1.480;275;P; ; ; ;6.400;70;5.868;86;223;125;9;19
R3;647;1151;GROSUPLJE;0;250;275;P; ; ; ;8.500;93;7.794;114;296;166;12;25
R3;647;1173;GROSUPLJE-MLAČEVO;0;2.350;275;O;;02x4;VELIKO MLAČEVO 1;5.390;29;4.920;39;255;79;33;35
R3;647;1174;MLAČEVO-PLEŠIVICA;0;3.230;276;O;;02x4;VELIKO  MLAČEVO 2;2.867;21;2.623;12;144;41;17;9
R3;647;1174;PLEŠIVICA-KRKA;3.230;15.062;276;P; ; ; ;260;3;241;2;9;3;1;1
R3;647;1368;MLAČEVO-VIDEM;0;12.000;388;O;;02x4;VELIKO MLAČEVO 3;2.830;24;2.568;24;124;46;18;26
R3;647;1368;VIDEM-RAŠICA;12.000;18.935;388;P; ; ; ;1.530;31;1.410;12;43;27;4;3
R3;648;2912;VIDEM-PRI CERKVI STRUGE;0;10.392;461;P; ; ; ;310;0;285;3;13;9;0;0
R3;648;3601;PRI CERKVI STRUGE-ZVIRČE;0;4.800;461;O;;00x1;ZVIRČE 1;200;0;183;2;9;6;0;0
R3;648;3601;ZVIRČE-SMUKA;4.800;14.695;463;O;;00x1;ZVIRČE 3;150;0;134;2;9;5;0;0
R3;649;2915;ZAGRADEC-AMBRUS-ŽVIRČE;0;10.951;462;O;;00x1;ZVIRČE 2;100;0;94;0;5;1;0;0
R3;650;1159;ŽUŽEMBERK-PLUSKA;0;13.704;269;O;;00x1;ŽUŽEMBERK 1;1.100;13;922;81;49;21;4;10
R3;650;1160;PLUSKA-TREBNJE(ŠTEFAN);0;2.000;269;P; ; ; ;1.450;17;1.215;107;65;28;5;13
R3;650;1161;TREBNJE(ŠTEFAN)-TREBNJE;0;1.800;270;P; ; ; ;4.200;10;3.748;24;213;92;55;58
R3;651;1198;TREBNJE-NM(BUČNA VAS);0;15.959;290;O;QLD3; ;MIRNA PEČ;2.694;14;2.372;9;137;121;29;12
R3;652;1457;MORAVČE-ČATEŽ;0;6.200;283;O;;02x4;VELIKA LOKA;2.210;10;1.915;7;142;69;35;32
R3;652;1457;ČATEŽ-TREBNJE;6.200;15.470;282;P; ; ; ;400;2;376;2;7;8;5;0
R3;653;1363;SODRAŽICA-HRIB;0;11.150;385;O;;98x1;TRAVNA GORA;700;2;649;3;30;15;0;1
R3;653;1364;HRIB-PODPLANINA;0;18.860;506;O;;97x1;MP PODPLANINA;50;2;48;0;0;0;0;0
R3;654;3611;ŠTALCERJI-KOČ. REKA;0;5.835;465;O;;00x1;KOČEVSKA REKA;820;0;737;12;35;10;11;15
R3;655;6643;DOL. VAS - GOTEN. - KOČ. REKA;0;16.525;162;O;;00x1;GRČARICE;550;0;477;8;34;9;11;11
R3;656;3651;KOČEVSKA REKA-BOROVEC;0;5.965;468;P; ; ; ;200;5;174;4;17;0;0;0
R3;656;3619;BOROVEC - DRAGARJI;0;3.498;468;P; ; ; ;50;1;44;1;4;0;0;0
R3;656;3650;DRAGARJI-OSILNICA;0;4.733;468;P; ; ; ;0;0;0;0;0;0;0;0
R3;657;3610;PETRINA-GRIVAC-MIRTOVIČI;0;11.325;468;P; ; ; ;350;10;301;6;31;1;1;0
R3;657;1345;BOSLJIVA LOKA-OSILNICA;0;9.520;445;O;;x;OSILNICA;350;6;289;7;23;6;19;0
R3;658;2517;DOBLIČE-SV.ANA-STARI TRG;0;9.865;468;O;;00x1;STARI TRG;550;15;475;10;48;1;1;0
R3;658;1450;STARI TRG;0;1.130;452;P; ; ; ;570;2;493;17;39;12;1;6
R3;658;1433;STARI TRG-BREZOVICA;0;8.464;452;O;;00x1;JELENJA VAS;500;2;430;16;34;11;1;6
R3;659;3616;STARI TRG-KOT;0;3.599;452;P; ; ; ;250;1;214;8;17;6;1;3
R3;659;2515;KOT-SODEVCI;0;780;509;O;;x;MP SODEVCI;50;0;48;0;2;0;0;0
R3;660;1179;ČRNOMELJ-DOLENJCI;0;9.810;281;O;;00x1;DOLENJCI 1;950;13;866;22;38;5;5;1
R3;660;1342;DOLENJCI-VRHOVCI;0;3.680;451;O;;00x1;DOLENJCI 2;1.050;5;996;15;24;6;2;2
R3;660;1342;VRHOVCI-ŽUNIČI;3.680;8.730;451;P; ; ; ;420;2;399;6;9;2;1;1
R3;660;1342;ŽUNIČI-MP ŽUNIČI;8.730;9.390;508;O;;x;MP ŽUNIČI;50;2;48;0;0;0;0;0
R3;661;1210;MEJA RH-DRAŠIČI;0;5.000;301;O;;00x1;DRAŠIČI;1.750;8;1.648;11;52;19;10;2
R3;661;1210;DRAŠIČI-METLIKA;5.000;9.270;301;P; ; ; ;2.500;12;2.354;15;75;27;14;3
R3;662;5407;METLIKA-RADOVIČI;0;3.000;301;P; ; ; ;1.600;7;1.506;10;48;18;9;2
R3;662;5407;RADOVIČI-MP BOŽAKOVO;3.000;8.130;525;O;;x;MP BOŽAKOVO;50;0;47;0;3;0;0;0
R3;663;5401;BUŠINJA VAS-RADOVICA;0;4.594;469;P; ; ; ;200;4;165;1;10;11;9;0
R3;663;5404;RADOVICA-OSTRIŽ;0;3.500;525;P; ; ; ;100;0;92;0;7;1;0;0
R3;664;2501;GABER- URŠNA SELA-NOVO MESTO;0;22.200;164;O;;03x1;BIRČNA VAS;1.778;9;1.665;13;68;13;7;3
R3;665;1191;VEL. REKA-SOPOTA;0;15.100;285;P; ; ; ;240;2;220;2;8;6;1;1
R3;665;1191;SOPOTA-RADEČE;15.100;28.050;285;O;;01x1;JAGNJENICA;1.860;5;1.714;15;64;40;7;15
R3;666;8115;SOPOTA-PODKUM-ZAGORJE;0;10.370;703;O;;x;ZAGORJE 3;750;1;691;9;18;26;1;4
R3;667;1385;ZBURE-MAČKOVEC;0;13.820;402;O;QLD6; ;ŠMARJEŠKE TOPLICE;3.188;12;2.952;28;106;40;34;16
R3;668;5846;GABRJE-RATEŽ;0;5.581;402;P; ; ; ;500;2;445;22;19;10;1;1
R3;669;1202;DOBRUŠKA V.-ŠENTJERNEJ;0;6.150;293;O;;98x1;ŠENTJERNEJ;2.800;5;2.559;16;100;60;40;20
R3;670;1244;BIZELJSKO - OREŠJE;0;5.260;435;O;;00x1;MP BIZELJSKO;150;3;137;0;10;0;0;0
R3;671;2237;KRIŽAJ-PODBOČJE-ŠUTNA;0;3.846;191;O;;99x1;PODBOČJE;500;3;467;3;20;5;2;0
R3;671;3921;ŠUTNA-PLANINA/PODBOČJU;0;9.814;402;P; ; ; ;17;0;15;1;1;0;0;0
R3;672;1337;IMPOLJCA-ZAVRATEC;0;4.900;369;P; ; ; ;1.000;2;907;20;45;23;2;1
R3;672;1338;ZAVRATEC-SMEDNIK;0;9.120;369;O;;01x1;RAKA;530;1;481;11;24;12;1;0
R3;672;3927;SMEDNIK-ZAMEŠKO-KOSTANJEVICA;0;9.261;183;O;;99x1;DOL. RAVNO;750;2;635;14;36;34;17;12
R3;673;1340;DRNOVO-KRIŽAJ;0;5.245;371;O;;03x4;KRIŽAJ 2;2.500;10;2.278;5;117;39;26;25
R3;674;1384;ZAVRATEC-ŠKOCJAN;0;10.495;401;O;;03x4;ŠKOCJAN 2;1.047;3;907;15;84;19;11;8
R3;675;1207;ČATEŽ OB SAVI-JESENICE;0;9.500;184;O;;99x1;RIBNICA;1.200;3;1.137;5;10;10;30;5
R3;675;1207;JESENICE-MP SLOVENSKA VAS;9.500;10.845;677;O;SBH; ;MP SLOVENSKA VAS;3.276;6;3.215;1;50;4;0;0
R3;676;2204;SP. POHANCA-KAPELE;0;10.120;471;O;;03x1;ARTIČE;2.119;12;1.941;32;83;29;9;13
R3;676;2212;KAPELE;0;1.028;471;P; ; ; ;2.100;6;1.940;30;77;28;5;14
R3;676;2216;KAPELE-RAKOVEC;0;2.515;513;O;;x;MP RAKOVEC;50;2;45;0;3;0;0;0
R3;677;2203;MP  NOVA VAS-PIŠECE;0;6.019;515;O;;x;MP NOVA VAS;50;2;45;0;3;0;0;0
R3;677;2202;PIŠECE-ZG.POHANCA-KRŠKO;0;17.355;185;O;;03x1;ZG. POHANCA;500;3;478;1;15;2;1;0
R3;678;2215;ST.VAS-FIGAROV MOST;0;755;514;O;;x;MP STARA VAS;80;2;75;0;3;0;0;0
R3;679;1192;RADEČE-BREG;0;5.700;286;O;;99x1;LOKA;1.000;10;945;4;30;10;1;0
R3;679;3909;BREG-SEVNICA;0;8.100;709;O;;99x1;BREG;1.100;1;1.052;4;33;9;0;1
R3;679;3909;SEVNICA-BLANCA;8.100;16.800;715;O;;01x1;SEVNICA;2.670;8;2.521;21;91;23;6;0
R3;679;3909;BLANCA-BRESTANICA;16.800;21.931;713;O;;01x1;BRESTANICA;1.850;3;1.714;16;68;36;5;8
R3;680;1223;RIMSKE TOPLICE-JURKLOŠTER;0;15.040;310;P; ; ; ;600;2;522;6;26;20;8;16
R3;680;1224;JURKLOŠTER-DEŽNO;0;6.490;313;P; ; ; ;260;2;226;5;15;8;2;2
R3;681;4005;LAŠKO;0;124;313;P; ; ; ;9.300;71;8.136;171;519;288;64;51
R3;681;4006;LAŠKO-BREZE-ŠENTJUR;0;20.027;187;O;;00x1;ŠENTRUPERT;350;2;333;4;6;5;0;0
R3;681;7233;ŠENTJUR(PODGORA-NOVA V);0;1.271;287;P; ; ; ;1.500;44;1.348;36;64;8;0;0
R3;682;1441;LOKE-LEDINŠČICA;0;10.080;312;O;;01x1;LEDINŠČICA;270;1;249;2;12;6;0;0
R3;683;1169;PILŠTAJN-GOLOBINJEK;0;10.225;274;O;;01x1;LESIČNO;1.100;21;1.019;14;27;14;4;1
R3;683;1414;IMENO-MP IMENO;0;1.015;415;O;;00x4;MP IMENO;250;0;239;0;10;1;0;0
R3;684;7460;PRELASKO-BUČE-KOZJE;0;7.384;274;P; ; ; ;800;16;740;10;20;10;3;1
R3;685;7495;TEKAČEVO-ROGAŠKA SLATINA;0;4.114;136;P; ; ; ;6.200;28;5.703;47;216;100;56;50
R3;685;7450;RODNE-MP RAJNKOVEC;0;1.733;517;O;;x;MP RAJNKOVEC;300;1;287;8;4;0;0;0
R3;686;1278;TEPANJE-ŽIČE;0;3.750;317;P; ; ; ;1.500;0;1.349;89;48;10;4;0
R3;686;1279;ŽIČE-KARTUZIJA;0;6.900;317;P; ; ; ;70;0;64;4;2;0;0;0
R3;686;1279;KARTUZIJA-DRAMLJE;6.900;14.224;317;P; ; ; ;55;0;50;3;2;0;0;0
R3;687;7207;DOLE-PONIKVA-LOČE;0;14.140;135;O;;00x1;HOTUNJE;2.250;25;2.027;8;127;56;6;1
R3;688;1231;SLOV.KONJICE-ŽIČE;0;4.840;317;P; ; ; ;1.520;5;1.421;30;49;10;5;0
R3;688;1418;ŽIČE;0;670;317;P; ; ; ;3.300;5;2.980;15;150;60;60;30
R3;688;1232;ŽIČE-POLJČANE;0;9.184;317;O;QLD6; ;ŽIČE;3.615;16;3.247;16;168;66;68;34
R3;688;1233;POLJČANE-MAJŠPERK;0;16.270;318;O;;02x4;MAKOLE;1.890;10;1.693;25;88;35;24;15
R3;689;6252;PODLEHNIK-KOZMINCI;0;3.563;481;P; ; ; ;500;4;445;7;24;17;1;2
R3;689;6260;KOZMINCI-ROGATEC;0;15.389;481;O;;00x4;ŽETALE;500;4;445;7;24;17;1;2
R3;690;1234;MAJŠPERK-JUROVCI;0;12.605;145;O;;00x4;STOGOVCI;380;0;334;9;17;9;10;1
R3;690;1235;TRŽEC-VIDEM;0;4.500;521;P; ; ; ;900;8;722;22;135;13;0;0
R3;690;1235;VIDEM-ZG. LESKOVEC;4.500;15.965;521;O;;97x1;MP LESKOVEC;200;2;190;3;5;0;0;0
R3;691;6251;ZAVRČ-DRENOVEC;0;7.280;520;P; ; ; ;100;0;93;2;4;1;0;0
R3;692;6223;BORL-MP MEJE;0;7.703;520;O;;97x1;MP MEJE;300;0;285;2;11;2;0;0
R3;693;2302;NOVA CERKEV-SOCKA-VITANJE;0;10.320;377;P; ; ; ;1.050;0;947;12;48;25;7;11
R3;694;1268;VELENJE-POLZELA;0;12.000;326;O;;99x4;ZALOŽE;2.000;10;1.804;11;100;30;30;15
R3;694;1268;POLZELA-DOBRTEŠA VAS;12.000;15.392;326;P; ; ; ;3.800;15;3.516;15;159;40;35;20
R3;695;8208;POLZELA;0;724;326;P; ; ; ;2.050;8;1.820;11;85;77;33;16
R3;695;7951;POLZELA-REČICA;0;5.410;326;P; ; ; ;820;3;729;4;34;31;13;6
R3;695;1458;GORENJE-SOTESKA;0;2.710;326;P; ; ; ;1.530;6;1.360;8;63;57;24;12
R3;696;7912;VELENJE-ŠKALE;0;6.538;322;P; ; ; ;1.540;7;1.423;6;73;21;9;1
R3;696;7919;PLEŠIVEC-GRAŠKA  G.-ŠMIKLAVŽ;0;10.710;322;P; ; ; ;420;2;390;1;20;5;2;0
R3;696;6904;SL.GRADEC-MISL.DOBRAVA;0;10.440;322;P; ; ; ;520;2;481;2;25;7;3;0
R3;697;5514;NAZARJE-GORNJI GRAD;0;13.979;175;O;;00x1;ŠMARTNO OB DRETI;1.000;4;916;15;40;15;5;5
R3;698;6505;MEŽICA-REHT;0;2.725;552;O;;01x1;MP MEŽICA;250;2;245;0;3;0;0;0
R3;699;1263;DRAVOGRAD-ČRNEČE;0;2.500;672;P; ; ; ;420;20;389;2;1;8;0;0
R3;699;1263;ČRNEČE-MP LIBELIČE;2.500;8.682;672;O;;01x1;MP LIBELIČE;30;1;27;2;0;0;0;0
R3;700;1272;SL.KONJICE-OPLOTNICA;0;6.548;330;O;;02x4;OPLOTNICA 2;2.530;11;2.368;33;60;34;16;8
R3;700;1273;OPLOTNICA-LOŽNICA;0;9.450;331;O;QLD6; ;LOŽNICA;3.187;8;2.925;36;114;50;40;14
R3;701;1270;RUTA-LOVRENC;0;13.400;328;O;;01x1;PUŠČAVA;2.750;4;2.514;34;92;65;11;30
R3;701;1270;LOVRENC-PESEK;13.400;18.400;327;P; ; ; ;310;0;303;0;4;3;0;0
R3;701;1430;PESEK-ROGLA;0;3.500;327;O;;02x4;PESEK;350;0;332;7;11;0;0;0
R3;701;1430;ROGLA-BOHARINA;3.500;17.000;704;P; ; ; ;310;1;281;4;14;7;2;1
R3;701;1430;BOHARINA-ZEČE;17.000;21.400;704;O;;99x1;ZREČE;3.000;8;2.712;46;134;70;26;4
R3;702;2703;DRAVOGRAD-TRBONJE;0;7.900;483;O;;00x4;TRBONJE 1;290;4;264;4;16;2;0;0
R3;702;2704;TRBONJE-DRAVČE;0;11.370;484;O;;00x4;TRBONJE 2;720;4;664;3;28;11;8;2
R3;702;2704;DRAVČE-VUHRED;11.370;13.300;485;O;;00x4;TRBONJE 3;1.000;6;920;7;42;15;8;2
R3;703;6307;MUTA;0;830;482;P; ; ; ;1.630;0;1.609;0;0;7;7;7
R3;703;6304;MUTA-GORTINA;0;1.610;482;P; ; ; ;1.230;0;1.215;0;0;5;5;5
R3;703;6303;GORTINA-BISTRIŠKI JAREK;0;6.330;482;O;;03x4;MUTA;471;3;447;1;15;3;2;0
R3;704;1353;RADLJE-RIBNICA;0;12.300;378;O;;00x4;VUHRED;660;2;617;12;15;7;5;2
R3;704;1355;RIBNICA-BREZNO;0;10.245;379;O;;01x1;PODVELKA;2.090;4;1.930;13;91;36;3;13
R3;705;1432;RUŠE-PUŠČAVA;0;10.100;705;O;;99x4;FALA;1.000;3;946;10;30;5;3;3
R3;706;6301;OŽBALT-ZG. KAPLA;0;14.230;486;O;;03x4;OŽBALT;357;1;334;3;12;5;1;1
R3;706;8802;HAJDIČEV MLIN-GRADIŠČE;0;2.400;486;P; ; ; ;120;0;112;0;2;6;0;0
R3;707;8801;SP.SELNICA-DUH NA OSTREM VRHU;0;13.285;486;P; ; ; ;120;0;112;0;2;6;0;0
R3;708;1330;ZG.KUNGOTA-PLAČ;0;5.480;429;P; ; ; ;110;0;104;1;3;1;1;0
R3;709;8614;MB(PODBREŽJE)-MALEČNIK;0;2.300;342;P; ; ; ;6.100;9;5.691;52;279;17;52;0
R3;709;8614;MALEČNIK-PERNICA;2.300;8.491;488;O;;99x1;ZG. KORENA;1.000;1;932;9;46;3;9;0
R3;710;1292;MARIBOR-DVORJANE;0;11.965;342;O;QLD6; ;DOGOŠE;10.774;18;10.108;104;336;118;66;24
R3;710;1292;DVORJANE-PTUJ;11.965;24.748;438;O;;03x1;VURBERK;3.740;15;3.504;15;139;50;11;6
R3;711;9006;FRAM-RAČE;0;2.312;495;P; ; ; ;2.050;16;1.884;41;62;27;20;0
R3;711;9014;RAČE;0;550;495;P; ; ; ;1.640;13;1.507;33;49;22;16;0
R3;711;9013;RAČE-KUNGOTA-KIDRIČEVO;0;10.830;311;O;;02x4;BRUNŠVIK;2.270;9;2.106;4;118;25;6;2
R3;712;1331;ŽIHLAVA-GABERNIK;0;13.000;363;P; ; ; ;510;3;458;4;23;14;4;4
R3;712;1331;GABERNIK-ROGOZNICA(PTUJ);13.000;21.173;363;O;;02x4;PACINJE;2.870;15;2.510;21;178;77;32;37
R3;713;4910;LJUTOMER-SAVCI-PTUJ;0;31.230;733;O;;02x4;SAVCI;940;5;863;12;46;12;1;1
R3;714;1293;VIDEM-RADENCI;0;10.353;343;O;;02x4;OKOSLAVCI;940;7;845;16;58;10;3;1
R3;715;5645;M.SOBOTA-LEMERJE;0;8.500;490;O;;02x4;LEMERJE 3;815;1;750;1;40;16;3;4
R3;715;5645;LEMERJE-SKAKOVCI;8.500;14.150;491;O;;02x4;LEMERJE 2;2.270;2;2.073;27;109;38;14;7
R3;716;5637;LEMERJE-GRAD;0;11.210;489;O;;02x4;LEMERJE 1;1.760;2;1.606;26;87;26;9;4
R3;716;5640;GRAD;0;1.450;489;P; ; ; ;620;4;565;10;19;20;2;0
R3;716;5630;GRAD-KUZMA;0;4.695;489;P; ; ; ;510;3;466;8;15;16;2;0
R3;717;1297;CANKOVA;0;822;666;P; ; ; ;350;4;336;0;10;0;0;0
R3;717;5614;CANKOVA-GERLINCI;0;5.200;489;P; ; ; ;160;1;147;2;4;5;1;0
R3;717;5615;KOROVCI;0;420;524;P; ; ; ;80;0;80;0;0;0;0;0
R3;717;5616;GERLINCI;0;355;524;P; ; ; ;50;0;50;0;0;0;0;0
R3;718;5620;PERTOČA-FIKŠINCI;0;4.688;489;P; ; ; ;50;0;45;1;2;2;0;0
R3;718;5619;FIKŠINCI;0;984;489;P; ; ; ;25;0;23;0;1;1;0;0
R3;719;5621;ROGAŠOVCI-KRAMAROVCI;0;2.953;489;P; ; ; ;50;0;45;1;2;2;0;0
R3;719;5622;KRAMAROVCI;0;630;524;P; ; ; ;50;0;50;0;0;0;0;0
R3;720;5624;SOTINA;0;2.266;524;P; ; ; ;50;0;50;0;0;0;0;0
R3;721;1317;PETROVCI-KUZMA;0;19.748;356;O;;01x1;DOLIČ;895;1;837;13;43;1;0;0
R3;722;1446;MP MARTINJE-MARTINJE;0;310;524;O;;x;MP MARTINJE;100;1;99;0;0;0;0;0
R3;723;5691;ŠALOVCI-ČEPINCI;0;6.638;358;P; ; ; ;150;1;140;2;3;2;2;0
R3;723;5657;ČEPINCI-MEJA MADŽARSKA;0;2.524;524;P; ; ; ;100;0;100;0;0;0;0;0
R3;724;5693;HODOŠ-DOMANJŠEVCI;0;5.055;358;P; ; ; ;100;0;95;1;2;1;1;0
R3;724;5694;DOMANJŠEVCI;0;1.060;358;P; ; ; ;100;0;95;1;2;1;1;0
R3;724;5661;DOMANJŠEVCI-BERKOVCI;0;3.770;358;P; ; ; ;100;0;95;1;2;1;1;0
R3;724;4210;BERKOVCI-KOBILJE;0;12.943;358;P; ; ; ;320;1;301;4;6;4;3;1
R3;725;5672;MARTJANCI-SEBEBORCI;0;3.167;492;O;;01x1;MARTJANCI;2.195;15;2.031;21;92;34;2;0
R3;725;5677;SEBEBORCI-TRAKŠAROV BREG;0;3.973;492;P; ; ; ;1.000;7;927;9;41;15;1;0
R3;725;5678;TRAKŠAROV BREG- FOKOVCI;0;440;492;P; ; ; ;500;3;463;5;21;8;0;0
R3;725;5668;FOKOVCI-PROSENJAKOVCI;0;7.595;492;P; ; ; ;50;1;47;0;2;0;0;0
R3;726;1321;RENKOVCI-ČRENŠOVCI;0;8.240;359;O;;02x4;TURNIŠČE;2.420;11;2.197;29;113;35;20;15
R3;726;1322;ČRENŠOVCI-RAZKRIŽJE;0;6.210;360;O;QLD6; ;SR. BISTRICA;2.088;12;1.804;14;96;46;34;82
R3;726;1324;STROČJA VAS-PAVLOVCI;0;13.200;140;O;;00x4;MIKLAVŽ;900;2;847;12;27;5;6;1
R3;727;1326;RAZKRIŽJE-MEJA R HRVAŠKA;0;475;431;P; ; ; ;450;2;438;0;10;0;0;0
R3;728;1148;ŠKOFLJICA-IG;0;5.249;161;O;;99x1;IG;500;2;423;0;35;20;15;5
R3;728;4815;IG-RAKITNA;0;19.440;158;O;;99x1;RAKITNA;50;1;47;0;2;0;0;0
R3;729;4206;HOTIZA-VELIKA POLANA;0;3.317;359;P; ; ; ;260;1;242;4;5;4;2;2
R3;729;4207;VELIKA POLANA-LIPA-BELTINCI;0;8.781;359;P; ; ; ;270;1;252;4;5;4;2;2
R3;730;4104;ŽICE-SV.ANA-ZG.ŠČAVNICA;0;5.835;359;P; ; ; ;1.000;0;930;15;20;15;10;10
R3;730;4105;ZG.ŠČAVNICA-DRAŽEN VRH;0;2.235;359;P; ; ; ;150;0;141;2;3;2;1;1
R3;731;8209;POLZELA-PARIŽLJE-BRASLOVČE-M.B;0;3.919;326;P; ; ; ;300;1;267;2;12;11;5;2
R3;732;8215;PONDOR-TABOR;0;2.388;326;P; ; ; ;500;2;443;3;21;19;8;4
R3;732;8259;TABOR-OJSTRIŠKA VAS-KAPLA;0;1.645;326;P; ; ; ;300;1;267;2;12;11;5;2
R3;733;5831;VAVTA VAS-DOL.TOPLICE-PODTURN;0;6.290;294;P; ; ; ;1.500;5;1.382;12;48;29;9;15
R3;734;4123;CERKVENJAK-VITOMARCI;0;5.733;338;P; ; ; ;150;1;131;1;6;4;3;4
R3;734;4121;VITOMARCI-GABRNIK;0;6.397;338;P; ; ; ;150;1;131;1;6;4;3;4
R3;735;6314;MUTA-VUZENICA;0;445;484;P; ; ; ;720;4;664;3;28;11;8;2
R3;737;9017;RAČE-ŠIKOLE;0;5.852;733;P; ; ; ;420;0;392;10;10;8;0;0
R3;738;6727;TRŽIŠČE-HOTEMEŽ;0;14.480;284;P; ; ; ;620;1;600;1;7;10;1;0
R3;739;6219;JANEŽOVSKI VRH-DESTRNIK;0;2.182;363;P; ; ; ;550;3;497;15;32;2;1;0
R3;740;1398;M.SOBOTA(GAJ)-M.SOBOTA;0;2.772;623;P; ; ; ;7.000;24;6.346;80;300;100;70;80
RT;901;1001;RATEČE-PLANICA;0;2.000;211;P; ; ; ;110;4;106;0;0;0;0;0
RT;902;1019;STRMEC-MANGART;0;11.980;211;P; ; ; ;50;2;48;0;0;0;0;0
RT;903;1021;IDRSKO-LIVEK;0;6.960;211;P; ; ; ;100;5;91;1;1;1;1;0
RT;904;1093;JEZERO-ZLATOROG;0;4.200;240;O;;02x4;BOHINJSKO JEZERO;1.335;29;1.162;49;74;12;8;1
RT;904;1093;ZLATOROG-SAVICA;4.200;8.200;240;P; ; ; ;270;3;259;6;1;1;0;0
RT;905;1095;GORJE-KRNICA;0;2.160;235;P; ; ; ;2.030;11;1.906;27;49;29;5;3
RT;905;1096;KRNICA-ZATRNIK;0;4.000;236;O;;02x4;KRNICA;1.320;19;1.204;8;68;12;5;4
RT;905;1096;ZATRNIK-MRZLI STUDENEC;4.000;9.120;236;P; ; ; ;460;4;423;7;17;7;1;1
RT;905;1097;MRZLI STUDENEC-JEREKA;0;16.340;239;P; ; ; ;130;1;122;3;2;2;0;0
RT;906;1100;MRZLI STUD.-RUDNO POLJE;0;6.100;239;P; ; ; ;85;0;80;2;2;1;0;0
RT;907;1101;KRNICA-ZG.RADOVNA;0;11.756;239;P; ; ; ;88;0;83;2;2;1;0;0
RT;907;1102;ZG.RADOVNA-DOVJE;0;6.400;239;P; ; ; ;230;1;214;6;5;3;0;1
RT;908;1383;MOJSTRANA-VRATA;0;11.600;211;P; ; ; ;100;0;94;2;2;2;0;0
RT;909;1125;BOH.BISTRICA-VRESJE;0;8.260;253;O;;99x1;NEMŠKI ROVT;300;4;284;0;10;2;0;0
RT;909;1128;VRESJE-SORICA;0;9.342;236;P; ; ; ;90;1;84;1;3;1;0;0
RT;909;1129;SORICA-PETROVO BRDO;0;4.200;236;P; ; ; ;65;2;59;1;2;1;0;0
RT;910;1130;SORICA-PODROŠT;0;5.250;236;P; ; ; ;410;5;377;6;15;6;1;0
RT;911;1123;RUDNO-ROVTARICA;0;11.510;253;P; ; ; ;165;3;151;2;7;2;0;0
RT;911;1124;ROVTARICA-VRESJE;0;7.880;253;P; ; ; ;12;0;12;0;0;0;0;0
RT;912;7302;ZALI LOG-DAVČA;0;7.856;211;P; ; ; ;410;15;384;3;3;3;2;0
RT;912;7350;DAVČA-NOVAKI;0;3.065;211;P; ; ; ;515;10;490;4;4;4;3;0
