Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Tip pr. odseka;Tip avt. števca;Leto roč. (avt.) štetja;Ime števnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.
RT;934;6838;SEŽANA-LIPICA;0;3.494;57;O;;05x4;Lokev 1;2.520;25;2.326;20;100;30;9;10
RT;934;6840;LIPICA-LOKEV;0;4.139;75;O;;05x4;Lokev 2;1.180;8;1.070;6;60;20;8;8
RT;935;9042;FRAM-CESTNIK-AREH;0;13.900;;P;;;;50;0;48;1;1;0;0;0
RT;936;1063;COL-PREDMEJA;0;14.523;223;O;;04x1;Malo Polje;600;0;562;3;30;3;2;0
RT;937;8710;BRESTRNICA-GAJ-SV. JURIJ;0;14.162;;P;;;;50;0;47;0;1;2;0;0
RT;938;2503;ČERMOŠNJICE-KOMARNA V.-GRIČICE;0;6.317;;P;;;;50;3;44;0;2;1;0;0
RT;939;3815;PREDDVOR;0;1.210;;P;;;;2.500;25;2.160;10;250;35;15;5
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Legenda;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Kat. ceste;;;Kategorija ceste;;;;;;;Leto roč.(avt.) štetja;;Leto zadnjega ročnega oz. avtomatskega štetja;;;;;;
Štev. ceste;;;Oznaka ceste;;;;;;;Ime števnega mesta;;Ime števnega mesta;;;;;;
Štev. odseka;;;Oznaka odseka ceste;;;;;;;Vsa vozila (PLDP);;PLDP - Povp. letni dnevni promet vseh motornih vozil;;;;;;
Prometni odsek;;;Opis poteka prometnega odseka;;;;;;;Motorji;;MO - Motorji;;;;;;
Stac. začetka;;;Stacionaža začetka prometnega odseka;;;;;;;Osebna vozila;;OA - Osebna vozila;;;;;;
Stac. konca;;;Stacionaža konca prometnega odseka;;;;;;;Avtobusi;;BUS - Avtobusi;;;;;;
Števno mesto;;;Oznaka števnega mesta;;;;;;;Lahka tov. < 3,5t;;LT - Lahki tovorni promet do 3,5t;;;;;;
Tip pr. odseka;;;O - Osnovni prometni odsek (na prometnem odseku se izvaja štetje);;;;;;;Sr. tov.  3,5-7t;;ST - Srednje težki tovornjaki 3,5-7t;;;;;;
;;;P - Privzeti promet (na prometnem odseku se ne izvaja štetje promet je ocenjen);;;;;;;Tež. tov. nad 7t;;TT - Težki tovornjaki nad 7t;;;;;;
Tip avt. števca;;;QLD-3         Števec QLD-3 prešteje vsa vozila ;;;;;;;Tov. s prik.;;TP - Tovorni s prikolico;;;;;;
;;;QLD-5         Števec QLD-5 loči 5 kategorij vozil;;;;;;;;;;;;;;;
;;;QLD-6         Števec QLD-6 loči 10 kategorij vozil;;;;;;;;;;;;;;;
;;;QLD-6 sel  Števec šteje le polovico dni v mesecu, selitev števca;;;;;;;;;;;;;;;
