Kat. ceste;Štev. ceste;Štev. odseka;Prometni odsek;Stac. začetka;Stac. konca;Števno mesto;Ime števnega mesta;Tip štetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tež. tov. nad 7t;Tov. s prik.;Vlačilci;NOO;Tip
R3;646;1444;CIKAVA - GROSUPLJE;0;2.141;273;Cikava;QLD;12.099;48;10.515;86;1.000;151;133;91;75;2.358.991;PLDP
R3;646;1195;GROSUPLJE - IVANČNA GOR.;0;13.765;436;Zgornja Draga;QLD5;1.962;36;1.716;20;108;38;32;6;6;394.161;PLDP
R3;646;1196;IVANČNA GORICA(STUDENEC) - GRM;0;6.065;289;Ivančna Gorica;QLD6;6.729;33;5.697;14;364;105;241;128;147;3.178.417;PLDP
R3;646;1197;GRM-PLUSKA;0;8.301;564;Medvedjek;R 11x4;1.007;9;829;3;82;40;13;12;19;349.867;PLDP
R3;647;1172;PEROVO - GROSUPLJE;0;1.480;561;Grosuplje;R 07x1;5.100;25;4.488;52;310;20;130;25;50;1.373.341;PLDP
R3;647;1151;GROSUPLJE ;0;308;;;P;8.700;90;7.951;114;300;90;120;15;20;1.476.360;PLDP
R3;647;1173;GROSUPLJE - MLAČEVO;0;2.317;275;Veliko Mlačevo;QLD5;6.885;54;6.011;37;469;113;147;29;25;1.448.988;PLDP
R3;647;1174;MLAČEVO - PLEŠIVICA;0;3.230;276;Veliko Mlačevo 2;R 10x4;3.050;25;2.819;9;145;25;20;3;4;230.922;PLDP
R3;647;1174;PLEŠIVICA - KRKA;3.230;15.062;;;P;410;10;367;5;20;3;1;2;2;56.984;PLDP
R3;647;1368;MLAČEVO - VIDEM;0;12.000;388;Malo Mlačevo;QLD5;3.148;17;2.734;23;215;54;72;18;15;768.414;PLDP
R3;647;1368;VIDEM - RAŠICA;12.000;18.935;784;Predstruge;R 10x4;1.400;16;1.171;21;93;49;37;7;6;451.393;PLDP
R3;648;2912;VIDEM - PRI CERKVI STRUGE;0;10.392;785;Kompolje;R 10x4;1.270;7;1.166;10;52;21;6;0;8;163.736;PLDP
R3;648;3601;PRI CERKVI STRUGE - ZVIRČE;0;4.800;461;Zvirče 1;R 09x1;250;9;212;3;12;10;4;0;0;52.505;PLDP
R3;648;3601;ZVIRČE - SMUKA;4.800;14.695;463;Zvirče 3;R 09x1;130;4;118;0;4;4;0;0;0;7.963;PLDP
R3;649;2915;ZAGRADEC - AMBRUS-ŽVIRČE;0;10.951;462;Zvirče 2;R 09x1;270;3;242;0;16;9;0;0;0;17.916;PLDP
R3;650;1159;ŽUŽEMBERK - PLUSKA;0;13.762;269;Dobrava;QLD5;737;17;620;10;39;14;29;4;4;264.267;PLDP
R3;650;1161;TREBNJE (ŠTEFAN) - TREBNJE;0;1.800;;;P;3.500;15;3.075;25;210;95;45;25;10;736.563;PLDP
R3;651;1198;TREBNJE - NM(BUČNA VAS);0;15.959;290;Mirna Peč;QLD;1.871;20;1.661;13;101;34;31;6;5;345.388;PLDP
R3;651;0399;NOVO MESTO (BUČNA VAS-KRKA);0;1.090;;;P;11.000;45;9.470;50;780;240;200;95;120;3.022.147;PLDP
R3;651;0252;KARTELJEVO - V. BUČNA VAS;0;1.900;194;NM Karteljevo;QLD6;6.327;19;5.580;39;439;54;88;61;47;1.382.299;PLDP
R3;651;0252;V. BUČNA VAS - NM BUČNA VAS;1.900;2.710;;;P;9.300;20;8.070;45;740;70;110;120;125;2.401.294;PLDP
R3;652;1457;MORAVČE - ČATEŽ;0;6.200;283;Čatež;QLD5;370;7;320;1;20;10;11;0;1;85.103;PLDP
R3;652;1457;ČATEŽ - TREBNJE;6.200;15.356;173;Kamni Potok;R 11x4;1.910;17;1.596;6;155;69;31;14;22;524.054;DIST
R3;653;1363;SODRAŽICA - HRIB;0;11.150;385;Travna gora;R 08x1;1.320;6;1.195;7;74;30;3;2;3;135.368;PLDP
R3;653;1364;HRIB - PODPLANINA;0;18.860;506;MP Podplanina;R 04x4;50;3;45;0;1;1;0;0;0;1.991;PLDP
R3;654;3611;ŠTALCERJI - KOČ. REKA;0;5.835;465;Kočevska Reka;QLD3;936;13;820;4;25;10;28;15;21;400.133;PLDP
R3;655;6643;D.VAS-GOTENICA-KOČEVSKA REKA;0;16.525;162;Grčarice;R 09x1;820;10;765;3;5;6;3;22;6;213.752;PLDP
R3;656;3651;KOČEVSKA REKA - BOROVEC;0;6.035;;;P;200;5;189;4;2;0;0;0;0;16.921;PLDP
R3;656;3619;BOROVEC  -  DRAGARJI;0;3.498;;;P;50;1;44;1;4;0;0;0;0;4.230;PLDP
R3;656;3650;DRAGARJI-GOZ. CESTA(OSILNICA);0;1.371;;;P;5;0;3;0;0;0;2;0;0;9.954;PLDP
R3;656;3650;ZG. ČAČIČI - OSILNICA;1.371;5.173;;;P;50;3;40;0;5;1;1;0;0;6.967;PLDP
R3;657;3610;PETRINA - GRIVAC - MIRTOVIČI;0;11.325;743;Petrina 2;QLD3;259;9;219;5;23;2;1;0;0;30.109;PLDP
R3;657;1345;BOSLJIVA LOKA - OSILNICA;0;9.520;445;Osilnica;R 09x1;210;2;195;0;8;5;0;0;0;9.954;PLDP
R3;658;2517;DOBLIČE - SV.ANA-STARI TRG;0;9.865;468;Stari trg;R 09x4;610;16;546;0;31;12;2;1;2;52.505;PLDP
R3;658;1450;STARI TRG ;0;1.203;;;P;630;10;594;1;15;10;0;0;0;24.137;PLDP
R3;658;1433;STARI TRG - BREZOVICA;0;8.464;452;Predgrad;QLD3;574;12;511;3;34;10;1;2;1;56.238;PLDP
R3;659;3616;STARI TRG - KOT;0;3.599;;;P;260;5;220;8;17;6;1;1;2;69.426;PLDP
R3;659;2515;KOT - SODEVCI;0;780;509;MP Sodevci;R 08x1;190;3;168;0;19;0;0;0;0;0;PLDP
R3;660;1179;ČRNOMELJ - DOLENJCI;0;9.810;281;Črnomelj;QLD3;2.004;20;1.853;16;74;32;5;2;2;181.155;PLDP
R3;660;1342;DOLENJCI - VRHOVCI;0;3.680;451;Dolenjci 2;R 09x4;1.000;8;932;5;36;14;3;1;1;76.393;PLDP
R3;660;1342;VRHOVCI - ŽUNIČI;3.680;8.730;;;P;400;2;379;6;9;2;1;0;1;40.561;PLDP
R3;660;1342;ŽUNIČI - MP ŽUNIČI;8.730;9.390;508;MP Žuniči;R 09x4;30;0;29;0;1;0;0;0;0;0;PLDP
R3;661;1210;MEJA RH - DRAŠIČI;0;5.000;301;Drašiči;R 05x1;550;0;491;4;40;5;8;1;1;79.131;PLDP
R3;661;1210;DRAŠIČI - METLIKA;5.000;9.270;745;Drašiči;QLD5;714;8;644;3;35;9;13;1;1;107.747;PLDP
R3;662;5407;METLIKA - RADOVIČI;0;3.000;;;P;900;7;806;10;48;18;9;1;1;135.368;PLDP
R3;662;5407;RADOVIČI - MP BOŽAKOVO;3.000;8.130;525;MP Božakovo;R 09x4;40;0;37;0;1;2;0;0;0;3.981;PLDP
R3;663;5401;BUŠINJA VAS - RADOVICA;0;4.594;;;P;200;4;165;1;10;11;9;0;0;70.919;PLDP
R3;663;5404;RADOVICA - OSTRIŽ;0;3.500;;;P;100;0;92;0;7;1;0;0;0;1.991;PLDP
R3;664;2501;GABER-URŠNA SELA-NOVO MESTO;0;22.107;164;Ljuben;QLD5;1.856;12;1.693;8;94;17;26;3;3;234.406;PLDP
R3;665;1191;LJUBEŽ V LAZIH - SOPOTA;0;15.100;;;P;240;2;219;2;2;8;6;1;0;60.468;PLDP
R3;665;1191;SOPOTA - RADEČE;15.100;28.032;285;Jagnjenica;QLD5;1.294;29;1.106;8;99;17;31;2;2;246.848;PLDP
R3;666;8115;SOPOTA - PODKUM-ZAGORJE;0;10.370;703;Zagorje 3;R 08x4;1.120;5;990;5;45;15;50;3;7;362.060;PLDP
R3;667;1385;ZBURE - ŠMARJEŠKE TOPLICE;0;5.140;565;Zbure 2;QLD;1.731;18;1.553;24;76;17;28;7;8;368.033;PLDP
R3;667;1385;ŠMARJEŠKE TOPLICE-DOL.KRONOVO;5.140;6.850;402;Šmarješke Toplice;QLD;4.327;30;3.983;34;197;35;29;8;11;476.029;PLDP
R3;668;5846;GABRJE - RATEŽ;0;5.581;475;Gabrje;R 11x4;921;6;818;2;72;18;5;0;0;69.177;PLDP
R3;670;1244;BIZELJSKO  -  OREŠJE;0;5.260;435;MP Bizeljsko (Orešje);R 08x1;350;1;342;0;7;0;0;0;0;0;PLDP
R3;671;2237;KRIŽAJ - PODBOČJE-ŠUTNA;0;3.846;191;Podbočje;R 07x1;950;9;883;5;34;8;10;1;0;93.066;PLDP
R3;671;3921;ŠUTNA - PLANINA/PODBOČJU;0;10.050;;;P;20;0;18;1;1;0;0;0;0;4.230;PLDP
R3;672;1337;IMPOLJCA - ZAVRATEC;0;4.900;;;P;1.500;2;1.407;20;45;23;2;0;1;146.566;PLDP
R3;672;1338;ZAVRATEC - SMEDNIK;0;9.229;369;Raka;R 09x4;1.560;20;1.384;11;95;29;12;4;5;219.973;PLDP
R3;672;3927;SMEDNIK-ZAMEŠKO-KOSTANJEVICA;0;9.257;183;Dolenje Ravno;R 08x4;1.350;15;1.223;7;35;25;20;10;15;334.439;PLDP
R3;673;1340;DRNOVO - KRIŽAJ;0;5.705;371;Malo Mraševo;QLD;2.832;38;2.505;10;162;32;56;15;14;565.113;PLDP
R3;674;1384;ZAVRATEC - ŠKOCJAN;0;10.495;401;Škocjan 2;R 11x4;1.078;18;927;8;83;28;12;1;1;161.745;PLDP
R3;675;1207;ČATEŽ OB SAVI - MOKRICE;0;7.479;184;Ribnica;R 08x1;730;10;632;6;39;9;28;2;4;219.973;PLDP
R3;675;1481;MOKRICE  -  OBREŽJE - SLOV. VAS;0;2.687;677;MP Slovenska vas;QLD3;2.693;14;2.503;17;151;8;0;0;0;87.840;PLDP
R3;676;2204;SP. POHANCA - (R1-219);0;7.740;471;Artiče;QLD;2.001;31;1.772;19;97;17;40;10;15;468.812;PLDP
R3;676;2204;(R1-219) - KAPELE;7.740;10.120;;;P;900;6;767;15;65;28;5;5;9;231.171;PLDP
R3;676;2212;KAPELE;0;1.028;;;P;900;8;765;15;70;25;5;5;7;212.757;PLDP
R3;676;2216;KAPELE - RAKOVEC;0;2.515;513;MP Rakovec;R 08x1;20;0;20;0;0;0;0;0;0;0;PLDP
R3;677;2203;MP  NOVA VAS - PIŠECE;0;6.019;515;MP Nova vas;R 08x1;150;0;148;0;2;0;0;0;0;0;PLDP
R3;677;2202;PIŠECE - ZG.POHANCA-KRŠKO;0;17.355;185;Zgornja Pohanca;R 08x4;660;8;613;2;30;4;2;0;1;32.598;PLDP
R3;678;2215;ST.VAS - FIGAROV MOST;0;755;514;MP Stara vas;R 08x1;160;2;157;0;1;0;0;0;0;0;PLDP
R3;679;1192;RADEČE - BREG;0;5.700;286;Loka;R 09x4;1.080;26;969;1;51;20;9;1;3;113.719;PLDP
R3;679;3909;BREG - SEVNICA;0;8.100;709;Breg;R 09x4;810;17;727;3;36;19;6;1;1;92.817;PLDP
R3;679;3909;SEVNICA - BLANCA;8.100;16.800;715;Gornje Brezovo;QLD;1.731;5;1.606;3;87;11;15;2;2;134.124;PLDP
R3;679;3909;BLANCA - BRESTANICA;16.800;21.760;713;Brestanica;R 11x4;1.307;18;1.175;7;69;25;11;1;1;146.566;PLDP
R3;680;1223;RIMSKE TOPLICE - JURKLOŠTER;0;15.040;769;Jurklošter 3;R 10x4;330;5;288;5;13;12;6;1;0;81.121;PLDP
R3;680;1224;JURKLOŠTER - DEŽNO;0;6.490;768;Jurklošter 2;R 10x4;390;5;342;3;14;15;9;1;1;99.784;PLDP
R3;681;4005;LAŠKO;0;124;;;P;9.300;70;8.148;160;519;288;64;21;30;1.885.949;PLDP
R3;681;4006;LAŠKO - BREZE-ŠENTJUR;0;20.027;187;Šentrupert;R 07x1;380;5;349;5;11;4;0;2;4;66.440;PLDP
R3;681;7233;ŠENTJUR (PODGORA - NOVA V.);0;1.271;;;P;1.500;45;1.346;36;65;8;0;0;0;168.215;PLDP
R3;682;1441;LOKE - LEDINŠČICA;0;10.080;312;Ledinščica;R 10x4;220;3;161;1;20;16;15;2;2;135.617;PLDP
R3;683;1169;LESIČNO - GOLOBINJEK;0;10.294;274;Lesično;R 10x4;828;15;706;7;50;25;19;1;5;211.264;PLDP
R3;683;1414;IMENO - MP IMENO;0;1.015;415;MP Imeno;R 10x4;500;1;488;1;10;0;0;0;0;4.230;PLDP
R3;684;7460;PRELASKO - BUČE - KOZJE;0;7.384;428;Buče;R 10x4;880;10;761;4;55;36;12;2;0;160.750;PLDP
R3;685;7495;TEKAČEVO - ROGAŠKA SLATINA;0;4.114;910;Tekačevo;QLTC8;5.131;41;4.654;32;280;50;43;6;25;641.755;PLDP
R3;685;7450;RODNE - MP RAJNKOVEC;0;1.733;517;MP Rajnkovec;R 09x1;610;0;609;0;0;1;0;0;0;1.991;PLDP
R3;686;1278;TEPANJE - ŽIČE;0;3.750;568;Žiče 2;QLD6;2.110;1;1.843;19;165;23;28;13;18;458.361;PLDP
R3;686;1279;ŽIČE - KARTUZIJA;0;6.900;195;Škedenj;R 11x4;405;7;365;2;23;5;2;0;1;34.589;PLDP
R3;686;1279;KARTUZIJA - DRAMLJE;6.900;14.224;;;P;60;1;54;3;2;0;0;0;0;12.691;PLDP
R3;687;7207;DOLE - PONIKVA-LOČE;0;14.140;135;Hotunje;QLD5;2.081;25;1.835;5;129;35;46;2;4;357.084;PLDP
R3;688;1231;SLOV.KONJICE - ŽIČE;0;4.840;567;Slovenske Konjice;R 07x1;3.810;20;3.525;15;135;70;35;3;7;439.200;PLDP
R3;688;1418;ŽIČE ;0;670;;;P;3.600;15;3.260;15;155;62;62;11;20;688.288;PLDP
R3;688;1232;ŽIČE - MLAČE;0;2.900;317;Žiče;QLD6;4.337;30;3.884;22;248;52;59;21;21;751.493;PLDP
R3;688;1232;MLAČE - POLJČANE;2.900;9.184;667;Čadramska vas;QLD3;2.835;33;2.534;20;155;36;44;6;7;456.121;PLDP
R3;688;1233;POLJČANE - MAJŠPERK;0;16.270;318;Modraže;QLD3;1.130;12;1.022;9;49;12;17;4;5;202.555;PLDP
R3;689;6252;PODLEHNIK - KOZMINCI;0;3.563;762;Podlehnik;R 10x4;770;14;673;12;36;27;5;0;3;148.059;PLDP
R3;689;6260;KOZMINCI - ROGATEC;0;15.471;481;Čermožiše;QLD5;515;11;444;8;26;9;13;1;3;141.340;PLDP
R3;690;1234;MAJŠPERK - JUROVCI;0;12.605;145;Stogovci;R 10x4;600;10;519;10;32;19;4;3;3;137.359;PLDP
R3;690;1235;TRŽEC - VIDEM;0;4.500;763;Videm pri Ptuju;R 10x4;1.750;16;1.585;6;69;42;21;9;2;281.934;PLDP
R3;690;1235;VIDEM - ZG. LESKOVEC;4.500;15.965;521;MP Leskovec;R 09x1;340;0;288;27;17;5;0;3;0;142.833;PLDP
R3;691;6251;ZAVRČ - DRENOVEC;0;7.280;753;Goričak;R 09x1;1.830;0;1.672;24;77;31;20;0;6;300.100;PLDP
R3;692;6223;BORL - MP MEJE;0;7.703;520;MP Meje;R 09x1;260;0;243;0;7;10;0;0;0;19.907;PLDP
R3;693;2302;NOVA CERKEV - SOCKA-VITANJE;0;10.320;;;P;1.150;5;1.060;20;40;20;5;0;0;149.303;PLDP
R3;694;1268;VELENJE - POLZELA;0;12.000;326;Arnače;QLD;2.914;8;2.705;21;112;22;37;4;5;372.760;PLDP
R3;694;1268;POLZELA - DOBRTEŠA VAS;12.000;15.392;40;Breg pri Polzeli;QLD5;6.055;56;5.476;42;296;102;54;12;17;829.877;PLDP
R3;695;8208;POLZELA;0;724;;;P;2.500;10;2.175;15;130;70;75;10;15;731.586;PLDP
R3;695;7951;POLZELA - REČICA;0;5.410;36;Podvin pri Polzeli ;R 11x4;842;17;717;2;44;16;41;4;1;275.464;PLDP
R3;695;1458;GORENJE - SOTESKA;0;2.710;578;Gorenje;QLD5;3.486;24;3.045;14;217;56;79;21;30;881.138;PLDP
R3;696;7912;VELENJE - ŠKALE;0;6.538;31;Velenje;QLD;4.122;12;3.820;14;171;52;38;10;5;445.173;PLDP
R3;696;7919;ŠKALE - GRAŠKA  G.-ŠMIKLAVŽ;0;10.710;32;Plešivec;R 11x4;525;18;469;6;27;2;3;0;0;44.293;PLDP
R3;696;6904;SL.GRADEC - MISL.DOBRAVA;0;10.440;33;Podgorje pri Slov. Gradcu;R 11x4;1.692;22;1.561;6;73;18;8;4;0;125.912;PLDP
R3;697;5514;NAZARJE - GORNJI GRAD;0;13.979;175;Šmartno ob Dreti;R 08x4;1.100;23;999;19;32;17;4;2;4;171.450;PLDP
R3;698;6505;MEŽICA - REHT;0;2.725;552;MT Mežica;R 09x1;300;24;267;0;6;3;0;0;0;5.972;PLDP
R3;699;1263;DRAVOGRAD - ČRNEČE;0;2.500;;;P;450;20;419;2;1;8;0;0;0;24.386;PLDP
R3;699;1263;ČRNEČE - MP LIBELIČE;2.500;8.682;672;MT Libeliče;R 09x1;90;10;78;0;2;0;0;0;0;0;PLDP
R3;700;1272;SL.KONJICE - OPLOTNICA;0;6.548;330;Oplotnica 2;R 11x4;1.691;20;1.517;13;88;32;17;2;2;228.185;PLDP
R3;700;1273;OPLOTNICA - LOŽNICA;0;9.450;331;Ložnica;QLD5;4.053;40;3.634;26;202;69;59;8;15;684.058;PLDP
R3;701;1270;RUTA - LOVRENC;0;13.400;328;Puščava;R 11x4;2.037;20;1.798;21;107;47;26;14;4;423.772;PLDP
R3;701;1270;LOVRENC - PESEK;13.400;18.472;;;P;340;0;333;0;4;3;0;0;0;5.972;PLDP
R3;701;1430;PESEK - ROGLA;0;15.000;327;Pesek;R 11x4;323;12;285;7;13;6;0;0;0;41.556;PLDP
R3;701;1430;ROGLA - ZREČE;15.000;17.700;734;Boharina;QLD5;1.065;18;947;14;50;16;15;2;3;196.831;PLDP
R3;701;1430;ZREČE - ZEČE;17.700;21.284;711;Zreče;QLD6;8.559;39;7.714;97;461;82;86;21;59;1.499.253;PLDP
R3;702;2703;DRAVOGRAD - TRBONJE;0;7.150;483;Trbonje 1;R 09x1;220;1;185;0;25;4;5;0;0;32.847;PLDP
R3;702;2703;TRBONJE - GORTINA;7.150;7.900;485;Trbonje 3;R 09x1;940;15;831;5;51;25;13;0;0;135.617;PLDP
R3;702;2704;TRBONJE - VUZENICA;0;7.440;484;Trbonje 2;R 09x1;770;15;682;5;36;24;8;0;0;108.743;PLDP
R3;702;2704;VUZENICA - VUHRED;7.440;13.300;;;P;1.000;15;883;7;40;25;20;5;5;241.125;PLDP
R3;703;6307;MUTA ;0;830;;;P;2.100;25;1.945;10;65;25;15;5;10;260.036;PLDP
R3;703;6304;MUTA - GORTINA;0;1.610;571;Muta;R 07x1;1.360;20;1.261;15;45;19;0;0;0;101.277;PLDP
R3;703;6303;GORTINA - BISTRIŠKI JAREK;0;6.330;482;Muta;R 08x4;500;10;453;1;23;6;5;1;1;53.500;PLDP
R3;704;1353;RADLJE - RIBNICA;0;12.300;378;Vuhred;R 09x1;900;5;793;6;54;15;23;3;1;194.592;PLDP
R3;704;1355;RIBNICA - BREZNO;0;10.245;379;Janževski vrh;QLD3;782;6;684;11;34;20;23;1;3;225.697;PLDP
R3;705;1432;RUŠE - PUŠČAVA;0;10.100;705;Fala;R 08x4;1.000;9;908;12;44;13;6;3;5;156.271;PLDP
R3;706;6301;OŽBALT - ZG. KAPLA;0;14.230;486;Ožbalt;R 08x4;440;4;389;4;27;6;7;1;2;82.366;PLDP
R3;706;8802;HAJDIČEV MLIN - GRADIŠČE;0;2.400;;;P;180;0;172;0;2;6;0;0;0;11.944;PLDP
R3;707;8801;SP.SELNICA - DUH NA OSTREM VRHU;0;13.285;;;P;170;0;162;0;2;6;0;0;0;11.944;PLDP
R3;708;1330;ZG.KUNGOTA - PLAČ;0;5.480;;;P;110;0;104;1;3;1;1;0;0;11.198;PLDP
R3;709;8614;MB (MELJSKA CESTA);0;1.020;;;P;1.100;10;1.010;20;50;5;5;0;0;119.443;PLDP
R3;709;8615;MALEČNIK(most) - MALEČNIK;0;750;572;Malečnik;QLD;7.257;63;6.823;31;274;24;37;2;3;392.408;PLDP
R3;709;8615;MALEČNIK - PERNICA;750;6.750;488;Celestrina;QLD3;3.501;23;3.282;24;148;8;15;0;1;198.324;PLDP
R3;710;1292;MARIBOR - DVORJANE;0;11.965;342;Dogoše;QLD6;10.430;69;9.630;57;518;59;52;24;21;897.313;PLDP
R3;710;1292;DVORJANE - PTUJ;11.965;24.748;438;Vurberk;QLD;2.319;26;2.132;12;108;14;20;3;4;221.715;PLDP
R3;710;0247;PTUJ - HAJDINA;0;2.719;637;Ptuj Zahod;QLD;15.166;98;13.805;91;833;178;95;32;34;1.622.677;PLDP
R3;710;0352;HAJDINA - TURNIŠČE;0;3.350;911;Turnišče 2;QLD6;1.584;18;1.396;2;66;25;31;16;30;498.673;PLDP
R3;711;9006;FRAM - RAČE;0;2.312;421;Rače;R 07x4;6.300;50;5.572;22;420;94;62;30;50;1.086.430;PLDP
R3;711;9014;RAČE;0;550;;;P;1.800;15;1.655;33;49;22;16;5;5;325.232;PLDP
R3;711;9013;RAČE - KUNGOTA - KIDRIČEVO;0;10.888;311;Brunšvik;R 11x4;1.054;12;944;2;64;24;7;0;1;97.296;PLDP
R3;712;1331;ŽIHLAVA - JURŠINCI;0;10.400;;;P;600;10;534;4;30;14;4;2;2;89.582;PLDP
R3;712;1331;JURŠINCI - GABERNIK;10.400;13.000;764;Gabrnik;R 10x4;2.500;35;2.218;17;130;58;32;5;5;408.842;PLDP
R3;712;1331;GABERNIK - ROGOZNICA(PTUJ);13.000;21.173;363;Pacinje;QLD5;2.706;39;2.379;19;150;47;58;6;8;549.685;PLDP
R3;713;4910;LJUTOMER - DORNAVA;0;24.800;733;Savci;R 09x4;900;15;788;10;45;25;10;2;5;185.385;PLDP
R3;713;4910;DORNAVA - KRIŽ.SPUHLJA;24.800;28.500;433;Dornava;QLD5;3.958;38;3.528;25;223;58;73;6;7;665.395;PLDP
R3;713;4910;KRIŽ.SPUHLJA - PTUJ;28.500;31.230;425;Rogoznica;R 07x4;7.000;30;6.284;40;370;120;150;2;4;1.191.938;PLDP
R3;714;1293;SV. JURIJ OB ŠČAVNICI - GRABONOŠ;0;2.879;;;P;1.200;10;940;25;70;40;20;30;65;875.912;PLDP
R3;714;2806;GRABONOŠ - SP. IVANJCI;0;2.170;594;Spodnji Ivanjci - 1;R 09x4;970;15;841;10;56;26;13;5;4;214.748;PLDP
R3;714;2807;SP.IVANJCI - GORNJA RADGONA;0;9.512;595;Spodnji Ivanjci - 2;R 09x4;1.130;21;971;19;62;36;12;6;3;267.750;PLDP
R3;715;5645;M.SOBOTA - GORICA;0;5.800;42;Markišavci;QLD3;2.911;19;2.641;18;152;53;16;4;8;335.932;PLDP
R3;715;5645;GORICA - LEMERJE;5.800;8.500;491;Lemerje 2;R 10x4;2.450;8;2.221;18;114;69;14;2;4;320.504;PLDP
R3;715;5645;LEMERJE - SKAKOVCI;8.500;14.150;490;Lemerje 3;R 10x4;1.120;4;997;4;62;40;9;2;2;166.224;PLDP
R3;716;5637;LEMERJE - GRAD;0;11.210;489;Bodonci;QLD5;871;11;783;14;41;8;12;1;1;147.313;PLDP
R3;716;5640;GRAD;0;1.450;;;P;850;4;792;10;20;21;2;0;1;100.282;PLDP
R3;716;5630;GRAD - KUZMA;0;4.695;761;Grad;R 10x4;840;8;770;3;35;22;1;0;1;67.684;PLDP
R3;717;1297;CANKOVA;0;822;;;P;450;4;436;0;10;0;0;0;0;0;PLDP
R3;717;5614;CANKOVA - GERLINCI;0;5.200;758;Korovci;R 10x4;550;2;517;1;17;11;1;1;0;37.326;PLDP
R3;717;5615;KOROVCI ;0;420;;;P;350;1;349;0;0;0;0;0;0;0;PLDP
R3;717;5616;GERLINCI ;0;355;;;P;250;1;249;0;0;0;0;0;0;0;PLDP
R3;718;5620;PERTOČA - FIKŠINCI;0;4.688;759;Pertoča;R 10x4;370;5;338;3;11;12;1;0;0;41.556;PLDP
R3;718;5619;FIKŠINCI ;0;984;;;P;100;1;96;0;2;1;0;0;0;1.991;PLDP
R3;719;5621;ROGAŠOVCI - KRAMAROVCI;0;2.953;760;Rogašovci;R 10x4;650;10;587;2;28;19;4;0;0;66.191;PLDP
R3;719;5622;KRAMAROVCI ;0;630;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;720;5624;SOTINA;0;2.266;;;P;75;0;75;0;0;0;0;0;0;0;PLDP
R3;721;1317;PETROVCI - MARTINJE;0;10.000;714;Gor. Petrovci;R 11x4;751;9;679;4;47;5;6;1;0;62.956;PLDP
R3;721;1317;MARTINJE - KUZMA;10.000;16.360;356;Dolič;R 09x4;690;13;610;10;34;16;7;0;0;108.991;PLDP
R3;721;1317;KUZMA - MP KUZMA;16.360;19.748;;;P;1.100;6;1.012;10;35;20;10;3;4;175.431;PLDP
R3;722;1446;MP MARTINJE - MARTINJE;0;310;524;MP Martinje;R 09x4;110;6;96;0;5;2;1;0;0;8.958;PLDP
R3;723;5691;ŠALOVCI - ČEPINCI;0;6.638;719;Šalovci;R 11x4;469;6;414;5;34;5;3;1;1;58.477;PLDP
R3;723;5657;ČEPINCI - MEJA MADŽARSKA;0;2.524;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;724;5693;HODOŠ - DOMANJŠEVCI;0;5.055;720;Krplivnik;R 11x4;151;1;132;0;14;2;2;0;0;13.935;PLDP
R3;724;5694;DOMANJŠEVCI ;0;1.060;;;P;100;0;95;1;2;1;1;0;0;11.198;PLDP
R3;724;5661;DOMANJŠEVCI - BERKOVCI;0;3.770;;;P;100;0;95;1;2;1;1;0;0;11.198;PLDP
R3;724;4210;BERKOVCI - KOBILJE;0;12.943;721;Motvarjevci;R 11x4;357;2;307;5;35;5;3;0;0;46.035;PLDP
R3;725;5672;MARTJANCI - SEBEBORCI;0;3.167;43;Sebeborci;R 11x4;1.757;20;1.629;9;71;16;10;1;1;132.133;PLDP
R3;725;5677;SEBEBORCI - TRAKŠAROV BREG;0;3.973;712;Andrejci;R 11x4;997;8;923;6;50;7;3;0;0;54.247;PLDP
R3;725;5678;TRAKŠAROV BREG -  FOKOVCI;0;440;;;P;490;3;453;5;21;8;0;0;0;37.077;PLDP
R3;725;5668;FOKOVCI - PROSENJAKOVCI;0;7.693;492;Fokovci;R 07x1;850;10;782;9;38;8;1;1;1;71.417;PLDP
R3;726;1321;RENKOVCI - ČRENŠOVCI;0;8.219;359;Turnišče;QLD5;2.842;39;2.539;26;121;48;54;7;8;567.601;PLDP
R3;726;1322;ČRENŠOVCI - RAZKRIŽJE;0;6.210;360;Sr. Bistrica;QLD;1.987;29;1.723;9;116;44;36;5;25;488.810;PLDP
R3;726;1324;STROČJA VAS - PAVLOVCI;0;13.277;140;Miklavž pri Ormožu;QLD;926;16;811;7;53;17;19;1;2;176.676;PLDP
R3;727;1326;RAZKRIŽJE - MEJA RH;0;475;;;P;450;2;438;0;10;0;0;0;0;0;PLDP
R3;728;1148;ŠKOFLJICA - IG;0;5.325;161;Ig;R 08x4;1.140;8;866;0;124;32;60;20;30;673.358;PLDP
R3;728;4815;IG - IŠKA VAS;0;3.800;;;P;1.000;1;929;20;45;5;0;0;0;94.559;PLDP
R3;728;4815;IŠKA VAS - KRIM;3.800;14.000;;;P;80;1;70;2;5;2;0;0;0;12.442;PLDP
R3;728;4815;KRIM - RAKITNA;14.000;19.440;158;Rakitna;R 09x4;40;1;36;1;1;1;0;0;0;6.221;PLDP
R3;729;4206;HOTIZA - VELIKA POLANA;0;3.317;47;Velika Polana;R 07x4;880;16;778;10;46;22;5;1;2;129.645;PLDP
